Column1,Time,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/5126,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/6187,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/1196,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,GNA/NR/2025/07/01/2952,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/07/5932,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/3698,NR/01102023/05012040/L_NR_2020_02,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532
69,17:00-17:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,13,25,38.47,0,7,8.54,3.16,2.44,130.61,5.92,3.16,-0,86.93,100.56,70.4,0,29.27,14.62,9.83,12,7.5,37.5,21.67,25,5.21,2,5.21,13.34,13.33,15.62,3,40.42

70,17:15-17:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,9,21,31.51,0,5,8.54,3.16,2.44,130.61,5.92,3.16,-0,87.07,100.56,70.4,0,29.27,14.62,9.83,10,7.5,37.5,20,17,5.36,0,5.36,14,14,16.1,3,40.42

71,17:30-17:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,25.15,26.22,7,18,21.94,0,5,8.54,2.73,2.11,130.61,5.92,2.73,-0,87.07,100.56,70.4,0,29.27,14.62,9.83,10,7.5,37.5,18.06,15,5.48,0,5.48,14,14,16.44,3,40.02

72,17:45-18:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,14.93,15.55,6,13,12.18,0,5,8.54,2.09,1.62,130.61,5.92,2.09,-0,87.07,100.56,70.4,0,29.27,14.62,9.83,10,7.5,37.5,14.12,12,5.66,0,5.66,14,14,16.95,3,40.02

73,18:00-18:15,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,5,9,7.3,0,3,8.54,1.48,1.15,130.61,5.92,1.48,-0,87.07,100.56,64.4,0,29.27,14.62,9.83,10,6.67,33.33,11.16,10,6.52,0,6.52,18.34,18.33,19.56,15.53,40.42

74,18:15-18:30,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,5,6,3.7,0,2,8.54,0.99,0.77,130.61,5.92,0.99,-0,87.07,100.56,64.4,0,29.27,14.62,9.83,7,5.91,29.53,8.04,9,7.38,0,7.38,19,19,22.16,13.89,40.42

75,18:30-18:45,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,3,3,0.68,0,1,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,64.4,0,30.27,14.62,9.83,3,3.25,16.22,2.42,6,8.16,0,8.16,20,20,24.46,6.67,40.42

76,18:45-19:00,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,2,2,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,64.4,0,30.27,14.62,9.83,2,1.74,8.68,0.97,3,8.93,0,8.93,21,21,26.78,7.33,40.02

77,19:00-19:15,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,1,1,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,81.41,0,30.27,14.62,9.6,1,0.23,1.14,0.59,1,5,0,5,15,15,15,7.79,40.22

78,19:15-19:30,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,30.27,14.62,9.6,0,0.11,0.57,0.21,0,5,0,5,14.34,14.33,15,7.51,40.02

79,19:30-19:45,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,29.77,14.62,9.6,0,0,0,0.05,0,5,0,5,13.34,13.33,15,7.19,42.42

80,19:45-20:00,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,29.77,14.62,9.6,0,0,0,0,0,5,0,5,12.68,12.69,15,6.83,42.42

81,20:00-20:15,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,29.77,14.62,9.36,0,0,0,0,0,5,0,5,12.19,12.18,15,7.42,42.22

82,20:15-20:30,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,29.27,14.62,9.36,0,0,0,0,0,5,0,5,12.16,12.17,15,7.57,42.42

83,20:30-20:45,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,28.77,14.62,9.36,0,0,0,0,0,5,0,5,12.22,12.22,15,7.51,42.42

84,20:45-21:00,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,28.77,14.62,9.36,0,0,0,0,0,5,0,5,12.76,12.75,15,7.35,42.22

85,21:00-21:15,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,28.25,14.62,9.12,0,0,0,0,0,5,0,5,12.97,12.97,15,7.52,41.22

86,21:15-21:30,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,9.12,0,0,0,0,0,5,0,5,13.03,13.04,15,7.88,40.62

87,21:30-21:45,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,9.12,0,0,0,0,0,5,0,5,11.8,11.79,15,8.28,36.01

88,21:45-22:00,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,9.12,0,0,0,0,0,5,0,5,12.13,12.13,15,8.75,35.41

89,22:00-22:15,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,8.89,0,0,0,0,0,5,0,5,12.27,12.27,15,7.65,35.21

90,22:15-22:30,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.54,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,8.89,0,0,0,0,0,5,0,5,12.31,12.32,15,7.53,35.01

91,22:30-22:45,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.26,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,28.26,14.62,8.89,0,0,0,0,0,5,0,5,12.26,12.27,15,7.76,34.61

92,22:45-23:00,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.26,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,8.89,0,0,0,0,0,5,0,5,12.17,12.18,15,8.16,34.01

93,23:00-23:15,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.26,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,8.66,0,0,0,0,0,5,0,5,12.15,12.16,15,8.57,33.41

94,23:15-23:30,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.26,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,8.66,0,0,0,0,0,5,0,5,12.11,12.12,15,8.97,32.41

95,23:30-23:45,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.26,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,8.66,0,0,0,0,0,5,0,5,12.09,12.09,15,9.37,30.81

96,23:45-24:00,41.03,20.51,0,82.05,33.79,29.03,271.49,0,19.22,0,0,20.51,14.62,12.69,0,20.83,0,0,0,0,0,0,0,8.26,0,0,130.61,5.92,0,-0,87.07,100.56,115.83,0,27.25,14.62,8.66,0,0,0,0,0,5,0,5,12.05,12.04,15,9.81,30.81

