Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/01062024/15062024/1000011005-GOHP-BRPL,WR/01102023/16072048/L_NR_2022_08,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01062024/30062024/R2,NR/22102023/11042047/L_NR_2021_17,NR/01102023/19072037/LT-05,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/22052037/LT-59,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/IEPL01,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1
53,13:00-13:15,26.240000,7.300000,0.000000,37.5,83.33,125.954318,48.290000,38.34,29.040000,20.250000,37.5,31.4,83.33,31.4,7.21,81,44.5,0.000000,112.5,0,88.24,24.140000,31.4,91,189,233.33,0,46.67,24.140000,46,70.420000,24.140000,6.060000,12.720000,12.300000,57.660000,150.190000,0.000000,54.080000,0.000000,20.250000,15.330000,24.140000,112.030000,0.000000,24.140000,6.680000,0.000000,15.330000,15.710000,0.000000

54,13:15-13:30,26.740000,7.300000,0.000000,37.5,83.33,123.762368,48.290000,38.34,29.040000,20.250000,37.5,31.24,83.33,31.23,7.21,81,44.5,0.000000,112.5,0,88.24,24.140000,31.23,91,189,233.33,0,46.67,24.140000,46,70.420000,24.140000,6.060000,12.720000,12.300000,57.660000,150.190000,0.000000,54.080000,0.000000,20.250000,15.140000,24.140000,112.030000,0.000000,24.140000,6.680000,0.000000,15.140000,15.520000,0.000000

55,13:30-13:45,26.740000,6.760000,0.000000,37.5,83.33,119.660986,48.290000,38.34,29.040000,20.250000,37.5,31.24,83.33,31.23,9.01,76,44.5,0.000000,112.5,0,88.14,24.140000,31.23,85,179,233.33,0,46.67,24.140000,43,70.420000,24.140000,6.060000,12.720000,12.300000,57.660000,150.190000,0.000000,58.040000,0.000000,20.250000,14.870000,24.140000,145.760000,0.000000,24.140000,6.680000,0.000000,14.870000,15.240000,0.000000

56,13:45-14:00,25.240000,6.760000,0.000000,37.5,83.33,117.108582,48.290000,38.34,29.040000,20.250000,37.5,31.4,83.33,31.4,9.61,76,44.5,0.000000,112.5,0,88.19,24.140000,31.4,85,179,233.33,0,46.67,24.140000,43,70.420000,24.140000,6.060000,12.720000,12.300000,57.660000,150.190000,0.000000,58.040000,0.000000,20.250000,14.570000,24.140000,145.760000,0.000000,24.140000,6.680000,0.000000,14.570000,14.950000,0.000000

57,14:00-14:15,25.240000,6.920000,0.000000,35,76.67,113.971658,48.290000,33.34,29.040000,20.250000,35,31.4,76.67,31.4,11.01,76,44,0.000000,105,0,88.05,24.140000,31.4,84,179,233.33,0,46.67,24.140000,42,70.420000,24.140000,6.220000,12.720000,16.110000,57.660000,193.160000,0.000000,87.020000,0.000000,20.250000,14.240000,24.140000,194.050000,0.000000,24.140000,6.880000,0.000000,14.240000,14.590000,0.000000

58,14:15-14:30,25.240000,6.920000,0.000000,35,76.67,109.98718,48.290000,33.34,29.040000,20.250000,35,31.4,76.67,31.4,14,75,43.19,0.000000,105,0,87.71,24.140000,31.4,83,175,233.33,0,46.67,24.140000,41,70.420000,24.140000,6.220000,12.720000,16.110000,68.120000,231.790000,0.000000,100.620000,0.000000,20.250000,13.840000,24.140000,225.560000,0.000000,24.140000,6.880000,0.000000,13.840000,14.180000,0.000000

59,14:30-14:45,26.240000,6.920000,0.000000,35,76.67,104.43424,48.290000,26.66,29.040000,14.170000,35,31.4,76.67,31.4,16.4,72,42.52,0.000000,105,0,87.04,24.140000,31.4,80,168,225,0,45,24.140000,40,70.420000,24.140000,6.220000,12.720000,16.110000,68.120000,273.080000,0.000000,100.620000,0.000000,14.170000,13.410000,24.140000,225.560000,0.000000,24.140000,6.880000,0.000000,13.410000,13.740000,0.000000

60,14:45-15:00,26.740000,6.920000,0.000000,35,76.67,98.628008,48.290000,27,29.040000,14.170000,35,31.4,76.67,31.4,18.4,67,41.4,0.000000,105,0,85.23,24.140000,31.4,75,158,218.82,0,43.76,24.140000,38,70.420000,24.140000,6.220000,12.720000,16.110000,68.120000,273.080000,0.000000,100.620000,0.000000,14.170000,12.780000,24.140000,225.560000,0.000000,24.140000,6.880000,0.000000,12.780000,13.090000,0.000000

61,15:00-15:15,27.250000,7.150000,0.000000,27.34,76.67,90.688278,48.290000,27.34,29.040000,14.170000,27.33,31.4,76.67,31.4,20.4,64,39.45,0.000000,82,0,81.6,24.140000,31.4,72,151,208.28,0,41.65,24.140000,36,70.420000,24.140000,6.450000,12.910000,16.110000,68.120000,273.080000,0.000000,60.100000,0.000000,14.170000,12.110000,24.140000,225.560000,0.000000,24.140000,7.150000,0.000000,12.110000,12.420000,0.000000

62,15:15-15:30,27.250000,7.150000,0.000000,28.34,76.67,84.443656,48.290000,27.34,29.040000,14.170000,28.33,31.5,76.67,31.5,22.81,60,37.4,0.000000,85,0,76.81,24.140000,31.5,67,140,200.33,0,40.07,24.140000,33,115.470000,24.140000,6.450000,12.910000,16.110000,68.120000,273.080000,0.000000,60.100000,0.000000,14.170000,11.510000,24.140000,262.210000,0.000000,24.140000,7.150000,0.000000,11.510000,11.790000,0.000000

63,15:30-15:45,27.250000,6.920000,0.000000,29.34,76.67,79.523946,48.290000,27.66,29.040000,14.170000,29.33,31.5,76.67,31.5,24.61,57,35.36,0.000000,88,0,71.65,24.140000,31.5,62,133,188.75,0,37.75,24.140000,31,115.470000,24.140000,6.450000,12.910000,16.110000,87.120000,273.080000,0.000000,60.100000,0.000000,14.170000,10.730000,24.140000,262.210000,0.000000,24.140000,6.500000,0.000000,10.730000,11.000000,0.000000

64,15:45-16:00,27.250000,6.920000,0.000000,30,76.67,74.23404,48.290000,28.34,29.040000,14.170000,30,31.84,76.67,31.83,25.81,52,32.43,0.000000,90,0,66.22,24.140000,31.83,57,123,176.08,0,35.22,24.140000,28,115.470000,24.140000,6.450000,12.910000,16.110000,87.120000,273.080000,0.000000,60.100000,0.000000,14.170000,10.010000,24.140000,262.210000,0.000000,24.140000,6.500000,0.000000,10.010000,10.260000,0.000000

65,16:00-16:15,27.250000,7.070000,48.290000,29.16,67.33,68.203742,48.290000,28.66,29.040000,30.910000,29.17,32,67.33,32,30.02,48,30.25,0.000000,87.5,0,60.55,24.140000,32,52,112,160.94,0,32.19,24.140000,26,115.470000,24.140000,6.680000,13.100000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,14.170000,9.150000,24.140000,262.210000,0.000000,24.140000,6.780000,48.290000,9.150000,9.380000,24.140000

66,16:15-16:30,27.250000,7.070000,48.290000,29.34,67.33,61.247954,48.290000,29.34,29.040000,30.910000,29.33,32.34,67.33,32.33,29.82,42,26.71,0.000000,88,0,54.6,24.140000,32.33,45,98,144.08,0,28.82,24.140000,23,115.470000,24.140000,6.680000,13.100000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,14.170000,8.270000,24.140000,262.210000,0.000000,24.140000,6.780000,48.290000,8.270000,8.480000,24.140000

67,16:30-16:45,27.250000,7.070000,48.290000,29.84,68,53.025706,48.290000,29.66,29.040000,30.910000,29.83,32.34,68,32.33,29.42,36,22.93,0.000000,89.5,0,48.35,24.140000,32.33,40,84,130.14,0,26.03,24.140000,20,115.470000,24.140000,6.680000,13.100000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,14.170000,7.390000,24.140000,262.210000,0.000000,24.140000,6.780000,48.290000,7.390000,7.570000,24.140000

68,16:45-17:00,27.250000,7.070000,48.290000,30,68,44.91062,48.290000,30.34,29.040000,30.910000,30,33,68,30,29.01,31,20.18,0.000000,90,0,41.38,24.140000,33,35,74,113.48,0,22.69,24.140000,18,115.470000,24.140000,6.680000,13.100000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,14.170000,6.380000,24.140000,262.210000,0.000000,24.140000,6.780000,48.290000,6.380000,6.540000,24.140000

69,17:00-17:15,27.760000,7.070000,48.290000,29.84,75,37.126762,48.290000,30.66,29.040000,30.910000,29.83,32.75,75,20,35.02,25,16.85,0.000000,89.5,0,34.32,24.140000,29.82,29,60,96.95,0,19.39,24.140000,14,115.470000,24.140000,6.990000,13.280000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,0.000000,5.460000,24.140000,262.210000,0.000000,24.140000,7.340000,48.290000,5.460000,5.600000,24.140000

70,17:15-17:30,27.250000,7.070000,48.290000,29.66,74,29.703358,48.290000,31,29.040000,30.910000,29.67,22.7,74,10,34.22,19,13,0.000000,89,0,27.83,24.140000,21.89,23,46,80.96,0,16.19,24.140000,12,115.470000,24.140000,6.990000,13.280000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,0.000000,4.590000,24.140000,262.210000,0.000000,24.140000,7.340000,48.290000,4.590000,4.710000,24.140000

71,17:30-17:45,27.250000,7.070000,48.290000,35,78.33,22.689118,48.290000,33.34,29.040000,30.910000,35,13.72,78.33,3,33.22,15,10,0.000000,105,0,21.36,24.140000,14.43,19,35,67.26,0,13.45,24.140000,9,115.470000,24.140000,6.990000,13.280000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,0.000000,3.700000,24.140000,262.210000,0.000000,24.140000,7.340000,48.290000,3.700000,3.790000,24.140000

72,17:45-18:00,27.250000,7.070000,48.290000,35,78.33,16.142494,48.290000,33.34,29.040000,30.910000,35,7.36,78.33,0,32.22,7,8,0.000000,105,0,15.11,24.140000,9.23,13,18,53.19,0,10.64,24.140000,7,115.470000,24.140000,6.990000,13.280000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,5.170000,2.870000,24.140000,262.210000,0.000000,24.140000,7.340000,48.290000,2.870000,2.940000,24.140000

73,18:00-18:15,27.250000,7.300000,48.290000,34.84,78.33,10.52136,48.290000,33.34,29.040000,30.910000,34.83,0,78.33,0,32.82,4,5,0.000000,104.5,0,9.54,24.140000,0,5,11,40.14,0,8.03,24.140000,3,115.470000,24.140000,7.380000,13.460000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,5.170000,2.110000,24.140000,262.210000,0.000000,24.140000,7.890000,48.290000,2.110000,2.160000,24.140000

74,18:15-18:30,27.250000,7.300000,48.290000,34.16,78.33,6.156944,48.290000,32.34,29.040000,30.910000,34.17,0,78.33,0,31.02,3,4,0.000000,102.5,0,5.16,24.140000,0,3,7,29.03,0,5.8,24.140000,1,115.470000,24.140000,7.380000,13.460000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,5.170000,1.490000,24.140000,262.210000,0.000000,24.140000,7.890000,48.290000,1.490000,1.530000,24.140000

75,18:30-18:45,27.250000,7.300000,48.290000,33.84,78.33,2.396532,48.290000,31,29.040000,30.910000,33.83,0,78.33,0,29.01,1,3,0.000000,101.5,0,2.24,24.140000,0,1,4,20.28,0,4.06,24.140000,1,115.470000,24.140000,7.380000,13.460000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,5.170000,0.950000,24.140000,262.210000,0.000000,24.140000,7.890000,48.290000,0.950000,0.960000,24.140000

76,18:45-19:00,27.250000,7.300000,48.290000,33,78.33,0.43839,48.290000,30.34,29.040000,30.910000,33,0,78.33,0,26.01,0,2,0.000000,99,0,0,24.140000,0,0,1,13.09,0,2.62,24.140000,0,115.470000,24.140000,7.380000,13.460000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,5.170000,0.510000,24.140000,262.210000,0.000000,24.140000,7.890000,48.290000,0.510000,0.520000,24.140000

77,19:00-19:15,27.760000,7.300000,48.290000,32.66,76.33,0,48.290000,29.66,29.040000,30.910000,32.67,0,76.33,0,33.02,0,1,0.000000,98,0,0,24.140000,0,0,1,7.13,0,1.43,24.140000,0,115.470000,24.140000,7.770000,13.650000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,2.270000,0.070000,24.140000,262.210000,0.000000,24.140000,8.450000,48.290000,0.070000,0.080000,24.140000

78,19:15-19:30,28.260000,7.300000,48.290000,31.84,73,0,48.290000,28.66,29.040000,30.910000,31.83,0,73,0,32.02,0,0.5,0.000000,95.5,0,0,24.140000,0,0,0,2.33,0,0.47,24.140000,0,115.470000,24.140000,7.770000,13.650000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,2.270000,0.000000,24.140000,262.210000,0.000000,24.140000,8.450000,48.290000,0.000000,0.000000,24.140000

79,19:30-19:45,28.260000,7.300000,48.290000,31.34,71.33,0,48.290000,28.66,29.040000,30.910000,31.33,0,71.33,0,30.02,0,0,0.000000,94,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.770000,13.650000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,8.450000,48.290000,0.000000,0.000000,24.140000

80,19:45-20:00,27.760000,7.300000,48.290000,30.66,70.67,0,48.290000,28.34,29.040000,30.910000,30.67,0,70.67,0,27.01,0,0,0.000000,92,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.770000,13.650000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,8.450000,48.290000,0.000000,0.000000,24.140000

81,20:00-20:15,31.280000,7.300000,48.290000,29.16,75.33,0,48.290000,22.66,29.040000,30.910000,29.17,0,75.33,0,20,0,0,0.000000,87.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.530000,13.830000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,8.350000,48.290000,0.000000,0.000000,24.140000

82,20:15-20:30,31.280000,7.300000,48.290000,27.5,75,0,48.290000,22.34,29.040000,30.910000,27.5,0,75,0,18,0,0,0.000000,82.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.530000,13.830000,16.110000,87.120000,273.080000,38.630000,100.620000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,8.350000,48.290000,0.000000,0.000000,24.140000

83,20:30-20:45,31.280000,7.300000,48.290000,29.84,74.67,0,48.290000,21.66,29.040000,30.910000,29.83,0,74.67,0,14.6,0,0,0.000000,89.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.530000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,8.350000,48.290000,0.000000,0.000000,24.140000

84,20:45-21:00,31.280000,7.300000,48.290000,28.34,74.67,0,48.290000,20.66,29.040000,30.910000,28.33,0,74.67,0,13.6,0,0,0.000000,85,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.530000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,8.350000,48.290000,0.000000,0.000000,24.140000

85,21:00-21:15,31.280000,7.070000,48.290000,27.34,69.67,0,48.290000,19.66,29.040000,30.910000,27.33,0,69.67,0,10.01,0,0,0.000000,82,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.380000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

86,21:15-21:30,31.280000,7.070000,48.290000,26.34,68.67,0,48.290000,18.66,29.040000,30.910000,26.33,0,68.67,0,9.61,0,0,0.000000,79,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.380000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

87,21:30-21:45,31.280000,7.070000,48.290000,25.34,52.67,0,48.290000,18,29.040000,30.910000,25.33,0,52.67,0,9.01,0,0,0.000000,76,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.380000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

88,21:45-22:00,30.780000,7.070000,48.290000,24.34,52.67,0,48.290000,17.34,29.040000,30.910000,24.33,0,52.67,0,8.61,0,0,0.000000,73,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.380000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

89,22:00-22:15,30.780000,7.300000,48.290000,19.84,49,0,48.290000,16.34,29.040000,30.910000,19.83,0,49,0,8.21,0,0,0.000000,59.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.150000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

90,22:15-22:30,30.780000,7.300000,48.290000,19.5,47.33,0,48.290000,15,29.040000,30.910000,19.5,0,47.33,0,7.81,0,0,0.000000,58.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.150000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

91,22:30-22:45,30.780000,7.300000,48.290000,19,47.33,0,48.290000,15,29.040000,30.910000,19,0,47.33,0,7.41,0,0,0.000000,57,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.150000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

92,22:45-23:00,30.280000,7.300000,48.290000,18.66,47.33,0,48.290000,15,29.040000,30.910000,18.67,0,47.33,0,7.41,0,0,0.000000,56,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,7.150000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,30.910000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

93,23:00-23:15,30.280000,7.300000,48.290000,18.5,46,0,48.290000,15,29.040000,30.910000,18.5,0,46,0,7.41,0,0,0.000000,55.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,6.990000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,2.270000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

94,23:15-23:30,30.280000,7.300000,48.290000,18.5,46.33,0,48.290000,15.66,29.040000,30.910000,18.5,0,46.33,0,7.41,0,0,0.000000,55.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,6.990000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,2.270000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

95,23:30-23:45,29.770000,7.300000,48.290000,17.84,47.33,0,48.290000,17,29.040000,30.910000,17.83,0,47.33,0,7.41,0,0,0.000000,53.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,6.990000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,2.270000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

96,23:45-24:00,29.770000,7.300000,48.290000,17.34,48.67,0,48.290000,20,29.040000,30.910000,17.33,0,48.67,0,7.41,0,0,0.000000,52,0,0,24.140000,0,0,0,0,0,0,24.140000,0,115.470000,24.140000,6.990000,13.830000,16.110000,87.120000,273.080000,38.630000,60.100000,0.000000,2.270000,0.000000,24.140000,262.210000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

