Block,Time,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/16042024/30042024/IEX_240323_06617,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01042024/30042024/PTC/OA/32001,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01042024/31072024/LT_MEJA_DELHI,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_02,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/04042024/30042024/SJVN040424NR1694
6,01:15-01:30,0.000000,3.290000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.770000,0,115.830000,13.06,0.000000,11.01,0,15.16,0.000000,0,0,30.67,45.5,16.110000,0,0,273.050000,30.67,15.17,262.190000,48.280000,30.900000,13.650000,4.080000,4.040000,0,0,0,0,0,0,0

7,01:30-01:45,0.000000,3.290000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.770000,0,115.830000,10.9,0.000000,10.61,0,15.66,0.000000,0,0,31,47,16.110000,0,0,273.050000,31,15.67,262.190000,48.280000,30.900000,13.650000,4.080000,4.040000,0,0,0,0,0,0,0

8,01:45-02:00,0.000000,3.290000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.770000,0,115.830000,10.9,0.000000,10.01,0,16.34,0.000000,0,0,31.33,49,16.110000,0,0,273.050000,31.33,16.33,262.190000,48.280000,30.900000,13.650000,4.080000,4.040000,0,0,0,0,0,0,0

9,02:00-02:15,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.770000,0,115.830000,14.94,0.000000,7.41,0,17.66,0.000000,0,0,34.67,53,16.110000,0,0,273.050000,34.67,17.67,262.190000,48.280000,30.900000,13.550000,4.000000,3.880000,0,0,0,0,0,0,0

10,02:15-02:30,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.770000,0,115.830000,15,0.000000,7.41,0,17.66,0.000000,0,0,34.33,53,16.110000,0,0,273.050000,34.33,17.67,262.190000,48.280000,30.900000,13.550000,4.000000,3.880000,0,0,0,0,0,0,0

11,02:30-02:45,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.770000,0,115.830000,15.03,0.000000,7.41,0,17.66,0.000000,0,0,34,53,16.110000,0,0,273.050000,34,17.67,262.190000,48.280000,30.900000,13.550000,4.000000,4.190000,0,0,0,0,0,0,0

12,02:45-03:00,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,15.1,0.000000,7.41,0,17.66,0.000000,0,0,33.33,53,16.110000,0,0,273.050000,33.33,17.67,262.190000,48.280000,30.900000,13.550000,4.000000,4.190000,0,0,0,0,0,0,0

13,03:00-03:15,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,15,0.000000,7.41,0,17.66,0.000000,0,0,33,53,16.110000,0,0,273.050000,33,17.67,262.190000,48.280000,30.900000,13.460000,4.000000,4.190000,0,0,0,0,0,0,0

14,03:15-03:30,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,14.5,0.000000,6.81,0,17.5,0.000000,0,0,31.67,52.5,16.110000,0,0,273.050000,31.67,17.5,262.190000,48.280000,30.900000,13.460000,4.000000,4.190000,0,0,0,0,0,0,0

15,03:30-03:45,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,14.18,0.000000,6.81,0,17.16,0.000000,0,0,31.33,51.5,16.110000,0,0,273.050000,31.33,17.17,262.190000,48.280000,30.900000,13.460000,4.000000,4.190000,0,0,0,0,0,0,0

16,03:45-04:00,0.000000,3.210000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,13.77,0.000000,6.81,0,16.84,0.000000,0,0,31,50.5,16.110000,0,0,273.050000,31,16.83,262.190000,48.280000,30.900000,13.460000,4.000000,4.190000,0,0,0,0,0,0,0

17,04:00-04:15,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,10.34,0.000000,6.81,0,13.34,0.000000,0,0,30,40,16.110000,0,0,273.050000,30,13.33,262.190000,48.280000,30.900000,13.370000,3.920000,4.110000,0,0,0,0,0,0,0

18,04:15-04:30,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,10.34,0.000000,6.81,0,13.16,0.000000,0,0,28.67,39.5,16.110000,0,0,273.050000,28.67,13.17,262.190000,48.280000,30.900000,13.370000,3.920000,4.110000,0,0,0,0,0,0,0

19,04:30-04:45,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,10.34,0.000000,6.01,0,13,0.000000,0,0,28.33,39,16.110000,0,0,273.050000,28.33,13,262.190000,48.280000,30.900000,13.370000,3.920000,4.110000,0,0,0,0,0,0,0

20,04:45-05:00,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,10,0.000000,6.01,0,12.5,0.000000,0,0,28,37.5,16.110000,0,0,273.050000,28,12.5,262.190000,48.280000,30.900000,13.370000,3.920000,4.110000,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,9.66,0.000000,6.01,0,12.34,0.000000,0,0,27.33,37,16.110000,0,0,273.050000,27.33,12.33,262.190000,48.280000,0.000000,13.180000,3.920000,4.110000,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,29.270000,0,115.830000,9.34,0.000000,6.01,0,12,0.000000,0,0,26.67,36,16.110000,0,0,273.050000,26.67,12,262.190000,48.280000,0.000000,13.180000,3.920000,4.110000,0,0,0,0,0,0,0

23,05:30-05:45,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,28.260000,0,115.830000,8.66,0.000000,6.01,0,11.66,0.000000,0,0,26,35,16.110000,0,0,273.050000,26,11.67,262.190000,48.280000,0.000000,13.180000,3.920000,4.110000,0,0,0,0,0,0,0

24,05:45-06:00,0.000000,3.110000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,28.260000,0,115.830000,8.34,0.000000,6.01,0,11.5,0.000000,0,0,25.67,34.5,16.110000,0.263061,0,273.050000,25.67,11.5,262.190000,48.280000,0.000000,13.180000,3.920000,4.110000,0,0,0,0,0,0,0

25,06:00-06:15,0.000000,3.020000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,27.750000,2,115.830000,8.66,0.000000,6.01,0,11,0.000000,0,0,25,33,16.110000,2.591638,3.94,273.050000,25,11,262.190000,48.280000,30.900000,13.000000,3.840000,4.040000,0,0,0,0,0,0,0

26,06:15-06:30,0.000000,3.020000,9.660000,0.000000,100.610000,0.000000,87.110000,41.040000,30.900000,27.750000,8,115.830000,8.66,0.000000,6.01,0,11,0.000000,2.5,0,24.67,33,16.110000,6.547296,8.97,273.050000,24.67,11,262.190000,48.280000,30.900000,13.000000,3.840000,4.040000,0.2,0,0,0,0,0,0

27,06:30-06:45,0.070000,3.020000,9.660000,0.000000,100.610000,0.070000,87.110000,41.040000,30.900000,27.250000,12,115.830000,8.66,0.000000,6.01,1.57,10.84,0.070000,6.18,0,24,32.5,16.110000,11.379824,20.35,273.050000,24,10.83,262.190000,48.280000,30.900000,13.000000,4.080000,4.040000,0.5,2,0,0.31,1,0,0

28,06:45-07:00,0.270000,3.020000,9.660000,0.000000,100.610000,0.270000,87.110000,41.040000,30.900000,27.250000,20,115.830000,9,0.000000,6.01,7.08,10.66,0.270000,12,0.27,23.33,32,16.110000,17.654316,32.9,273.050000,23.33,10.67,262.190000,48.280000,30.900000,13.000000,4.080000,4.040000,1,6,0,1.41,2,0,0

29,07:00-07:15,0.590000,3.020000,9.660000,0.000000,100.610000,0.590000,87.110000,41.040000,30.900000,27.250000,30,109.200000,8.66,0.000000,6.01,15.26,10.34,0.600000,20.53,2.28,22.67,31,16.110000,25.614347,33,273.050000,22.67,10.33,262.190000,48.280000,30.900000,12.910000,4.000000,4.040000,5,11,1,3.05,4,2,0

30,07:15-07:30,1.050000,3.020000,9.660000,0.000000,100.610000,1.050000,87.110000,41.040000,30.900000,27.250000,29.17,109.200000,8.66,0.000000,6.01,26.42,10.16,1.080000,29.17,5.8,21.67,30.5,16.110000,35.298889,29.16,273.050000,21.67,10.17,262.190000,48.280000,30.900000,12.910000,4.000000,4.040000,8.5,20,3,5.28,8,6,0

31,07:30-07:45,1.640000,3.210000,9.660000,0.000000,100.610000,1.640000,87.110000,41.040000,14.860000,26.750000,30.67,94.630000,6.66,0.000000,6.01,41.08,7.34,1.680000,30.67,10.95,18.33,22,16.110000,46.269507,30.66,273.050000,18.33,7.33,262.190000,48.280000,30.900000,12.910000,4.000000,4.040000,12,35,8,8.22,15,16,0

32,07:45:08:00,2.780000,3.210000,9.660000,0.000000,100.610000,2.780000,87.110000,41.040000,14.860000,26.750000,30.67,66.240000,6.66,0.000000,6.01,58.48,7.34,2.850000,30.67,17.63,17.67,22,16.110000,57.522672,30.66,273.050000,17.67,7.33,262.190000,48.280000,30.900000,12.910000,4.000000,4.040000,14,49,11,11.7,21,23,0

33,08:00-08:15,3.480000,3.210000,9.660000,0.000000,100.610000,3.480000,87.110000,41.040000,14.860000,26.750000,30.67,66.240000,6.66,0.000000,6.01,68.99,11.66,3.570000,30.67,25.09,24,35,16.110000,68.045112,30.66,273.050000,24,11.67,262.190000,48.280000,30.900000,12.810000,3.920000,3.880000,18,67,17,13.8,28,33,0

34,08:15-08:30,4.720000,3.210000,9.660000,0.000000,100.610000,4.720000,87.110000,41.040000,14.860000,26.750000,30.67,66.240000,6.66,0.000000,6.01,78.77,11.34,4.840000,30.67,32.19,23,34,16.110000,77.905028,30.66,273.050000,23,11.33,262.190000,48.280000,30.900000,12.810000,3.920000,3.880000,21,84,20,15.75,36,40,0

35,08:30-08:45,5.960000,3.210000,9.660000,0.000000,100.610000,5.960000,84.980000,41.040000,25.070000,26.750000,31.67,66.240000,6.66,0.000000,6.01,96.85,10.84,6.100000,31.67,39.81,18.33,32.5,16.110000,87.570084,31.66,273.050000,18.33,10.83,262.190000,48.280000,30.900000,12.810000,3.920000,3.880000,24,102,24,19.37,43,49,0

36,08:45:09:00,7.080000,3.210000,9.660000,0.000000,100.610000,7.080000,84.980000,41.040000,25.070000,26.750000,31.67,66.240000,6.66,0.000000,6.01,112.31,10.34,7.260000,31.67,47.37,17.33,31,16.110000,96.825934,31.66,273.050000,17.33,10.33,262.190000,48.280000,30.900000,12.810000,3.920000,3.880000,26.94,119,28,22.46,51,57,0

37,09:00:09:15,8.120000,3.210000,9.660000,0.000000,100.610000,8.120000,66.630000,41.040000,26.060000,26.240000,31.67,70.400000,6.66,0.000000,6.01,144.03,8.84,8.320000,31.67,54.56,16,26.5,16.110000,102.408673,31.66,273.050000,16,8.83,262.190000,48.280000,26.060000,12.720000,3.920000,3.880000,30.02,133,32,28.81,57,63,52.63

38,09:15-09:30,9.070000,3.210000,9.660000,0.000000,100.610000,9.070000,66.630000,41.040000,26.060000,26.240000,31.67,70.400000,6.66,0.000000,6.01,154.58,8.16,9.300000,31.67,61.16,14.33,24.5,16.110000,110.242045,31.66,273.050000,14.33,8.17,262.190000,48.280000,26.060000,12.720000,3.920000,3.880000,32.71,147,35,30.92,63,70,53.11

39,09:30-09:45,10.610000,3.210000,9.660000,0.000000,100.610000,10.610000,66.630000,41.040000,25.720000,26.240000,31.67,70.400000,6.66,0.000000,6.01,185.74,7.84,10.880000,31.67,67.52,12.67,23.5,16.110000,117.69544,31.66,273.050000,12.67,7.83,225.540000,48.280000,25.720000,12.720000,3.920000,3.880000,34.34,144,34,37.15,61,68,53.11

40,09:45-10:00,11.570000,3.210000,9.660000,0.000000,100.610000,11.570000,66.630000,41.040000,25.720000,26.240000,32,70.400000,6.66,0.000000,6.01,197.18,7.84,11.850000,32,73.53,11,23.5,16.110000,124.018647,32,273.050000,11,7.83,206.230000,48.280000,25.720000,12.720000,3.920000,3.880000,36.54,154,37,39.43,66,73,53.11

41,10:00-10:15,12.520000,3.110000,9.660000,0.000000,100.610000,12.520000,66.630000,41.040000,25.720000,26.240000,32,70.400000,6.66,0.000000,6.01,205.88,7.84,12.840000,32,79,10,23.5,16.110000,129.38704,32,273.050000,10,7.83,206.230000,48.280000,25.720000,12.630000,3.840000,3.730000,38.46,168,40,41.18,72,80,53.11

42,10:15-10:30,12.420000,3.110000,9.660000,0.000000,77.260000,12.420000,55.670000,41.040000,25.720000,26.240000,32,70.400000,6.66,0.000000,6.01,217.27,8,12.730000,32,83.78,10,24,16.110000,134.209825,32,273.050000,10,8,206.230000,48.280000,25.720000,12.630000,3.840000,3.730000,40.3,179,43,43.45,76,85,53.11

43,10:30-10:45,13.090000,3.110000,9.660000,0.000000,67.600000,13.090000,32.830000,41.040000,25.720000,26.240000,32,70.400000,8.34,0.000000,6.01,200.41,8.16,13.420000,32,66.67,10,24.5,16.110000,140.406373,32,273.050000,10,8.17,145.740000,48.280000,25.720000,12.630000,3.690000,3.730000,42.05,182,44,40.08,78,89,53.11

44,10:45-11:00,13.560000,3.110000,9.660000,0.000000,62.770000,13.560000,32.830000,41.040000,25.720000,26.240000,32,70.400000,8.34,0.000000,6.01,204.17,8.16,13.900000,32,70,10,24.5,16.110000,144.323059,32,273.050000,10,8.17,145.740000,48.280000,25.720000,12.630000,3.690000,3.730000,43.1,186,45,40.83,79,89,53.11

45,11:00-11:15,12.140000,3.110000,9.660000,0.000000,62.770000,12.140000,32.830000,41.040000,25.530000,26.240000,32,70.400000,8.34,0.000000,6.01,179.47,8.16,12.440000,32,73.33,12,24.5,16.110000,147.099814,32,273.050000,12,8.17,145.740000,48.280000,25.530000,12.530000,3.690000,3.730000,43.42,186,45,35.89,79,89,53.11

46,11:15-11:30,12.580000,3.110000,9.660000,0.000000,53.110000,12.580000,32.830000,41.040000,25.530000,26.240000,32,70.400000,8.34,0.000000,6.01,183.63,8.16,12.890000,32,76.67,12,24.5,16.110000,149.214045,32,273.050000,12,8.17,125.540000,48.280000,25.530000,12.530000,3.690000,3.730000,43.5,186,45,36.73,79,89,53.11

47,11:30-11:45,12.900000,3.110000,9.660000,0.000000,53.110000,12.900000,32.830000,41.040000,25.530000,27.250000,32,70.400000,8.34,0.000000,6.01,166.67,11.16,13.230000,32,80,22.67,33.5,16.110000,150.899584,32,234.670000,22.67,11.17,111.060000,48.280000,25.530000,12.530000,3.690000,3.730000,43.5,186,45,33.33,79,89,53.11

48,11:45-12:00,13.280000,3.110000,9.660000,0.000000,53.110000,13.280000,32.830000,41.040000,25.530000,27.250000,32,70.400000,8.34,0.000000,6.01,175,12.16,13.620000,32,83.63,21.67,36.5,16.110000,152.507179,32,234.670000,21.67,12.17,111.060000,48.280000,25.530000,12.530000,3.690000,3.730000,43.5,186,45,35,79,89,53.11

49,12:00-12:15,13.480000,3.110000,9.660000,0.000000,53.110000,13.480000,32.830000,41.040000,25.530000,27.250000,32,70.400000,16.34,0.000000,6.01,179.17,15.84,13.810000,32,83.63,41.67,47.5,16.110000,154.173232,32,234.670000,41.67,15.83,145.740000,48.280000,25.530000,12.450000,3.690000,3.800000,37.5,189,45,35.83,81,89,53.11

50,12:15-12:30,13.860000,3.110000,9.660000,0.000000,53.110000,13.860000,32.830000,41.040000,25.530000,27.250000,32,70.400000,17.66,0.000000,6.01,179.17,16.5,14.200000,32,83.63,44.33,49.5,16.110000,153.169703,32,234.670000,44.33,16.5,145.740000,48.280000,25.530000,12.450000,3.690000,3.800000,37.5,189,45,35.83,81,89,53.11

51,12:30-12:45,14.650000,3.110000,9.660000,0.000000,53.110000,14.650000,32.830000,41.040000,25.530000,27.250000,32,70.400000,15,0.000000,6.01,179.17,15.16,15.010000,32,83.63,33.33,45.5,16.110000,151.162645,32,234.670000,33.33,15.17,145.740000,48.280000,25.530000,12.450000,3.770000,3.800000,37.5,189,45,35.83,81,89,53.11

52,12:45-13:00,14.950000,3.110000,9.660000,0.000000,53.110000,14.950000,32.830000,41.040000,25.530000,27.250000,32,70.400000,15,0.000000,6.41,179.17,15.84,15.320000,32,83.58,33.82,47.5,16.110000,148.717152,32,196.040000,33.82,15.83,145.740000,48.280000,25.530000,12.450000,3.770000,3.800000,37.5,189,45,35.83,81,89,53.11

53,13:00-13:15,14.950000,3.250000,9.660000,0.000000,53.110000,14.950000,32.830000,41.040000,25.530000,27.250000,32,70.400000,14.66,0.000000,6.81,137.5,10,15.320000,32,83.77,26.33,30,16.110000,146.768552,32,157.410000,26.33,10,145.740000,48.280000,25.530000,12.350000,3.770000,3.880000,43.93,189,45,27.5,81,89,53.11

54,13:15-13:30,14.950000,3.250000,9.660000,0.000000,53.110000,14.950000,32.830000,41.040000,25.530000,27.250000,32,70.400000,15.34,0.000000,7.01,137.5,10,15.320000,32,83.44,26.67,30,16.110000,144.137942,32,157.410000,26.67,10,145.740000,48.280000,25.530000,12.350000,3.770000,3.880000,43.97,189,45,27.5,81,89,53.11

55,13:30-13:45,14.950000,3.250000,9.660000,0.000000,53.110000,14.950000,32.830000,41.040000,25.530000,27.750000,32,70.400000,15,0.000000,7.21,139.17,10.5,15.320000,32,83.44,20,31.5,16.110000,138.701348,32,157.410000,20,10.5,145.740000,48.280000,25.530000,12.350000,3.770000,3.880000,43.74,186,45,27.83,79,89,53.11

56,13:45-14:00,11.890000,3.250000,9.660000,0.000000,53.110000,11.890000,32.830000,41.040000,25.530000,27.750000,32,70.400000,15,0.000000,7.81,143.17,11.5,12.190000,32,83.27,20,34.5,16.110000,134.005222,32,196.040000,20,11.5,145.740000,48.280000,25.530000,12.350000,3.770000,3.880000,44.08,186,45,28.63,79,89,53.11

57,14:00-14:15,12.080000,3.250000,9.660000,0.000000,53.110000,12.080000,32.830000,41.040000,25.530000,25.740000,32,70.400000,15,0.000000,8.81,149.54,11.66,12.380000,32,70,21.33,35,16.110000,129.552671,32,196.040000,21.33,11.67,145.740000,48.280000,25.530000,12.350000,3.530000,3.880000,40.78,186,45,29.91,79,89,53.11

58,14:15-14:30,12.140000,3.250000,9.660000,0.000000,72.430000,12.140000,32.830000,41.040000,25.530000,26.240000,32,70.400000,15.34,0.000000,10.01,155.09,11.66,12.440000,32,66.67,23.33,35,16.110000,125.567784,32,234.670000,23.33,11.67,145.740000,48.280000,25.530000,12.350000,3.530000,3.880000,39.9,186,45,31.02,79,89,53.11

59,14:30-14:45,11.950000,3.250000,9.660000,0.000000,100.610000,11.950000,32.830000,41.040000,25.530000,26.240000,32,70.400000,20,0.000000,10.5,158.33,12.5,12.240000,32,51.67,26,37.5,16.110000,120.101961,32,273.050000,26,12.5,145.740000,48.280000,25.530000,12.350000,3.530000,3.880000,36.5,186,44,31.67,79,89,53.11

60,14:45-15:00,11.510000,3.250000,9.660000,0.000000,100.610000,11.510000,43.790000,41.040000,25.530000,27.250000,32,70.400000,21,0.000000,12.45,158.33,13.16,11.790000,32,50,29.67,39.5,16.110000,113.691067,32,273.050000,29.67,13.17,145.740000,48.280000,25.530000,12.350000,3.530000,3.880000,34.98,175,43,31.67,75,85,53.11

61,15:00-15:15,6.690000,3.440000,9.660000,0.000000,100.610000,6.690000,43.790000,41.040000,25.530000,27.250000,32,70.400000,18.34,0.000000,15,152.75,13.34,6.860000,32,48.33,20.67,40,16.110000,109.063142,32,273.050000,20.67,13.33,225.540000,48.280000,25.530000,12.450000,3.610000,2.720000,33.06,144,34,30.55,61,69,53.11

62,15:15-15:30,7.070000,3.440000,9.660000,0.000000,100.610000,7.070000,43.790000,41.040000,25.530000,27.250000,32,70.400000,19,0.000000,15.8,145.96,13.5,7.250000,32,46.67,21.33,40.5,16.110000,101.268742,32,273.050000,21.33,13.5,262.190000,48.280000,25.530000,12.450000,3.610000,3.800000,30.44,133,32,29.19,57,63,53.11

63,15:30-15:45,7.450000,3.440000,9.660000,0.000000,100.610000,7.450000,66.630000,41.040000,22.530000,27.250000,32,70.400000,22.34,0.000000,16.96,135.01,18.5,7.640000,32,43.33,34.33,55.5,16.110000,91.671887,32,273.050000,34.33,18.5,262.190000,48.280000,22.530000,12.450000,3.610000,3.800000,28.1,119,27,27,51,53,53.11

64,15:45-16:00,7.730000,3.440000,9.660000,0.000000,100.610000,7.730000,66.630000,41.040000,22.530000,27.250000,32,70.400000,23,0.000000,18.71,122.18,18.84,7.920000,32,41.67,37.33,56.5,16.110000,81.285849,32,273.050000,37.33,18.83,262.190000,48.280000,22.530000,12.450000,3.610000,3.800000,25.42,112,25,24.43,48,50,53.11

65,16:00-16:15,7.880000,3.520000,9.660000,0.000000,100.610000,7.880000,84.980000,41.040000,22.530000,27.250000,32,78.920000,24,0.000000,19.43,91.67,19,8.070000,32,40,39,57,16.110000,71.309017,32,273.050000,39,19,262.190000,48.280000,22.530000,12.630000,3.690000,3.880000,21,119,28,18.33,51,57,53.11

66,16:15-16:30,6.770000,3.520000,9.660000,0.000000,100.610000,6.770000,84.980000,41.040000,22.530000,27.250000,32,87.430000,24.66,0.000000,19.98,83.33,19.16,6.940000,32,38.33,40.67,57.5,16.110000,62.121368,32,234.670000,40.67,19.17,262.190000,48.280000,22.530000,12.630000,3.690000,3.880000,20,105,25,16.67,45,50,53.11

67,16:30-16:45,5.840000,3.520000,9.660000,0.000000,100.610000,5.840000,84.980000,41.040000,22.530000,28.260000,32,95.950000,24.34,0.000000,21.05,75,18.84,5.980000,32,36.67,43.33,56.5,16.110000,54.375683,32,234.670000,43.33,18.83,262.190000,48.280000,22.530000,12.630000,3.690000,3.880000,13,95,23,15,40,45,53.11

68,16:45-17:00,4.900000,3.520000,9.660000,0.000000,100.610000,4.900000,84.980000,41.040000,19.300000,28.260000,32,104.470000,23.66,0.000000,21.93,66.67,18.66,5.020000,32,33.33,43.33,56,16.110000,44.252706,32,273.050000,43.33,18.67,262.190000,48.280000,19.300000,12.630000,3.690000,3.880000,11,77,19,13.33,33,37,46.06

69,17:00-17:15,4.070000,3.620000,9.660000,0.000000,100.610000,4.070000,66.630000,41.040000,29.960000,28.260000,32,112.990000,22.66,0.000000,22.9,37.5,18.84,4.160000,32,32.83,43,56.5,16.110000,34.275874,32,273.050000,43,18.83,225.540000,48.280000,0.000000,12.810000,3.460000,3.880000,10,62,15,7.5,26,30,0

