Block,Time,UNCHAHAR2,DHAULIGNGA,TEHRI,URI,SEWA2,BSIUL,URI2,RAPPB,KOTESHWR,DADRT2,CHAMERA3,AURY_LF,AURY_GF,PARBATI3,CHAMERA2,DADRI_GF,RAPPC,RIHAND2,DULHASTI,DADRI_LF,ANTA_CRF,RIHAND3,NJPC,JHAJJAR,SINGRAULI,UNCHAHAR1,TANAKPUR,KOLDAM,DADRI_CRF,TANDA2,ANTA_GF,NAPP,ANTA_LF,UNCHAHAR3,CHAMERA1,AURY_CRF,RIHAND1,KISHANGANGA,ANTA_RF,DADRI_RF,UNCHAHAR4,SALAL,RAMPUR,AURY_RF,SINGRAULI_HYDRO,GADARWARA-I,KAWAS-zLIQ,GANDHAR-RLNG,NLCEXP,TALA,KKNP,KAWAS-APM,NLCIIST2,VALLURNTECL,VSTPS IV,KAWAS-RLNG,KAWAS-NAPM,SOLAPUR,RSTPSU7,FSTPP I & II,KHSTPP-I,SASAN,KAPS,LARA-I,NLCIIST1,KHARGONE-I,GANDHAR-ComGas,VSTPS V,MAPS,MOUDA_II,SIMHST2,KSTPS7,SIPAT II,TALST2,VSTPS II,RSTPSU1TO6,VSTPS III,NLCTS2EXP,VSTPS I,TAPS-II,KGSU3AND4,KSTPS I&II,KAWAS-ComGas,KUDGI,BRBCL,KHSTPP-II,MOUDA,GANDHAR-NAPM,NNTPP,GANDHAR-APM,SIPAT I,NTPL,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,42.097179,19.171906,26.640394,36.289805,11.094891,19.008642,33.621431,0.000000,8.731776,666.463483,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,69.285085,485.532277,139.245073,20.206023,8.669296,1.028641,0.000000,2.359089,0.000000,42.684785,0.000000,26.064928,27.165842,0.000000,91.188559,2.466768,5.452752,17.209040,1.380209,64.035031,1.339112,13.357309,1.059272,4.151343,0.000000,0.000000,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,348.265530,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,10.866731,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

7,01:30-01:45,42.097179,19.171906,26.640394,36.289805,11.094891,19.008642,33.621431,0.000000,8.731776,666.463483,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,69.285085,485.532277,139.245073,20.206023,8.669296,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,26.064928,27.165842,0.000000,91.188559,2.466768,5.452752,17.209040,1.380209,64.035031,1.339112,13.357309,1.059272,4.151343,0.000000,0.000000,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,331.733250,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,10.419615,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

8,01:45-02:00,42.097179,19.171906,26.640394,36.289805,11.094891,19.008642,33.621431,0.000000,8.731776,586.870026,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,69.285085,485.532277,139.245073,20.206023,8.669296,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,26.064928,27.165842,0.000000,91.188559,2.466768,0.384419,3.646678,1.380209,64.035031,1.339112,1.398065,1.059272,4.151343,0.000000,0.000000,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,315.418500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,10.978817,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

9,02:00-02:15,42.097179,19.171906,26.640394,51.232666,11.094891,19.008642,34.469029,0.000000,8.731776,622.532091,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,485.532277,139.245073,17.609741,8.669296,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,23.730808,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.000000,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,10.820259,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

10,02:15-02:30,42.097179,19.171906,26.640394,51.232666,11.094891,19.008642,34.469029,0.000000,8.731776,622.532091,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,446.182647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.000000,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,12.518852,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

11,02:30-02:45,42.097179,19.171906,26.640394,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,622.532091,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,417.178647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,11.685319,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

12,02:45-03:00,42.097179,19.171906,26.640394,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,608.243367,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,417.178647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,14.243136,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

13,03:00-03:15,42.097179,19.171906,26.640394,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,561.836967,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,14.141798,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

14,03:15-03:30,42.097179,19.171906,26.640394,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,539.600567,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,11.344863,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

15,03:30-03:45,42.097179,19.171906,26.640394,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,521.231367,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,10.942787,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

16,03:45-04:00,42.097179,19.171906,17.760263,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,496.094567,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.315896,2.700657,1.06,2.870752,0.000000,9.02,12.643528,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

17,04:00-04:15,42.097179,19.171906,17.760263,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,466.123767,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.143214,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

18,04:15-04:30,42.097179,19.171906,8.880131,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,446.787767,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,366.905047,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,3.31,1.93,0,0,0,0,0

19,04:30-04:45,42.097179,19.171906,0.000000,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,431.318967,30.656971,0.000000,0.000000,6.714311,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,366.905047,139.245073,13.830364,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,18.428755,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,2.90,1.93,0,0,0,0,0

20,04:45-05:00,42.097179,19.171906,0.000000,49.097971,11.094891,19.008642,33.621431,0.000000,8.731776,406.182167,30.656971,0.000000,0.000000,10.742898,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.000000,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,2.90,1.93,0,0,0,0,0

21,05:00-05:15,42.097179,19.171906,0.000000,51.232666,11.094891,19.008642,33.621431,0.000000,8.423596,362.676167,30.656971,0.000000,0.000000,52.371626,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,17.010073,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,22.107429,40.748764,0.000000,91.188559,2.466768,7.892954,0.000000,1.380209,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,2.90,1.93,0,0,0,0,0

22,05:15-05:30,42.097179,19.171906,0.000000,51.232666,11.094891,19.008642,33.621431,0.000000,8.423596,363.642967,30.656971,0.000000,0.000000,52.371626,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,61.366790,397.842647,139.245073,10.994160,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,15.682927,40.748764,0.000000,91.188559,2.466768,7.892954,0.000000,0.605990,64.035031,1.181971,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,2.90,1.93,0,0,0,0,0

23,05:30-05:45,42.097179,19.171906,0.000000,49.097971,11.094891,19.008642,33.621431,0.000000,8.423596,355.650223,30.656971,0.000000,0.000000,52.371626,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,73.244232,390.366286,139.245073,11.625565,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.943348,40.748764,0.000000,91.188559,2.466768,9.020519,0.000000,0.684726,82.009777,1.414266,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.81,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,2.78,1.93,0,0,0,0,0

24,05:45-06:00,27.335787,19.171906,0.000000,49.097971,11.094891,19.008642,33.621431,0.000000,8.423596,355.645591,30.656971,0.000000,0.000000,52.371626,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,89.080823,390.366286,139.245073,11.625565,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.938970,40.748764,0.000000,91.188559,2.466768,10.148084,0.000000,0.684726,82.009777,1.714883,0.000000,1.059272,4.151343,0.000000,0.007364,0.79,0.000000,1.57,0.000000,0.43,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.86,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,2.78,1.93,0,0,0,0,0

25,06:00-06:15,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,382.978967,30.656971,0.000000,0.000000,52.371626,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,89.080823,390.366286,139.245073,11.625565,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.938970,36.661056,0.000000,91.188559,2.466768,11.275648,0.000000,0.684726,82.009777,1.714883,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.43,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.86,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

26,06:15-06:30,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,364.743872,30.656971,0.000000,0.000000,52.371626,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,89.080823,390.366286,139.245073,11.625565,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.938970,40.748764,0.000000,91.188559,2.466768,12.403213,0.000000,0.684726,82.009777,1.714883,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.43,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.86,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

