Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01112023/30112023/HP-10,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61
38,09:15-09:30,0.000000,2.080000,237.830000,74.130000,2.700000,271.910000,27.070000,0.000000,101.260000,10.240000,30.940000,118.340000,0.000000,9.990000,9.990000,2.180000,30.940000,17.77,32.33,137.2,138.73,5.94,32.33,27.75,58.8,58.16,9.58,9.58,3.86,33,5.92,145.02,32.34,12.03

39,09:30-09:45,0.000000,2.080000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,11.240000,30.940000,118.340000,0.000000,10.970000,10.970000,2.180000,30.940000,18.19,32.33,147,154.29,6.06,32.33,30.86,63,64.29,10.33,10.33,4.05,36,6.07,145.02,32.34,11.58

40,09:45-10:00,0.000000,2.080000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,12.120000,30.940000,65.790000,0.000000,11.820000,11.820000,2.180000,30.940000,18.47,32.33,161,169.59,6.15,32.33,33.92,69,69.61,11.09,11.09,4.27,37.5,6.16,145.02,32.34,11.15

41,10:00-10:15,0.000000,2.160000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,12.840000,30.940000,65.790000,0.000000,12.540000,12.540000,2.180000,30.940000,18.36,32.33,171.5,182.23,6.13,32.33,36.45,73.5,74.55,11.68,11.68,4.14,39,6.12,145.02,32.34,10.4

42,10:15-10:30,0.000000,2.160000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,13.600000,30.940000,65.790000,0.000000,13.270000,13.270000,2.180000,30.940000,18.23,32.33,179.9,193.53,6.08,32.33,38.7,77.1,77.55,12.71,12.71,4.01,42,6.07,145.02,32.34,9.66

43,10:30-10:45,0.000000,2.160000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,14.480000,30.940000,65.790000,0.000000,14.120000,14.120000,2.180000,30.940000,18.11,32.33,189,204.58,6.04,32.33,40.92,81,80.62,12.55,12.55,3.88,43,6.04,145.02,32.34,8.97

44,10:45-11:00,0.000000,2.160000,237.830000,74.130000,2.700000,271.910000,27.070000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.180000,30.940000,17.82,32.33,189,212.11,5.94,32.33,42.42,81,83.22,12.38,12.38,3.73,43.5,5.94,145.02,32.34,8.33

45,11:00-11:15,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,27.070000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.180000,30.940000,17.47,32.33,189,216.88,5.83,32.33,43.37,81,85.39,12.18,12.18,3.56,44,5.82,145.02,32.34,7.86

46,11:15-11:30,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,27.070000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.180000,30.940000,17.13,32.33,189,221.04,5.71,32.33,44.21,81,87.29,11.87,11.87,3.41,46,5.71,145.02,32.34,7.43

47,11:30-11:45,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,27.070000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.180000,30.940000,16.7,32.33,189,225.21,5.56,32.33,45.04,81,88.36,12.32,12.32,3.29,46,5.57,145.02,32.34,7.02

48,11:45-12:00,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,27.070000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.180000,30.940000,16.38,32.33,189,229.38,5.45,32.33,45.87,81,88.94,12.65,12.65,3.2,46,5.46,145.02,32.34,6.64

49,12:00-12:15,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.250000,30.940000,16.19,32.33,189,229.38,5.4,32.33,45.87,81,89.34,12.69,12.69,3.14,46,5.4,145.02,32.34,6.33

50,12:15-12:30,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.250000,30.940000,15.91,32.33,189,229.38,5.31,32.33,45.87,81,89,13,13,3.12,45,5.3,145.02,32.34,6.02

51,12:30-12:45,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.250000,30.940000,15.75,32.33,189,229.38,5.26,32.33,45.87,81,89.22,13.65,13.65,3.06,45,5.25,145.02,32.34,5.75

52,12:45-13:00,0.000000,2.230000,237.830000,74.130000,2.700000,271.910000,28.040000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.250000,30.940000,15.59,32.33,189,229.38,5.19,32.33,45.87,81,88.56,14.13,14.13,3.02,45,5.2,145.02,32.34,5.48

53,13:00-13:15,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.250000,30.940000,15.27,32.33,189,225.21,5.1,32.33,45.04,81,87.53,14.86,14.86,2.97,44.5,5.09,145.02,32.34,5.12

54,13:15-13:30,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.250000,30.940000,14.84,32.33,189,208.54,4.94,32.33,41.71,81,86,15.57,15.57,2.96,44.5,4.95,145.02,32.34,4.78

55,13:30-13:45,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,14.780000,30.940000,65.790000,0.000000,14.420000,14.420000,2.250000,30.940000,14.55,32.33,189,200.21,4.85,32.33,40.04,81,83.98,16.13,16.13,2.92,42,4.85,145.02,32.34,4.5

56,13:45-14:00,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,14.570000,30.940000,65.790000,0.000000,14.220000,14.220000,2.250000,30.940000,14.11,32.33,189,196.04,4.72,32.33,39.21,81,82.63,17.22,17.22,2.92,41,4.7,145.02,32.34,4.23

57,14:00-14:15,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,14.380000,30.940000,65.790000,0.000000,14.030000,14.030000,2.330000,30.940000,13.99,32.33,179.9,184.07,4.68,32.33,36.81,77.1,80.52,17.98,17.98,2.92,40,4.66,145.02,32.34,4.03

58,14:15-14:30,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,14.050000,30.940000,65.790000,0.000000,13.710000,13.710000,2.330000,30.940000,13.86,32.33,173.6,175.35,4.63,32.33,35.07,74.4,77.66,18.46,18.46,2.92,38,4.62,145.02,32.34,3.89

59,14:30-14:45,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,13.620000,30.940000,65.790000,0.000000,13.280000,13.280000,2.330000,30.940000,13.76,32.33,165.2,152.9,4.58,32.33,30.58,70.8,74.11,18.72,18.72,2.92,37,4.59,145.02,32.34,3.74

60,14:45-15:00,0.000000,2.310000,237.830000,74.130000,2.750000,271.910000,28.040000,0.000000,101.260000,13.060000,30.940000,65.790000,0.000000,12.750000,12.750000,2.330000,30.940000,13.51,32.33,154,140.32,4.51,32.33,28.06,66,70.35,18.91,18.91,2.92,34,4.5,145.02,32.34,3.61

61,15:00-15:15,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,28.040000,0.000000,101.260000,12.400000,30.940000,65.790000,0.000000,12.100000,12.100000,2.330000,30.940000,13.71,32.5,143.5,98.88,4.57,32.5,19.77,61.5,65.34,18.42,18.42,2.92,31,4.57,145.02,32.5,3.48

62,15:15-15:30,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,29.000000,0.000000,101.260000,11.700000,30.940000,65.790000,0.000000,11.410000,11.410000,2.330000,30.940000,13.81,32.5,134.4,88.49,4.62,32.5,17.7,57.6,60,18.68,18.68,2.92,30,4.6,145.02,32.5,3.35

63,15:30-15:45,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,29.000000,0.000000,101.260000,10.880000,30.940000,65.790000,0.000000,10.610000,10.610000,2.330000,30.940000,13.92,32.5,119,79.35,4.64,32.5,15.87,51,54.15,18.92,18.92,2.92,25,4.64,145.02,32.5,3.3

64,15:45-16:00,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,9.870000,30.940000,65.790000,0.000000,9.620000,9.620000,2.330000,30.940000,14.02,32.5,99.4,70.35,4.67,32.5,14.07,42.6,47.86,19.24,19.24,2.92,23,4.67,145.02,32.5,3.21

65,16:00-16:15,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,8.730000,30.940000,118.340000,0.000000,8.520000,8.520000,2.410000,30.940000,14.23,32.67,84,50.26,4.75,32.67,10.05,36,41.07,19.72,19.72,2.92,19,4.74,145.02,32.66,3.15

66,16:15-16:30,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,7.550000,30.940000,118.340000,0.000000,7.370000,7.370000,2.410000,30.940000,14.6,32.67,70,42.29,4.85,32.67,8.46,30,34.23,20.09,20.09,2.92,15,4.87,145.02,32.66,3.09

67,16:30-16:45,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,6.310000,30.940000,118.340000,0.000000,6.160000,6.160000,2.410000,30.940000,14.81,30.27,52.5,37.5,4.94,24.41,7.5,22.5,26.99,19.35,19.35,2.92,12,4.94,145.02,33,3.08

68,16:45-17:00,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,5.020000,30.940000,118.340000,0.000000,4.910000,4.910000,2.410000,30.940000,15.05,14.06,36.4,35.83,5.01,12.88,7.17,15.6,20.25,18.64,18.64,2.92,9,5.02,145.02,28,3.04

69,17:00-17:15,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,3.760000,30.940000,118.340000,0.000000,3.670000,3.670000,2.410000,30.940000,15.65,4.85,28,33.33,5.21,0.6,6.67,12,13.15,18.03,18.03,2.92,5,5.22,145.02,14,3.04

70,17:15-17:30,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,2.560000,30.940000,118.340000,0.000000,2.490000,2.490000,2.410000,30.940000,16.24,1,21,25,5.41,1,5,9,6.7,17.73,17.73,2.92,3,5.41,145.02,7,3.02

71,17:30-17:45,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,1.540000,30.940000,118.340000,0.000000,1.500000,1.500000,2.410000,30.940000,16.75,0.1,7,16.67,5.58,0,3.33,3,1.4,17.64,17.64,2.92,2,5.58,145.02,1,3.01

72,17:45-18:00,0.000000,2.390000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,0.740000,30.940000,118.340000,0.000000,0.720000,0.720000,2.410000,30.940000,17.39,0,3.5,8.33,5.79,0,1.67,1.5,1,17.54,17.54,2.92,1,5.8,145.02,0,3.01

73,18:00-18:15,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,0.210000,30.940000,118.340000,0.000000,0.210000,0.210000,2.330000,30.940000,17.26,0,0,6.88,5.77,0,1.37,0,0.33,17.36,17.36,2.92,0,5.75,145.02,0,3.01

74,18:15-18:30,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,17.14,0,0,4.38,5.72,0,0.87,0,0,16.54,16.54,2.92,0,5.71,145.02,0,2.95

75,18:30-18:45,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,17.02,0,0,1.88,5.67,0,0.37,0,0,17.19,17.19,2.92,0,5.68,145.02,0,2.95

76,18:45-19:00,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,30.940000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,16.81,0,0,0,5.61,0,0,0,0,17.43,17.43,2.92,0,5.6,145.02,0,2.95

77,19:00-19:15,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,17.62,0,0,0,5.87,0,0,0,0,17.64,17.64,2.92,0,5.88,145.02,0,2.95

78,19:15-19:30,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,18.52,0,0,0,6.18,0,0,0,0,17.97,17.97,2.97,0,6.17,145.02,0,2.95

79,19:30-19:45,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,19.59,0,0,0,6.53,0,0,0,0,17.32,17.32,3.07,0,6.53,145.02,0,2.95

80,19:45-20:00,0.000000,2.310000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,20.52,0,0,0,6.85,0,0,0,0,16.28,16.28,3.31,0,6.84,145.02,0,2.95

81,20:00-20:15,0.000000,2.230000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,20.04,0,0,0,6.68,0,0,0,0,15.69,15.69,3.23,0,6.68,145.02,0,2.95

82,20:15-20:30,0.000000,2.230000,237.830000,74.130000,2.780000,271.910000,29.970000,0.000000,101.260000,0.000000,30.940000,118.340000,0.000000,0.000000,0.000000,2.330000,30.940000,19.64,0,0,0,6.54,0,0,0,0,14.94,14.94,3.21,0,6.55,145.02,0,2.95

