Block,Time,BSIUL,KISHANGANGA,NJPC,PARBATI3,RIHAND3,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,UNCHAHAR4,URI2,ANTA_GF,DADRI_CRF,DHAULIGNGA,FSTPP I & II,KKNP,NNTPP,VALLURNTECL,DADRI_GF,CHAMERA2,JHAJJAR,KUDGI,NLCIIST2,SEWA2,TEHRI,TelanganaSTPP,AURY_CRF,DADRT2,KGSU3AND4,NLCTS2EXP,RSTPSU1TO6,UNCHAHAR3,ANTA_LF,AURY_LF,AURY_RF,CHAMERA3,DULHASTI,KGSU1AND2,KHSTPP-II,NAPP,NLCIIST1,RAPPB,SASAN,SIMHST2,URI,ANTA_RF,DADRI_LF,KHSTPP-I,KOLDAM,MAPS,NLCEXP,RIHAND1,SINGRAULI,TALA,TANAKPUR,CHAMERA1,NTPL,RAMPUR,RAPPC,RSTPSU7,SALAL,SIMHST1,AURY_GF,DADRI_RF,BRBCL,KKNPPU2,KOTESHWR,RIHAND2,TANDA2,UNCHAHAR1,ANTA_CRF
63,15:30-15:45,0,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,412.88,0,15.45,26.78,0,44.92,0,0,0,46,135.75,11.31,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

64,15:45-16:00,0,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,412.88,0,15.45,26.78,0,44.92,0,0,0,46,135.75,11.31,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

65,16:00-16:15,0,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,412.88,0,15.45,25.72,0,44.92,0,0,0,46,135.75,10.02,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

66,16:15-16:30,6.52,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,412.88,0,15.45,25.72,0,44.92,0,0,0,46,135.75,9.74,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

67,16:30-16:45,6.52,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,9.58,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

68,16:45-17:00,6.52,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,9.5,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

69,17:00-17:15,6.52,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,46.69,0,0,341.57,0,0,0,0,0,0,62.99,9.68,49.43,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,9.43,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

70,17:15-17:30,6.52,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,46.69,0,0,341.57,0,0,0,0,0,0,62.99,9.68,49.43,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,9.11,11.53,0,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

71,17:30-17:45,6.52,0,70.17,3.56,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,46.69,0,0,341.57,0,0,0,0,0,0,62.99,9.68,49.43,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,8.96,11.53,0,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

72,17:45-18:00,6.52,0,93.56,5.09,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,11.33,424.31,0,0,2.67,62.24,0,0,341.57,0,0,0,0,0,0,62.99,9.68,49.43,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,8.58,11.53,0,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

73,18:00-18:15,6.52,0,116.95,7.64,124.32,0,0,42.4,0,9.42,0,0,36.55,20.8,0,0,0,0,26.34,424.31,0,0,8,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,15.45,25.72,0,44.92,0,0,0,46,135.75,7.88,11.53,14.05,0,0,51.64,0,38.35,0,0,81.11,15,0,26.62,118.76,0,20.56,0

74,18:15-18:30,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,13.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,50.79,25.72,0,44.92,0,0,0,46,135.75,7.64,12.68,42.15,0,0,51.64,0,38.35,0,0,81.11,15,0,35.5,118.76,0,20.56,0

75,18:30-18:45,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,13.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,50.79,25.72,0,44.92,0,0,0,46,135.75,7.64,12.68,42.15,0,0,51.64,0,38.35,0,0,81.11,15,0,35.5,118.76,0,20.56,0

76,18:45-19:00,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,13.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,12.7,25.72,0,44.92,0,0,0,46,135.75,7.64,12.68,42.15,0,0,51.64,0,38.35,0,0,81.11,15,0,35.5,118.76,0,20.56,0

77,19:00-19:15,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,13.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,7.85,12.68,42.15,0,0,51.64,0,65.07,0,0,81.11,15,0,35.5,118.76,0,20.56,0

78,19:15-19:30,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,13.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,11.04,25.72,0,44.92,0,0,0,46,135.75,8.09,12.68,42.15,0,0,51.64,0,79.38,0,0,81.11,15,0,35.5,118.76,0,20.56,0

79,19:30-19:45,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,13.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,9.93,25.72,0,44.92,0,0,0,46,135.75,8.41,12.68,42.15,0,0,51.64,0,79.38,0,0,81.11,15,0,35.5,118.76,0,20.56,0

80,19:45-20:00,19.56,0,140.34,14,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,13.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,9.93,25.72,0,44.92,0,0,0,46,135.75,8.61,12.68,42.15,0,0,51.64,0,79.38,0,0,81.11,15,0,35.5,118.76,0,20.56,0

81,20:00-20:15,19.56,0,140.34,14,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,424.31,0,0,12,62.24,0,0,341.57,0,0,0,0,0,0,62.99,30.56,49.93,0,98.87,41.01,0,0,412.88,0,9.93,26.25,0,44.92,0,0,0,46,135.75,8.73,12.68,42.15,0,0,51.64,0,79.38,0,0,81.11,15,0,35.5,118.76,0,20.56,0

82,20:15-20:30,6.52,0,127.85,14,124.32,0,0,42.4,0,9.42,0,0,36.55,20.8,0,0,0,0,39.51,424.31,0,0,9.33,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,9.93,26.25,0,44.92,0,0,0,46,135.75,8.82,11.53,28.1,0,0,51.64,0,65.07,0,0,81.11,15,0,19.72,118.76,0,20.56,0

83,20:30-20:45,6.52,0,127.85,3.56,124.32,0,0,42.4,0,13.46,0,0,36.55,20.8,0,0,0,0,23.99,424.31,0,0,8.66,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,14.9,26.25,0,44.92,0,0,0,46,135.75,9,11.53,28.1,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

84,20:45-21:00,6.52,0,127.85,3.56,124.32,0,0,42.4,0,13.46,0,0,36.55,20.8,0,0,0,0,23.99,424.31,0,0,4.8,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,50.79,26.25,0,44.92,0,0,0,46,135.75,9.23,11.53,28.1,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

85,21:00-21:15,6.52,0,113.64,14,124.32,0,0,42.4,0,13.46,0,0,36.55,20.8,0,0,0,0,23.99,424.31,0,0,4.8,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,50.79,26.25,0,44.92,0,0,0,46,135.75,9.41,11.53,28.1,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

86,21:15-21:30,6.52,0,113.64,14,124.32,0,0,42.4,0,13.46,0,0,36.55,20.8,0,0,0,0,23.99,424.31,0,0,4.8,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,14.35,26.25,0,44.92,0,0,0,46,135.75,9.47,11.53,28.1,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

87,21:30-21:45,6.52,0,113.64,14,124.32,0,0,42.4,0,13.46,0,0,36.55,20.8,0,0,0,0,23.99,424.31,0,0,4.66,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,13.25,26.25,0,44.92,0,0,0,46,135.75,9.64,11.53,28.1,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

88,21:45-22:00,6.52,0,113.64,14,124.32,0,0,42.4,0,13.46,0,0,36.55,20.8,0,0,0,0,23.99,424.31,0,0,8,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,13.25,26.25,0,44.92,0,0,0,46,135.75,9.7,11.53,28.1,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

89,22:00-22:15,6.52,0,113.64,14,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,10.66,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,14.9,26.78,0,44.92,0,0,0,46,135.75,9.67,11.53,42.15,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

90,22:15-22:30,6.52,0,113.64,14,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,10.66,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,14.9,26.78,0,44.92,0,0,0,46,135.75,9.74,11.53,42.15,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

91,22:30-22:45,6.52,0,113.64,14,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,10.66,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,14.9,27.3,0,44.92,0,0,0,46,135.75,9.9,11.53,42.15,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

92,22:45-23:00,6.52,0,113.64,14,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,10.66,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,18.77,27.3,0,44.92,0,0,0,46,135.75,9.97,11.53,42.15,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

93,23:00-23:15,6.52,0,113.64,2.55,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,8,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.05,11.53,28.1,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

94,23:15-23:30,6.52,0,113.64,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,2.67,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.05,11.53,14.05,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

95,23:30-23:45,6.52,0,113.64,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,0,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.05,11.53,14.05,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

96,23:45-24:00,6.52,0,113.64,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,23.99,424.31,0,0,0,62.24,0,0,341.57,0,0,0,0,0,0,62.99,19.36,49.43,0,98.87,41.01,0,0,412.88,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.14,11.53,14.05,0,0,51.64,0,51.13,0,0,81.11,15,0,8.87,118.76,0,20.56,0

