Block,Time,LT_MEJA_Delhi,L_NR_2012_07,LT-36,LT-35,LT-31,L_NR_2012_04,L_NR_2023_04,L_NR_2012_02,L_NR_2019_19,L_NR_2019_11,SH-07,L_NR_2012_01,LT-05,SH-06,L_NR_2020_02,LT-59,L_NR_2021_17,L_NR_2021_12,L_NR_2022_09,L_NR_2019_05,L_NR_2021_14,L_NR_2021_15,L_NR_2022_08,L_NR_2020_06,L_NR_2019_07,L_NR_2021_13,L_NR_2019_06,L_NR_2021_16,L_NR_2018_61,L_NR_2020_07,L_NR_2022_10,L_NR_2020_05
92,22:45-23:00,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,7.160000,6.540000,0,0,48.11,0,0,0,22.25,28.94,0,0,0,0,11.79,28.96,48.11,86.83

93,23:00-23:15,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,6.970000,6.540000,0,0,47.12,0,0,0,22.32,28.56,0,0,0,0,11.22,28.55,47.12,85.68

94,23:15-23:30,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,6.970000,6.540000,0,0,45.57,0,0,0,22.13,28.13,0,0,0,0,10.71,28.14,45.57,84.39

95,23:30-23:45,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,6.970000,6.540000,0,0,43.64,0,0,0,21.71,27.8,0,0,0,0,10.22,27.81,43.64,83.4

96,23:45-24:00,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,6.970000,6.540000,0,0,42.31,0,0,0,21.23,27.5,0,0,0,0,9.75,27.52,42.31,82.51

