Block,Time,CHAMERA1,DHAULIGNGA,SEWA2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,AURY_CRF,KGSU1AND2,KUDGI,MAPS,UNCHAHAR3,ANTA_GF,BSIUL,JHAJJAR,KHSTPP-I,KOLDAM,KOTESHWR,NLCIIST2,RAPPC,RIHAND3,RSTPSU1TO6,SALAL,TALST2,URI2,AURY_GF,AURY_RF,BRBCL,KHSTPP-II,NJPC,NLCEXP,RAPPB,RIHAND2,DADRI_RF,KISHANGANGA,RIHAND1,TANDA2,URI,ANTA_CRF,FSTPP I & II,KGSU3AND4,NAPP,NLCIIST1,NNTPP,RAMPUR,SASAN,TEHRI,UNCHAHAR4,VALLURNTECL,ANTA_RF,DADRI_CRF,DADRI_LF,CHAMERA2,CHAMERA3,DULHASTI,NTPL,PARBATI3,RAPPD,TALA,TEHRIPSP,UNCHAHAR2,ANTA_LF,DADRT2,KKNP,KKNPPU2,NLCTS2EXP,PARBATI2,RSTPSU7,SIMHST2,SINGRAULI,TelanganaSTPP,AURY_LF,DADRI_GF
14,03:15-03:30,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.85,0,0,31.41,0,37.42,0,0,38.66,24.34,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

15,03:30-03:45,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.85,0,0,31.41,0,37.42,0,0,38.66,24.25,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

16,03:45-04:00,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.85,0,0,31.41,0,37.42,0,0,38.66,24.25,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

17,04:00-04:15,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.85,0,0,31.41,0,37.42,0,0,38.66,24.22,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

18,04:15-04:30,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.85,0,0,31.41,0,37.42,0,0,38.66,24.22,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

19,04:30-04:45,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.85,0,0,31.41,0,37.42,0,0,38.66,24.04,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

20,04:45-05:00,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.85,0,0,31.41,0,37.42,0,0,38.66,23.96,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

21,05:00-05:15,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.6,0,0,31.41,0,37.42,0,0,38.66,23.75,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

22,05:15-05:30,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,82.5,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.6,0,0,31.41,0,37.42,0,0,38.66,23.67,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

23,05:30-05:45,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.6,0,0,31.41,0,37.42,0,0,38.66,23.49,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

24,05:45-06:00,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.34,18.75,148.3,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,315,82.36,3.23,0,52.6,0,0,31.41,0,37.42,0,0,38.66,23.19,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

25,06:00-06:15,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.34,18.75,130.72,175.8,0,0,123.97,103.43,6.97,46.89,3.13,4.41,0,20.6,0,21.94,0,0,5.68,326.25,82.36,1.52,0,52.6,0,0,31.41,0,37.42,0,0,38.66,22.87,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

26,06:15-06:30,28.1,42.46,19.02,0,0,11.91,21.24,0,0,0,0,26.33,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.34,18.75,130.72,175.8,0,0,123.97,103.43,6.97,46.89,3.13,4.41,0,20.6,0,21.94,0,0,5.68,337.5,82.36,1.52,0,52.6,0,0,31.41,0,37.42,0,0,38.66,22.78,207.96,41.83,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

27,06:30-06:45,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,26.33,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.34,18.75,130.72,175.8,0,0,123.97,103.43,6.97,46.89,3.13,4.41,0,20.56,0,21.94,0,0,5.68,337.5,82.36,1.52,0,52.6,0,0,31.41,0,37.42,0,0,38.66,22.78,207.96,41.83,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

28,06:45-07:00,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.08,18.75,130.72,175.8,0,0,123.97,103.43,6.97,46.89,3.13,4.41,0,20.56,0,21.94,0,0,5.68,337.5,82.36,1.52,0,52.6,0,0,31.41,0,37.42,0,0,38.66,22.78,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

29,07:00-07:15,28.1,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.38,0,0,667.27,33.9,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.08,18.75,130.72,175.8,0,0,123.97,103.43,4.65,46.89,3.13,4.41,0,20.56,0,21.94,0,0,5.68,337.5,82.36,1.52,0,52.6,0,0,31.41,0,37.42,0,0,38.66,22.78,207.96,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

30,07:15-07:30,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,33.9,8.63,45.08,0,65.43,130.84,0,81.34,0,0,0,82.08,18.75,130.72,175.8,0,0,123.97,103.43,4.65,46.89,5.73,4.41,0,20.56,0,21.94,0,0,5.68,337.5,82.36,3.23,0,52.6,0,0,31.41,0,37.42,0,0,38.66,23.02,103.98,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

31,07:30-07:45,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,33.9,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,130.71,175.8,0,0,123.97,103.43,4.65,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,337.5,82.36,3.23,0,52.6,0,0,31.41,0,37.42,0,0,38.66,23.16,0,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

32,07:45-08:00,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,130.71,175.8,0,0,123.97,103.43,4.65,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,337.5,82.36,3.23,0,52.6,0,0,31.41,0,37.42,0,0,38.66,23.19,0,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

33,08:00-08:15,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,123.97,103.43,4.65,46.89,5.73,8.83,0,20.8,0,21.94,0,0,5.68,337.5,82.36,3.23,0,52.09,0,0,31.41,0,37.42,0,0,38.66,23.22,0,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

34,08:15-08:30,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,123.97,103.43,4.65,46.89,5.73,26.49,0,20.8,0,21.94,0,0,5.68,337.5,82.36,3.23,0,52.09,0,0,31.41,0,37.42,0,0,38.66,23.22,0,44.52,0,689.39,0,0,0,14.08,0,0,110.75,0,0,0

35,08:30-08:45,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,123.97,103.43,4.65,46.89,5.73,26.49,0,20.8,0,21.94,0,0,5.68,343.12,82.36,3.23,0,52.09,0,0,31.41,0,37.42,0,17.85,38.66,26.05,0,44.52,0,689.39,0,0,0,14.08,0,0,113.75,0,0,0

36,08:45-09:00,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,123.97,103.43,4.65,46.89,5.73,8.83,0,20.8,0,21.94,0,0,5.68,343.12,82.36,3.23,0,52.09,0,0,31.41,0,37.42,0,19.33,38.66,26.11,0,44.52,0,689.39,0,0,0,14.08,0,0,110.67,0,0,0

37,09:00-09:15,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,125.27,103.43,2.33,48.09,5.73,8.83,0,20.8,0,21.94,0,0,5.68,343.12,82.36,3.23,0,51.59,0,0,31.41,0,37.42,0,26.76,38.66,24.93,0,44.52,0,689.39,0,0,0,14.08,0,0,113.75,0,0,0

38,09:15-09:30,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,125.27,103.43,2.33,48.09,5.73,8.83,0,20.8,0,21.94,0,0,5.68,343.12,82.36,3.23,0,51.59,0,0,31.41,0,37.42,0,26.76,38.66,25.9,0,44.52,0,689.39,0,0,0,14.08,0,0,113.75,0,0,0

39,09:30-09:45,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,125.27,103.43,2.33,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,41.18,3.23,0,51.59,0,0,31.41,0,37.42,0,26.76,38.66,25.9,0,44.52,0,689.39,0,0,0,14.08,0,0,113.75,0,0,0

40,09:45-10:00,28.1,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,82.08,18.75,148.3,175.8,0,0,125.27,103.43,0.43,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,51.59,0,0,31.41,0,37.42,0,26.76,38.66,25.9,0,44.52,0,689.39,0,0,0,14.08,0,0,113.75,0,0,0

41,10:00-10:15,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.83,0,0,31.41,0,37.42,0,26.76,38.66,28.55,0,44.52,0,689.39,0,0,0,12.67,0,0,113.75,0,0,0

42,10:15-10:30,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.83,0,0,31.41,0,37.42,0,26.76,38.66,28.55,0,44.52,0,689.39,0,0,0,12.67,0,0,113.75,0,0,0

43,10:30-10:45,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,5.52,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.58,0,0,31.41,0,37.42,0,26.76,38.66,27.54,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

44,10:45-11:00,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,5.52,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.58,0,0,31.41,0,37.42,0,26.76,38.66,27.54,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

45,11:00-11:15,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.08,0,0,15.71,0,37.42,0,26.76,38.66,26.08,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

46,11:15-11:30,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.08,0,0,15.71,0,37.42,0,26.76,38.66,26.08,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

47,11:30-11:45,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.08,0,0,15.71,0,37.42,0,26.76,38.66,20.58,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

48,11:45-12:00,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,50.08,0,0,15.71,0,37.42,0,26.76,38.66,20.58,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

49,12:00-12:15,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,49.81,0,0,15.71,0,37.42,0,26.76,38.66,25.78,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

50,12:15-12:30,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,49.81,0,0,15.71,0,37.42,0,26.76,38.66,25.78,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

51,12:30-12:45,26.47,42.46,19.02,0,0,3.85,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,49.81,0,0,15.71,0,37.42,0,26.76,38.66,25.81,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

52,12:45-13:00,26.47,42.46,19.02,0,0,3.85,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,49.81,0,0,15.71,0,37.42,0,26.76,38.66,25.92,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

53,13:00-13:15,26.47,42.46,19.02,0,0,3.85,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,0,3.23,0,49.56,0,0,15.71,0,37.42,0,26.76,38.66,26.15,0,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

54,13:15-13:30,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,41.18,3.23,0,49.56,0,0,15.71,0,37.42,0,26.76,38.66,26.26,103.98,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

55,13:30-13:45,26.47,31.77,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,38.56,3.23,0,49.06,0,0,15.71,0,37.42,0,26.76,38.66,27.76,103.98,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

