Block,Time Block,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA3,BRBCL,CHAMERA1,BSIUL,RAPPC,NTPL,PARBATI3,RIHAND2,SASAN,RIHAND1,RAPPB,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,RAMPUR,RIHAND3,KOTESHWR,KKNPPU2,KISHANGANGA,KOLDAM,KHSTPP-I,KHSTPP-II,KKNP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,KUDGI,NNTPP,NAPP,MAPS,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,TelanganaSTPP,TEHRI,SINGRAULI,TANDA2,TANAKPUR,TALA,TALST2,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
47,11:30-11:45,0,360.96,0,13.81,0,0,16.51,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,22.48,94.24,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,7.25,0,0,0,0,0,4.14,17.43,0,0,22.39,0,3.18,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

48,11:45-12:00,0,360.96,0,13.81,0,0,17.66,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,22.48,94.24,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,7.25,0,0,0,0,0,4.14,17.43,0,0,22.39,0,3.18,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

49,12:00-12:15,0,294.93,0,13.91,0,0,17.98,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,22.42,94.63,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,7.27,0,0,0,0,0,4.14,17.72,0,0,22.39,0,3.18,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

50,12:15-12:30,0,281.63,0,13.81,0,0,19.18,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,22.42,94.63,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,7.27,0,0,0,0,0,4.14,17.72,0,0,22.39,0,3.18,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

51,12:30-12:45,0,281.63,0,11.19,0,0,19.04,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,10.34,14.21,0,0,22.39,0,1.59,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

52,12:45-13:00,0,281.63,0,11.06,0,0,19.1,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,10.34,14.21,0,0,22.39,0,1.59,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

53,13:00-13:15,0,281.63,0,11.06,0,0,18.04,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,10.34,14.21,0,0,22.39,0,1.59,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

54,13:15-13:30,0,281.63,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,394.48,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,10.34,14.21,0,0,22.39,0,1.59,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

55,13:30-13:45,0,281.63,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,394.48,60.75,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,10.34,14.21,0,0,22.39,0,1.59,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

56,13:45-14:00,0,281.63,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,394.48,60.75,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,10.34,14.21,0,0,22.39,0,1.59,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

57,14:00-14:15,0,281.63,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,394.48,60.75,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,4.14,14.21,0,0,22.39,0,3.18,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

58,14:15-14:30,0,281.63,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,394.48,60.75,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,4.14,14.21,0,0,22.39,0,3.18,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

59,14:30-14:45,0,281.63,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,394.48,60.75,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,4.14,14.21,0,0,22.39,0,3.18,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

60,14:45-15:00,0,333.36,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,394.48,60.75,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,4.14,14.21,0,0,22.39,0,3.18,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

61,15:00-15:15,0,360.96,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,318.84,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,4.14,14.21,0,0,22.39,0,1.07,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

62,15:15-15:30,0,360.96,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,318.84,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,18.39,78.36,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.91,0,0,0,0,0,4.14,14.21,0,0,22.39,0,1.07,0,0,0,0,110.55,0,0.86,0,0,0,0,0,0,0,0

