Block,Time Block,DULHASTI,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,DADRT2,CHAMERA3,DHAULIGNGA,BRBCL,CHAMERA1,BSIUL,CHAMERA2,KHSTPP-II,KHSTPP-I,KGSU1AND2,KGSU3AND4,JHAJJAR,FSTPP I & II,KOTESHWR,MAPS,KUDGI,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,NTPL,PARBATI3,RAPPB,NLCEXP,NLCIIST1,RIHAND2,NJPC,NLCIIST2,NLCTS2EXP,RAPPC,RIHAND1,NAPP,RAMPUR,NNTPP,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,TEHRI,SASAN,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,0,0,0,0,218.31,0,0,11.42,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,53.63,0,117.16,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,212.54,0,0,12.85,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,53.63,0,117.16,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,207.73,0,0,14.8,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,53.63,0,117.16,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,206.77,0,0,14.73,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,8.93,0,117.16,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,210.61,0,0,16.74,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,117.16,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,206.77,0,0,18.67,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,117.16,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,215.42,0,0,19.23,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,117.16,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,235.62,0,0,19.23,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,253.89,0,0,19.23,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.28,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

19,04:30-04:45,15.85,0,0,0,0,268.31,0,0,19.23,0,0,0,61.65,28.36,0,0,251.97,11.56,8.53,0,0,1.48,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

20,04:45-05:00,15.85,0,0,0,0,266.39,0,0,19.23,0,0,0,80.34,36.88,0,0,251.97,15.02,8.53,0,0,1.48,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

21,05:00-05:15,15.85,0,0,0,0,293.32,0,0,19.23,0,0,0,80.34,36.88,0,0,251.97,15.02,8.53,0,0,1.48,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

22,05:15-05:30,15.85,0,0,0,0,293.32,0,0,19.23,0,0,0,95.08,43.49,0,0,251.97,15.02,8.53,0,0,1.48,13.68,0,0,16.89,4.27,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,2.46,0,0,0,0,0,0,0,0,0

23,05:30-05:45,15.85,0,0,0,0,344.29,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,15.02,8.53,0,0,1.48,17.55,0,0,21.88,4.27,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,18.21,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

24,05:45-06:00,15.85,0,0,0,0,411.61,0,0,19.23,0,0,3.2,95.08,43.49,0,0,254.85,17.5,8.53,0,0,1.48,17.55,0,0,21.88,4.27,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,36.43,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

25,06:00-06:15,31.7,0,0,0,0,402.95,0,8.78,19.23,0,1.06,12.67,95.08,43.49,0,0,254.85,17.5,8.53,0,0,1.48,19.77,0,0,24.98,4.27,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,114.21,54.64,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,14.54,189.34,0,1.11,0,0,0,0,0,0,0,0,0

26,06:15-06:30,31.7,0,0,0,0,496.24,9.31,8.78,19.23,0,2.12,25.33,95.08,43.49,0,0,254.85,17.5,17.07,0,0,1.48,19.77,0,0,25.38,4.27,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,91.07,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,29.94,189.34,0,1.11,0,0,0,0,0,0,0,0,0

27,06:30-06:45,47.54,0,0,0,0,585.83,27.95,15.88,19.23,11.55,12.54,25.33,95.08,43.49,0,0,257.2,17.5,28.74,0,0,1.48,19.77,0,0,25.38,4.27,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,12.29,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

28,06:45-07:00,47.54,0,0,0,0,652.78,27.95,35.15,19.23,26.98,12.54,25.33,95.08,43.49,0,0,315.86,17.5,28.74,0,0,4.24,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

29,07:00-07:15,47.54,0,0,0,0,652.78,27.95,35.15,19.23,40.54,12.54,25.33,95.08,43.49,0,0,374.52,17.5,28.74,0,0,4.24,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

30,07:15-07:30,47.54,0,0,0,0,656.98,27.95,35.15,19.23,40.54,18.81,25.33,95.08,43.49,0,0,426.46,17.5,28.74,0,0,25.48,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

31,07:30-07:45,47.54,0,0,0,0,656.98,27.95,35.15,19.23,26.98,18.81,25.33,95.08,43.49,0,0,371.44,17.5,28.74,0,0,1.6,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

32,07:45-08:00,47.54,0,0,0,0,656.98,27.95,35.15,19.23,13.51,12.54,25.33,95.08,43.49,0,0,422.98,17.5,28.74,0,0,1.6,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,8.93,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

33,08:00-08:15,31.7,0,0,0,0,656.98,1.22,15.5,19.23,13.51,2.12,25.33,95.08,43.49,0,0,423.15,17.5,18.96,0,0,1.6,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,91.07,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,44.9,189.34,0,1.11,0,0,0,0,0,0,0,0,0

34,08:15-08:30,15.85,0,0,0,0,656.98,0,7.75,19.23,0,0,25.33,95.08,43.49,0,0,423.15,17.5,8.53,0,0,1.6,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,59.2,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,29.94,189.34,0,1.11,0,0,0,0,0,0,0,0,0

35,08:30-08:45,15.85,0,0,0,0,652.78,0,0,19.23,0,0,12.67,95.08,43.49,0,0,426.03,17.5,8.53,0,0,1.6,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,38.26,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,14.96,189.34,0,1.11,0,0,0,0,0,0,0,0,0

36,08:45-09:00,15.85,0,0,0,0,656.98,0,0,19.23,0,0,12.67,95.08,43.49,0,0,426.46,17.5,8.53,0,0,1.6,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,22.49,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,14.96,189.34,0,1.11,0,0,0,0,0,0,0,0,0

37,09:00-09:15,15.85,0,0,0,0,656.98,0,0,19.23,0,0,0,95.08,43.49,0,0,426.46,17.5,8.53,0,0,25.48,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,18.21,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,1.11,0,0,0,0,0,0,0,0,0

38,09:15-09:30,15.85,0,0,0,0,656.98,0,0,19.23,0,0,0,95.08,43.49,0,0,426.46,17.5,8.53,0,0,25.48,19.77,0,0,25.38,4.27,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,1.11,0,0,0,0,0,0,0,0,0

39,09:30-09:45,15.85,0,0,0,0,656.98,0,0,19.23,0,0,0,95.08,43.49,0,0,426.46,17.5,8.53,0,0,25.48,19.77,0,0,25.38,4.01,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,1.11,0,0,0,0,0,0,0,0,0

40,09:45-10:00,15.85,0,0,0,0,656.98,0,0,19.23,0,0,0,95.08,43.49,0,0,426.46,17.5,8.53,0,0,4.24,19.77,0,0,25.38,4.01,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,1.11,0,0,0,0,0,0,0,0,0

41,10:00-10:15,15.85,0,0,0,0,639.17,0,0,19.23,0,0,0,95.08,43.49,0,0,375.49,17.5,8.53,0,0,1.07,19.77,0,0,25.38,4.01,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

42,10:15-10:30,15.85,0,0,0,0,639.17,0,0,19.23,0,0,0,95.08,43.49,0,0,312.98,17.5,8.53,0,0,1.07,19.77,0,0,25.38,4.01,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

43,10:30-10:45,15.85,0,0,0,0,639.17,0,0,19.23,0,0,0,95.08,43.49,0,0,257.2,17.5,8.53,0,0,1.07,19.77,0,0,25.38,4.01,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

44,10:45-11:00,15.85,0,0,0,0,629.55,0,0,19.23,0,0,0,95.08,43.49,0,0,257.2,17.5,8.53,0,0,1.07,19.77,0,0,25.38,4.01,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

45,11:00-11:15,15.85,0,0,0,0,571.85,0,0,19.12,0,0,0,95.08,43.49,0,0,257.2,17.5,8.53,0,0,1.07,19.77,0,0,25.38,4.01,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

46,11:15-11:30,15.85,0,0,0,0,571.85,0,0,19.23,0,0,0,95.08,43.49,0,0,257.2,17.5,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

47,11:30-11:45,15.85,0,0,0,0,523.76,0,0,19.23,0,0,0,95.08,43.49,0,0,257.2,17.5,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

48,11:45-12:00,15.85,0,0,0,0,523.76,0,0,19.23,0,0,0,95.08,43.49,0,0,257.2,17.5,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

49,12:00-12:15,15.85,0,0,0,0,476.46,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,17.5,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

50,12:15-12:30,15.85,0,0,0,0,426.9,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,17.5,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

51,12:30-12:45,15.85,0,0,0,0,382.51,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

52,12:45-13:00,15.85,0,0,0,0,330.72,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,283.55,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,255.8,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.01,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,2.24,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,251.18,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,0,189.34,0,8.01,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,265.98,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,0,189.34,0,3.7,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,266.9,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,0,189.34,0,3.7,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,283.55,0,0,19.23,0,0,0,95.08,43.49,0,0,254.85,11.25,8.53,0,0,1.07,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,0,189.34,0,3.08,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,307.6,0,0,19.23,0,0,0,95.08,43.49,0,0,251.48,11.25,8.53,0,0,1.07,13.17,0,0,16.98,4.14,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,0,189.34,0,3.7,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,327.94,0,0,19.23,0,0,0,95.08,43.49,0,0,251.48,11.25,8.53,0,0,1.07,13.17,0,0,16.98,4.14,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,0,189.34,0,3.7,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,355.83,0,0,19.23,0,0,0,95.08,43.49,0,0,251.48,11.25,8.53,0,0,1.07,13.17,0,0,16.98,4.14,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,0,189.34,0,3.7,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,336.6,0,0,19.23,0,0,0,95.08,43.49,0,0,307.26,11.25,8.53,0,0,1.07,13.17,0,0,16.98,4.14,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,14.96,189.34,0,3.7,0,0,0,0,0,0,0,0,0

