Column1,Time,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNA/NR/2025/04/01/4565,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/1831,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/8964,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8456,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/1333,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/9334,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/5285,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/7960,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02
19,04:30-04:45,0,10,30,4,0,0,0,0,10,0,30,0,30,0,0,0,0,0,0,2.8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.64,0,2.89,115.09,0,272.15,4.66,0,100.27,4.68,2.89,0,9.62,43.75,30.28,9.11,260.45

20,04:45-05:00,0,10.67,31.67,4,0,0,0,0,10.67,0,31.99,0,31.67,0,0,0,0,0,0,2.8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.64,0,2.89,115.09,0,272.15,4.66,0,100.27,4.68,2.89,0,9.62,43.75,30.28,9.11,260.45

21,05:00-05:15,0,11.17,32.67,4,0,0,0,0,11.17,0,33.49,0,32.67,0,0,0,0,0,0,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.64,0,2.89,115.09,0,272.15,4.66,0,100.27,4.68,2.89,0,9.62,43.75,30.28,8.93,260.45

22,05:15-05:30,0,11.83,33.33,4,0,0,0,0,11.83,0,35.51,0,33.33,0,0,0,0,0,0,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.64,0,2.89,115.09,0,272.15,4.66,0,100.27,4.68,2.89,0,9.62,43.75,30.28,8.93,260.45

23,05:30-05:45,0,11.33,35,4,0,0,0,0,11.33,0,34.01,0,35,0,0,0,0,0,0,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.64,0,2.89,115.09,0,272.15,4.66,0,100.27,4.68,2.89,0,9.62,43.75,30.28,8.93,260.45

24,05:45-06:00,0,12,35.67,4,0,0,0,0,12,0,36,0,35.67,0,0,0,0,0,0,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.64,0,2.89,115.09,0,272.15,4.66,0,100.27,4.68,2.89,0,9.62,43.75,30.28,8.93,260.45

25,06:00-06:15,0.01,12.5,41.67,4,0,0,0,3.5,12.5,0,37.5,0,41.67,0,4.6,0,0,0,0,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.73,0,2.89,115.09,0,272.15,4.43,0,100.27,4.68,2.89,0,9.62,43.75,29.27,8.75,260.45

26,06:15-06:30,1.88,12.83,41,4,0,0,0,10.6,12.83,0,38.51,0.24,41,0.39,12.3,0,1.18,0,0,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.73,0,2.89,115.09,0,272.15,4.43,0,100.27,4.68,2.89,0,9.62,43.75,28.77,8.75,260.45

27,06:30-06:45,5.03,10,40.33,4,1,0,0,22.87,10,1,30,0.38,40.33,0.16,23.6,1,1.87,1,0,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.73,0,2.89,115.09,0,272.15,4.43,0,100.27,4.68,2.89,0,9.62,43.75,28.27,8.75,260.45

28,06:45-07:00,10.08,10.33,39.33,4,2,1,1,32.9,10.33,3,31.01,1.55,39.33,1.39,32.89,4,7.72,4,1,2.6,48.12,0,9.62,1.92,30.5,9.62,0,0.39,10.35,30.5,7.68,2.89,3.73,0,2.89,115.09,0.39,272.15,4.43,0.39,100.27,4.68,2.89,0,9.62,43.75,27.26,8.75,260.45

29,07:00-07:15,17.11,10.67,38.67,4,3,6,3,32.41,10.67,5,31.99,3.27,38.67,4.41,32.4,9,16.36,14,7,2.6,48.12,0,9.62,1.92,30.5,9.62,0,1.12,10.35,25.98,7.68,2.89,3.73,0,2.89,115.09,1.12,272.15,4.27,1.12,100.27,4.45,2.89,0,9.62,43.75,26.75,8.66,260.45

30,07:15-07:30,25.05,11,36,4,8,12,5,32.72,11,7,33,5.66,36,8.39,32.71,14,28.28,28,10,2.6,48.12,0,9.62,1.92,30.5,9.62,0,1.99,10.35,25.98,7.68,2.89,3.73,0,2.89,106.6,1.99,272.15,4.27,1.99,100.27,4.45,2.89,0,9.62,43.75,26.75,8.66,260.45

31,07:30-07:45,32.72,11,33.67,4,13,18,6,32.1,11,12,33,8.84,33.67,13.74,32.1,22,44.21,42,12,2.6,48.12,0,9.62,1.92,30.5,9.62,0,3.01,10.35,25.98,7.68,2.89,3.73,0,2.89,98.11,3.01,272.15,4.27,3.01,100.27,4.45,2.89,0,9.62,43.75,26.75,8.66,224.18

32,07:45-08:00,42.09,11,30.33,4,19,24,10,31,11,16,33,12,30.33,20.64,31,28,59.99,56,20,2.6,48.12,0,9.62,1.92,30.5,9.62,0,4.13,10.35,25.98,7.68,2.89,3.73,0,2.89,89.62,4.13,272.15,4.27,4.13,100.27,4.45,2.89,0,9.62,43.75,26.75,8.66,188.87

33,08:00-08:15,51.65,10.33,22.67,4,30,27,13,32.4,10.33,20,31.01,17.18,22.67,28.39,32.4,32.4,85.89,63,27,2.6,48.12,0,9.62,1.92,30.5,9.62,0,5.25,10.35,25.98,7.68,2.89,3.83,0,2.89,81.13,5.25,231,4.27,5.25,52.94,4.45,2.89,0,9.62,43.75,27.26,8.57,188.87

34,08:15-08:30,61.49,8.17,20.67,4,39,34,18,33,8.17,23,24.49,21.42,20.67,36.21,33,33,107.08,81,37,2.6,48.12,0,9.62,1.92,30.5,9.62,0,6.68,10.35,25.98,7.68,2.89,3.83,0,2.89,72.64,6.68,192.5,4.27,6.68,52.94,4.45,2.89,0,9.62,43.75,27.76,8.57,128.98

35,08:30-08:45,68.63,7.5,18.33,4,43,39,22,33,7.5,27,22.5,25,18.33,44.43,33,33,125.01,91,43,2.6,48.12,0,9.62,1.92,30.5,9.62,0,7.99,10.35,25.98,7.68,2.89,3.83,0,2.89,70.19,7.99,149.68,4.27,7.99,52.94,4.45,2.89,0,9.62,43.75,27.76,8.57,128.98

36,08:45-09:00,77.12,7,16.67,4,49,46,27,33,7,30,21,29.1,16.67,52.54,33,33,145.49,109,53,2.6,48.12,0,9.62,1.92,30.5,9.62,0,9.02,10.35,25.98,7.68,2.89,3.83,0,2.89,70.19,9.02,149.68,4.27,9.02,52.94,4.45,2.89,0,9.62,43.75,28.27,8.57,128.98

37,09:00-09:15,86.08,6.67,15,4,53,52,32,33,6.67,31,19.99,33.03,15,60.52,33,33,165.16,123,63,2.6,48.12,0,9.62,1.92,26.95,9.62,0,10.15,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,10.15,149.68,4.27,10.15,52.94,4.07,2.89,0,9.62,43.75,27.26,8.38,188.87

38,09:15-09:30,94.95,6.67,15,4,58,58,35,33,6.67,34,19.99,36.77,15,67.94,33,33,183.84,137,70,2.6,48.12,0,9.62,1.92,26.95,9.62,0,11.23,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,11.23,149.68,4.27,11.23,52.94,4.07,2.89,0,9.62,43.75,27.26,8.38,188.87

39,09:30-09:45,102.54,6.67,15,4,74,66,37,33,6.67,36,19.99,40.24,15,74.96,33,33,201.17,154,73,2.6,48.12,0,9.62,1.92,26.95,9.62,0,12.25,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,12.25,149.68,4.27,12.25,52.94,4.07,2.89,0,9.62,43.75,27.76,8.38,188.87

40,09:45-10:00,108.58,6.67,15,4,77,72,40,33,6.67,39,19.99,43.43,15,81.51,33,33,217.15,168,80,2.6,48.12,0,9.62,1.92,26.95,9.62,0,13.16,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,13.16,149.68,4.27,13.16,52.94,4.07,2.89,0,9.62,43.75,28.26,8.38,188.87

41,10:00-10:15,114.62,6.67,15,4,85,76,43,33,6.67,41,19.99,46.22,15,87.29,33,33,231.09,179,85,2.6,48.12,0,9.62,1.92,26.95,9.62,0,13.84,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,13.84,149.68,4.27,13.84,52.94,3.92,2.89,0,9.62,43.75,28.26,8.29,188.87

42,10:15-10:30,119.87,6.67,15,4,88,79,45,33,6.67,42,19.99,48.68,15,92.91,33,33,243.37,186,90,2.6,48.12,0,9.62,1.92,26.95,9.62,0,14.54,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,14.54,149.68,4.27,14.54,52.94,3.92,2.89,0,9.62,43.75,31.29,8.29,188.87

43,10:30-10:45,130.58,6.67,15,4,91,82,47,33,6.67,45,19.99,48.68,15,97.29,33,33,243.37,193,93,2.6,48.12,0,9.62,1.92,26.95,9.62,0,15.12,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,15.12,149.68,4.27,15.12,52.94,3.92,2.89,0,9.62,43.75,31.29,8.29,188.87

44,10:45-11:00,133.6,6.67,15,4,94,85,48,33,6.67,48,19.99,48.68,15,100,33,33,243.37,200,96,2.6,48.12,0,9.62,1.92,26.95,9.62,0,15.63,10.35,26.95,7.68,2.89,3.83,0,2.89,70.19,15.63,149.68,4.27,15.63,52.94,3.92,2.89,0,9.62,43.75,31.29,8.29,188.87

45,11:00-11:15,136.19,6.67,15,4,98,85,48,33,6.67,49,19.99,48.68,15,100,33,33,243.37,200,96,2.6,48.12,0,9.62,1.92,26.95,9.62,0,16.13,10.35,26.95,7.68,2.89,3.92,0,2.89,70.19,16.13,149.68,4.27,16.13,52.94,3.92,2.89,0,9.62,43.75,30.28,8.2,188.87

46,11:15-11:30,138.29,6.67,15,4,98,85,48,33,6.67,49,19.99,48.68,15,100,33,33,243.37,200,96,2.6,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,3.92,0,2.89,70.19,16.42,149.68,4.27,16.42,52.94,3.92,2.89,0,9.62,43.75,30.28,8.2,188.87

47,11:30-11:45,139.82,6.67,16,6,97,88,48,33,6.67,48,19.99,48.68,16,100,33,33,243.37,207,96,2.6,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,3.64,0,2.89,70.19,16.42,149.68,3.88,16.42,52.94,3.92,2.89,0,9.62,43.75,30.28,8.2,188.87

48,11:45-12:00,140.91,6.67,17,7.33,97,88,48,33,6.67,48,19.99,48.68,17,100,33,33,243.37,207,96,2.6,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,3.64,0,2.89,70.19,16.42,149.68,3.88,16.42,52.94,3.92,2.89,0,9.62,43.75,30.28,8.2,188.87

49,12:00-12:15,142.07,7.5,18.33,7.67,98,88,49,33,7.5,48,22.5,48.68,18.33,100,33,33,243.37,207,98,2.6,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,3.64,0,2.89,70.19,16.42,149.68,3.88,16.42,52.94,4.07,2.89,0,9.62,43.75,30.28,8.02,188.87

50,12:15-12:30,142.08,8.67,20.33,8,98,88,49,33,8.67,48,25.99,48.68,20.33,100,33,33,243.37,207,98,3,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,3.64,0,2.89,70.19,16.42,149.68,3.88,16.42,52.94,4.07,2.89,0,9.62,43.75,31.29,8.02,188.87

51,12:30-12:45,141.55,10.83,22.33,6.67,98,88,49,33,10.83,48,32.51,48.68,22.33,100,33,33,243.37,207,98,5,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,2.8,0,2.89,70.19,16.42,149.68,3.88,16.42,52.94,4.07,2.89,0,9.62,43.75,31.29,8.02,188.87

52,12:45-13:00,140.79,11.5,24.67,7,98,87,49,33,11.5,48,34.5,48.68,24.67,100,33,33,243.37,203,98,5.2,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,2.8,0,2.89,70.19,16.42,149.68,3.88,16.42,52.94,4.07,2.89,0,9.62,43.75,31.29,8.02,188.87

53,13:00-13:15,139.29,12.33,28,7.33,98,82,45,33,12.33,48,37.01,48.68,28,100,33,33,243.37,193,90,5.4,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,2.98,0,2.89,70.19,16.42,192.5,3.88,16.42,81.81,4.23,2.89,0,9.62,43.75,31.29,7.92,188.87

54,13:15-13:30,131.17,12.83,31.33,7.67,98,82,45,33,12.83,48,38.51,48.68,31.33,100,33,33,243.37,193,90,5.8,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,2.98,0,2.89,70.19,16.42,149.68,3.88,16.42,100.27,4.23,2.89,0,9.62,43.75,31.29,7.92,188.87

55,13:30-13:45,127.21,13.33,35.67,8.33,98,85,45,33,13.33,48,40.01,48.68,35.67,100,33,33,243.37,200,90,6,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,2.98,0,2.89,70.19,16.42,192.5,3.88,16.42,100.27,4.23,2.89,0,9.62,43.75,31.29,7.92,188.87

56,13:45-14:00,123.6,14,40.33,9.67,97,85,45,33,14,48,42,48.68,40.33,100,33,33,243.37,200,90,6.4,48.12,0,9.62,1.92,26.95,9.62,0,16.42,10.35,26.95,7.68,2.89,2.98,0,2.89,70.19,16.42,231,3.88,16.42,100.27,4.23,2.89,0,9.62,43.75,31.29,7.92,188.87

57,14:00-14:15,119.61,14.83,45.67,12,95,82,45,33,14.83,48,44.51,48.68,45.67,100,33,33,243.37,193,90,6.8,48.12,0,9.62,1.92,26.95,9.62,0,15.91,10.35,26.95,7.68,2.89,3.26,0,2.89,70.19,15.91,272.15,4.19,15.91,100.27,4.23,2.89,0,9.62,43.75,30.28,7.74,188.87

58,14:15-14:30,115.02,15.67,46.33,13.67,93,82,45,33,15.67,48,46.99,48.68,46.33,100,33,33,243.37,193,90,7.4,48.12,0,9.62,1.92,26.95,9.62,0,15.42,10.35,26.95,7.68,2.89,3.26,0,2.89,70.19,15.42,272.15,4.19,15.42,100.27,4.23,2.89,0,9.62,43.75,30.28,7.74,208.12

59,14:30-14:45,108.26,16.17,47,21.33,92,76,44,33,16.17,47,48.49,48.68,47,100,33,33,243.37,178,89,7.6,48.12,0,9.62,1.92,26.95,9.62,0,14.91,10.35,26.95,7.68,2.89,3.26,0,2.89,70.19,14.91,272.15,0.78,14.91,100.27,4.23,2.89,0,9.62,43.75,30.28,7.74,225.15

60,14:45-15:00,102.1,16.5,47.33,21.67,91,76,44,33,16.5,45,49.5,48.68,47.33,100,33,33,243.37,178,87,7.8,48.12,0,9.62,1.92,26.95,9.62,0,14.33,10.35,26.95,7.68,2.89,3.26,0,2.89,70.19,14.33,272.15,3.88,14.33,100.27,4.23,2.89,0,9.62,43.75,30.28,7.74,225.15

61,15:00-15:15,97.12,19.33,47.67,22,85,66,39,33,19.33,43,58.01,45.8,47.67,95,33,33,228.99,154,79,11,48.12,0,9.62,1.92,26.95,9.62,0,13.64,10.35,26.95,7.68,2.89,3.5,0,2.89,70.19,13.64,272.15,4.35,13.64,100.27,4.23,2.89,0,9.62,43.75,30.28,7.83,225.15

62,15:15-15:30,91.32,19.83,46,23,82,61,37,33,19.83,40,59.51,43.75,46,92,33,33,218.72,144,73,11.41,48.12,0,9.62,1.92,26.95,9.62,0,12.94,10.35,26.95,7.68,2.89,3.5,0,2.89,70.19,12.94,272.15,4.35,12.94,100.27,4.23,2.89,0,9.62,43.75,30.28,7.83,225.15

63,15:30-15:45,84.97,20,44.67,23.67,75,69,32,33,20,38,60,40.85,44.67,86.81,33,33,204.27,161,63,11.61,48.12,0,9.62,1.92,28.28,9.62,0,12.11,10.35,28.28,7.68,2.89,3.5,0,2.89,70.19,12.11,272.15,4.35,12.11,100.27,4.23,2.89,0,9.62,43.75,30.28,7.83,260.45

64,15:45-16:00,77.85,20.33,43.33,24.33,68,64,28,33,20.33,35,61.01,38.08,43.33,80.86,33,33,190.4,151,57,11.41,48.12,0,9.62,1.92,28.28,9.62,0,11.38,10.35,28.28,7.68,2.89,3.5,0,2.89,70.19,11.38,272.15,4.35,11.38,100.27,4.23,2.89,0,9.62,43.75,30.28,7.83,260.45

65,16:00-16:15,70.05,21.67,42,25,63,58,26,33,21.67,33,64.99,34.83,42,75.01,33,33,174.12,137,53,13.01,48.12,0,9.62,1.92,26.97,9.62,0,10.31,10.35,26.97,7.68,2.89,3.73,50,2.89,70.19,10.31,272.15,4.35,10.31,100.27,4.6,2.89,0,9.62,43.75,30.78,7.92,260.45

66,16:15-16:30,54.52,21.33,40.33,25.33,57,52,23,33,21.33,29,64.01,31.47,40.33,68.77,33,33,157.32,123,47,13.01,48.12,0,9.62,1.92,26.97,9.62,0,9.42,10.35,26.97,7.68,2.89,3.73,50,2.89,70.19,9.42,272.15,4.35,9.42,100.27,4.6,2.89,0,9.62,43.75,30.78,7.92,260.45

67,16:30-16:45,42.37,20.83,38.67,25.33,49,45,20,33,20.83,25,62.51,27.9,38.67,61.47,33,33,139.47,105,40,13.01,48.12,0,9.62,1.92,26.97,9.62,0,8.47,10.35,26.97,7.68,2.89,3.73,50,2.89,66.04,8.47,272.15,4.5,8.47,100.27,4.6,2.89,0,9.62,43.75,31.29,7.92,260.45

68,16:45-17:00,34.6,20.33,37,25,42,37,16,33,20.33,21,61.01,24.18,37,53.87,33,33,120.88,88,32,13.01,48.12,0,9.62,1.92,26.97,9.62,0,7.05,10.35,26.97,7.68,2.89,3.73,50,2.89,66.04,7.05,272.15,4.5,7.05,100.27,4.6,2.89,0,9.62,43.75,31.29,7.92,260.45

69,17:00-17:15,27.07,19.67,36.67,24.33,36,15,10,33,19.67,16,58.99,20.54,36.67,46.35,33,32,102.7,35,20,15.01,48.12,0,9.62,1.92,23.97,9.62,0,5.49,10.35,23.97,7.68,2.89,4.01,50,2.89,66.04,5.49,272.15,4.74,5.49,92.26,4.91,2.89,0,9.62,43.75,31.29,8.2,260.45

70,17:15-17:30,19.78,19.5,36,24,29,9,7,32.67,19.5,12,58.5,16.53,36,38.45,32.03,16,82.62,21,15,14.81,48.12,0,9.62,1.92,23.97,9.62,0,4.25,10.35,23.97,7.68,2.89,4.01,50,2.89,66.04,4.25,272.15,4.74,4.25,92.26,4.91,2.89,0,9.62,43.75,31.29,8.2,260.45

