Block,Time Block,DULHASTI,FSTPP I & II,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,DADRT2,DHAULIGNGA,BRBCL,DADRI_LF,ANTA_RF,ANTA_LF,AURY_LF,DADRI_GF,ANTA_GF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_CRF,AURY_CRF,AURY_RF,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TANDA2,URI2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,TALA,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,RAMPUR,RAPPB,RIHAND2,RIHAND1,SASAN,PARBATI3,RSTPSU1TO6,NTPL,RAPPC,RSTPSU7,SIMHST1,RIHAND3,SALAL,SEWA2,KOTESHWR,KKNP,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,KHSTPP-I,KISHANGANGA,MAPS,NNTPP,NLCTS2EXP,NLCIIST1,NJPC,NLCEXP,NAPP,NLCIIST2,JHAJJAR,KGSU3AND4,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,15.83,15.07,0,0,0,0,226.89,0,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,7.5,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.36,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

7,01:30-01:45,15.83,15.07,0,0,0,0,226.89,0,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,7.5,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.36,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

8,01:45-02:00,15.83,15.07,0,0,0,0,226.89,0,12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,7.5,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.36,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

9,02:00-02:15,15.83,15.07,0,0,0,0,226.89,0,10.97,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,7.5,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.36,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

10,02:15-02:30,15.83,15.07,0,0,0,0,226.89,0,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,7.5,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.36,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

11,02:30-02:45,15.83,15.07,0,0,0,0,226.89,0,13.02,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.36,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

12,02:45-03:00,15.83,15.07,0,0,0,0,226.89,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.36,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

13,03:00-03:15,15.83,15.07,0,0,0,0,226.89,0,15.91,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,12.28,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

14,03:15-03:30,15.83,15.07,0,0,0,0,226.89,0,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,326.43,0,0,0,51.34,0,0,119.45,53.58,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

15,03:30-03:45,15.83,15.07,0,0,0,0,226.89,0,15.15,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,336.16,0,0,0,51.34,0,0,119.45,53.58,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

16,03:45-04:00,15.83,15.07,0,0,0,0,226.89,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.84,1.07,0,0,0,121.02,0,0,114.09,88.39,355.61,0,0,0,51.34,0,0,119.45,53.58,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

17,04:00-04:15,15.83,12.55,0,0,0,0,226.89,0,18.96,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.61,1.07,0,0,0,121.02,0,0,114.09,88.39,371.44,0,0,0,51.34,0,0,119.45,53.58,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

18,04:15-04:30,15.83,12.55,0,0,0,0,226.89,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.61,1.07,0,0,0,121.02,0,0,114.09,88.39,379.01,0,0,0,51.34,0,0,119.45,40.19,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

19,04:30-04:45,15.83,12.55,0,0,0,0,226.89,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,4.14,13.94,0,0,1.97,13.61,1.07,0,0,0,121.02,0,0,114.09,88.39,387.2,0,0,0,51.34,0,0,119.45,40.19,0,8.53,0,124.55,0,0,0,38.17,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

20,04:45-05:00,15.83,12.55,0,0,0,0,279.38,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,0,0,4.14,19.1,0,0,1.97,26.69,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,0,0,0,51.34,0,0,119.45,12.28,0,8.53,0,139.65,0,0,0,38.17,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

21,05:00-05:15,15.83,12.55,0,0,0,0,342.19,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,0,0,4.14,19.1,0,0,1.97,26.69,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.49,0,0,0,42.3,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

22,05:15-05:30,15.83,12.55,0,0,0,0,399.84,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,0,0,4.14,19.1,0,0,1.97,26.69,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

23,05:30-05:45,15.83,15.34,0,0,0,0,486.31,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,0,0,4.14,19.1,0,0,7.5,26.69,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,20.01,0,41.86,0,230.87,0,0,0,0,0,0,0

24,05:45-06:00,15.83,15.36,0,0,0,0,508.41,8.78,19.22,0,0,0,0,0,0,0,0,0,0,0,0,14.95,17.51,0,0,0,4.14,22.61,0,0,7.5,35.92,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,0,0,0,51.34,0,0,119.45,1.35,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,44.96,0,41.86,0,230.87,0,0,0,0,0,0,0

25,06:00-06:15,15.83,15.36,0,0,0,3.2,521.86,17.55,19.22,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.35,0,0,0,4.14,25.18,0,0,7.5,40.27,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,3.67,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,67.42,0,41.86,0,292.41,0,0,0,0,0,0,0

26,06:15-06:30,15.83,15.36,0,9.29,6.26,12.65,536.27,17.55,19.22,0,0,0,0,0,0,0,0,0,0,0,0,44.85,19.75,0,0,0,4.14,25.36,0,0,7.5,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,15.9,0,0,51.34,0,0,119.45,1.35,5.06,25.59,0,142.49,0,0,0,43.45,0,0,0,0,0,89.89,0,41.86,0,331.12,0,0,0,0,0,0,0

27,06:30-06:45,31.66,15.36,13.5,18.62,12.53,25.31,564.73,26.34,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,4.14,25.36,0,0,2.46,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,15.9,0,0,51.34,0,0,119.45,1.35,10.12,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,109.19,0,41.86,0,398.39,0,0,0,0,0,0,0

28,06:45-07:00,31.66,15.36,13.5,18.62,12.53,25.31,618.74,26.34,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,4.14,25.36,0,0,2.46,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,15.9,0,0,51.34,0,0,119.45,1.35,15.19,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,109.19,0,41.86,0,406.07,0,0,0,0,0,0,0

29,07:00-07:15,31.66,15.36,13.5,18.62,12.53,25.31,656.02,26.34,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,4.14,25.36,0,0,2.46,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,15.9,0,0,51.34,0,0,119.45,1.35,15.19,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,109.19,0,41.86,0,419.08,0,0,0,0,0,0,0

30,07:15-07:30,31.66,15.36,13.5,18.62,12.53,25.31,656.02,26.34,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,4.14,25.36,0,0,2.46,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,389.12,15.9,0,0,51.34,0,0,119.45,1.35,15.19,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,109.19,0,41.86,0,419.1,0,0,0,0,0,0,0

31,07:30-07:45,31.66,15.36,13.5,18.62,12.53,25.31,656.02,26.34,19.22,0,0,0,0,0,0,0,40.02,0,31.82,50.73,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.45,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,389.12,15.9,0,0,51.34,0,0,119.45,1.35,15.19,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,134.85,0,41.86,0,419.1,0,0,0,0,0,0,0

32,07:45-08:00,31.66,15.36,13.5,18.62,12.53,25.31,656.02,26.34,19.22,0,0,0,0,0,0,0,40.02,0,43.44,68.02,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,3.42,0,0,51.34,0,0,119.45,1.35,10.12,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,134.85,0,41.86,0,419.1,0,0,0,0,0,0,0

33,08:00-08:15,15.83,15.36,13.5,9.29,6.26,12.65,656.02,26.34,17.88,0,0,0,0,0,0,0,40.02,0,43.44,68.02,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,0,0,0,51.34,0,0,119.45,1.35,5.06,18.95,0,142.49,0,0,0,43.45,0,0,0,0,0,90.99,0,41.86,0,419.1,0,0,0,0,0,0,0

34,08:15-08:30,15.83,15.36,13.44,9.29,6.26,12.65,656.02,16.88,18.92,0,0,0,0,0,0,0,40.02,0,43.38,68.02,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,389.12,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,72.79,0,41.86,0,419.1,0,0,0,0,0,0,0

35,08:30-08:45,15.83,15.36,13.44,9.29,6.26,12.65,656.02,8.78,19.22,0,0,0,0,0,0,0,40.02,0,43.31,68.02,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,396.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,72.79,0,41.86,0,419.1,0,0,0,0,0,0,0

36,08:45-09:00,15.83,15.36,0,9.29,6.26,3.58,656.02,0,19.22,0,0,0,0,0,0,0,40.02,0,43.26,68.02,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,60.88,0,41.86,0,419.1,0,0,0,0,0,0,0

37,09:00-09:15,15.83,15.36,0,9.29,0,3.58,656.02,0,19.22,0,0,0,0,0,0,0,40.02,0,43.07,68.02,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,40.04,0,41.86,0,392.72,0,0,0,0,0,0,0

38,09:15-09:30,15.83,15.36,0,0,0,3.58,656.02,0,19.22,0,0,0,0,0,0,0,40.02,0,43.07,68.02,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,21.83,0,41.86,0,392.72,0,0,0,0,0,0,0

39,09:30-09:45,15.83,15.36,0,0,0,0,656.02,0,19.22,0,0,0,0,0,0,0,40.02,0,42.88,68.02,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,345.34,0,0,0,0,0,0,0

40,09:45-10:00,15.83,15.36,0,0,0,0,656.02,0,19.22,0,0,0,0,0,0,0,6.22,0,14.71,22.81,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,345.34,0,0,0,0,0,0,0

41,10:00-10:15,15.83,15.36,0,0,0,0,656.02,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,345.34,0,0,0,0,0,0,0

42,10:15-10:30,15.83,15.36,0,0,0,0,656.02,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,345.34,0,0,0,0,0,0,0

43,10:30-10:45,0,15.36,0,0,0,0,656.02,0,15.49,0,0,0,0,0,0,0,0,0,0,0,0,44.85,19.75,0,0,0,4.14,0,0,0,3.45,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,326.39,0,0,0,0,0,0,0

44,10:45-11:00,0,15.36,0,0,0,0,656.36,0,17.66,0,0,0,0,0,0,0,0,0,0,0,0,44.85,19.75,0,0,0,4.14,0,0,0,3.45,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,326.39,0,0,0,0,0,0,0

45,11:00-11:15,0,15.36,0,0,0,0,599.52,0,16.36,0,0,0,0,0,0,0,0,0,0,0,0,44.85,19.75,0,0,0,4.14,0,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,306.22,0,0,0,0,0,0,0

46,11:15-11:30,0,15.36,0,0,0,0,592.79,0,16.86,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,0,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,1.35,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,306.22,0,0,0,0,0,0,0

47,11:30-11:45,0,15.36,0,0,0,0,585.11,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,0,0,0,3.7,40.73,4.24,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,2.24,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,309.1,0,0,0,0,0,0,0

48,11:45-12:00,0,15.36,0,0,0,0,585.11,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,14.95,19.75,0,0,0,4.14,0,0,0,3.7,40.73,2.12,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,2.24,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,309.1,0,0,0,0,0,0,0

49,12:00-12:15,0,15.36,0,0,0,0,514.77,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,7.75,0,0,0,3.7,40.73,1.59,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,286.6,0,0,0,0,0,0,0

50,12:15-12:30,0,15.36,0,0,0,0,514.77,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,7.75,0,0,0,3.7,40.73,1.59,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,286.6,0,0,0,0,0,0,0

51,12:30-12:45,0,15.36,0,0,0,0,514.77,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,7.75,3.4,0,0,3.7,36.15,1.59,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,286.6,0,0,0,0,0,0,0

52,12:45-13:00,0,15.36,0,0,0,0,447.53,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,7.75,6.63,0,0,3.7,36.15,25.45,0,0,0,121.02,0,0,114.09,88.39,399.93,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,286.6,0,0,0,0,0,0,0

53,13:00-13:15,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,7.75,6.63,0,0,3.7,36.15,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

54,13:15-13:30,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,7.75,9.29,0,0,3.7,36.15,3.18,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

55,13:30-13:45,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,4.14,9.29,0,0,3.7,36.15,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

56,13:45-14:00,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,4.14,11.94,0,0,3.7,36.15,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

57,14:00-14:15,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,4.14,11.94,0,0,3.7,36.15,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

58,14:15-14:30,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,4.14,14.6,0,0,3.7,36.15,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

59,14:30-14:45,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,4.14,14.6,0,0,3.7,36.15,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

60,14:45-15:00,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51,0,0,0,4.14,17.92,0,0,3.7,35.92,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.87,0,0,0,0,0,0,0

61,15:00-15:15,0,15.36,0,0,0,0,409.44,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,21.23,0,0,3.7,40.73,3.18,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,257.77,0,0,0,0,0,0,0

