Block,Time Block,JHAJJAR,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,TANAKPUR,TelanganaSTPP,UNCHAHAR3,TEHRI,URI2,URI,UNCHAHAR1,TANDA2,VALLURNTECL,UNCHAHAR4,UNCHAHAR2,FSTPP I & II,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,RIHAND2,SASAN,TALST2,RIHAND1,NLCIIST2,NLCTS2EXP,NTPL,NNTPP,NLCIIST1,PARBATI3,RAMPUR,NJPC,MAPS,NAPP,NLCEXP,KOTESHWR,KUDGI,KOLDAM,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KGSU1AND2,KKNPPU2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,13.94,0,18.08,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,10.56,0,3.7,278.52,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

8,01:45-02:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,10.56,0,3.7,246.82,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

9,02:00-02:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,10.56,0,3.7,235.3,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

10,02:15-02:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,10.56,0,3.7,225.69,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

11,02:30-02:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,10.56,0,3.7,217.05,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

12,02:45-03:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,11.55,0,3.7,251.62,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

13,03:00-03:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,13.5,0,3.7,258.35,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,81.85,0,0,37.44,0,0,0,0,0,0,0

14,03:15-03:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,14.43,0,3.7,260.27,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,81.85,0,0,37.44,0,0,0,0,0,0,0

15,03:30-03:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,14.04,0,3.7,265.07,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,81.85,0,0,37.44,0,0,0,0,0,0,0

16,03:45-04:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,15.92,0,3.7,270.83,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,81.85,0,0,37.44,0,0,0,0,0,0,0

17,04:00-04:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,16.31,0,3.7,278.52,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,81.85,0,0,37.44,0,0,0,0,0,0,0

18,04:15-04:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,19.21,0,3.7,278.52,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

19,04:30-04:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.38,11.53,0,0,0,11.11,15.02,0,0,1.8,19.21,0,3.7,278.52,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

20,04:45-05:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.91,11.53,0,0,0,11.11,15.02,0,0,1.8,19.21,0,3.7,278.52,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,20.46,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

21,05:00-05:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,17.84,14.94,4.39,34.99,14.88,0,0,0,15.25,15.02,0,0,1.8,19.21,0,13.56,278.52,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,43.21,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

22,05:15-05:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,19.25,29.9,4.39,34.99,14.88,0,0,0,15.25,15.02,0,0,1.8,19.21,0,13.56,278.52,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,65.48,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

23,05:30-05:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,19.25,29.9,4.39,3.18,14.88,0,0,0,15.25,15.02,1.06,0,1.8,19.21,8.77,13.56,302.66,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,89.86,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

24,05:45-06:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,19.25,44.84,4.39,1.38,14.88,0,0,0,15.25,15.02,6.26,9.3,1.8,19.21,17.55,13.56,331.47,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,0,0,112.32,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

25,06:00-06:15,253.55,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,59.78,4.39,1.38,17.01,0,0,0,17.54,17.1,6.26,18.59,3.84,19.21,26.31,31.65,293.06,0,0,0,0,51.31,0,0,0,128.21,13.4,0,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,3.67,0,112.32,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

26,06:15-06:30,253.55,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,59.78,4.39,1.38,17.01,0,0,0,17.54,19.98,12.52,27.91,25.3,19.21,35.1,47.47,293.06,0,0,0,0,51.31,0,0,0,128.21,53.56,5.06,119.4,0,114.06,264.71,0,88.36,0,0,0,0,0,15.89,0,112.32,0,41.23,0,18.94,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

27,06:30-06:45,253.55,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,59.78,4.39,1.38,17.01,0,0,0,20.22,19.98,12.52,27.91,25.3,19.21,35.1,47.47,321.87,11.38,0,0,0,51.31,0,0,0,128.21,53.56,10.12,119.4,0,114.06,278.21,0,88.36,0,0,0,0,0,15.89,0,134.78,0,41.23,0,18.94,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

28,06:45-07:00,299.64,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,24.52,59.78,4.39,1.38,18.95,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,374.69,26.94,0,0,0,51.31,0,0,0,128.21,53.56,10.12,119.4,0,114.06,292.56,0,88.36,0,0,0,0,0,15.89,0,134.78,0,41.23,0,18.94,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

29,07:00-07:15,347.66,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,1.38,19.75,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,461.13,26.94,0,0,0,51.31,0,0,0,128.21,53.56,10.12,119.4,0,114.06,301.61,0,88.36,0,0,0,0,0,15.89,0,134.78,0,41.23,0,18.94,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

30,07:15-07:30,395.66,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,3.18,19.75,0,0,0,20.35,19.98,6.26,27.91,25.3,19.21,35.1,47.47,537.96,26.94,0,0,0,51.31,0,0,0,128.21,12.27,5.06,119.4,0,114.06,309.72,0,88.36,0,0,0,0,0,15.89,0,134.78,0,41.23,0,18.94,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

31,07:30-07:45,418.71,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,34.99,19.75,0,0,0,20.35,19.98,6.26,18.61,25.3,19.21,26.31,31.65,623.59,26.94,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,320.52,0,88.36,0,0,0,0,0,15.89,0,134.78,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

32,07:45-08:00,419.69,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,34.99,19.75,0,0,0,20.35,19.98,6.26,9.31,12.65,19.21,17.55,13.56,652.03,26.94,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,328.63,0,88.36,0,0,0,0,0,3.42,0,112.32,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

33,08:00-08:15,419.69,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,3.18,19.75,0,0,0,20.35,19.98,6.26,0,1.8,19.21,8.77,13.56,652.03,11.76,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,334.17,0,88.36,0,0,0,0,0,0,0,89.86,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

34,08:15-08:30,419.69,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,44.84,4.39,1.38,19.75,0,0,0,20.35,19.98,1.06,0,1.8,19.21,0,13.56,595.22,11.76,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,67.39,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

35,08:30-08:45,419.69,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,29.9,4.39,1.38,19.75,0,0,0,20.35,19.98,0,0,1.8,19.21,0,13.56,576.01,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,44.93,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

36,08:45-09:00,419.69,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,14.94,4.39,1.38,17.61,0,0,0,18.07,19.98,0,0,1.8,19.21,0,13.56,537.59,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,22.46,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

37,09:00-09:15,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,4.39,1.38,17.61,0,0,0,18.07,19.98,0,0,1.8,19.21,0,13.56,513.58,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

38,09:15-09:30,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,4.39,1.38,17.61,0,0,0,18.07,19.98,0,0,1.8,19.21,0,13.56,494.38,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

39,09:30-09:45,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,18.08,3.18,17.61,0,0,0,18.07,19.98,0,0,1.8,19.21,0,13.56,494.38,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

40,09:45-10:00,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,18.08,34.99,17.61,0,0,0,18.07,19.98,0,0,1.8,19.21,0,13.56,494.38,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

41,10:00-10:15,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,18.08,34.99,17.61,0,0,0,18.07,18.3,0,0,1.8,19.21,0,13.56,475.53,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

42,10:15-10:30,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,18.08,4.77,17.61,0,0,0,18.07,17.79,0,0,1.8,19.21,0,13.56,446.72,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

43,10:30-10:45,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,18.08,3.18,17.61,0,0,0,18.07,17.79,0,0,1.8,19.21,0,13.56,427.51,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

44,10:45-11:00,398.57,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,18.08,6.37,17.61,0,0,0,18.07,17.79,0,0,1.8,18.55,0,13.56,408.3,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

45,11:00-11:15,374.56,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,4.39,6.37,14.88,0,0,0,18.07,17.79,0,0,1.8,19.21,0,13.56,369.89,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,38.16,0,0,0,0,0,0,0

46,11:15-11:30,374.56,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,22.75,0,4.39,6.37,14.88,0,0,0,18.07,17.79,0,0,1.8,19.21,0,13.56,341.08,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,38.16,0,0,0,0,0,0,0

47,11:30-11:45,371.53,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,17.38,0,4.39,6.37,11.53,0,0,0,13.93,17.79,0,0,1.8,17.68,0,13.56,293.06,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,85.01,0,0,38.16,0,0,0,0,0,0,0

48,11:45-12:00,371.53,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,17.38,0,4.39,6.37,11.53,0,0,0,13.93,17.79,0,0,1.8,19.21,0,13.56,263.15,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,83.32,0,0,38.16,0,0,0,0,0,0,0

49,12:00-12:15,313.91,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,17.38,0,4.39,12.73,11.53,0,0,0,13.93,17.79,0,0,1.8,19.21,0,13.56,250.66,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,83.32,0,0,38.16,0,0,0,0,0,0,0

50,12:15-12:30,313.91,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,17.38,0,4.39,6.37,11.53,0,0,0,13.93,17.79,0,0,1.8,19.21,0,13.56,236.26,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,83.32,0,0,38.16,0,0,0,0,0,0,0

51,12:30-12:45,313.91,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,17.38,0,4.39,4.24,11.53,0,0,0,13.93,17.79,0,0,1.8,19.21,0,13.56,225.69,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,83.32,0,0,38.16,0,0,0,0,0,0,0

52,12:45-13:00,313.91,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,17.38,0,4.39,4.24,11.53,0,0,0,13.93,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,83.32,0,0,38.16,0,0,0,0,0,0,0

53,13:00-13:15,265.89,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,15.02,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,354.6,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,84.28,0,0,32.16,0,0,0,0,0,0,0

54,13:15-13:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,358.35,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,84.28,0,0,38.16,0,0,0,0,0,0,0

55,13:30-13:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,128.21,1.34,0,119.4,0,114.06,371.89,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,84.28,0,0,38.16,0,0,0,0,0,0,0

56,13:45-14:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,391.42,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,84.28,0,0,38.16,0,0,0,0,0,0,0

57,14:00-14:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,402.19,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

58,14:15-14:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,134.15,13.4,0,119.4,0,114.06,402.19,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

59,14:30-14:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

60,14:45-15:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,5.3,11.53,0,0,0,11.11,17.79,0,0,1.8,19.21,0,13.56,210.33,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

61,15:00-15:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,13.94,0,4.39,1.59,11.53,0,0,0,11.11,19.98,0,0,1.8,19.21,0,13.56,232.42,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

