Column1,Time,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/8068,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/9252,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/2069,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7902,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9320,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/9395,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04)
67,16:30-16:45,11,33,25,33,7.5,44.57,10,20,33,22.5,0,21,27.89,41,7.5,25.67,51.72,25.66,0.33,139.45,26.95,3.89,0,28.96,10.62,194.99,0,123.08,14.48,13.51,261.21,0,74.84,3.47,26.95,7.76,6.48,57.91,8.39,100.56,0,0,4.05,10.16,164.1,4.85,5.79,0,8.39,0,0,164.1,17.55,28.77

68,16:45-17:00,9,33,21,33,7.83,39.46,10.2,19,33,23.51,0,18,24.16,37,7.83,29.33,45.44,29.34,0.33,120.8,26.95,3.89,0,28.96,10.62,202.71,0,123.08,14.48,13.51,261.21,0,87.07,3.47,26.95,7.76,5.74,57.91,7.43,100.56,0,0,4.05,10.16,164.1,4.85,5.79,0,7.43,0,0,164.1,17.55,29.77

69,17:00-17:15,7,33,16,28,8.67,33.26,10.4,14,33,25.99,0,15,18.65,31,8.67,21,39,21,0.33,93.26,26.95,3.97,0,28.96,10.62,212.37,0,123.08,14.48,13.51,261.21,0,87.07,3.47,26.95,7.76,4.95,57.91,6.41,100.56,0,0,4.05,10.35,164.1,4.85,5.79,0,6.41,0,0,164.1,17.55,30.28

70,17:15-17:30,5,25.59,9,10,9.33,25.93,11.21,10,27.81,28.01,0,10,15.78,24,9.33,21.67,32.75,21.66,0.33,78.88,26.95,3.97,0,28.96,10.62,212.37,0,123.08,14.48,13.51,261.21,0,87.07,3.47,26.95,7.76,4.13,57.91,5.35,100.56,0,0,4.05,10.35,164.1,4.85,5.79,0,5.35,0,0,164.1,17.55,30.28

71,17:30-17:45,3,19.14,4,5,9.83,18.94,14.6,7,20.23,29.51,0,7,13.08,17,9.83,22.33,26.97,22.34,0.33,65.39,26.07,3.97,0,28.96,10.62,212.37,0,123.08,14.48,13.51,261.21,0,87.07,3.47,26.07,7.76,3.35,57.91,4.34,100.56,0,0,4.05,10.35,164.1,4.85,5.79,0,4.34,0,0,164.1,17.55,30.28

72,17:45-18:00,2,10.89,3,1,9.83,14.64,14.2,7,12.66,29.51,0,4,10.55,13,9.83,22.33,21.54,22.34,0.33,52.73,26.07,3.97,0,28.96,10.62,212.37,0,123.08,14.48,13.51,261.21,0,87.07,3.47,26.07,7.76,2.58,57.91,3.34,100.56,0,0,4.05,10.35,164.1,4.85,5.79,0,3.34,0,0,164.1,17.55,30.28

73,18:00-18:15,1,0,1,0,8.33,10.1,13.61,5,0,25.01,0,2,8.23,8,8.33,21.67,16.51,21.66,0.33,41.15,25.39,4.12,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,68.13,3.65,25.39,3.38,1.85,57.91,2.4,100.56,67.57,28.96,4.05,10.53,0,5.08,5.79,5.79,2.4,5.79,14.48,164.1,17.55,30.28

74,18:15-18:30,0,0,0,0,8.67,6.46,13.21,3,0,25.99,0,0,6.17,5,8.67,23.33,12.08,23.34,0.33,30.85,25.39,4.12,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,68.13,3.65,25.39,3.38,1.19,57.91,1.55,100.56,67.57,28.96,4.05,10.53,0,5.08,5.79,5.79,1.55,5.79,14.48,164.1,17.55,30.28

75,18:30-18:45,0,0,0,0,9.17,3.12,11.21,1,0,27.49,0,0,4.15,2,9.17,25,7.16,25,0.33,20.73,25.39,4.12,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.65,25.39,3.38,0.69,57.91,0.89,100.56,67.57,28.96,4.05,10.53,0,5.08,5.79,5.79,0.89,5.79,14.48,164.1,17.55,30.28

76,18:45-19:00,0,0,0,0,9.67,0.67,9.2,1,0,28.99,0,0,2.08,1,9.67,26.67,0.99,26.66,2.67,10.39,25.39,4.12,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.65,25.39,3.38,0.32,57.91,0.4,100.56,67.57,28.96,4.05,10.53,0,5.08,5.79,5.79,0.4,5.79,14.48,164.1,17.55,30.28

77,19:00-19:15,0,0,0,0,8.33,0,11.81,0,0,25.01,0,0,0.17,0,8.33,28.33,0.5,28.34,2.67,0.87,20.92,4.36,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,20.92,3.38,0,57.91,0,100.56,67.57,28.96,4.05,10.81,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

78,19:15-19:30,0,0,0,0,8.33,0,10.8,0,0,25.01,0,0,0,0,8.33,30,0.26,30,2.67,0,20.92,4.36,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,20.92,3.38,0,57.91,0,100.56,67.57,28.96,4.05,10.81,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

79,19:30-19:45,0,0,0,0,8.33,0,10.4,0,0,25.01,0,0,0,0,8.33,30.33,0.06,30.34,3.33,0,29.5,4.36,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,12.33,3.38,0,57.91,0,100.56,67.57,28.96,4.05,10.81,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

80,19:45-20:00,0,0,0,0,8.33,0,9.4,0,0,25.01,0,0,0,0,8.33,30.67,0.02,30.66,3.33,0,29.5,4.36,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,12.33,3.38,0,57.91,0,100.56,67.57,28.96,4.05,10.81,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,31.3

81,20:00-20:15,0,0,0,0,11.67,0,8.6,0,0,34.99,0,0,0,0,11.67,31,0,31,16,0,29.5,4.36,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,12.33,7.76,0,57.91,0,100.56,67.57,28.96,4.05,10.99,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

82,20:15-20:30,0,0,0,0,11.67,0,7.6,0,0,34.99,0,0,0,0,11.67,31.67,0,31.66,17,0,29.5,4.36,0,28.96,10.62,212.37,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,12.33,7.76,0,57.91,0,100.56,67.57,28.96,4.05,10.99,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

83,20:30-20:45,0,0,0,0,12.67,0,7.2,0,0,37.99,0,0,0,0,12.67,32.33,0,32.34,17.67,0,29.5,4.36,0,28.96,10.62,220.09,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,10.99,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,29.28

84,20:45-21:00,0,0,0,0,12,0,7,0,0,36,0,0,0,0,12,33.33,0,33.34,18.33,0,29.5,4.36,0,28.96,10.62,226.85,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,10.99,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

85,21:00-21:15,0,0,0,0,10.83,0,6.8,0,0,32.51,0,0,0,0,10.83,34.33,0,34.34,5,0,29.5,4.36,0,28.96,10.62,233.6,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.18,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

86,21:15-21:30,0,0,0,0,10.83,0,6.6,0,0,32.51,0,0,0,0,10.83,35,0,35,5,0,29.5,4.36,0,28.96,10.62,240.36,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.18,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

87,21:30-21:45,0,0,0,0,14.17,0,6.6,0,0,42.49,0,0,0,0,14.17,30,0,30,5,0,29.5,4.36,0,28.96,10.62,247.12,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.18,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,29.27

88,21:45-22:00,0,0,0,0,13.33,0,6.6,0,0,40.01,0,0,0,0,13.33,30.33,0,30.34,5,0,29.5,4.36,0,28.96,10.62,253.87,19.31,123.08,14.48,13.51,261.21,0,87.07,3.75,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.18,0,5.08,5.79,5.79,0,5.79,14.48,164.1,17.55,29.27

89,22:00-22:15,0,0,0,0,11.83,0,6.6,0,0,35.51,0,0,0,0,11.83,33.33,0,33.34,3.33,0,29.5,4.36,0,28.96,10.62,253.87,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

90,22:15-22:30,0,0,0,0,12.17,0,6.6,0,0,36.49,0,0,0,0,12.17,37,0,37,3.33,0,29.5,4.36,0,28.96,10.62,253.87,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

91,22:30-22:45,0,0,0,0,7.5,0,6.6,0,0,22.5,0,0,0,0,7.5,21.67,0,21.66,3.33,0,29.5,4.36,0,28.96,10.62,253.87,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,30.28

92,22:45-23:00,0,0,0,0,7.5,0,6.6,0,0,22.5,0,0,0,0,7.5,21.67,0,21.66,3.33,0,29.5,4.36,0,28.96,10.62,253.87,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,29.27

93,23:00-23:15,0,0,0,0,7.5,0,6.6,0,0,22.5,0,0,0,0,7.5,21.67,0,21.66,3.33,0,29.5,4.36,0,28.96,10.62,253.87,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,29.27

94,23:15-23:30,0,0,0,0,7.5,0,6.6,0,0,22.5,0,0,0,0,7.5,21.67,0,21.66,3.33,0,29.5,4.36,0,28.96,10.62,260.63,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,30.27

95,23:30-23:45,0,0,0,0,7.5,0,7.2,0,0,22.5,0,0,0,0,7.5,21.67,0,21.66,3.33,0,29.5,4.36,0,28.96,10.62,267.39,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,29.77

96,23:45-24:00,0,0,0,0,7.5,0,8,0,0,22.5,0,0,0,0,7.5,21.67,0,21.66,3.33,0,29.5,4.36,0,28.96,10.62,272.94,19.31,123.08,14.48,13.51,261.21,0,87.07,3.7,4.5,7.76,0,57.91,0,100.56,67.57,28.96,4.05,11.46,0,5,5.79,5.79,0,5.79,14.48,164.1,17.55,29.77

