Block,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/22052037/LT-59,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/16022024/29022024/HP-38,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/31052040/LT-31,NR/16022024/29022024/HP-40,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/19022024/29022024/NVVN/OA/16907,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/05012040/L_NR_2020_02,NR/16022024/29022024/HP-45,NR/01022024/29022024/79,NR/16022024/29022024/HP-36,NR/01102023/31102037/L_NR_2019_11
6,01:15-01:30,12.62,38.72,0,0,0,0,0,0,0,46.72,0,0,0,0,15.57,0,15.57,38.72,0,21.74,0,0,0,24.120000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.160000,16.340000,0.000000,38.220000,0.950000

7,01:30-01:45,9.8,39.59,0,0,0,0,0,0,0,46.68,0,0,0,0,15.55,0,15.56,39.59,0,20.68,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.160000,16.340000,0.000000,38.220000,0.950000

8,01:45-02:00,9.54,39.33,0,0,0,0,0,0,0,46.57,0,0,0,0,15.53,0,15.52,39.33,0,19.93,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.160000,16.340000,0.000000,38.220000,0.950000

9,02:00-02:15,9.36,38,0,0,0,0,0,0,0,45.33,0,0,0,0,15.11,0,15.11,38,0,19.13,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.840000,6.750000,209.320000,0.000000,19.290000,18.330000,1.160000,16.340000,0.000000,38.220000,0.950000

10,02:15-02:30,9.32,36.67,0,0,0,0,0,0,0,44.28,0,0,0,0,14.75,0,14.76,36.67,0,18.47,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.840000,6.750000,209.320000,0.000000,19.290000,18.330000,1.160000,16.340000,0.000000,38.220000,0.950000

11,02:30-02:45,7,34.67,0,0,0,0,0,0,0,35.83,0,0,0,0,11.95,0,11.94,34.67,0,28.47,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.840000,6.750000,209.320000,0.000000,19.290000,18.330000,1.160000,16.340000,0.000000,38.220000,0.950000

12,02:45-03:00,7,33.33,0,0,0,0,0,0,0,36.11,0,0,0,0,12.03,0,12.04,33.33,0,26.94,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.840000,6.750000,209.320000,0.000000,19.290000,18.330000,1.160000,16.340000,0.000000,38.220000,0.950000

13,03:00-03:15,7,20,0,0,0,0,0,0,0,27.5,0,0,0,0,9.16,0,9.17,20,0,25.74,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

14,03:15-03:30,7,20,0,0,0,0,0,0,0,27.5,0,0,0,0,9.16,0,9.17,20,0,24.28,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

15,03:30-03:45,7,20,0,0,0,0,0,0,0,27.5,0,0,0,0,9.16,0,9.17,20,0,18.93,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

16,03:45-04:00,7,20,0,0,0,0,0,0,0,27.5,0,0,0,0,9.16,0,9.17,20,0,17.93,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

17,04:00-04:15,7,20,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,7.5,20,0,17.33,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

18,04:15-04:30,7,20,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,7.5,20,0,16.73,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

19,04:30-04:45,7,20.12,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,7.5,20.12,0,13.89,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,111.890000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,209.320000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

20,04:45-05:00,7,20.64,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,7.5,20.64,0,13.4,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,35.170000,0.000000,128.270000,8.200000,140.830000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,231.500000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

21,05:00-05:15,7,20.91,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,7.5,20.91,0,12.9,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,47.270000,0.000000,128.270000,8.200000,189.060000,5.790000,0.000000,0.000000,52.730000,1.750000,6.750000,271.290000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.000000

22,05:15-05:30,7,21.2,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,7.5,21.2,0,12.3,0,0,0,25.080000,4.820000,54.980000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,47.270000,0.000000,128.270000,8.200000,237.290000,5.790000,0.000000,0.000000,76.480000,1.750000,6.750000,271.290000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.000000

23,05:30-05:45,12,36,0,0,0,0,0,0,0,39.78,0,0,0,0,13.27,0,13.26,36,0,14.33,0,0,0,25.080000,4.820000,83.920000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,47.270000,0.000000,128.270000,8.200000,261.020000,5.790000,0.000000,0.000000,76.480000,1.750000,6.750000,271.290000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

24,05:45-06:00,12.66,37.67,0,0,0,0,0,0,0,42.03,0,0,0,0,14.01,0,14.01,37.67,0,14.13,0,0,0,25.080000,4.820000,99.950000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,47.270000,0.000000,128.270000,8.200000,261.020000,5.790000,0.000000,0.000000,76.480000,1.750000,6.750000,271.290000,0.000000,19.290000,18.330000,1.110000,16.340000,0.000000,38.220000,0.950000

25,06:00-06:15,13.4,39.33,0,0,0,0,0,0,0,42.99,0,0,0,0,14.34,0,14.33,39.33,0,13.73,0,0,0,25.080000,4.820000,99.950000,25.400000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,234.310000,5.790000,0.000000,39.150000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

26,06:15-06:30,13.79,41,0,0,0,0,0,0,0,43.31,0,0,0,0,14.42,0,14.44,41,0.01,13.53,0,0,0,25.080000,4.820000,99.950000,25.400000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,37.340000,0.000000,0.000000,8.200000,234.310000,5.790000,0.000000,39.150000,68.030000,1.750000,6.750000,231.500000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

27,06:30-06:45,13.92,36.03,0,0,0,0,0,0,0,55.66,0,0,0,0,18.56,0,18.55,36.03,0.01,13.07,0,0,0,24.120000,4.820000,99.950000,8.260000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,41.590000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

28,06:45-07:00,13.99,37.61,0,2.66,2.66,0,0,0,0,56.15,0,0,0,0,18.71,2,18.72,37.61,0.01,12.86,0,0,0,24.120000,4.820000,99.950000,8.260000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,57.860000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

29,07:00-07:15,14.01,38.27,0,7.58,7.58,0,0,0,0.05,56.59,0,0,0,0,18.87,7,18.86,38.27,0.26,12.67,1,0,0,23.150000,4.820000,99.950000,8.260000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,57.860000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

30,07:15-07:30,14.03,39.05,0,17.03,17.03,0,0,1,0.25,56.69,0,0,1,0,18.88,15,18.9,39.05,1.26,12.53,4,0,0,23.150000,4.820000,99.950000,8.260000,30.870000,0.280000,6.750000,96.460000,0.000000,11.580000,57.860000,0.270000,0.000000,8.200000,261.020000,5.790000,0.270000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

31,07:30-07:45,11.5,33.04,0,32.75,32.75,0,0,3,1.28,47.01,0.27,0,3,0,15.66,25,15.67,33.04,6.38,17.72,7,2,1,22.190000,4.820000,99.950000,30.870000,30.870000,0.710000,6.750000,96.460000,0.000000,11.580000,57.860000,0.700000,0.000000,8.200000,261.020000,5.790000,0.700000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

32,07:45:08:00,11.73,33.87,0,30.17,30.16,0,0,6,5.14,47.55,4,0,8,0,15.85,30.17,15.85,33.87,25.7,18.36,14,3,4,22.190000,4.820000,99.950000,30.870000,30.870000,1.550000,6.750000,96.460000,0.000000,11.580000,57.860000,1.510000,0.000000,8.200000,261.020000,5.790000,1.510000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,96.460000,0.000000,0.950000

33,08:00-08:15,11.7,34.17,0,30.33,30.34,0,0,9,5.38,48.33,8.19,0,15,0,16.11,30.33,16.11,34.17,26.88,19.21,21,6.5,8,0.000000,4.820000,99.950000,30.870000,30.870000,2.630000,6.750000,96.460000,0.000000,11.580000,57.860000,2.560000,0.000000,8.200000,261.020000,5.790000,2.560000,39.150000,87.010000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,48.230000,0.000000,0.950000

34,08:15-08:30,11.66,35,0,30.33,30.34,0,0,15,7.6,48.68,13.33,0,22,0,16.23,30.33,16.23,35,38.01,20.24,35,10,11,0.000000,4.820000,99.950000,30.870000,30.870000,3.750000,6.750000,96.460000,0.000000,11.580000,57.860000,3.660000,0.000000,8.200000,261.020000,5.790000,3.660000,39.150000,87.010000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,48.230000,0.000000,0.950000

35,08:30-08:45,11.64,36.67,0,32,32,0,0,19,9.95,50.86,16.67,0,25,0,16.96,32,16.95,36.67,49.76,21.21,46,13,12,0.000000,4.820000,99.950000,30.870000,30.870000,5.200000,6.750000,96.460000,0.000000,11.580000,57.860000,5.080000,0.000000,8.200000,261.020000,5.790000,5.080000,39.150000,87.010000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,48.230000,0.000000,0.950000

36,08:45:09:00,11.6,37.67,0,32,32,0,0,25,12.32,53.27,20,0,29,0,17.75,32,17.76,37.67,61.61,22.32,57,15,15,0.000000,4.820000,99.950000,30.870000,30.870000,6.620000,6.750000,96.460000,0.000000,11.580000,57.860000,6.460000,0.000000,8.200000,261.020000,5.790000,6.460000,39.150000,87.010000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.110000,0.000000,48.230000,0.000000,0.950000

37,09:00:09:15,11.03,37.61,18.04,32,32,0,0,25,12.17,54.37,16.67,0,30,0,18.12,32,18.12,37.61,60.85,18.07,60,17.5,15,0.000000,4.820000,99.950000,30.870000,30.870000,5.620000,6.750000,96.460000,0.000000,11.580000,57.860000,5.480000,0.000000,8.200000,261.020000,5.790000,5.480000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.950000

38,09:15-09:30,10.56,37.52,18.04,32,32,0,0,30,14.48,55.03,18.33,0,35,0,18.35,32,18.34,37.52,72.43,18.47,70,19,17,0.000000,4.820000,99.950000,30.870000,30.870000,6.640000,6.750000,96.460000,0.000000,11.580000,57.860000,6.470000,0.000000,8.200000,261.020000,5.790000,6.470000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.950000

39,09:30-09:45,10.16,36.27,18.04,32,32,0,0,34,16.72,52.5,20,0,40,0,17.5,32,17.5,36.27,83.61,19.07,81,19,20,0.000000,4.820000,99.950000,30.870000,30.870000,6.900000,6.750000,96.460000,0.000000,11.580000,57.860000,6.730000,0.000000,8.200000,261.020000,5.790000,6.730000,39.150000,86.230000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.000000

40,09:45-10:00,9.8,35.76,18.04,32.5,32.5,0,0,37,18.87,52,21.67,0,43,0,17.34,32.5,17.33,35.76,94.34,19.73,88,20,22,0.000000,4.820000,99.950000,30.870000,30.870000,7.600000,6.750000,96.460000,0.000000,11.580000,57.860000,7.420000,0.000000,8.200000,261.020000,5.790000,7.420000,39.150000,86.230000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.000000

41,10:00-10:15,9.5,42.3,0,32.5,32.5,0,0,33,20.11,51,23.33,0,39,0,17,32.5,17,42.3,100.56,19.87,77,21.6,19,0.000000,4.820000,99.950000,30.870000,30.870000,8.270000,6.750000,96.460000,0.000000,11.580000,57.860000,8.070000,0.000000,8.200000,261.020000,5.790000,8.070000,39.150000,86.230000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.950000

42,10:15-10:30,9.2,41.89,0,32.5,32.5,0,0,36,21.49,50.15,25,0,42,0,16.71,32.5,16.72,41.89,107.45,20.47,84,24,21,0.000000,4.820000,99.950000,30.870000,30.870000,8.590000,6.750000,96.460000,0.000000,11.580000,57.860000,8.380000,0.000000,8.200000,261.020000,5.790000,8.380000,39.150000,86.230000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.950000

43,10:30-10:45,8.9,41.63,0,32.5,32.5,0,0,40,19.23,50.17,28.33,0,45,0,16.74,32.5,16.72,41.63,96.13,20.67,95,22,23,0.000000,4.820000,99.950000,30.870000,30.870000,6.900000,6.750000,96.460000,0.000000,11.580000,57.860000,6.730000,0.000000,8.200000,261.020000,5.790000,6.730000,39.150000,76.480000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.950000

44,10:45-11:00,8.6,41.23,0,32.5,32.5,0,0,46,19.98,50.6,31.67,0,50,0,16.86,32.5,16.87,41.23,99.9,20.88,109,23.5,25,0.000000,4.820000,99.950000,30.870000,30.870000,7.210000,6.750000,96.460000,0.000000,11.580000,57.860000,7.040000,0.000000,8.200000,261.020000,5.790000,7.040000,39.150000,76.480000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.160000,0.000000,48.230000,0.000000,0.950000

45,11:00-11:15,8.34,40.56,0,32.5,32.5,0,0,46,20,51.12,35,0,51,0,17.05,32.5,17.04,40.56,100,21.12,109,26,26,0.000000,4.820000,99.950000,30.870000,30.870000,7.600000,6.750000,96.460000,0.000000,11.580000,57.860000,7.420000,0.000000,8.200000,261.020000,5.790000,7.420000,39.150000,86.230000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

46,11:15-11:30,8.03,40.26,0,32.5,32.5,0,0,49,21.67,52.62,40,0,55,0,17.55,32.5,17.54,40.26,108.33,20.99,116,27,28,0.000000,4.820000,99.950000,30.870000,30.870000,8.200000,6.750000,96.460000,0.000000,11.580000,57.860000,8.000000,0.000000,8.200000,261.020000,5.790000,8.000000,39.150000,76.480000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

47,11:30-11:45,7.73,50.08,18.04,32.5,32.5,0,0,55,23.33,42.62,23.33,0,61,0,14.21,32.5,14.21,50.08,116.67,20.81,130,28,31,0.000000,4.820000,99.950000,30.870000,30.870000,8.530000,6.750000,96.460000,0.000000,11.580000,57.860000,8.320000,0.000000,8.200000,261.020000,5.790000,8.320000,39.150000,76.480000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

48,11:45-12:00,7.47,49.4,18.04,32.5,32.5,0,0,58,25,41.83,25,0,65,0,13.94,32.5,13.94,49.4,125,20.6,137,28,32,0.000000,4.820000,99.950000,30.870000,30.870000,9.050000,6.750000,96.460000,0.000000,11.580000,57.860000,8.830000,0.000000,8.200000,261.020000,5.790000,8.830000,39.150000,76.480000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

49,12:00-12:15,7.06,48.33,16.59,32.5,32.5,0,0,63,33.33,41.58,26.67,0,73,0,13.85,32.5,13.86,48.33,166.67,20.79,147,27,37,0.000000,4.820000,99.950000,30.870000,30.870000,9.840000,6.750000,96.460000,0.000000,11.580000,57.860000,9.600000,0.000000,8.200000,261.020000,5.790000,9.600000,39.150000,76.070000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

50,12:15-12:30,7,48.33,16.59,32.5,32.5,0,0,66,33.33,41.33,28.33,0,73,0,13.78,32.5,13.77,48.33,166.67,21.11,154,28,37,0.000000,4.820000,99.950000,30.870000,30.870000,10.820000,6.750000,96.460000,0.000000,11.580000,57.860000,10.550000,0.000000,8.200000,261.020000,5.790000,10.550000,39.150000,76.070000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

51,12:30-12:45,11.51,54.33,16.59,32.5,32.5,0,0,60,40,51.62,30,0,67,0,17.21,32.5,17.21,54.33,200,20.47,140,28,33,0.000000,4.820000,96.410000,25.400000,30.870000,11.600000,6.750000,96.460000,0.000000,11.580000,57.860000,11.320000,0.000000,8.200000,261.020000,5.790000,11.320000,39.150000,75.340000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

52,12:45-13:00,11.84,54.3,16.59,32.5,32.5,0,0,60,40,51.33,31.67,0,67,0,17.1,32.5,17.11,54.3,200,19.87,140,23,33,0.000000,4.820000,67.520000,25.400000,30.870000,11.790000,6.750000,96.460000,0.000000,11.580000,57.860000,11.510000,0.000000,8.200000,261.020000,5.790000,11.510000,39.150000,75.520000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.950000

