Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/08/2627,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2024/10/08/5028,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/9072,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/08/6977,GNA/NR/2024/10/08/8234,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/8106,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/3642,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07)
7,01:30-01:45,6.63,48.5,0,0,0,0,83.43,222.02,20.17,3.92,20.17,37.47,4.29,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,16.33,0,0,16.33,7.33,6.66,0

8,01:45-02:00,6.63,48.5,0,0,0,0,83.43,212.32,20.17,3.92,20.17,37.47,4.29,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,16,0,0,16,7.33,6.66,0

9,02:00-02:15,6.63,48.5,0,0,0,0,83.43,231.72,20.17,3.77,20.17,37.47,4.29,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15.67,0,0,15.67,7.33,6.66,0

10,02:15-02:30,6.63,48.5,0,0,0,0,83.43,231.72,20.17,3.77,20.17,37.47,4.29,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

11,02:30-02:45,6.63,48.5,0,0,0,0,83.43,222.02,0,3.77,0,37.47,4.29,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

12,02:45-03:00,6.63,48.5,0,0,0,0,83.43,222.02,0,3.77,0,37.47,4.29,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

13,03:00-03:15,6.63,48.5,0,0,0,0,83.43,222.02,0,3.77,0,37.47,4.29,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

14,03:15-03:30,6.63,48.5,0,0,0,0,83.43,222.02,0,3.77,0,37.47,4.29,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

15,03:30-03:45,6.63,48.5,0,0,0,0,83.43,222.02,0,3.77,0,37.47,4.29,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

16,03:45-04:00,6.63,48.5,0,0,0,0,83.43,241.42,0,3.77,0,37.47,4.29,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

17,04:00-04:15,6.58,48.5,0,0,0,0,83.43,263.38,0,3.64,0,37.47,4.13,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

18,04:15-04:30,6.58,48.5,0,0,0,0,83.43,263.38,0,3.64,0,37.47,4.13,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

19,04:30-04:45,6.58,48.5,0,0,0,0,83.43,263.38,0,3.64,0,37.47,4.13,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

20,04:45-05:00,6.58,48.5,0,0,0,0,83.43,263.38,0,3.64,0,37.47,4.13,3.86,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

21,05:00-05:15,6.58,48.5,0,0,0,0,83.43,263.38,4.43,3.64,4.43,37.47,4.13,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

22,05:15-05:30,6.58,48.5,0,0,0,0,83.43,263.38,4.43,3.64,4.43,37.47,4.13,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

23,05:30-05:45,6.58,48.5,0,0,0,0,83.43,263.38,25.9,3.64,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

24,05:45-06:00,6.58,48.5,0,0,0,0,83.43,263.38,25.9,3.64,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,0,6.6,0,37.47,12.49,133.1,12.49,115.99,37.47,7.34,0,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,0

25,06:00-06:15,6.48,48.5,0,0,0,0,83.43,263.38,25.9,3.54,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,8.33,6.6,8.33,37.47,12.49,133.1,12.49,115.99,37.47,7.34,1,0,22,0,0,0,0,0,15,0,0,15,7.33,6.66,3.71

26,06:15-06:30,6.48,48.5,0,0,0,0,83.43,263.38,25.9,3.54,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,17.84,6.6,17.84,37.47,12.49,133.1,12.49,115.99,37.47,7.34,2,1,22,1,0,0,0,0.12,15,0,0,15,7.33,6.66,9.89

27,06:30-06:45,6.48,48.5,0.11,0.11,0.11,0,83.43,263.38,25.9,3.54,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,29.71,6.6,29.71,37.47,12.49,133.1,12.49,115.99,37.47,7.34,5,4,22,3,2,0.19,1,4.42,15,2,0.93,15,7.33,6.66,13.6

28,06:45-07:00,6.48,48.5,0.39,0.4,0.39,0,83.43,263.38,25.9,3.54,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,7.34,8,7,22,4,3,0.59,3,10.25,15,3,2.98,15,7.33,6.66,17.3

29,07:00-07:15,6.48,48.5,1.01,1.04,1.01,0,83.43,263.38,25.9,3.54,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,7.34,10,14,22,5,7,1.94,6,17.91,15,5,9.7,15,7.33,6.66,21.01

30,07:15-07:30,6.48,48.5,1.95,2,1.95,0,83.43,263.38,25.9,3.54,25.9,37.47,4.13,3.71,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,7.34,15,25,22,7,10,3.45,10,26.78,15,7,17.24,15,7.33,6.66,29.66

31,07:30-07:45,6.48,48.5,3.12,3.21,3.12,0,83.43,263.38,26.93,3.54,26.93,37.47,4.13,3.71,0,242.52,97.01,31.29,32.67,6.6,32.67,37.47,12.49,133.1,12.49,70.73,37.47,7.34,18,35,22,9,15,6.19,15,35.94,15,8,30.96,15,7.33,6.66,32.66

32,07:45-08:00,6.48,48.5,4.35,4.47,4.35,0,83.43,263.38,26.93,3.54,26.93,37.47,4.13,3.71,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,7.34,25,49,22,12,19,9.46,21,45.46,14.33,12,47.29,14.33,7.33,6.66,33

33,08:00-08:15,6.48,48.5,5.64,5.79,5.64,0,83.43,263.38,26.93,3.54,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,7.34,32,67,22,15,25,11.87,28,55.01,14.33,17,59.36,14.33,7.33,6.66,33

34,08:15-08:30,6.48,48.5,6.91,7.09,6.91,0,83.43,263.38,26.93,3.54,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,7.34,39,81,22,19,33,15.8,34,64.47,14.33,20,78.98,14.33,7.33,6.66,33

35,08:30-08:45,6.48,48.5,8.14,8.35,8.14,0,83.43,228.54,26.93,3.54,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,7.34,46,95,22,22,42,19.87,40,73.44,14.33,24,99.35,14.33,7.33,6.66,33

36,08:45-09:00,6.48,48.5,9.36,9.59,9.36,0,83.43,228.54,26.93,3.54,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,7.34,53,109,22,25,49,23.41,46,82.18,14.33,27,117.08,14.33,7.33,6.66,33

37,09:00-09:15,6.48,48.5,10.42,10.68,10.42,0,87.5,228.54,26.93,3.45,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,7.34,60,123,22,28,52,28.49,52,86.71,14.33,28,142.44,14.33,7.33,6.66,33

38,09:15-09:30,6.48,48.5,11.54,11.82,11.54,0,87.5,228.54,26.93,3.45,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,7.34,66,137,22,32,58,31.72,58,94.56,14.33,31,158.58,14.33,7.33,6.66,33

39,09:30-09:45,6.48,48.5,12.42,12.73,12.42,0,87.5,243.09,26.93,3.45,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,70.73,37.47,6.66,72,147,20,35,66,34.61,63,101.97,14.33,35,173.04,14.33,6.67,6.66,33

40,09:45-10:00,6.48,48.5,13.25,13.58,13.25,0,87.5,263.38,26.93,3.45,26.93,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,77,158,20,37,72,37.26,67,109.09,14.33,37,186.28,14.33,6.67,6.66,33

41,10:00-10:15,6.48,48.5,13.87,14.22,13.87,0,87.5,263.38,25.11,3.45,25.11,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,83,168,20,39,80,42.29,72,115.2,12.67,40,211.48,12.67,6.67,6.66,33

42,10:15-10:30,6.48,48.5,14.49,14.85,14.49,0,87.5,263.38,25.11,3.45,25.11,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,87,179,20,41,83,44.66,76,120.06,12.67,41,223.32,12.67,6.67,6.66,33

43,10:30-10:45,6.48,48.5,14.89,15.26,14.89,0,87.5,263.38,25.11,3.45,25.11,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,90,186,20,43,87,46,79,124.34,12.67,43,230,12.67,6.67,6.66,33

44,10:45-11:00,6.48,48.5,15.41,15.8,15.41,0,87.5,263.38,25.11,3.45,25.11,37.47,4.13,3.55,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,93,189,20,44,89,46,81,127.33,12.67,44,230,12.67,6.67,6.66,33

45,11:00-11:15,6.39,48.5,15.64,16.03,15.64,0,87.5,263.38,25.11,3.45,25.11,37.47,4.45,3.63,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,130.07,12.67,45,230,12.67,6.67,6.66,33

46,11:15-11:30,6.39,48.5,15.66,16.05,15.66,0,87.5,263.38,25.11,3.45,25.11,37.47,4.45,3.63,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,132.23,12.67,46,230,12.67,6.67,6.66,33

47,11:30-11:45,6.39,48.5,15.66,16.05,15.66,0,87.5,263.38,21.21,3.45,21.21,37.47,4.45,3.63,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,133.74,11,46,230,11,6.67,6.66,33

48,11:45-12:00,6.39,48.5,15.66,16.05,15.66,0,87.5,263.38,21.21,3.45,21.21,37.47,4.45,3.63,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,135.09,11,46,230,11,6.67,6.66,33

49,12:00-12:15,6.39,48.5,15.66,16.05,15.66,0,87.5,263.38,22.25,3.54,22.25,37.47,4.45,3.78,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,135.95,11,46,230,11,6.67,6.66,33

50,12:15-12:30,6.39,48.5,15.66,16.05,15.66,0,87.5,263.38,22.25,3.54,22.25,37.47,4.45,3.78,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,135.76,11,46,230,11,6.67,6.66,33

51,12:30-12:45,6.39,48.5,15.66,16.05,15.66,0,87.5,263.38,22.25,3.54,22.25,37.47,4.45,3.78,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,134.85,11,46,230,11,6.67,6.66,33

52,12:45-13:00,6.39,48.5,15.66,16.05,15.66,0,87.5,263.38,22.25,3.54,22.25,37.47,4.45,3.78,0,242.52,97.01,31.29,33,6.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,133.41,11,46,230,11,6.67,6.66,33

53,13:00-13:15,6.3,48.5,15.66,16.05,15.66,0,87.5,263.38,22.25,3.64,22.25,37.47,4.61,4.02,0,242.52,97.01,31.29,33,6.8,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,195,20,45,91,46,83,130.86,11,46,230,11,6.67,6.66,33

54,13:15-13:30,6.3,48.5,15.66,16.05,15.66,0,87.5,263.38,22.25,3.64,22.25,37.47,4.61,4.02,0,242.52,97.01,31.29,33,7,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,95,193,20,45,91,46,82,127.26,11,46,230,11,6.67,6.66,33

55,13:30-13:45,6.3,48.5,15.66,16.05,15.66,0,87.5,231.72,22.25,3.64,22.25,37.47,4.61,4.02,0,242.52,97.01,31.29,33,7.2,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,93,189,20,45,91,46,81,122.73,11,45,230,11,6.67,6.66,33

56,13:45-14:00,6.3,48.5,15.34,15.72,15.34,0,87.5,231.72,22.25,3.64,22.25,37.47,4.61,4.02,0,242.52,97.01,31.29,33,7.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,91,186,20,43,91,46,79,118.01,11,43,230,11,6.67,6.66,33

57,14:00-14:15,6.3,48.5,15.03,15.41,15.03,0,87.5,231.72,2.25,3.73,2.25,37.47,4.69,4.16,0,242.52,97.01,31.29,33,8,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,87,179,20,41,85,46,76,112.73,11,41,230,11,6.67,6.66,33

58,14:15-14:30,6.3,48.5,14.55,14.92,14.55,0,87.5,231.72,2.25,3.73,2.25,37.47,4.69,4.16,0,242.52,97.01,31.29,33,8.4,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,83,172,20,40,81,45.91,73,107.05,11,40,229.53,11,6.67,6.66,33

59,14:30-14:45,6.3,48.5,14.03,14.37,14.03,0,63.62,202.62,2.25,3.73,2.25,37.47,4.69,4.16,0,242.52,97.01,31.29,33,9,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,79,161,20,38,78,43.83,69,100.45,11,38,219.16,11,6.67,6.66,33

60,14:45-15:00,6.3,48.5,13.42,13.75,13.42,0,63.62,202.62,2.25,3.73,2.25,37.47,4.69,4.16,0,242.52,97.01,31.29,33,9.6,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,74,151,20,36,76,42.22,64,93.64,11,36,211.13,11,6.67,6.66,33

61,15:00-15:15,6.39,48.5,12.67,12.99,12.67,0,63.62,202.62,2.25,3.87,2.25,37.47,4.69,4.47,0,242.52,97.01,31.29,33,7,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,65,147,20,31,72,39.54,63,86.04,11,34,197.68,11,6.67,6.66,33

62,15:15-15:30,6.39,48.5,11.77,12.06,11.77,0,63.62,202.62,2.25,3.87,2.25,37.47,4.69,4.47,0,242.52,97.01,31.29,33,7,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,60,133,20,29,67,36.74,57,78.26,11,32,183.72,11,6.67,6.66,33

63,15:30-15:45,6.39,48.5,10.81,11.08,10.81,0,63.62,202.62,2.25,3.87,2.25,37.47,4.69,4.47,0,242.52,97.01,31.29,33,7,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,53,119,20,25,55,34.25,51,70.27,11,28,171.28,11,6.67,6.66,33

64,15:45-16:00,6.39,48.5,9.73,9.98,9.73,0,63.62,202.62,2.25,3.87,2.25,37.47,4.69,4.47,0,242.52,97.01,31.29,33,7,33,37.47,12.49,133.1,12.49,115.99,37.47,6.66,46,105,20,22,48,31.11,45,62.03,11,26,155.56,11,6.67,6.66,33

65,16:00-16:15,6.48,48.5,8.59,8.8,8.59,0,63.62,202.62,2.25,4.02,2.25,37.47,4.92,4.63,0,242.52,97.01,31.29,33,9,33,37.47,12.49,133.1,12.49,115.99,37.47,7,37,88,21,18,44,27.83,37,53.22,11.67,22,139.16,11.67,7,6.66,33

66,16:15-16:30,6.48,48.5,7.39,7.58,7.39,0,63.62,202.62,2.25,4.02,2.25,37.47,4.92,4.63,0,242.52,97.01,31.29,33,8.6,33,37.47,12.49,133.1,12.49,115.99,37.47,7,30,74,21,15,40,24.32,31,44.01,11.67,18,121.62,11.67,7,6.66,33

67,16:30-16:45,6.48,48.5,6.21,6.37,6.21,0,63.62,202.62,2.25,4.02,2.25,37.47,3.9,4.63,0,242.52,97.01,31.29,33,8.2,33,37.47,12.49,133.1,12.49,115.99,37.47,7,24,63,21,11,30,15.52,27,34.68,11.67,15,77.59,11.67,7,6.66,33

68,16:45-17:00,6.48,48.5,4.98,5.1,4.98,0,87.5,231.72,2.25,4.02,2.25,37.47,3.9,4.63,0,242.52,97.01,31.29,33,7.8,33,37.47,12.49,133.1,12.49,115.99,37.47,7,17,49,21,8,23,12.33,21,26.21,11.67,11,61.68,11.67,7,6.66,24.72

69,17:00-17:15,6.58,48.5,3.74,3.84,3.74,0,87.5,231.72,2.21,4.2,2.21,39.77,4.69,4.63,0,242.52,97.01,31.29,28.08,7.4,28.08,39.77,12.49,133.1,12.49,115.99,39.77,7,14,39,21,6,18,9.15,16,18.23,11.67,8,45.77,11.67,7,6.66,17.3

70,17:15-17:30,6.58,48.5,2.64,2.7,2.64,0,87.5,263.38,2.21,4.2,2.21,39.77,4.69,4.63,0,242.52,97.01,31.29,12.02,7.2,12.02,39.77,12.49,133.1,12.49,115.99,39.77,7,8,18,21,4,15,6.03,7,10.97,11.67,7,30.14,11.67,7,6.66,8.65

71,17:30-17:45,6.58,48.5,1.67,1.71,1.67,0,87.5,263.38,17.21,4.2,17.21,39.77,4.69,4.63,0,242.52,97.01,31.29,1.11,7,1.11,39.77,12.49,133.1,12.49,115.99,39.77,7,4,11,21,2,10,3.18,4,4.74,11.67,5,15.93,11.67,7,6.66,2.47

72,17:45-18:00,6.58,48.5,0.93,0.95,0.93,0,87.5,263.38,17.21,4.2,17.21,39.77,4.69,4.63,0,242.52,97.01,31.29,0,6.6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,1,4,21,0,8,1.79,1,0,11.67,5,8.96,11.67,7,6.66,0

73,18:00-18:15,6.63,48.5,0.47,0.49,0.47,0,87.5,263.38,1.33,4.2,31,39.77,4.37,4.78,0,242.52,97.01,31.29,0,6.2,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,1,21,0,4,0.8,1,0,11.67,3,3.98,11.67,7,6.66,0

74,18:15-18:30,6.63,48.5,0.29,0.3,0.29,0,87.5,263.38,1.33,4.2,31,39.77,4.37,4.78,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,1,21,0,2,0.2,0,0,11.67,2,1,11.67,7,6.66,0

75,18:30-18:45,6.63,48.5,0.14,0.15,0.14,0,87.5,263.38,1.33,4.2,31,39.77,4.37,4.16,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,0,21,0,0,0,0,0,11.67,0,0,11.67,7,6.66,0

76,18:45-19:00,6.63,48.5,0.06,0.06,0.06,0,87.5,263.38,1.33,4.2,31,39.77,4.37,4.16,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,0,21,0,0,0,0,0,11.67,0,0,11.67,7,6.66,0

77,19:00-19:15,6.63,48.5,0,0,0,0,87.5,263.38,0,4.2,31,39.77,4.37,4.16,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,0,21,0,0,0,0,0,12.67,0,0,12.67,7,6.66,0

78,19:15-19:30,6.63,48.5,0,0,0,0,87.5,263.38,0,4.2,31,39.77,4.37,4.16,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,0,21,0,0,0,0,0,13,0,0,13,7,6.66,0

79,19:30-19:45,6.63,48.5,0,0,0,0,87.5,263.38,31,4.2,31,39.77,4.37,4.16,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,0,21,0,0,0,0,0,13.33,0,0,13.33,7,6.66,0

80,19:45-20:00,6.63,48.5,0,0,0,0,87.5,263.38,31,4.2,31,39.77,4.37,4.16,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7,0,0,21,0,0,0,0,0,14.33,0,0,14.33,7,6.66,0

81,20:00-20:15,6.63,48.5,0,0,0,97.01,87.5,263.38,31,4.06,31,39.77,4.21,4.09,0,242.52,97.01,31.29,0,6,0,39.77,12.49,133.1,12.49,115.99,39.77,7.16,0,0,21.5,0,0,0,0,0,16.33,0,0,16.33,7.17,8,0

