Time,Block,NER/2024/2023/A/5602,WR/2024/21740/A/5632,NR/2024/18706/C,WR/2024/21710/A/5634,WR/2024/21675/A/5605,NR/2024/18707/C,NR/2024/18388/A/5523,NR/2024/18691/A/5629,Total
21,05:00-05:15,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.390000,0.000000,125.39

22,05:15-05:30,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.390000,0.000000,125.39

23,05:30-05:45,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.390000,0.000000,125.39

24,05:45-06:00,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.390000,0.000000,125.39

25,06:00-06:15,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.530000,182.660000,308.19

26,06:15-06:30,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.530000,182.660000,308.19

27,06:30-06:45,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.530000,182.660000,308.19

28,06:45-07:00,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.530000,182.660000,308.19

29,07:00-07:15,25.000000,100.000000,0.39,0.000000,0.000000,0.000000,0.580000,182.660000,308.63

30,07:15-07:30,25.000000,100.000000,0.77,0.000000,0.000000,0.000000,0.580000,182.660000,309.01

31,07:30-07:45,25.000000,100.000000,1.45,0.000000,0.000000,0.000000,0.580000,182.660000,309.69

32,07:45:08:00,25.000000,100.000000,1.93,0.000000,0.000000,0.000000,0.580000,182.660000,310.17

33,08:00-08:15,25.000000,100.000000,2.41,0.000000,0.000000,0.000000,0.960000,182.660000,311.03

34,08:15-08:30,25.000000,100.000000,2.89,0.000000,0.000000,0.000000,0.960000,182.660000,311.51

35,08:30-08:45,25.000000,100.000000,3.09,0.000000,0.000000,0.000000,0.960000,182.660000,311.71

36,08:45:09:00,25.000000,100.000000,3.33,0.000000,0.000000,0.000000,0.960000,182.660000,311.95

37,09:00:09:15,25.000000,100.000000,4.34,0.000000,0.000000,4.240000,0.960000,182.660000,317.2

38,09:15-09:30,25.000000,100.000000,4.63,0.000000,0.000000,4.240000,0.960000,182.660000,317.49

39,09:30-09:45,25.000000,100.000000,5.02,0.000000,0.000000,4.240000,0.960000,182.660000,317.88

40,09:45-10:00,25.000000,100.000000,5.31,0.000000,0.000000,4.240000,0.960000,182.660000,318.17

41,10:00-10:15,25.000000,100.000000,5.55,0.000000,0.000000,4.150000,0.960000,182.660000,318.32

42,10:15-10:30,25.000000,100.000000,5.79,0.000000,0.000000,4.150000,0.960000,182.660000,318.56

43,10:30-10:45,25.000000,100.000000,6.13,0.000000,0.000000,4.150000,0.960000,182.660000,318.9

44,10:45-11:00,25.000000,100.000000,6.27,0.000000,0.000000,4.150000,0.960000,182.660000,319.04

45,11:00-11:15,25.000000,100.000000,6.56,0.000000,0.000000,4.150000,0.960000,182.660000,319.33

46,11:15-11:30,25.000000,100.000000,6.75,0.000000,0.000000,4.150000,0.960000,182.660000,319.52

47,11:30-11:45,25.000000,100.000000,6.9,0.000000,0.000000,4.150000,0.960000,182.660000,319.67

48,11:45-12:00,25.000000,100.000000,6.99,0.000000,0.000000,4.150000,0.960000,182.660000,319.76

49,12:00-12:15,25.000000,100.000000,7.14,0.000000,0.000000,3.860000,0.960000,182.660000,319.62

50,12:15-12:30,25.000000,100.000000,7.43,0.000000,0.000000,3.860000,0.960000,182.660000,319.91

51,12:30-12:45,25.000000,100.000000,7.86,0.000000,0.000000,3.860000,0.960000,182.660000,320.34

52,12:45-13:00,25.000000,100.000000,8.01,0.000000,0.000000,3.860000,0.960000,182.660000,320.49

53,13:00-13:15,25.000000,100.000000,8.39,0.000000,0.000000,3.860000,0.960000,182.660000,320.87

54,13:15-13:30,25.000000,100.000000,8.1,0.000000,0.000000,3.860000,0.960000,182.660000,320.58

55,13:30-13:45,25.000000,100.000000,7.81,0.000000,0.000000,3.860000,0.960000,182.660000,320.29

56,13:45-14:00,25.000000,100.000000,7.52,0.000000,0.000000,3.860000,0.960000,182.660000,320

57,14:00-14:15,25.000000,100.000000,7.23,0.000000,0.000000,3.760000,0.960000,182.660000,319.61

58,14:15-14:30,25.000000,100.000000,7.14,0.000000,0.000000,3.760000,0.960000,182.660000,319.52

59,14:30-14:45,25.000000,100.000000,7.04,0.000000,0.000000,3.760000,0.960000,182.660000,319.42

60,14:45-15:00,25.000000,100.000000,6.8,0.000000,0.000000,3.760000,0.960000,182.660000,319.18

61,15:00-15:15,25.000000,100.000000,6.56,0.000000,0.000000,3.760000,0.770000,182.660000,318.75

62,15:15-15:30,25.000000,100.000000,6.08,0.000000,0.000000,3.760000,0.770000,182.660000,318.27

63,15:30-15:45,25.000000,100.000000,5.74,0.000000,0.000000,3.760000,0.770000,182.660000,317.93

64,15:45-16:00,25.000000,100.000000,5.21,0.000000,0.000000,3.760000,0.770000,182.660000,317.4

65,16:00-16:15,25.000000,100.000000,4.34,0.000000,0.000000,0.000000,0.530000,182.660000,312.53

66,16:15-16:30,25.000000,100.000000,4.15,0.000000,0.000000,0.000000,0.530000,182.660000,312.34

67,16:30-16:45,25.000000,100.000000,3.86,0.000000,0.000000,0.000000,0.530000,182.660000,312.05

68,16:45-17:00,25.000000,100.000000,3.38,0.000000,0.000000,0.000000,0.530000,182.660000,311.57

69,17:00-17:15,25.000000,100.000000,3.09,0.000000,0.000000,0.000000,0.530000,182.660000,311.28

70,17:15-17:30,25.000000,100.000000,2.7,0.000000,0.000000,0.000000,0.530000,182.660000,310.89

71,17:30-17:45,25.000000,100.000000,1.93,0.000000,0.000000,0.000000,0.530000,182.660000,310.12

72,17:45-18:00,25.000000,100.000000,1.74,0.000000,0.000000,0.000000,0.530000,182.660000,309.93

73,18:00-18:15,25.000000,100.000000,0.96,25.000000,57.760000,0.000000,0.530000,102.010000,311.26

74,18:15-18:30,25.000000,100.000000,0.48,25.000000,57.760000,0.000000,0.530000,102.010000,310.78

75,18:30-18:45,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.530000,102.010000,310.3

76,18:45-19:00,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.530000,102.010000,310.3

77,19:00-19:15,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

78,19:15-19:30,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

79,19:30-19:45,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

80,19:45-20:00,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

81,20:00-20:15,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

82,20:15-20:30,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

83,20:30-20:45,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

84,20:45-21:00,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

85,21:00-21:15,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

86,21:15-21:30,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

87,21:30-21:45,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

88,21:45-22:00,25.000000,100.000000,0,25.000000,57.760000,0.000000,0.630000,102.010000,310.4

89,22:00-22:15,25.000000,100.000000,0,0.000000,57.760000,0.000000,0.530000,0.000000,183.29

90,22:15-22:30,25.000000,100.000000,0,0.000000,57.760000,0.000000,0.530000,0.000000,183.29

91,22:30-22:45,25.000000,100.000000,0,0.000000,57.760000,0.000000,0.530000,0.000000,183.29

92,22:45-23:00,25.000000,100.000000,0,0.000000,57.760000,0.000000,0.530000,0.000000,183.29

93,23:00-23:15,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.480000,0.000000,125.48

94,23:15-23:30,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.480000,0.000000,125.48

95,23:30-23:45,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.480000,0.000000,125.48

96,23:45-24:00,25.000000,100.000000,0,0.000000,0.000000,0.000000,0.480000,0.000000,125.48

