Block,Time,KISHANGANGA,RIHAND1,SASAN,CHAMERA1,NLCEXP,NLCIIST2,NLCTS2EXP,SINGRAULI,TANDA2,UNCHAHAR2,VALLURNTECL,DADRI_LF,KGSU3AND4,KKNP,KUDGI,MAPS,PARBATI3,RAMPUR,RIHAND3,RSTPSU7,UNCHAHAR4,DADRI_CRF,BRBCL,CHAMERA2,DHAULIGNGA,KKNPPU2,SIMHST2,SINGRAULI_HYDRO,TEHRI,TelanganaSTPP,KHSTPP-I,NJPC,TALST2,TANAKPUR,UNCHAHAR1,ANTA_LF,AURY_CRF,AURY_LF,DULHASTI,FSTPP I & II,KGSU1AND2,NTPL,RAPPC,TALA,UNCHAHAR3,URI,URI2,ANTA_CRF,ANTA_RF,AURY_RF,DADRT2,JHAJJAR,KHSTPP-II,KOTESHWR,NLCIIST1,RAPPB,RIHAND2,SEWA2,SIMHST1,AURY_GF,BSIUL,CHAMERA3,KOLDAM,NAPP,NNTPP,RSTPSU1TO6,SALAL,ANTA_GF,DADRI_GF,DADRI_RF
7,01:30-01:45,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,66.85

8,01:45-02:00,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

9,02:00-02:15,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

10,02:15-02:30,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,11.91,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

11,02:30-02:45,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,11.91,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

12,02:45-03:00,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

13,03:00-03:15,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

14,03:15-03:30,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,41.89,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

15,03:30-03:45,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

16,03:45-04:00,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

17,04:00-04:15,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

18,04:15-04:30,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

19,04:30-04:45,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

20,04:45-05:00,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,21.78,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

21,05:00-05:15,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,42.62,0,7.05,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,66.85

22,05:15-05:30,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,4,9.11,0,0,0,14.93,0,44.31,70.17,0,7.05,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,1.1,9.68,0,41.33,0,0,2.33,0,0,66.85

23,05:30-05:45,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,3.18,0,124.32,0,0,0,15,8,18.23,0,0,0,14.93,0,44.31,85.23,0,7.05,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,9.68,0,41.33,0,0,2.33,0,0,66.85

24,05:45-06:00,0,92,407.25,11.85,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,3.18,0,124.32,0,0,0,15,12,27.48,0,0,0,14.93,0,44.31,113.64,0,7.05,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,19.36,0,41.33,0,0,2.33,0,0,66.85

25,06:00-06:15,0,92,407.25,14.05,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,8.91,0,124.32,0,0,0,15,39.51,37.65,0,0,0,31.13,0,44.31,140.34,0,7.05,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,70.16,341.57,654.31,148.3,19.72,0,0,118.76,0,0,0,19.56,29.06,0,41.33,0,0,2.33,0,0,66.85

26,06:15-06:30,0,92,407.25,14.05,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,15,39.51,37.65,0,0,0,31.13,0,44.31,140.34,0,11.91,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,3.31,4.57,0,41.68,70.16,341.57,654.31,148.3,19.72,0,0,118.76,0,0,0,19.56,29.06,0,41.33,0,0,2.33,0,0,66.85

27,06:30-06:45,0,92,407.25,14.05,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,15,39.51,37.65,0,0,0,31.13,0,44.31,140.34,0,11.91,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,4.57,0,41.68,70.16,341.57,654.31,148.3,19.72,0,0,118.76,0,0,0,19.56,29.06,0,41.33,0,0,12.78,0,0,66.85

28,06:45-07:00,0,92,407.25,14.05,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,15,39.51,37.65,0,0,0,30.68,0,44.31,140.34,0,7.05,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,4.57,0,41.68,70.16,341.57,654.31,148.3,19.72,0,0,118.76,0,0,0,19.56,29.06,0,41.33,0,0,79.37,0,0,66.85

29,07:00-07:15,0,92,407.25,11.85,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,15,26.34,27.48,0,0,0,14.93,0,44.31,116.95,0,7.05,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,3.31,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,19.36,0,41.33,0,0,79.38,0,0,66.85

30,07:15-07:30,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,15,12,18.23,0,0,0,0,0,44.31,116.95,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,9.68,0,41.33,0,0,79.38,0,0,66.85

31,07:30-07:45,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,15,12,9.11,0,0,0,0,0,44.31,93.56,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,9.68,0,41.33,0,0,79.38,0,0,66.85

32,07:45-08:00,0,92,407.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,5.09,0,124.32,0,0,0,15,12,9.11,0,0,0,0,0,44.31,70.17,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,9.68,0,41.33,0,0,12.78,0,0,66.85

33,08:00-08:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,2.55,0,124.32,0,0,0,15,12,9.11,0,0,0,0,0,44.31,46.68,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,9.68,0,41.33,0,0,12.78,0,0,66.85

34,08:15-08:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,9.11,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,6.52,9.68,0,41.33,0,0,12.78,0,0,66.85

35,08:30-08:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,9.11,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,3.31,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

36,08:45-09:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,9.11,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,39.19,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

37,09:00-09:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,39.19,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

38,09:15-09:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,3.31,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

39,09:30-09:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

40,09:45-10:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

41,10:00-10:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

42,10:15-10:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,12.78,0,0,66.85

43,10:30-10:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,66.85

44,10:45-11:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,16.48,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,66.85

45,11:00-11:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,13.63,2.4,0,0,0,0,0,0,44.31,23.39,0,11.91,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,26.9,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,66.85

46,11:15-11:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,12.8,2.4,0,0,0,0,0,0,44.31,23.39,0,11.91,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,26.9,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,66.85

47,11:30-11:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,12.8,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,26.9,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,66.85

48,11:45-12:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,12.8,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.76,26.9,0,41.48,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,66.85

49,12:00-12:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,12.8,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,39.19,18.83,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

50,12:15-12:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,12.8,2.4,0,0,0,0,0,0,44.31,23.39,0,7.05,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,39.19,18.83,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

51,12:30-12:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,12.8,2.4,0,0,0,0,0,0,44.31,23.39,0,11.91,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,3.31,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

52,12:45-13:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,12.8,2.4,0,0,0,0,0,0,44.31,23.39,0,11.91,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

53,13:00-13:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,13.85,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

54,13:15-13:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

55,13:30-13:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

56,13:45-14:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

57,14:00-14:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

58,14:15-14:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

59,14:30-14:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

60,14:45-15:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

61,15:00-15:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

62,15:15-15:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,0,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

