Block,Time,WR/01102023/29112042/L_NR_2019_05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/23072042/L_NR_2012_04,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_02,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/08032047/L_NR_2021_14,NR/01042024/30042024/PTC/OA/32001,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/14082046/L_NR_2021_16,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07
6,01:15-01:30,0,1.900000,28.870000,30.3,14.58,0,0,86.810000,0,43.74,0,6.61,0,0.000000,25.630000,10.66,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,30.3,14.58,0,261.290000,0,0,272.120000,9.740000,0,48.120000,0.000000,2.300000,0,100.260000,16.050000,25.630000

7,01:30-01:45,0,1.900000,28.870000,26.37,14.45,0,0,86.810000,0,43.37,0,6.61,0,0.000000,25.620000,10.34,0.000000,0,0,0.000000,0.000000,2.470000,0,57.720000,26.37,14.46,0,261.290000,0,0,272.120000,9.740000,0,48.120000,0.000000,2.300000,0,100.260000,16.050000,25.630000

8,01:45-02:00,0,1.900000,28.870000,25.63,14.35,0,0,67.880000,0,43.05,0,6.61,0,0.000000,25.620000,10.1,0.000000,0,0,0.000000,0.000000,2.470000,0,53.470000,25.63,14.35,0,234.390000,0,0,272.120000,9.740000,0,48.120000,0.000000,2.300000,0,100.260000,16.050000,25.630000

9,02:00-02:15,0,1.900000,28.870000,25.6,14.3,0,0,40.420000,0,42.88,0,6.61,0,0.000000,25.630000,8.56,0.000000,0,0,0.000000,0.000000,2.400000,0,49.230000,25.6,14.29,0,205.520000,0,0,272.120000,9.640000,0,48.120000,0.000000,2.220000,0,100.260000,16.050000,25.630000

10,02:15-02:30,0,1.900000,28.870000,25.33,14.27,0,0,40.420000,0,42.82,0,6.61,0,0.000000,25.630000,8.56,0.000000,0,0,0.000000,0.000000,2.400000,0,44.980000,25.33,14.27,0,205.520000,0,0,272.120000,9.640000,0,48.120000,0.000000,2.220000,0,100.260000,16.050000,25.630000

11,02:30-02:45,0,1.900000,28.870000,30.52,14.24,0,0,40.420000,0,42.74,0,6.61,0,0.000000,25.630000,8.5,0.000000,0,0,0.000000,0.000000,2.400000,0,35.080000,30.52,14.25,0,193.370000,0,0,272.120000,9.640000,0,48.120000,0.000000,2.220000,0,100.260000,16.010000,25.630000

12,02:45-03:00,0,1.900000,28.870000,29.77,14.19,0,0,40.420000,0,42.6,0,6.61,0,0.000000,25.630000,8.4,0.000000,0,0,0.000000,0.000000,2.400000,0,35.080000,29.77,14.2,0,183.740000,0,0,272.120000,9.640000,0,48.120000,0.000000,2.220000,0,100.260000,16.010000,25.630000

13,03:00-03:15,0,1.850000,27.910000,29.63,14.11,0,0,38.500000,0,42.35,0,6.61,0,0.000000,25.630000,8.36,0.000000,0,0,0.000000,0.000000,2.400000,0,35.080000,29.63,14.12,0,164.490000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.220000,0,100.260000,16.010000,25.630000

14,03:15-03:30,0,1.850000,27.910000,27.77,13.65,0,0,38.500000,0,41,0,6.61,0,0.000000,25.630000,8.23,0.000000,0,0,0.000000,0.000000,2.400000,0,35.080000,27.77,13.67,0,164.490000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.220000,0,100.260000,16.010000,25.630000

15,03:30-03:45,0,1.850000,27.910000,26.83,13.7,0,0,38.500000,0,41.15,0,6.61,0,0.000000,25.630000,7.94,0.000000,0,0,0.000000,0.000000,2.400000,0,35.080000,26.83,13.72,0,145.250000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.220000,0,100.260000,16.010000,25.630000

16,03:45-04:00,0,1.850000,27.910000,26.27,13.69,0,0,38.500000,0,41.07,0,6.61,0,0.000000,25.630000,7.66,0.000000,0,0,0.000000,0.000000,2.400000,0,35.080000,26.27,13.69,0,145.250000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.220000,0,100.260000,16.010000,25.630000

17,04:00-04:15,0,1.850000,27.910000,33.33,13.45,0,0,38.500000,0,40.35,0,6.61,0,0.000000,25.630000,10.03,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,33.33,13.45,0,145.250000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

18,04:15-04:30,0,1.850000,27.910000,33,13.18,0,0,38.500000,0,39.49,0,6.61,0,0.000000,25.630000,9.8,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,33,13.16,0,145.250000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

19,04:30-04:45,0,1.850000,27.910000,32.67,15.94,0,0,38.500000,0,47.8,0,6.61,0,0.000000,25.630000,11.7,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,32.67,15.93,0,145.250000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

20,04:45-05:00,0,1.850000,27.910000,32,15.76,0,0,38.500000,0,47.3,0,6.61,0,0.000000,25.630000,11.47,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,32,15.77,0,145.250000,0,0,272.120000,9.560000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

21,05:00-05:15,0,1.850000,27.910000,31.33,15.6,0,0,38.500000,0,46.8,0,6.61,0,0.000000,25.630000,11.1,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,31.33,15.6,0,183.740000,0,0,272.120000,9.460000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

22,05:15-05:30,0,1.850000,27.910000,30.67,15.25,0,0,38.500000,0,45.75,0,6.61,0,0.000000,25.630000,10.77,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,30.67,15.25,0,183.740000,0,0,272.120000,9.460000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

23,05:30-05:45,0,1.850000,27.910000,28.5,14.74,0,0,49.000000,0,44.2,0,6.61,0,0.000000,25.630000,10.44,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,28.5,14.73,0,205.520000,0,0,272.120000,9.460000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

24,05:45-06:00,0,1.850000,27.910000,27.77,14.1,0,0,49.000000,0,42.3,0,6.61,0,0.000000,25.630000,10.2,0.000000,0,0,0.000000,0.000000,2.320000,0,35.080000,27.77,14.1,0,205.520000,0,0,272.120000,9.460000,0,48.120000,0.000000,2.150000,0,100.260000,16.010000,25.630000

25,06:00-06:15,0,1.850000,27.910000,36.67,15,0,0,49.000000,0,45,0,6.61,0,0.000000,25.630000,13.03,0.000000,0.146085,0,0.000000,0.000000,2.320000,0,47.160000,36.67,15,0,234.390000,0,0,272.120000,9.370000,0,48.120000,0.000000,2.110000,0,100.260000,16.010000,25.630000

26,06:15-06:30,0,1.850000,26.950000,35.67,14.16,0,0,67.930000,2,42.5,0,6.61,0,0.000000,25.630000,12.8,0.000000,2.493184,0,0.000000,0.000000,2.320000,1.22,51.390000,35.67,14.17,0,261.290000,0,0,272.120000,9.370000,0,48.120000,0.000000,2.110000,0,100.260000,16.010000,25.630000

27,06:30-06:45,2.22,1.850000,26.950000,35,13.67,0,0.05,67.930000,5,41.03,0,6.61,1,0.000000,25.630000,13.44,0.000000,7.226338,0.26,0.000000,0.000000,2.320000,5.4,33.010000,35,13.68,0.5,261.290000,0,0,272.120000,9.370000,1.83,48.120000,0.000000,2.110000,0,100.260000,16.010000,25.630000

28,06:45-07:00,6.78,1.850000,25.980000,34.33,13.4,0,0.86,67.930000,10,40.22,0,6.61,4,0.000000,25.630000,13.77,0.000000,12.446442,4.28,0.190000,0.190000,2.320000,11.48,37.250000,34.33,13.41,1,220.250000,1,0,272.120000,9.370000,3.07,48.120000,0.190000,2.110000,0,100.260000,16.010000,25.630000

29,07:00-07:15,12.49,1.850000,25.980000,33.33,13.09,0,2.16,49.000000,18,39.28,2,6.61,11,0.000000,25.630000,15.66,0.000000,18.611229,10.83,0.720000,0.730000,2.320000,20.49,33.010000,33.33,13.1,3.5,201.010000,4,1,272.120000,9.190000,5.39,48.120000,0.720000,2.070000,0,100.260000,12.600000,25.630000

30,07:15-07:30,21.48,1.850000,25.020000,32,12.84,0,3.87,38.500000,30,38.5,6,6.61,18,0.000000,25.630000,15.34,0.000000,26.636165,19.33,1.340000,1.380000,2.320000,30.09,33.010000,32,12.83,6,174.120000,7,3,272.120000,9.190000,10.41,48.120000,1.340000,2.070000,0,52.930000,12.600000,25.630000

31,07:30-07:45,30.67,1.850000,25.020000,30.67,17.5,0,6.02,38.500000,30.66,52.5,15,6.61,28,0.000000,25.630000,9.66,0.000000,36.706291,30.13,2.130000,2.190000,2.320000,30.67,35.080000,30.67,17.5,9.34,111.640000,12,8,272.120000,9.190000,16.79,48.120000,2.130000,2.070000,0,52.930000,12.600000,25.630000

32,07:45:08:00,30.67,1.850000,25.020000,29.33,15.84,0,8.69,38.500000,30.66,47.5,25,6.61,49,0.000000,25.630000,9,0.000000,48.256745,43.45,3.070000,3.140000,2.320000,30.67,35.080000,29.33,15.83,13.85,111.640000,21,12,272.120000,9.190000,24.19,48.120000,3.070000,2.070000,0,52.930000,12.600000,25.630000

33,08:00-08:15,30.67,1.850000,25.020000,28.33,14.16,0,11.57,38.500000,30.66,42.5,33,6.61,67,0.000000,25.630000,8,0.000000,59.320249,57.87,4.250000,4.350000,2.400000,30.67,35.080000,28.33,14.17,18.85,111.640000,28,17,230.980000,9.190000,32.21,48.120000,4.250000,2.070000,0,52.930000,12.600000,25.630000

34,08:15-08:30,30.67,1.850000,25.980000,27.33,12.5,0,17.6,38.500000,30.66,37.5,42,6.61,84,0.000000,25.630000,7.34,0.000000,68.991076,88.01,5.380000,5.510000,2.400000,30.67,35.080000,27.33,12.5,23.02,111.640000,36,21,192.480000,9.190000,40.36,48.120000,5.380000,2.070000,0,52.930000,12.600000,25.630000

35,08:30-08:45,31.67,1.850000,25.980000,26.33,10.84,0,21.53,38.500000,31.66,32.5,52,6.61,102,0.000000,25.630000,7.34,0.000000,77.941217,107.66,6.510000,6.680000,2.400000,31.67,35.080000,26.33,10.83,26.63,111.640000,43,26,149.660000,9.190000,48.05,48.120000,6.510000,2.070000,0,52.930000,12.600000,25.630000

36,08:45:09:00,31.67,1.850000,25.980000,25.57,10,0,25.64,38.500000,31.66,30,59,6.61,105,0.000000,25.630000,7.34,0.000000,86.589449,128.19,7.860000,8.050000,2.400000,31.67,35.080000,25.57,10,29.94,111.640000,45,29,149.660000,9.190000,55.38,48.120000,7.860000,2.070000,0,52.930000,12.600000,25.630000

37,09:00:09:15,31.67,1.850000,25.980000,25.27,9.5,0,29.68,38.500000,31.66,28.5,67,6.61,137,0.000000,25.630000,7.34,0.000000,94.984467,148.41,9.230000,9.460000,2.400000,31.67,35.080000,25.27,9.5,33.02,111.640000,58,33,192.480000,9.090000,62.28,48.120000,9.230000,2.150000,0,52.930000,12.600000,25.630000

38,09:15-09:30,31.67,1.850000,25.980000,24.8,8.5,0,33.39,38.500000,31.66,25.5,73,6.61,151,0.000000,25.630000,7.34,0.000000,102.950969,166.94,10.290000,10.550000,2.400000,31.67,35.080000,24.8,8.5,35.71,111.640000,64,37,192.480000,9.090000,68.72,48.120000,10.290000,2.150000,0,52.930000,12.600000,25.630000

39,09:30-09:45,31.67,1.850000,25.980000,22.33,7.66,0,38.13,38.500000,31.66,23,79,5.01,161,0.000000,25.630000,6.66,0.000000,110.0507,190.63,12.780000,13.090000,2.400000,31.67,35.080000,22.33,7.67,38.34,111.640000,69,40,192.480000,9.090000,74.7,48.120000,12.780000,2.150000,0,52.930000,12.600000,25.630000

40,09:45-10:00,32,1.850000,25.980000,21,7,0,41.73,38.500000,32,21,87,5.01,172,0.000000,25.630000,5.66,0.000000,116.030446,208.63,13.690000,14.030000,2.400000,32,35.080000,21,7,40.54,111.640000,73,43,192.480000,9.090000,80.01,48.120000,13.690000,2.150000,0,52.930000,12.600000,25.630000

41,10:00-10:15,32,1.810000,25.980000,19.67,6.5,0,40.89,38.500000,32,19.5,87,5.01,182,0.000000,25.630000,5,0.000000,121.328462,204.47,14.540000,14.900000,2.400000,32,35.080000,19.67,6.5,41.46,111.640000,78,43,230.980000,9.090000,84.62,48.120000,14.540000,2.220000,0,52.930000,12.600000,25.630000

42,10:15-10:30,32,1.810000,25.980000,18.67,6.16,0,43.33,38.500000,32,18.5,90,5.01,189,0.000000,25.630000,5,0.000000,128.905404,216.67,15.260000,15.640000,2.400000,32,35.080000,18.67,6.17,43.3,111.640000,81,45,272.120000,9.090000,88.8,48.120000,15.260000,2.220000,0,52.930000,12.600000,25.630000

43,10:30-10:45,32,1.660000,25.980000,20.33,5.84,0,45.83,38.500000,32,17.5,91,5.01,193,0.000000,25.630000,7.34,0.000000,132.615963,229.17,15.950000,16.350000,2.400000,32,35.080000,20.33,5.83,45.05,111.640000,82,46,272.120000,9.090000,91.13,48.120000,15.950000,2.220000,0,52.930000,12.600000,25.630000

44,10:45-11:00,32,1.660000,25.980000,20,5.84,0,46.17,38.500000,32,17.5,93,5.01,193,0.000000,25.630000,7.34,0.000000,136.24861,230.83,16.560000,16.970000,2.400000,32,35.080000,20,5.83,46.1,111.640000,82,46,272.120000,9.090000,91.96,48.120000,16.560000,2.220000,0,52.930000,12.600000,25.630000

45,11:00-11:15,32,1.660000,25.020000,20,5.84,0,46.17,38.500000,32,17.5,92,5.01,193,0.000000,25.630000,7.34,0.000000,139.004747,230.83,17.070000,17.490000,2.400000,32,35.080000,20,5.83,47,111.640000,82,46,272.120000,9.010000,92.08,48.120000,17.070000,2.380000,0,52.930000,12.600000,25.630000

46,11:15-11:30,32,1.660000,25.020000,19.67,5.84,0,46.17,38.500000,32,17.5,92,5.01,193,0.000000,25.630000,7.34,0.000000,141.049937,230.83,17.230000,17.660000,2.400000,32,35.080000,19.67,5.83,47,111.640000,82,46,272.120000,9.010000,92.04,48.120000,17.230000,2.380000,0,52.930000,12.600000,25.630000

47,11:30-11:45,32,1.660000,25.020000,19.33,5.84,0,46.17,38.500000,32,17.5,92,5.01,193,0.000000,25.630000,7.34,0.000000,142.890608,230.83,17.230000,17.660000,2.400000,32,35.080000,19.33,5.83,47,111.640000,82,46,272.120000,9.010000,92.12,48.120000,17.230000,2.380000,0,52.930000,12.600000,25.630000

48,11:45-12:00,32,1.660000,25.020000,19.33,5.84,0,46.17,38.500000,32,17.5,92,5.01,193,0.000000,25.630000,7.34,0.000000,144.546238,230.83,17.230000,17.660000,2.400000,32,35.080000,19.33,5.83,47,111.640000,82,46,272.120000,9.010000,92.3,48.120000,17.230000,2.380000,0,52.930000,12.600000,25.630000

49,12:00-12:15,32,1.710000,25.020000,19.33,5.84,0,46.17,38.500000,32,17.5,92,5.01,193,0.000000,25.630000,7.34,0.000000,146.133695,230.83,17.230000,17.660000,2.470000,32,35.080000,19.33,5.83,45.7,111.640000,82,46,272.120000,9.010000,87.78,48.120000,17.230000,2.380000,0,52.930000,12.600000,25.630000

50,12:15-12:30,32,1.710000,25.020000,19.67,5.84,0,46.17,38.500000,32,17.5,95,5.41,193,0.000000,25.630000,7.34,0.000000,145.968132,230.83,17.230000,17.660000,2.470000,32,35.080000,19.67,5.83,45.7,111.640000,82,47,272.120000,9.010000,87.74,48.120000,17.230000,2.380000,0,52.930000,12.600000,25.630000

51,12:30-12:45,32,1.710000,24.060000,24.67,8.84,0,46.17,38.500000,32,26.5,92,5.61,193,0.000000,25.630000,7.34,0.000000,144.926059,230.83,17.230000,17.660000,2.470000,32,35.080000,24.67,8.83,45.7,111.640000,82,46,272.120000,9.010000,87.69,48.120000,17.230000,2.380000,0,52.930000,12.600000,25.630000

52,12:45-13:00,32,1.710000,24.060000,25,8.84,0,46.17,38.500000,32,26.5,92,6.01,193,0.000000,25.630000,7.34,0.000000,143.465209,230.83,17.230000,17.660000,2.470000,32,35.080000,25,8.83,45.7,111.640000,82,46,230.980000,9.010000,87.64,48.120000,17.230000,2.380000,0,52.930000,12.600000,25.630000

53,13:00-13:15,32,1.760000,24.060000,25.67,8.84,0,46.17,38.500000,32,26.5,80,6.41,168,0.000000,25.630000,7.34,0.000000,142.09201,230.83,17.230000,17.660000,2.470000,32,35.080000,25.67,8.83,47.7,111.640000,72,40,192.480000,9.010000,87.54,48.120000,17.230000,2.520000,0,52.930000,12.600000,25.630000

54,13:15-13:30,32,1.760000,24.060000,26.67,9,0,46.17,38.500000,32,27,80,6.61,168,0.000000,25.630000,7.34,0.000000,140.290295,230.83,17.230000,17.660000,2.470000,32,35.080000,26.67,9,47.7,111.640000,72,40,149.660000,9.010000,87.54,48.120000,17.230000,2.520000,0,52.930000,12.600000,25.630000

55,13:30-13:45,32,1.760000,24.060000,27.33,11,0,46.17,38.500000,32,33,83,7.41,175,0.000000,25.630000,9.34,0.000000,134.485851,230.83,17.230000,17.660000,2.470000,32,35.080000,27.33,11,47.5,111.640000,75,42,149.660000,9.010000,91.82,48.120000,17.230000,2.300000,0,52.930000,12.600000,25.630000

56,13:45-14:00,32,1.760000,24.060000,28.33,11.34,0,46.17,38.500000,32,34,83,8.61,168,0.000000,25.630000,9.34,0.000000,131.807626,230.83,17.230000,17.660000,2.470000,32,35.080000,28.33,11.33,47.5,111.640000,72,42,192.480000,9.010000,91.87,48.120000,17.230000,2.300000,0,52.930000,12.600000,25.630000

57,14:00-14:15,32,1.810000,24.060000,35,11.66,0,46.17,38.500000,32,35,89,9.41,186,0.000000,25.630000,9.66,0.000000,128.136023,230.83,16.960000,17.390000,2.630000,32,35.080000,35,11.67,45.7,111.640000,79,44,192.480000,9.010000,91.72,48.120000,16.960000,2.300000,0,52.930000,12.600000,25.630000

58,14:15-14:30,32,1.810000,24.060000,35.33,12,0,46.17,38.500000,32,36,89,9.61,186,0.000000,25.630000,10,0.000000,122.974353,230.83,16.700000,17.120000,2.630000,32,35.080000,35.33,12,43.9,111.640000,79,44,211.730000,9.010000,91.36,48.120000,16.700000,2.300000,0,52.930000,12.600000,25.630000

59,14:30-14:45,32,1.810000,24.060000,41,13.5,0,46.17,38.500000,32,40.5,87,9.81,186,0.000000,25.630000,10.34,0.000000,117.686076,230.83,16.160000,16.570000,2.630000,32,35.080000,41,13.5,42.5,111.640000,79,44,230.980000,9.010000,90.67,48.120000,16.160000,2.300000,0,52.930000,12.600000,25.630000

60,14:45-15:00,32,1.810000,24.060000,41,14,0,46.17,38.500000,32,42,85,10.21,182,0.000000,25.630000,10.66,0.000000,111.540767,230.83,15.460000,15.840000,2.630000,32,35.080000,41,14,40.98,111.640000,78,43,272.120000,9.010000,88.78,48.120000,15.460000,2.300000,0,52.930000,12.600000,25.630000

61,15:00-15:15,32,1.900000,25.020000,40.67,17.5,0,44.79,38.500000,32,52.5,80,11.21,168,0.000000,25.630000,13,0.000000,100.185093,223.98,14.660000,15.020000,2.630000,32,35.080000,40.67,17.5,38.56,111.640000,72,40,272.120000,9.090000,85,48.120000,14.660000,2.450000,0,52.930000,12.600000,25.630000

62,15:15-15:30,32,1.900000,25.980000,40.67,17.84,0,42.7,38.500000,32,53.5,74,12.8,158,0.000000,25.630000,13.66,0.000000,92.218591,213.51,13.900000,14.240000,2.630000,32,35.080000,40.67,17.83,35.94,111.640000,67,37,272.120000,9.090000,80.01,48.120000,13.900000,2.450000,0,52.930000,12.600000,25.630000

63,15:30-15:45,32,1.900000,25.980000,50,20.84,0,38.9,38.500000,32,62.5,69,13,146,0.000000,25.630000,16.34,0.000000,83.930702,194.49,13.000000,13.320000,2.630000,32,35.080000,50,20.83,33.6,111.640000,62,35,272.120000,9.090000,74.64,48.120000,13.000000,2.450000,0,52.930000,12.600000,25.630000

64,15:45-16:00,32,1.900000,26.950000,50.33,20.84,0,35.62,38.500000,32,62.5,63,13,133,0.000000,25.630000,17,0.000000,75.340904,178.08,11.940000,12.240000,2.630000,32,35.080000,50.33,20.83,30.92,140.510000,57,32,272.120000,9.090000,68.98,48.120000,11.940000,2.450000,0,52.930000,12.600000,25.630000

65,16:00-16:15,32,1.940000,26.950000,51,20.66,0,31.68,38.500000,32,62,52,13,123,0.000000,25.630000,20.66,0.000000,66.731628,158.41,10.870000,11.140000,2.630000,32,35.080000,51,20.67,27.86,140.510000,52,26,272.120000,9.190000,56.77,48.120000,10.870000,2.680000,0,52.930000,12.600000,25.630000

66,16:15-16:30,32,1.940000,26.950000,52.33,20.5,0,27.83,38.500000,32,61.5,45,12.8,109,0.000000,25.630000,21,0.000000,57.762009,139.13,9.610000,9.850000,2.630000,32,35.080000,52.33,20.5,24.67,140.510000,46,23,272.120000,9.190000,51.18,48.120000,9.610000,2.680000,0,52.930000,12.600000,25.630000

67,16:30-16:45,32,1.940000,27.910000,53.67,20.34,0,20.18,57.380000,32,61,39,12.6,81,0.000000,25.630000,21.34,0.000000,48.59761,100.93,8.390000,8.600000,2.630000,32,35.080000,53.67,20.33,20.15,200.800000,34,19,272.120000,9.190000,40.79,48.120000,8.390000,2.150000,0,52.930000,16.010000,25.630000

68,16:45-17:00,32.62,1.940000,27.910000,54.67,20.16,0,17.56,57.380000,30,60.5,33,13.6,70,0.000000,25.630000,21.34,0.000000,39.881205,87.81,7.150000,7.330000,2.630000,31.47,35.080000,54.67,20.17,17,261.290000,30,17,272.120000,9.190000,34.91,48.120000,7.150000,2.150000,0,100.260000,16.010000,25.630000

69,17:00-17:15,25.49,2.040000,27.910000,55.33,20,0,15.74,76.310000,20,60,24,14,56,0.000000,25.630000,21.34,0.000000,30.853152,78.72,5.880000,6.030000,1.550000,20.19,35.080000,55.33,20,14.5,261.290000,24,12,272.120000,9.280000,28.96,48.120000,5.880000,2.220000,0,100.260000,16.010000,25.630000

70,17:15-17:30,15.48,2.040000,27.910000,55.33,19.66,0,12.86,76.310000,10,59,21,14.4,46,0.000000,25.630000,21.66,0.000000,21.766665,64.31,4.640000,4.760000,1.550000,10.44,35.080000,55.33,19.67,11,261.290000,19,11,272.120000,9.280000,23.48,48.120000,4.640000,2.220000,0,100.260000,16.010000,25.630000

71,17:30-17:45,8.45,2.040000,27.910000,54.33,19.16,0,10.04,76.310000,3,57.5,16,17.17,35,0.000000,25.630000,21.66,0.000000,14.452676,50.21,3.450000,3.530000,2.320000,5.42,35.080000,54.33,19.17,9,261.290000,15,8,272.120000,9.280000,18.02,48.120000,3.450000,2.220000,0,100.260000,16.010000,25.630000

72,17:45-18:00,3.44,2.040000,27.910000,54.33,18.66,0,6.91,76.310000,0,56,11,17.07,18,0.000000,25.630000,21.66,0.000000,8.287889,34.54,2.390000,2.440000,2.320000,2.12,33.010000,54.33,18.67,6,261.290000,7,6,272.120000,9.280000,12.75,48.120000,2.390000,2.220000,0,100.260000,16.010000,25.630000

73,18:00-18:15,0,2.040000,27.910000,59.33,27.5,0,4.17,76.310000,0,82.5,3,16.9,7,0.000000,25.630000,24,0.000000,5.122714,20.83,1.430000,1.460000,2.470000,0,37.250000,59.33,27.5,4,261.290000,3,1,272.120000,9.460000,8.05,48.120000,1.430000,2.300000,0,100.260000,16.010000,25.630000

