Column1,Time,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,GNA/WR/2025/04/01/4420,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/4565,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/6490,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/6216,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/1831,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/1333,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/SR/2025/04/01/2597,NR/01102023/22052037/LT-59
14,03:15-03:30,0,27.33,0,72.67,72.67,0,26.33,0,5.29,46.2,3.27,0,0,0,0,0,26.33,0,9.2,79.01,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.91,2.66,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,64.49,29.27,70.19,0,3.34

15,03:30-03:45,0,26.67,0,71.67,71.67,0,25.83,0,5.29,46.2,3.27,0,0,0,0,0,25.83,0,7.2,77.51,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.91,2.66,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,64.49,29.27,70.19,0,3.34

16,03:45-04:00,0,26,0,70,70,0,25,0,5.29,46.2,3.27,0,0,0,0,0,25,0,7.2,75,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.91,2.66,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,64.49,29.27,70.19,0,3.34

17,04:00-04:15,0,25,0,56.67,56.67,0,24.67,0,5.29,46.2,3.27,0,0,0,0,0,24.67,0,7.2,73.99,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.81,2.66,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,64.49,29.27,70.19,0,3.11

18,04:15-04:30,0,23.33,0,56,56,0,24.17,0,5.29,46.2,3.27,0,0,0,0,0,24.17,0,7.2,72.49,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.81,2.66,9.62,3.38,0,2.89,9.62,36.58,1.92,272.15,27,2.89,64.49,29.27,70.19,0,3.11

19,04:30-04:45,0,22.67,0,61.67,61.67,0,20,0,5.29,46.2,5.78,0,0,0,0,0,20,0,7.2,60,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.81,2.66,9.62,3.53,0,2.89,9.62,36.58,1.92,272.15,27,2.89,94.18,28.77,70.19,0,3.11

20,04:45-05:00,0,21.67,0,61,61,0,20,0,5.29,46.2,5.78,0,0,0,0,0,20,0,7.2,60,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.81,2.66,9.62,3.53,0,2.89,9.62,36.58,1.92,272.15,27,2.89,94.18,28.77,70.19,0,3.11

21,05:00-05:15,0,15,0,60,60,0,20.5,0,5.29,56.7,3.27,0,0,0,0,0,20.5,0,6.8,61.5,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.73,2.52,9.62,3.46,0,2.89,9.62,36.58,1.92,272.15,27,2.89,135.15,28.77,70.19,0,3.11

22,05:15-05:30,0,15,0,59.33,59.33,0,20.5,0,7.22,74.62,5.78,0,0,0,0,0,20.5,0,6.6,61.5,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.73,2.52,9.62,3.46,0,2.89,9.62,36.58,1.92,272.15,27,2.89,177.96,28.77,70.19,0,3.11

23,05:30-05:45,0,15,0,43.33,43.33,0,16.67,0,7.22,74.62,5.78,0,0,0,0,0,16.67,0,6.2,49.99,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.73,2.52,9.62,3.46,0,2.89,9.62,36.58,1.92,272.15,27,2.89,177.96,28.27,66.04,0,3.11

24,05:45-06:00,0,15,0,44,44,0,17,0,7.22,74.62,5.78,0,0,0,0,0,17,0,6,51,0,0,0,0,0,100.27,2.89,48.12,0,27,9.62,0,6.73,2.52,9.62,3.46,0,2.89,9.62,36.58,1.92,272.15,27,2.89,177.96,28.27,66.04,0,3.11

25,06:00-06:15,0,15.33,0,54,54,0,17.33,0,7.22,74.62,5.78,3.68,0,0,0,0,17.33,0,5,52.01,4.26,0,0.06,0,0,100.27,2.89,48.12,0,27,9.62,0,6.63,2.52,9.62,3.46,0,2.89,9.62,36.58,1.92,272.15,27,2.89,182.08,27.76,66.04,0,3.11

26,06:15-06:30,0,16,0,55.23,55.23,0.39,17.67,0,7.22,74.62,5.78,9.16,1.19,0,0,0,17.67,0,4.6,52.99,9.74,0.24,2.4,0,0,100.27,2.89,48.12,0,27,9.62,0,6.63,2.52,9.62,3.46,0,2.89,9.62,36.58,1.92,272.15,27,2.89,182.08,27.76,66.04,0,3.11

27,06:30-06:45,0,16.67,0,56.45,56.45,0.16,17.5,0,7.22,74.62,5.78,17.19,1.89,1,1,0,17.5,1,4.4,52.5,17.92,0.38,5.61,1,0,100.27,2.89,48.12,0,30,9.62,0,6.63,2.52,9.62,3.46,0,2.89,9.62,36.58,1.92,272.15,27,2.89,182.08,27.76,66.04,0,3.11

28,06:45-07:00,1,17.33,1,58.22,58.22,1.42,16.67,0,7.22,74.62,5.78,28.04,7.8,4,2,1,16.67,3,4.2,49.99,29.01,1.56,11.02,4,0,100.27,2.89,48.12,0.34,30,9.62,0.34,6.63,2.52,9.62,3.46,0.34,2.89,9.62,36.58,1.92,272.15,27,2.89,182.08,27.26,66.04,0,3.11

29,07:00-07:15,7,21.67,3,63.33,63.33,4.5,24.17,0,7.22,63.69,5.78,31.6,16.52,9,3,6,24.17,5,4.2,72.49,31.6,3.31,18.05,14,0,100.27,2.89,48.12,0.88,30,9.62,0.88,6.58,2.52,9.62,3.38,0.88,2.89,9.62,36.58,1.92,272.15,27,2.89,150.33,26.75,66.04,0,3.11

30,07:15-07:30,10,21.33,5,62.67,62.67,8.56,23.33,0,7.22,63.69,5.78,30.35,28.57,14,8,12,23.33,7,4.2,70.01,30.35,5.71,26.05,28,0,100.27,2.89,48.12,1.28,30,9.62,1.28,6.58,2.52,9.62,3.38,1.28,2.89,9.62,36.58,1.92,272.15,27,2.89,150.33,26.75,66.04,0,3.11

31,07:30-07:45,15,21,7,61.67,61.67,14.02,22.5,0,4.33,63.69,5.78,28.35,44.66,22,13,18,22.5,12,4.2,67.5,28.35,8.93,34.02,42,0,71.4,2.89,48.12,1.79,26.91,9.62,1.79,6.58,2.52,9.62,3.38,1.79,2.89,9.62,36.58,1.92,231,27,2.89,150.33,26.75,66.04,0,3.11

32,07:45-08:00,25,20.67,12,60.67,60.67,21.06,21.67,0,4.33,63.69,5.78,27.06,60.6,27.07,19,24,21.67,16,4.2,64.99,27.07,12.12,42.59,56,0,52.94,2.89,48.12,2.32,26.91,9.62,2.32,6.58,2.52,9.62,3.38,2.32,2.89,9.62,36.58,1.92,192.5,27,2.89,150.33,26.75,66.04,0,3.11

33,08:00-08:15,33,25,17,60,60,28.97,21.33,0,2.41,45.77,5.78,29.46,86.76,29.47,32,30,21.33,21,4,64.01,29.47,17.35,51.04,70,0,52.94,2.89,48.12,3.29,26.91,9.62,3.29,6.58,2.7,9.62,3.38,3.29,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,26.75,70.19,0,3.11

34,08:15-08:30,40,24,20,59.33,59.33,36.95,20.83,0,2.41,45.77,5.78,30.3,108.17,30.3,40,37,20.83,25,4,62.51,30.3,21.63,59.49,88,0,52.94,2.89,48.12,4.23,26.91,9.62,4.23,6.58,2.7,9.62,3.38,4.23,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,26.25,70.19,0,3.11

35,08:30-08:45,49,23.33,24,66.67,66.67,45.34,20.5,0,2.41,45.77,5.78,31.9,126.27,31.9,45,45,20.5,29,4,61.5,31.9,25.26,70.01,105,0,52.94,2.89,48.12,5.36,26.91,9.62,6.93,6.58,2.7,9.62,3.38,6.93,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,26.25,70.19,0,3.11

36,08:45-09:00,57,22.67,28,66,66,53.61,20,0,2.41,45.77,5.78,31.9,146.96,31.9,53,52,20,32,4,60,31.9,29.39,80.53,123,0,52.94,2.89,48.12,6.59,26.91,9.62,8.52,6.58,2.7,9.62,3.38,8.52,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,25.24,70.19,0,3.11

37,09:00-09:15,63,16.67,32,64.33,64.33,61.75,20,0,4.1,45.77,5.48,32.24,166.82,32.23,59,58,20,34,3.4,60,32.23,33.37,89.69,137,0,52.94,2.89,48.12,7.75,26.93,9.62,10.03,6.58,2.7,9.62,3.38,10.03,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,24.23,70.19,0,3.11

38,09:15-09:30,72,18,36,61.67,61.67,69.32,20,0,4.1,45.77,5.48,32.24,185.7,32.23,67,64,20,36,3.4,60,32.23,37.14,98.65,151,0,52.94,2.89,48.12,8.81,26.93,9.62,11.39,6.58,2.7,9.62,3.38,11.39,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,23.73,70.19,0,3.11

39,09:30-09:45,79,20,39,60,60,76.49,20,0,4.1,45.77,5.48,32.5,203.21,32.5,74,70,20,39,3.4,60,32.5,40.64,106.63,165,0,52.94,2.89,48.12,9.78,26.93,9.62,12.65,6.58,2.7,9.62,3.38,12.65,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,23.73,70.19,0,3.34

40,09:45-10:00,87,21,43,58.33,58.33,83.17,20,0,4.1,45.77,5.48,32.5,219.34,32.5,81,76,20,41,3.4,60,32.5,43.87,114.62,179,0,52.94,2.89,48.12,10.62,26.93,9.62,13.74,6.58,2.7,9.62,3.38,13.74,2.89,9.62,36.58,1.92,168.44,27,2.89,104.91,23.73,70.19,0,3.34

41,10:00-10:15,90,22.67,45,57.33,57.33,89.07,20,0,4.1,45.77,5.48,32.5,233.42,32.5,86,81,20,43,2.2,60,32.5,46.69,120.85,189,0,52.94,2.89,48.12,11.47,26.93,9.62,14.84,6.58,2.57,9.62,3.38,14.84,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.34

42,10:15-10:30,93,24.33,47,58,58,94.8,20.67,0,4.1,45.77,5.48,32.5,245.83,32.5,90,84,20.67,45,2.2,61.99,32.5,49.17,127.47,196,0,52.94,2.89,48.12,12.14,26.93,9.62,15.71,6.58,2.57,9.62,3.38,15.71,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.34

43,10:30-10:45,98,21.72,49,58.33,58.33,99.28,21,0,4.1,45.77,5.48,32.5,245.83,32.5,94,87,21,48,2.2,63,32.5,49.17,133.31,203,0,52.94,2.89,48.12,12.73,26.93,9.62,16.47,6.58,2.57,9.62,3.38,16.47,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.34

44,10:45-11:00,100,22.2,50,58.67,58.67,100,21.5,0,4.1,45.77,5.48,32.5,245.83,32.5,98,88,21.5,48,2.2,64.5,32.5,49.17,137.7,207,0,52.94,2.89,48.12,13.27,26.93,9.62,17.18,6.58,2.57,9.62,3.38,17.18,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,24.23,70.19,0,3.34

45,11:00-11:15,100,22.87,50,59,59,100,21.67,0,4.1,45.77,5.48,32.5,245.83,32.5,99,90,21.67,49,2.4,64.99,32.5,49.17,141.2,210,0,52.94,2.89,48.12,13.73,26.93,9.62,17.77,6.58,2.57,9.62,3.38,17.77,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

46,11:15-11:30,100,23.64,50,60,60,100,21.83,0,4.1,45.77,5.48,32.5,245.83,32.5,100,90,21.83,49,2.4,65.51,32.5,49.17,143.64,210,0,52.94,2.89,48.12,13.8,26.93,9.62,17.86,6.58,2.57,9.62,3.38,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

47,11:30-11:45,100,24.49,50,61.33,61.33,100,22,0,4.1,45.77,5.48,32.5,245.83,32.5,100,90,22,49,2.4,66,32.5,49.17,145.29,210,0,52.94,2.89,48.12,13.8,26.93,9.62,17.86,6.58,2.57,9.62,3.38,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

48,11:45-12:00,100,25.5,50,63,63,100,22.17,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,22.17,50,2.4,66.49,32.5,49.17,145.78,210,0,52.94,2.89,48.12,13.8,26.93,9.62,17.86,6.58,2.57,9.62,3.38,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

49,12:00-12:15,100,24.65,50,56,56,100,22.5,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,22.5,50,5,67.5,32.5,49.17,146.56,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.7,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

50,12:15-12:30,100,24.82,50,57,57,100,24.33,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,24.33,50,5,73.01,32.5,49.17,147.14,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.7,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

51,12:30-12:45,100,25.6,50,61.67,61.67,100,25.67,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,25.67,50,12.01,76.99,32.5,49.17,146.65,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.7,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

52,12:45-13:00,100,26.56,50,62,62,100,26.67,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,26.67,50,11.81,79.99,32.5,49.17,146.46,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.7,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,23.73,70.19,0,3.26

53,13:00-13:15,100,27.71,50,62.67,62.67,100,27.17,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,27.17,49,11.81,81.49,32.5,49.17,146.17,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.9,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,24.23,70.19,0,3.34

54,13:15-13:30,100,28.91,50,63.33,63.33,100,27.67,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,27.67,49,11.61,82.99,32.5,49.17,144.51,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.9,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,24.23,70.19,0,3.34

55,13:30-13:45,100,27,50,63.67,63.67,100,26.1,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,26.1,48,14.01,78.32,32.5,49.17,130.19,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.9,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,24.23,70.19,0,3.34

56,13:45-14:00,100,27.67,50,64.33,64.33,100,27.2,0,4.1,45.77,4.68,32.5,245.83,32.5,100,90,27.2,48,14.01,81.57,32.5,49.17,123.03,210,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,2.9,9.62,3.53,17.86,2.89,9.62,36.58,1.92,183.84,27,2.89,104.91,24.23,70.19,0,3.34

57,14:00-14:15,100,28,50,65,65,100,28.54,0,4.1,45.77,4.68,32.5,245.83,32.5,98,88,28.54,46,13.61,85.61,32.5,49.17,115.47,207,0,52.94,2.89,48.12,13.8,26.94,9.62,17.86,6.58,3.08,9.62,3.69,17.86,2.89,9.62,36.58,1.92,163.62,27,2.89,104.91,24.23,70.19,0,3.49

58,14:15-14:30,100,28.67,50,65.67,65.67,100,29.04,0,4.1,45.77,4.68,32.5,245.83,32.5,95,87,29.04,45,13.21,87.13,32.5,49.17,107.69,203,0,52.94,2.89,48.12,13.79,26.94,9.62,17.85,6.58,3.08,9.62,3.69,17.85,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,25.24,70.19,0,3.49

59,14:30-14:45,98,23.33,49,66.33,66.33,100,25.5,0,4.1,45.77,4.68,32.5,245.83,32.5,93,84,25.5,44,8.89,76.5,32.5,49.17,105.77,196,0,52.94,2.89,48.12,13.32,26.94,9.62,17.24,6.58,3.08,9.62,3.69,17.24,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,26.25,70.19,0,3.49

60,14:45-15:00,92,23.67,46,68,68,100,25.5,0,4.1,45.77,4.68,32.5,245.83,32.5,92,81,25.5,42,8.6,76.5,32.5,49.17,103.18,189,0,52.94,2.89,48.12,12.81,26.94,9.62,16.57,6.58,3.08,9.62,3.69,16.57,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,25.24,70.19,0,3.49

61,15:00-15:15,86,16.67,43,64.33,64.33,100,25.5,0,4.1,45.77,4.68,32.66,240.92,32.67,86,78,25.5,40,8.12,76.5,32.67,48.18,100.87,182,0,52.94,2.89,48.12,12.27,26.94,9.62,15.87,6.58,3.26,9.62,3.38,15.87,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,25.24,70.19,0,3.49

62,15:15-15:30,80,17.67,40,66,66,97.89,25.33,0,4.1,45.77,4.68,32.66,227.82,32.67,83,73,25.33,38,7.92,76.01,32.67,45.56,96.41,172,0,52.94,2.89,48.12,11.61,26.94,9.62,15.03,6.58,3.26,9.62,3.38,15.03,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,25.24,70.19,0,3.49

63,15:30-15:45,73,21.67,37,68,68,91.98,25.17,0,4.1,45.77,4.68,32.66,212.76,32.67,77,69,25.17,35,7.79,75.49,32.67,42.55,87.98,161,0,52.94,2.89,48.12,10.89,26.94,9.62,14.09,6.58,3.26,9.62,3.38,14.09,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,25.74,70.19,0,3.49

64,15:45-16:00,67,22,33,69.67,69.67,85.9,25,0,4.1,45.77,4.68,32.66,198.31,32.67,70,64,25,33,7.64,75,32.67,39.66,79.43,151,0,52.94,2.89,48.12,10.05,26.94,9.62,13.01,6.58,3.26,9.62,3.38,13.01,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,26.25,70.19,0,3.49

65,16:00-16:15,60,22.33,30,69.33,69.33,77.84,20.83,0,2.41,45.77,3.27,32.66,181.36,32.67,63,58,20.83,31,11,62.51,32.67,36.27,70.48,137,50,52.94,2.89,48.12,9.18,26.94,9.62,11.87,6.63,3.41,9.62,3.38,11.87,2.89,9.62,36.58,1.92,149.68,27,2.89,104.91,25.24,70.19,0,2.33

66,16:15-16:30,52,22.67,26,69.33,69.33,71.54,21,0,2.41,45.77,3.27,32.66,163.87,32.67,57,52,21,27,11,63,32.67,32.77,56.52,123,50,52.94,2.89,48.12,8.18,26.94,9.62,10.59,6.63,3.41,9.62,3.38,10.59,2.89,9.62,36.58,1.92,192.5,27,2.89,104.91,26.24,70.19,0,3.34

67,16:30-16:45,43,23,22,69.33,69.33,64.07,21.33,0,2.41,45.77,3.27,32.66,145.27,32.67,48,45,21.33,22,11,64.01,32.67,29.06,54.64,105,50,52.94,2.89,48.12,6.45,26.94,9.62,8.34,6.63,2.33,9.62,3.38,8.34,2.89,9.62,36.58,1.92,231,27,2.89,104.91,26.24,70.19,0,3.34

68,16:45-17:00,37,22.67,18,69.33,69.33,56.56,21.67,0,2.41,45.77,3.27,32.66,125.92,32.67,42,37,21.67,19,11,64.99,32.67,25.18,45.59,88,50,52.94,2.89,48.12,5.45,26.94,9.62,7.06,6.63,2.33,9.62,3.38,7.06,2.89,9.62,36.58,1.92,272.15,27,2.89,104.91,26.24,70.19,0,3.34

69,17:00-17:15,30,22.33,15,67.67,67.67,38.73,21.33,0,2.41,58.39,3.27,33,84.33,32,34,30,21.33,16,16.01,64.01,33,16.87,36.63,70,50,84.7,2.89,48.12,4.4,26.94,9.62,5.7,6.73,2.52,9.62,3.46,5.7,2.89,9.62,36.58,1.92,272.15,27,2.89,127.86,26.24,70.19,0,3.34

