Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/06/16/8791,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7663,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4973,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/07/5932,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4444
34,08:15-08:30,33,32.61,25.83,25.83,0,15.6,99.45,33,0,34,77.51,33,16,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,19,22,31,42.53,43,19.89,0,150.44,3.97,51.27,9.98,6.96,10.64,7.51,4.74,-0,26.93,28.27,70.53,6.96,26.93,14.99,5.39,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

35,08:30-08:45,33,33.21,16.67,16.67,0,15.6,112.66,33,0,40,49.99,33,16.67,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,22,22,36,48.89,43,22.53,0,150.44,3.97,51.27,9.98,7.93,10.64,7.51,5.51,-0,26.93,29.27,70.53,7.93,26.93,14.99,6.13,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

36,08:45-09:00,33,34.01,17.5,17.5,0,13.65,125.87,33,0,47,52.5,33,17.33,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,25,24,42,55.14,49,25.17,0,150.44,3.97,51.27,9.98,8.9,10.64,7.51,5.51,-0,26.93,29.27,70.53,8.9,26.93,14.99,6.88,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

37,09:00-09:15,33,34.01,18.33,18.33,0,13.65,138.04,33,0,51,55.01,33,18.33,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,27,27,46,60.84,53,27.61,0,150.44,3.97,51.27,10.29,9.68,10.64,7.51,3.24,-78.68,26.95,28.26,70.53,9.68,26.95,14.81,7.49,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

38,09:15-09:30,33,35.21,19.17,19.17,0,13.65,150.23,33,0,55,57.49,33,19,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,30,29,51,66.24,57,30.04,0,150.44,3.97,51.27,10.29,10.38,10.64,7.51,3.24,-78.68,26.95,28.26,70.53,10.38,26.95,14.81,8.02,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

39,09:30-09:45,33,36.01,20,20,0,13.65,162.41,33,0,62,60,33,20,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,32,31,55,71.4,62,32.48,0,150.44,3.97,51.27,10.29,11.06,10.64,7.51,3.24,-78.68,26.95,27.25,70.53,11.06,26.95,14.81,8.55,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

40,09:45-10:00,33,36.82,21.67,21.67,0,15.6,174.59,33,0,65,64.99,33,21.67,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,34,33,58,76.26,67,34.92,0,150.44,3.97,51.27,10.29,11.73,10.64,7.51,3.24,-78.68,26.95,27.25,70.53,11.73,26.95,14.81,9.06,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

41,10:00-10:15,33,37.42,23.33,23.33,0,15.6,184.06,33,0,73,70.01,33,20.33,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,36,37,61,73.33,73,36.81,0,150.44,3.99,51.27,10.14,12.13,10.64,7.51,5.51,-78.68,26.95,27.25,70.53,12.13,26.95,14.72,9.38,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

42,10:15-10:30,33,37.82,25,25,0,15.6,193.52,33,0,77,75,33,21.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,37,39,64,76.67,78,38.7,0,150.44,3.99,51.27,10.14,12.54,10.64,7.51,5.51,-78.68,26.95,27.25,70.53,12.54,26.95,14.72,9.69,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

43,10:30-10:45,33,38.22,23.33,23.33,0,15.6,207.04,33,0,89,70.01,33,23,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,39,43,67,80,87,41.41,0,150.44,3.99,51.27,10.14,12.96,10.64,6.85,5.51,-78.68,26.95,28.26,70.53,12.96,26.95,14.72,10.02,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

44,10:45-11:00,33,39.02,24.33,24.33,0,15.6,216.69,33,0,92,73.01,33,24,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,40,45,70,83.53,90,43.34,0,150.44,3.99,51.27,10.14,13.38,10.64,6.85,5.51,-78.68,26.95,28.26,70.53,13.38,26.95,14.72,10.34,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

45,11:00-11:15,33,35.01,25.33,25.33,0,15.6,222.21,33,0,98,76.01,33,20,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,41,45,84,90,90,44.44,0,150.44,3.99,51.27,9.98,13.77,10.64,5.63,5.51,-78.68,26.95,28.26,70.53,13.77,26.95,14.63,10.64,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

46,11:15-11:30,33,35.01,26.5,26.5,0,15.6,227.72,33,0,98,79.5,33,21.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,41,46,84,90,92,45.55,0,150.44,3.99,51.27,9.98,14.17,10.64,5.63,5.51,-78.68,26.95,27.25,70.53,14.17,26.95,14.63,10.94,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

47,11:30-11:45,33,39.02,21.67,21.67,0,15.6,243.25,33,0,98,64.99,33,23.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,42,44,78,100,88,48.65,0,168.55,3.99,51.27,9.98,14.58,10.64,5.63,5.51,-78.68,26.95,27.25,70.53,14.58,26.95,14.63,11.27,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

48,11:45-12:00,33,39.22,22,22,0,15.6,243.25,33,0,98,66,33,25.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,43,44,78,100,88,48.65,0,190.53,3.99,51.27,9.98,14.71,10.64,5.63,5.51,-78.68,26.95,27.25,70.53,14.71,26.95,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

49,12:00-12:15,33,43.02,22.5,22.5,0,15.6,243.25,33,0,98,67.5,33,22.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,43,44,78,100,88,48.65,0,210.44,3.99,51.27,9.36,14.71,10.72,6.09,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

50,12:15-12:30,33,43.02,22.83,22.83,0,15.6,243.25,33,0,98,68.51,33,23.33,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,43,44,78,100,88,48.65,0,227.87,3.99,51.27,9.36,14.71,10.72,6.09,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

51,12:30-12:45,33,43.02,24.17,24.17,0,34.13,243.25,33,0,98,72.49,33,24,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,43,42,75,100,83,48.65,0,243.78,3.99,51.27,9.36,14.71,10.72,6.09,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

52,12:45-13:00,33,43.02,25.33,25.33,0,34.13,243.25,33,0,98,76.01,33,24.33,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,43,42,75,100,83,48.65,0,243.78,3.99,51.27,9.36,14.71,10.72,6.09,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

53,13:00-13:15,33,43.02,26.5,26.5,0,34.13,243.25,33,0,97,79.5,33,25.33,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,42,42,75,100,83,48.65,0,204.51,3.99,51.27,9.36,14.71,10.72,6.29,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

54,13:15-13:30,33,43.02,27.67,27.67,0,59.1,239.75,33,0,95,82.99,33,25.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,41,42,75,100,83,47.95,0,209.06,3.99,51.27,9.36,14.71,10.72,6.29,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

55,13:30-13:45,33,43.02,33.33,33.33,0,61.45,234.5,33,0,93,100.01,33,31.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,40,43,75,100,87,46.9,0,247.76,3.99,51.27,9.52,14.71,10.72,6.29,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

56,13:45-14:00,33,43.02,33.33,33.33,0,61.15,230.12,33,0,91,100.01,33,32.33,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,39,43,75,100,87,46.03,0,273.53,3.99,78.36,9.52,14.71,10.72,6.29,5.51,-78.68,26.97,27.25,70.53,14.71,26.97,14.63,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

57,14:00-14:15,33,43.02,29.17,29.17,0,60.45,221.37,33,0,91,87.49,33,32.67,15.33,8.61,33.86,33.86,56.71,53.21,44.02,33.86,39,45,73,100,90,44.28,0,234.84,3.97,83.31,9.83,14.71,10.8,6.47,5.81,-78.68,26.97,26.25,70.53,14.71,26.97,14.72,11.36,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

58,14:15-14:30,33,43.02,29.17,29.17,0,59.44,211.51,33,0,89,87.49,33,32.67,15.33,8.61,33.86,33.86,56.71,53.21,44.02,33.86,38,45,72,94.22,90,42.3,0,196.14,3.97,83.31,9.83,14.6,10.8,6.47,5.81,-78.68,26.97,27.25,70.53,14.6,26.97,14.72,11.29,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

59,14:30-14:45,33,43.02,29.17,29.17,0,56.03,202.64,33,0,87,87.49,33,33.33,15.33,8.61,33.86,33.86,56.71,53.21,44.02,33.86,36,43,70,88,87,40.53,0,157.44,3.97,83.31,10.14,14.5,10.8,6.47,5.81,-78.68,26.97,27.25,70.53,14.5,26.97,14.72,11.2,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

60,14:45-15:00,33,43.02,29.17,29.17,0,52.28,193.78,33,0,85,87.49,33,33.67,15.33,8.61,33.86,33.86,56.71,53.21,44.02,33.86,35,41,69,81.96,81,38.76,0,150.44,3.97,83.31,10.14,14.43,10.8,6.47,5.81,-78.68,26.97,27.25,70.53,14.43,26.97,14.72,11.15,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

61,15:00-15:15,33,43.02,29.17,29.17,0,48.32,180.92,33,0,83,87.49,33,30.67,15.33,8.61,33.86,33.86,56.71,53.21,44.02,33.86,34,38,64,78.28,77,36.18,0,158,3.97,83.31,10.53,14.04,10.8,7.03,5.81,-78.68,26.97,28.26,70.53,14.04,26.97,15.09,10.85,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

