Block,Time,KISHANGANGA,KKNP,KKNPPU2,NJPC,ANTA_GF,AURY_GF,DADRI_LF,DULHASTI,FSTPP I & II,KOLDAM,RIHAND3,TEHRI,TEHRIPSP,UNCHAHAR4,DADRI_RF,BSIUL,KHSTPP-II,NAPP,NLCEXP,RAPPB,RSTPSU1TO6,SALAL,TelanganaSTPP,VALLURNTECL,ANTA_LF,AURY_LF,DADRT2,DHAULIGNGA,NTPL,RAPPC,SIMHST2,SINGRAULI_HYDRO,URI2,DADRI_GF,CHAMERA2,CHAMERA3,NLCTS2EXP,NNTPP,PARBATI2,SASAN,SEWA2,SINGRAULI,TALA,TALST2,TANAKPUR,UNCHAHAR1,UNCHAHAR3,URI,ANTA_CRF,DADRI_CRF,CHAMERA1,JHAJJAR,KHSTPP-I,KUDGI,NLCIIST1,NLCIIST2,PARBATI3,RIHAND2,AURY_RF,BRBCL,MAPS,RAMPUR,SIMHST1,AURY_CRF,KGSU1AND2,KGSU3AND4,KOTESHWR,RAPPD,RIHAND1,RSTPSU7,TANDA2,UNCHAHAR2,ANTA_RF
9,02:00-02:15,8.71,0,0,181.16,0,0,0,58.79,15.6,2.42,92.37,18.82,0,2.48,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,5.22,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.28,45.11,51.93

10,02:15-02:30,8.71,0,0,181.16,0,0,0,58.79,15.6,2.42,92.37,18.82,0,2.48,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.28,45.1,51.93

11,02:30-02:45,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,92.37,18.82,0,2.39,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.02,45.1,51.93

12,02:45-03:00,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,92.37,18.82,0,2.39,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.02,45.1,51.93

13,03:00-03:15,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,92.37,18.82,0,2.39,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.02,45.1,52.32

14,03:15-03:30,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,92.37,18.82,0,2.39,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.02,45.1,52.32

15,03:30-03:45,8.71,0,0,181.16,0,0,0,58.79,15.6,7.26,92.37,18.82,0,2.39,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.02,45.62,52.32

16,03:45-04:00,8.71,0,0,181.16,0,0,0,58.79,15.6,7.26,92.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.48,45.62,52.32

17,04:00-04:15,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.48,45.62,52.32

18,04:15-04:30,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.53,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.48,45.62,52.32

19,04:30-04:45,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.39,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.48,45.62,52.32

20,04:45-05:00,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,550.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1,0,1.41,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,96.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,64.81,0,3.48,45.62,52.32

21,05:00-05:15,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,99.07,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,690.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0.61,0,9.48,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,105.4,78.22,20,0,7.04,0,0,0,0,7.54,26.14,71.31,0,3.48,45.62,52.32

22,05:15-05:30,8.71,0,0,181.16,0,0,0,58.79,15.6,7.26,99.07,9.41,0,3.98,76.68,13.04,148.3,24.89,0,0,0,80.18,0,0,0,0,690.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0.38,0,9.48,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,105.4,78.22,20,0,7.04,0,0,0,0,7.54,26.14,71.31,0,3.48,45.62,52.32

23,05:30-05:45,8.71,0,0,181.16,0,0,0,58.79,15.6,7.26,99.07,9.41,0,3.98,76.68,13.04,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,9.48,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,105.4,78.22,20,0,7.04,0,0,0,0,7.54,26.14,71.31,0,3.48,45.62,52.32

24,05:45-06:00,8.71,0,0,181.16,0,0,0,58.79,15.6,7.26,99.07,9.41,0,2.54,76.68,13.04,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,32.89,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,9.48,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,105.4,78.22,20,0,7.04,0,0,0,0,7.54,26.14,71.31,0,3.48,45.62,52.32

25,06:00-06:15,8.71,0,0,181.16,0,0,0,58.79,15.6,7.26,132.37,0,0,2.39,76.68,19.56,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,5.13,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.02,45.1,52.32

26,06:15-06:30,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,2.39,76.68,19.56,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,67.63,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.02,45.62,52.32

27,06:30-06:45,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,19.56,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,52.32

28,06:45-07:00,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,13.04,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,52.32

29,07:00-07:15,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,13.04,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.93

30,07:15-07:30,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,13.04,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.93

31,07:30-07:45,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,13.04,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.93

32,07:45-08:00,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,13.04,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,0,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.93

33,08:00-08:15,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.27

34,08:15-08:30,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,85.41,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.27

35,08:30-08:45,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.27

36,08:45-09:00,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,7.54,26.14,99.81,0,3.48,45.62,51.27

37,09:00-09:15,8.71,0,0,181.16,0,0,0,58.79,15.6,4.84,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

38,09:15-09:30,8.71,0,0,181.16,0,0,0,58.79,15.6,4.36,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,59.18,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

39,09:30-09:45,8.71,0,0,181.16,0,0,0,58.79,15.6,3.91,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.89,0,0,42.15,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

40,09:45-10:00,8.71,0,0,181.16,0,0,0,58.79,15.6,1.96,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.89,0,0,28.1,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

41,10:00-10:15,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.89,0,0,28.1,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

42,10:15-10:30,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,1.76,0,3.45,21.83,27.99,51.89,0,0,28.1,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

43,10:30-10:45,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,51.34,0,0,14.05,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

44,10:45-11:00,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,51.34,0,0,0,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,51.27

45,11:00-11:15,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,50.62

46,11:15-11:30,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,126.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,50.62

47,11:30-11:45,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,59.2,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,50.62

48,11:45-12:00,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,59.2,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,50.62

49,12:00-12:15,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,59.2,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,49.95

50,12:15-12:30,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,59.2,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,49.95

51,12:30-12:45,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,59.2,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,49.95

52,12:45-13:00,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,0,0,3.98,76.68,11,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,0,447.23,45.83,0,0,0,50.72,59.2,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,49.95

53,13:00-13:15,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,7.64,0,3.98,76.68,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,0,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,39.96,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,4.7,447.23,45.83,0,0,0,43.03,59.2,78.22,20,0,7.04,0,0,0,0,10.44,26.14,99.81,0,3.48,45.62,49.95

54,13:15-13:30,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,10.97,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,39.96,418.77,0,155.58,2.06,0,3.45,21.83,27.99,52.99,0,0,22.75,447.23,45.83,0,0,0,43.03,59.2,78.22,20,0,7.04,0,0,0,0,20.88,26.14,99.81,0,3.48,45.62,49.3

