Block,Time,L_NR_2019_06,L_NR_2021_12,LT-36,L_NR_2022_08,L_NR_2021_16,L_NR_2021_13,L_NR_2019_11,L_NR_2018_61,L_NR_2022_09,L_NR_2020_02,SH-06,L_NR_2020_06,L_NR_2021_15,LT-05,L_NR_2020_05,LT-59,L_NR_2019_07,L_NR_2021_17,L_NR_2021_14,L_NR_2022_10,SH-07,L_NR_2019_05,L_NR_2019_19,LT-35,L_NR_2020_07,L_NR_2012_01,LT_MEJA_Delhi,L_NR_2012_02,L_NR_2012_07,LT-31,L_NR_2012_04
20,04:45-05:00,0,0,0.000000,13.79,0,0,6.920000,5.46,72.43,6.320000,29.490000,39.48,0,107.930000,118.44,6.850000,0,0,0,72.43,29.490000,0,0.000000,0.000000,39.49,52.210000,5.220000,165.020000,46.920000,0.000000,271.910000

21,05:00-05:15,0,0,0.000000,11.54,0,0,6.920000,5.27,72.57,6.140000,29.490000,39.83,0,107.930000,119.5,6.850000,0,0,0,72.57,29.490000,0,0.000000,0.000000,39.84,52.210000,5.220000,165.020000,46.920000,0.000000,271.910000

22,05:15-05:30,0,0,0.000000,11.66,0,0,6.920000,5.09,72.36,6.140000,29.490000,40.16,0,107.930000,120.47,6.850000,0,0,0,72.36,29.490000,0,0.000000,0.000000,40.16,52.210000,5.220000,165.020000,46.920000,0.000000,271.910000

23,05:30-05:45,0,0,0.000000,11.75,0,0,6.920000,4.83,72.65,6.140000,29.490000,40.58,0,107.930000,121.75,6.850000,0,0,0,72.65,29.490000,0,0.980000,0.000000,40.6,52.210000,5.220000,165.020000,46.920000,0.000000,271.910000

24,05:45-06:00,0,0.06,0.000000,11.79,1.1,0.01,6.920000,4.6,72.59,6.140000,29.490000,39.86,0.32,107.930000,119.59,6.850000,0,0.55,0,72.59,29.490000,0,4.950000,0.000000,39.87,52.210000,5.220000,165.020000,46.920000,0.000000,271.910000

25,06:00-06:15,16.47,2.94,0.090000,11.89,3.39,0.59,6.920000,4.39,72.55,6.140000,29.490000,40.82,0.76,107.930000,122.46,6.690000,1.4,1.7,0.03,72.55,29.490000,14.25,9.410000,0.090000,40.81,52.210000,5.220000,165.020000,46.920000,0.090000,271.910000

26,06:15-06:30,27.51,7.95,0.370000,12.08,6.31,1.59,6.920000,4.15,72.65,6.140000,29.490000,40.35,1.96,70.570000,121.07,6.690000,3.86,3.15,0.03,72.65,29.490000,23.41,14.050000,0.360000,40.36,52.210000,5.220000,123.750000,33.820000,0.360000,232.030000

27,06:30-06:45,33,14.08,0.470000,12.12,9.89,2.81,6.920000,7.12,72.55,6.140000,29.490000,40.68,3.2,70.570000,122.04,7.320000,11.17,4.94,1.24,72.55,29.490000,33,19.460000,0.460000,40.69,52.210000,5.220000,123.750000,33.820000,0.460000,193.360000

28,06:45-07:00,31.09,21.66,0.980000,12.2,13.9,4.33,6.920000,7.24,72.59,6.140000,29.490000,41.03,4.94,70.570000,123.08,7.320000,17.28,6.95,3.66,72.59,29.490000,31.08,25.700000,0.950000,41.03,52.210000,5.220000,123.750000,33.820000,0.950000,151.480000

29,07:00-07:15,26.77,32.53,1.690000,12.84,18.6,6.5,6.770000,7.23,72.65,5.950000,29.490000,41.1,7.17,70.570000,123.31,7.320000,25.92,9.3,7.16,72.65,29.490000,26.76,32.620000,1.650000,41.1,52.210000,5.220000,123.750000,33.820000,1.650000,151.480000

30,07:15-07:30,26.48,46.37,2.590000,12.65,23.66,9.27,6.770000,7.21,72.48,5.950000,29.490000,41.26,9.81,70.570000,123.76,7.320000,26.48,11.83,11.93,72.48,29.490000,26.49,40.110000,2.520000,41.25,52.210000,5.220000,123.750000,33.820000,2.520000,151.480000

31,07:30-07:45,26.48,62.71,3.760000,12.73,18.67,12.54,6.770000,7.2,72.42,5.950000,29.490000,40.4,12.61,70.570000,121.21,7.320000,26.48,9.33,17.83,72.42,29.490000,26.49,46.840000,3.670000,40.42,52.210000,5.220000,123.750000,33.820000,3.670000,193.360000

32,07:45:08:00,26.48,80.68,4.920000,12.68,25.33,16.14,6.770000,7.26,72.6,5.950000,29.490000,40.69,15.6,70.570000,122.07,7.320000,26.48,12.67,24.55,72.6,29.490000,26.49,55.320000,4.800000,40.69,52.210000,5.220000,123.750000,33.820000,4.800000,193.360000

33,08:00-08:15,32.33,99.3,6.020000,12.85,34.67,19.86,6.770000,7.17,72.34,5.950000,29.490000,41.29,20.8,70.570000,123.87,7.320000,32.33,17.33,29.66,72.34,29.490000,32.34,62.270000,5.880000,41.29,52.210000,5.220000,123.750000,33.820000,5.880000,193.360000

34,08:15-08:30,32.33,118.13,7.140000,12.93,42,23.63,6.770000,7.13,72.58,5.950000,29.490000,40.57,24.26,70.570000,121.72,7.320000,32.33,21,37.18,72.58,29.490000,32.34,68.020000,6.960000,40.58,52.210000,5.220000,123.750000,33.820000,6.960000,193.360000

35,08:30-08:45,32.33,136.71,8.100000,12.96,48.67,27.34,7.390000,7.23,72.54,7.150000,29.490000,40.81,27.35,70.570000,122.42,7.320000,32.33,24.33,44.12,72.54,29.490000,32.34,73.290000,7.910000,40.8,52.210000,5.220000,123.750000,33.820000,7.910000,193.360000

36,08:45:09:00,32.33,154.66,9.260000,12.93,56,30.93,7.390000,7.15,72.66,7.150000,29.490000,40.98,30.11,70.570000,122.94,7.320000,32.33,28,50.92,72.66,29.490000,32.34,77.910000,9.040000,40.99,52.210000,5.220000,123.750000,33.820000,9.040000,193.360000

37,09:00:09:15,32.33,158.38,10.250000,12.97,54,31.67,7.390000,7.22,72.38,7.070000,29.490000,40.46,32.59,70.570000,121.37,7.320000,32.33,27,56.44,72.38,29.490000,32.34,82.250000,10.000000,40.45,52.210000,5.220000,123.750000,33.820000,10.000000,232.030000

38,09:15-09:30,32.33,175.63,10.950000,13.99,58.67,35.12,7.390000,7.27,72.51,7.070000,29.490000,41.22,34.83,70.570000,123.64,7.320000,32.33,29.33,62.28,72.51,29.490000,32.34,87.970000,10.690000,41.21,52.210000,5.220000,123.750000,33.820000,10.690000,232.030000

39,09:30-09:45,32.33,191.29,11.740000,14.15,66.67,38.26,8.070000,7.32,72.36,7.070000,29.490000,40.84,39.09,70.570000,122.52,7.770000,32.33,33.33,70.44,72.36,29.490000,32.34,92.530000,11.450000,40.85,52.210000,5.220000,123.750000,33.820000,11.450000,232.030000

40,09:45-10:00,32.33,201.82,12.530000,14.01,75.34,40.36,8.070000,7.4,72.43,7.070000,29.490000,40.33,41.52,70.570000,120.98,7.770000,32.33,37.66,75.16,72.43,29.490000,32.34,95.630000,12.220000,40.31,52.210000,5.220000,123.750000,33.820000,12.220000,232.030000

41,10:00-10:15,32.33,218.26,13.230000,14.33,82,43.65,8.070000,7.37,72.34,6.970000,29.490000,41.39,43.39,70.570000,124.18,7.770000,32.33,41,79.71,72.34,29.490000,32.34,98.470000,12.910000,41.4,52.210000,5.220000,123.750000,33.820000,12.910000,232.030000

42,10:15-10:30,32.33,230.54,13.830000,14.16,88,46.11,8.070000,7.32,72.43,6.970000,29.490000,41.1,44.56,70.570000,123.31,7.770000,32.33,44,83.98,72.43,29.490000,32.34,100.780000,13.500000,41.1,52.210000,5.220000,123.750000,33.820000,13.500000,232.030000

43,10:30-10:45,32.33,233.33,14.340000,14.32,90.67,46.67,8.070000,7.32,72.4,6.970000,26.170000,40.62,45.46,70.570000,121.85,7.620000,32.33,45.33,86.89,72.4,26.170000,32.34,103.180000,14.000000,40.61,52.210000,5.220000,123.750000,33.820000,14.000000,232.030000

44,10:45-11:00,32.33,233.33,14.800000,14.53,90.67,46.67,8.070000,7.44,72.6,6.970000,26.170000,40.33,46.08,70.570000,121,7.620000,32.33,45.33,88.31,72.6,26.170000,32.34,106.220000,14.430000,40.33,52.210000,5.220000,123.750000,33.820000,14.430000,232.030000

45,11:00-11:15,32.33,233.33,16.390000,14.42,90,46.67,8.070000,18.13,72.51,6.970000,26.660000,41.21,49.34,70.570000,123.64,7.620000,32.33,45,89.33,72.51,26.660000,32.34,109.760000,16.000000,41.21,52.210000,5.220000,123.750000,33.820000,16.000000,232.030000

46,11:15-11:30,32.33,233.33,16.730000,14.3,90,46.67,8.070000,17.74,72.62,6.970000,26.660000,40.93,50,70.570000,122.78,7.620000,32.33,45,90.19,72.62,26.660000,32.34,112.720000,16.320000,40.92,52.210000,5.220000,123.750000,33.820000,16.320000,232.030000

47,11:30-11:45,32.33,233.33,16.960000,14.6,89.34,46.67,8.070000,17.06,72.42,6.970000,26.660000,40.98,50,70.570000,122.95,7.620000,32.33,44.66,90.26,72.42,26.660000,32.34,113.640000,16.550000,40.99,52.210000,5.220000,123.750000,33.820000,16.550000,232.030000

48,11:45-12:00,32.33,233.33,17.320000,14.52,89.34,46.67,8.070000,16.07,72.66,6.970000,26.660000,40.7,50,70.570000,122.1,7.620000,32.33,44.66,90.24,72.66,26.660000,32.34,111.730000,16.890000,40.69,52.210000,5.220000,123.750000,33.820000,16.890000,232.030000

49,12:00-12:15,32.33,233.33,17.340000,14.5,88.67,46.67,7.920000,15.27,72.36,7.120000,26.660000,40.31,50,70.570000,120.92,7.460000,32.33,44.33,90.23,72.36,26.660000,32.34,116.030000,16.920000,40.3,52.210000,5.220000,123.750000,33.820000,16.920000,271.910000

50,12:15-12:30,32.33,233.33,17.380000,14.41,88.67,46.67,7.920000,9.04,72.46,7.120000,26.660000,41.01,49.77,70.570000,123.03,7.460000,32.33,44.33,90.25,72.46,26.660000,32.34,109.290000,16.960000,41.01,52.210000,5.220000,123.750000,33.820000,16.960000,271.910000

51,12:30-12:45,32.33,233.33,17.350000,14.41,89.34,46.67,7.920000,9.1,72.54,7.120000,26.660000,40.93,50,70.570000,122.78,6.230000,32.33,44.66,90.24,72.54,26.660000,32.34,107.890000,16.930000,40.92,52.210000,5.150000,123.750000,33.820000,16.930000,271.910000

52,12:45-13:00,32.33,233.33,17.410000,14.3,90,46.67,7.920000,9.08,72.63,7.120000,26.660000,40.47,49.96,70.570000,121.4,7.000000,32.33,45,90.23,72.63,26.660000,32.34,106.960000,16.980000,40.47,52.210000,5.150000,123.750000,33.820000,16.980000,271.910000

53,13:00-13:15,32.33,233.33,17.330000,14.54,90.67,46.67,7.920000,9.1,72.45,6.510000,26.660000,40.81,49.39,70.570000,122.43,7.000000,32.33,45.33,90.25,72.45,26.660000,32.34,105.820000,16.900000,40.8,52.210000,5.150000,123.750000,33.820000,16.900000,271.910000

54,13:15-13:30,32.33,233.33,17.210000,14.5,90.67,46.67,7.920000,9.03,72.51,6.510000,26.660000,40.5,48.31,70.570000,121.49,7.000000,32.33,45.33,90.25,72.51,26.660000,32.34,105.580000,16.800000,40.49,52.210000,5.150000,123.750000,33.820000,16.800000,271.910000

55,13:30-13:45,32.33,233.33,17.010000,14.43,91.34,46.67,7.530000,9.17,72.66,6.510000,26.660000,40.58,47.01,70.570000,121.75,7.150000,32.33,45.66,89.73,72.66,26.660000,32.34,113.600000,16.590000,40.58,52.210000,5.150000,123.750000,33.820000,16.590000,271.910000

56,13:45-14:00,32.33,233.33,16.580000,14.34,92.67,46.67,7.530000,9.15,72.45,6.510000,26.660000,40.53,45.64,70.570000,121.6,7.150000,32.33,46.33,85.95,72.45,26.660000,32.34,111.530000,16.180000,40.54,52.210000,5.150000,123.750000,33.820000,16.180000,271.910000

57,14:00-14:15,32.33,233.33,16.320000,14.29,95.56,46.67,7.530000,7.26,72.62,6.790000,26.660000,40.9,44.83,70.570000,122.68,7.150000,32.33,47.77,82.22,72.62,26.660000,32.34,107.000000,15.920000,40.89,52.210000,5.150000,122.780000,32.870000,15.920000,271.910000

58,14:15-14:30,32.33,233.33,16.010000,14.49,92.48,46.67,7.530000,7.27,72.58,6.790000,26.660000,40.25,43.51,79.100000,120.75,7.150000,32.33,46.23,81.06,72.58,26.660000,32.34,99.740000,15.620000,40.26,52.210000,5.150000,164.060000,32.870000,15.620000,271.910000

59,14:30-14:45,32.33,233.33,15.280000,14.35,89.07,46.67,7.530000,7.25,72.46,6.790000,26.660000,40.91,41.72,107.930000,122.72,7.150000,32.33,44.53,80.08,72.46,26.660000,32.34,91.380000,14.900000,40.91,52.210000,5.150000,164.060000,50.920000,14.900000,271.910000

60,14:45-15:00,32.33,228.26,14.740000,14.43,85.15,45.65,7.530000,7.32,72.61,6.790000,26.660000,40.39,39.63,107.930000,121.18,7.150000,32.33,42.57,78.45,72.61,26.660000,32.34,83.050000,14.380000,40.39,52.210000,5.150000,164.060000,50.920000,14.380000,271.910000

61,15:00-15:15,32.33,216.33,12.960000,14.32,80.25,43.27,7.840000,7.29,72.53,7.070000,26.660000,40.71,37.31,107.930000,122.14,7.150000,32.33,40.12,74.73,72.53,26.660000,32.34,80.380000,12.640000,40.72,52.210000,5.150000,164.060000,50.920000,12.640000,271.910000

62,15:15-15:30,32.33,204.94,12.190000,14.51,74.31,40.99,7.840000,7.68,72.64,7.070000,26.660000,40.4,34.82,107.930000,121.19,7.150000,32.33,37.15,70.45,72.64,26.660000,32.34,75.540000,11.890000,40.38,52.210000,5.150000,164.060000,50.920000,11.890000,271.910000

63,15:30-15:45,32.33,183.8,11.560000,14.4,67.96,36.76,7.840000,8.02,72.47,7.070000,26.660000,41.4,31.81,107.930000,124.19,7.310000,32.33,33.98,66.47,72.47,26.660000,32.34,69.350000,11.280000,41.39,52.210000,5.150000,164.060000,50.920000,11.280000,271.910000

64,15:45-16:00,32.33,171.27,10.740000,14.56,61.47,34.26,7.840000,10.9,72.63,7.070000,26.660000,41.06,29.49,107.930000,123.19,7.310000,32.33,30.73,61.31,72.63,26.660000,32.34,62.150000,10.480000,41.07,52.210000,5.150000,164.060000,50.920000,10.480000,271.910000

65,16:00-16:15,32.33,154.11,9.710000,14.47,55.52,30.82,7.920000,11,72.37,7.430000,26.660000,40.76,26.97,107.930000,122.28,7.310000,32.33,27.75,56.13,72.37,26.660000,32.34,54.990000,9.470000,40.76,52.210000,5.150000,164.060000,50.920000,9.470000,271.910000

66,16:15-16:30,32.33,139.94,9.000000,14.41,50.06,27.99,7.920000,11.13,72.6,7.430000,26.660000,40.49,24.24,107.930000,121.46,7.310000,32.33,25.03,50.92,72.6,26.660000,32.34,47.590000,8.780000,40.48,52.210000,5.150000,165.020000,50.920000,8.780000,271.910000

67,16:30-16:45,32.33,129.47,7.830000,14.58,44.37,25.89,7.690000,12.53,72.4,7.430000,26.660000,40.6,21.93,107.930000,121.79,7.310000,32.33,22.18,45.18,72.4,26.660000,32.34,39.780000,7.640000,40.59,52.210000,5.150000,174.690000,50.920000,7.640000,271.910000

68,16:45-17:00,32.33,116.26,6.750000,14.45,38.22,23.26,7.690000,14.06,72.53,7.430000,26.660000,40.35,19.49,107.930000,121.06,7.310000,32.33,19.11,39,72.53,26.660000,32.34,32.200000,6.590000,40.35,52.210000,5.150000,165.020000,50.920000,6.590000,271.910000

69,17:00-17:15,33,89.74,5.690000,14.38,31.5,17.94,7.690000,15.83,72.49,6.510000,26.660000,40.78,17.29,107.930000,122.35,7.540000,24.01,15.75,32.52,72.49,26.660000,33,25.320000,5.540000,40.78,52.210000,5.150000,193.060000,50.920000,5.540000,271.910000

70,17:15-17:30,33,72.14,4.600000,14.42,24.67,14.42,7.690000,15.9,72.42,6.510000,26.660000,41.36,14.68,107.930000,124.07,7.540000,14.39,12.33,26.34,72.42,26.660000,33,19.400000,4.490000,41.36,52.210000,5.150000,241.400000,50.600000,4.490000,271.910000

71,17:30-17:45,29.19,56.05,3.560000,14.45,18.7,11.21,7.690000,17.47,72.49,6.510000,26.660000,40.56,11.75,66.390000,121.68,7.540000,8.39,9.35,20.07,72.49,26.660000,21.31,14.480000,3.470000,40.57,52.210000,5.150000,209.490000,32.550000,3.470000,271.910000

72,17:45-18:00,17.89,39.55,2.620000,14.48,13.5,7.91,7.690000,19.69,72.38,6.510000,26.660000,41.05,8.98,66.390000,123.15,7.540000,2.59,6.75,14.13,72.38,26.660000,12.2,10.220000,2.560000,41.05,52.210000,5.150000,211.420000,32.550000,2.560000,271.910000

73,18:00-18:15,0,30.93,1.760000,14.49,9.06,6.18,7.840000,21.76,72.48,6.690000,26.660000,40.21,6.59,70.570000,120.63,7.000000,0,4.53,9.06,72.48,26.660000,0,6.890000,1.720000,40.21,52.210000,5.150000,220.340000,32.550000,1.720000,271.910000

74,18:15-18:30,0,21.49,1.240000,14.34,5.96,4.3,7.840000,21.93,72.59,6.690000,26.660000,40.56,4.66,70.570000,121.68,7.000000,0,2.98,5.23,72.59,26.660000,0,3.900000,1.210000,40.56,52.210000,5.150000,220.340000,32.550000,1.210000,271.910000

75,18:30-18:45,0,13.75,0.000000,12.95,3.62,2.75,7.840000,27.12,72.59,6.690000,26.660000,41.39,2.56,70.570000,124.16,7.000000,0,1.81,2.61,72.59,26.660000,0,1.930000,0.000000,41.37,52.210000,6.270000,172.000000,32.550000,0.000000,271.910000

76,18:45-19:00,0,7.74,0.000000,12.92,2.08,1.54,7.840000,27.14,72.61,6.690000,26.660000,40.92,1.08,94.840000,122.75,7.000000,0,1.04,0.8,72.61,26.660000,0,0.680000,0.000000,40.9,52.210000,6.570000,171.790000,50.600000,0.000000,271.910000

77,19:00-19:15,0,3.44,0.000000,12.96,0.9,0.69,8.610000,26.47,72.56,6.510000,24.640000,40.7,0.09,103.380000,122.1,6.770000,0,0.45,0.03,72.56,24.640000,0,0.000000,0.000000,40.69,81.210000,6.740000,261.620000,63.400000,0.000000,271.910000

78,19:15-19:30,0,0.06,0.000000,12.92,0.17,0.02,8.610000,26.07,72.54,6.510000,24.640000,40.67,0,107.930000,122.03,6.770000,0,0.08,0,72.54,24.640000,0,0.000000,0.000000,40.68,101.270000,6.740000,261.620000,63.400000,0.000000,271.910000

79,19:30-19:45,0,0,0.000000,12.97,0,0,8.610000,25.63,72.56,6.510000,24.640000,40.44,0,107.930000,121.31,6.770000,0,0,0,72.56,24.640000,0,0.000000,0.000000,40.43,101.270000,6.740000,261.620000,63.400000,0.000000,271.910000

80,19:45-20:00,0,0,0.000000,12.92,0,0,8.610000,25.13,72.58,6.510000,24.640000,40.39,0,107.930000,121.18,6.770000,0,0,0,72.58,24.640000,0,0.000000,0.000000,40.39,101.270000,6.740000,261.620000,63.400000,0.000000,271.910000

81,20:00-20:15,0,0,0.000000,12.95,0,0,8.610000,33.34,72.56,6.320000,23.590000,41.39,0,107.930000,124.16,6.770000,0,0,0,72.56,23.590000,0,0.000000,0.000000,41.37,101.270000,6.740000,261.620000,81.460000,0.000000,271.910000

82,20:15-20:30,0,0,0.000000,12.9,0,0,8.610000,33.09,72.54,6.320000,23.590000,40.15,0,107.930000,120.46,6.770000,0,0,0,72.54,23.590000,0,0.000000,0.000000,40.17,101.270000,6.740000,261.620000,81.460000,0.000000,271.910000

83,20:30-20:45,0,0,0.000000,12.92,0,0,8.610000,32.28,72.49,6.320000,25.910000,40.34,0,107.930000,121.03,7.310000,0,0,0,72.49,25.910000,0,0.000000,0.000000,40.35,101.270000,6.740000,261.620000,81.460000,0.000000,271.910000

84,20:45-21:00,0,0,0.000000,12.92,0,0,8.610000,30.88,72.37,6.320000,25.910000,40.55,0,107.930000,121.65,7.310000,0,0,0,72.37,25.910000,0,0.000000,0.000000,40.56,101.270000,6.740000,261.620000,81.460000,0.000000,271.910000

85,21:00-21:15,0,0,0.000000,12.92,0,0,8.300000,30.68,72.51,6.140000,26.170000,40.65,0,107.930000,121.95,7.310000,0,0,0,72.51,26.170000,0,0.000000,0.000000,40.65,101.270000,6.780000,261.620000,81.460000,0.000000,271.910000

86,21:15-21:30,0,0,0.000000,12.91,0,0,8.300000,29.68,72.37,6.140000,26.170000,40.53,0,107.930000,121.61,7.310000,0,0,0,72.37,26.170000,0,0.000000,0.000000,40.54,101.270000,6.780000,261.620000,81.460000,0.000000,271.910000

87,21:30-21:45,0,0,0.000000,12.9,0,0,8.300000,24.07,72.61,6.140000,26.170000,40.47,0,107.930000,121.42,7.310000,0,0,0,72.61,26.170000,0,0.000000,0.000000,40.47,101.270000,6.780000,261.620000,81.460000,0.000000,271.910000

88,21:45-22:00,0,0,0.000000,12.9,0,0,8.300000,22.32,72.4,6.140000,26.170000,40.96,0,107.930000,122.88,7.310000,0,0,0,72.4,26.170000,0,0.000000,0.000000,40.96,101.270000,6.780000,261.620000,81.460000,0.000000,271.910000

89,22:00-22:15,0,0,0.000000,12.96,0,0,8.300000,20.84,72.47,6.040000,26.170000,40.87,0,107.930000,122.62,7.150000,0,0,0,72.47,26.170000,0,0.000000,0.000000,40.88,72.270000,3.290000,226.150000,68.980000,0.000000,271.910000

90,22:15-22:30,0,0,0.000000,12.88,0,0,8.300000,19.33,72.64,6.040000,26.170000,40.72,0,107.930000,122.15,7.150000,0,0,0,72.64,26.170000,0,0.000000,0.000000,40.71,53.170000,3.290000,226.150000,68.980000,0.000000,271.910000

91,22:30-22:45,0,0,0.000000,12.95,0,0,8.300000,18.82,72.49,6.040000,26.170000,40.41,0,70.570000,121.23,7.150000,0,0,0,72.49,26.170000,0,0.000000,0.000000,40.4,53.170000,3.820000,177.810000,50.920000,0.000000,271.910000

92,22:45-23:00,0,0,0.000000,12.97,0,0,8.300000,21.94,72.51,6.040000,26.170000,40.82,0,70.570000,122.46,7.150000,0,0,0,72.51,26.170000,0,0.000000,0.000000,40.81,53.170000,3.820000,165.990000,50.920000,0.000000,271.910000

93,23:00-23:15,0,0,0.000000,12.96,0,0,8.000000,21.73,72.62,5.950000,26.090000,41.29,0,70.570000,123.86,7.150000,0,0,0,72.62,26.090000,0,0.000000,0.000000,41.28,53.170000,3.820000,165.990000,50.920000,0.000000,271.910000

94,23:15-23:30,0,0,0.000000,12.94,0,0,8.000000,21.59,72.53,5.950000,26.090000,40.44,0,70.570000,121.33,7.150000,0,0,0,72.53,26.090000,0,0.000000,0.000000,40.45,53.170000,3.820000,165.990000,50.920000,0.000000,271.910000

95,23:30-23:45,0,0,0.000000,12.88,0,0,8.000000,20.86,72.62,5.950000,26.090000,40.86,0,70.570000,122.59,0.000000,0,0,0,72.62,26.090000,0,0.000000,0.000000,40.87,53.170000,3.820000,165.990000,50.920000,0.000000,271.910000

