Block,Time Block,NNTPP,NTPL,PARBATI3,NLCTS2EXP,RAMPUR,RIHAND3,SALAL,SEWA2,RAPPC,RIHAND2,SASAN,RAPPB,SIMHST1,RSTPSU1TO6,RIHAND1,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,NLCIIST1,NLCIIST2,NJPC,MAPS,NAPP,NLCEXP,KGSU1AND2,KGSU3AND4,KOLDAM,KUDGI,KOTESHWR,JHAJJAR,KKNP,KKNPPU2,CHAMERA3,DADRT2,CHAMERA2,DULHASTI,DHAULIGNGA,FSTPP I & II,BSIUL,CHAMERA1,BRBCL,KHSTPP-II,KHSTPP-I,KISHANGANGA,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,UNCHAHAR2,ANTA_GF,AURY_CRF,URI,AURY_RF,VALLURNTECL,ANTA_CRF,DADRI_RF,DADRI_LF,UNCHAHAR1,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,TEHRI,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,546.53,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,59.67,26.77,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,524.29,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,59.67,25.66,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,520.45,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,59.67,25.66,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,538.69,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,59.67,25.66,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,541.57,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,59.67,25.66,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,538.69,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,59.67,25.66,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,550.21,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,604.13,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,251.21,0,0,0,628.13,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,306.89,0,0,0,655.81,0,15.82,0,17.47,12.52,0,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,11.43,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,364.49,0,0,9.29,655.81,0,15.82,0,17.47,12.52,0,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,11.43,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,9.29,655.48,0,15.82,0,17.47,12.52,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,22.87,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,19.08,0,19.58,0,0,0,0,0,8.52,417.26,0,0,9.29,655.48,12.64,15.82,0,17.47,12.52,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,34.29,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,41.82,0,19.58,0,0,0,0,0,8.52,417.26,0,0,9.29,655.48,12.64,15.82,8.77,17.47,12.52,0,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,34.29,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,67.36,0,19.58,0,0,0,0,0,8.52,417.26,0,0,9.29,655.48,12.64,15.82,8.77,17.47,12.52,13.43,19.2,142.37,43.71,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,34.29,0,0,0,0,0,0

25,06:00-06:15,0,0,3.67,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,67.36,0,19.58,0,0,0,0,0,8.52,417.26,0,0,9.29,655.48,12.64,15.82,8.77,17.47,12.52,13.43,19.2,142.37,43.71,0,0,0,0,0,25.82,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,34.29,0,0,0,0,0,0

26,06:15-06:30,0,0,15.88,0,0,59.67,12.83,10.11,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,89.82,0,19.58,0,0,0,0,0,17.04,417.26,0,0,18.58,655.48,25.29,31.64,17.54,17.47,12.52,26.93,19.2,142.37,43.71,0,0,0,0,0,25.82,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,45.72,0,0,0,0,0,0

27,06:30-06:45,0,0,15.88,0,0,59.67,12.83,15.18,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,112.27,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,45.72,0,0,0,0,0,0

28,06:45-07:00,0,0,15.88,0,0,59.67,12.83,15.18,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0,0,45.72,0,0,0,0,0,0

29,07:00-07:15,0,0,15.88,0,0,59.67,12.83,15.18,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,38.16,0,0,0,0,0,20.02,0,0,0,0,45.72,0,0,0,0,0,0

30,07:15-07:30,0,0,15.88,0,0,59.67,12.83,15.18,24.97,114.01,331.56,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,38.16,0,0,0,0,0,20.02,0,0,0,0,45.72,0,0,0,0,0,0

31,07:30-07:45,0,0,15.88,0,0,59.67,12.83,15.18,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,38.16,0,0,0,0,0,20.02,0,0,5.53,0,45.72,0,0,0,0,0,0

32,07:45-08:00,0,0,3.43,0,0,59.67,14.51,15.18,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,38.16,0,0,0,0,0,20.02,0,0,5.53,0,45.72,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,112.27,0,19.58,0,0,0,0,0,17.04,417.26,0,0,18.58,655.48,37.93,31.64,17.54,17.47,6.26,40.46,19.2,142.37,43.71,0,0,0,0,0,28.42,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,5.53,0,45.72,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,89.82,0,19.58,0,0,0,0,0,8.52,354.89,0,0,9.29,655.81,25.29,15.82,17.54,17.47,6.26,26.98,19.2,142.37,43.71,0,0,0,0,0,28.42,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,5.53,0,45.72,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,67.36,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.81,25.29,0,8.77,17.47,6.26,26.98,19.2,142.37,43.71,0,0,0,0,0,28.42,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,5.53,0,45.72,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,41.82,0,19.58,0,0,0,0,0,8.52,354.89,0,0,0,655.81,12.64,0,8.77,17.47,6.26,13.43,19.2,142.37,43.71,0,0,0,0,0,28.42,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,5.53,0,34.29,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,59.67,14.51,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,19.01,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,579.38,12.64,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,20.67,0,25.34,0,0,40.69,0,0,38.16,0,0,0,0,0,20.02,0,0,0,0,34.29,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,19.01,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,531.38,12.64,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,20.67,0,25.34,0,0,40.69,0,0,38.16,0,0,0,0,0,20.02,0,0,0,0,34.29,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,335.3,0,0,0,413.15,12.64,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,20.67,0,25.34,0,0,40.69,0,0,38.16,0,0,0,0,0,20.02,0,0,0,0,34.29,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,316.1,0,0,0,365.15,12.64,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,20.67,0,20.82,0,0,33.24,0,0,38.16,0,0,0,0,0,15.89,0,0,0,0,34.29,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,287.3,0,0,0,365.15,12.64,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,20.67,0,20.82,0,0,33.24,0,0,34.97,0,0,0,0,0,15.89,0,0,0,0,34.29,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,258.5,0,0,0,365.15,12.64,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,20.67,0,20.82,0,0,33.24,0,0,34.97,0,0,0,0,0,15.89,0,0,0,0,22.87,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,59.67,2.24,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,258.5,0,0,0,365.15,0,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,20.82,0,0,33.24,0,0,34.97,0,0,0,0,0,15.89,0,0,0,0,22.87,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,59.67,2.24,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,20.82,0,0,33.24,0,0,34.97,0,0,0,0,0,15.89,0,0,0,0,22.87,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,13.94,0,0,27.86,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,22.87,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,22.87,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,22.87,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,12.54,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,22.87,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,12.54,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,11.43,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,11.43,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,142.37,43.71,0,0,0,0,0,27.12,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,114.23,35.07,0,0,0,0,0,27.12,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,114.23,24.5,0,0,0,0,0,28.42,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,78.66,24.5,0,0,0,0,0,28.42,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,13.55,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,104.6,24.5,0,0,0,0,0,28.42,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,105.74,24.5,0,0,0,0,0,28.42,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,122.71,24.5,0,0,0,0,0,28.42,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,0,0,11.94,6.26,0,19.2,142.37,24.5,0,0,0,0,0,28.42,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,11.43,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,15.82,0,11.94,6.26,0,19.2,142.37,35.07,0,0,0,0,0,27.12,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,11.43,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,15.82,0,11.94,6.26,0,19.2,142.37,35.07,0,0,0,0,0,27.12,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,22.87,0,0,0,0,0,0

