Column1,Time,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/9582,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/6101,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/9072,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2024/10/10/3960
88,21:45-22:00,202.62,274.3,12.49,25.26,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.63,0,31.37,3.51,6.58,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

89,22:00-22:15,202.62,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.47,0,31.37,3.43,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

90,22:15-22:30,202.62,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.47,0,31.37,3.43,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

91,22:30-22:45,202.62,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.47,0,31.37,3.43,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

92,22:45-23:00,202.62,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.47,0,31.37,3.43,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

93,23:00-23:15,202.62,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.32,0,31.37,3.36,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

94,23:15-23:30,251.12,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.32,0,31.37,3.36,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

95,23:30-23:45,263.38,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.32,0,31.37,3.36,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

96,23:45-24:00,263.38,133.1,12.49,25.26,0,67.91,0,3.64,31.29,39.77,39.77,84.09,3.32,0,35.37,3.36,6.48,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

