Block,Time,MAPS,NJPC,UNCHAHAR3,AURY_LF,CHAMERA1,KGSU3AND4,KHSTPP-I,RAPPC,SASAN,SEWA2,ANTA_CRF,AURY_GF,KKNP,RSTPSU7,TALST2,UNCHAHAR2,UNCHAHAR4,DADRI_GF,DULHASTI,NAPP,NTPL,PARBATI3,RAPPB,RIHAND2,TANAKPUR,TEHRI,DADRI_LF,DADRI_RF,CHAMERA3,DADRT2,KGSU1AND2,KHSTPP-II,KOLDAM,NLCIIST2,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TEHRIPSP,URI2,ANTA_GF,ANTA_LF,ANTA_RF,BSIUL,CHAMERA2,JHAJJAR,KOTESHWR,NLCTS2EXP,NNTPP,RAMPUR,RIHAND3,UNCHAHAR1,URI,VALLURNTECL,AURY_CRF,DADRI_CRF,BRBCL,KISHANGANGA,KKNPPU2,NLCEXP,NLCIIST1,RAPPD,RSTPSU1TO6,SALAL,SIMHST1,TALA,DHAULIGNGA,FSTPP I & II,KUDGI,PARBATI2,RIHAND1,TANDA2,TelanganaSTPP,AURY_RF
12,02:45-03:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,13.06,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,6.96,0,0,0,25.36,0,84.83,0,25.51,42.46,19.46,0,49.26,48.09,5.73,0,81.3

13,03:00-03:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,6.96,0,0,0,25.36,0,82.5,0,25.34,42.46,19.46,0,49.26,48.09,5.73,0,81.3

14,03:15-03:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,6.96,0,0,0,25.36,0,82.5,0,25.25,42.46,19.46,0,49.26,48.09,5.73,0,81.3

15,03:30-03:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,4.64,0,0,0,25.36,0,82.5,0,25.22,42.46,19.46,0,49.26,48.09,5.73,0,81.3

16,03:45-04:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,4.64,0,0,0,25.36,0,82.5,0,25.16,42.46,19.46,0,49.26,48.09,5.73,0,81.3

17,04:00-04:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,25.1,42.46,19.46,0,49.26,48.09,5.73,0,81.3

18,04:15-04:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,25.08,42.46,19.46,0,49.26,48.09,5.73,0,81.3

19,04:30-04:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,25.02,42.46,19.46,0,49.26,48.09,5.73,0,81.3

20,04:45-05:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,28.71,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,24.9,42.46,19.46,0,49.26,48.09,5.73,0,81.3

21,05:00-05:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,22.08,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,24.75,42.46,19.46,0,49.26,48.09,5.73,0,81.3

22,05:15-05:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,22.08,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,24.57,42.46,19.46,0,49.26,48.09,5.73,0,81.17

23,05:30-05:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,22.08,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,24.43,42.46,19.46,0,49.26,48.09,5.73,0,81.17

24,05:45-06:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.85,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,22.08,0,0,0,24.99,4.64,0,0,0,26.11,0,82.5,0,24.28,42.46,19.46,0,49.26,48.09,5.73,0,81.17

25,06:00-06:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,37.42,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,52.36,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,24.22,42.46,19.46,0,49.26,48.09,5.73,0,81.17

26,06:15-06:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,37.42,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,52.36,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,24.19,42.46,19.46,0,49.26,48.09,5.73,0,81.17

27,06:30-06:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,37.42,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,24.16,42.46,19.46,0,49.26,48.09,5.73,0,81.17

28,06:45-07:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,2.76,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,24.16,42.46,19.46,0,49.26,48.09,5.73,0,81.17

29,07:00-07:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,2.97,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,33.12,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,23.87,42.46,19.46,0,49.26,48.09,5.73,0,81.17

30,07:15-07:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,37.42,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,52.36,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,23.87,42.46,19.46,0,49.26,48.09,5.73,0,81.17

31,07:30-07:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,37.42,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,52.36,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,23.87,42.46,19.46,0,49.26,48.09,5.73,0,81.17

32,07:45-08:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,106.04,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,37.42,0,0,52.59,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,52.36,0,0,0,24.99,4.64,0,0,0,26.77,0,82.5,0,24.02,42.46,19.46,0,49.26,48.09,5.73,0,81.17

33,08:00-08:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,3.85,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.09,19.56,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,4.64,0,0,0,27.42,0,82.5,0,24.02,42.46,19.46,0,49.26,48.09,5.73,0,81.17

34,08:15-08:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,3.85,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.09,19.56,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,4.64,0,0,0,27.42,0,82.5,0,24.1,42.46,19.46,0,49.26,48.09,5.73,0,81.17

35,08:30-08:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,3.85,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.09,19.56,47.12,667.25,30.43,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,4.64,0,0,0,24.52,0,82.5,0,24.43,42.46,19.46,0,38.7,48.09,5.73,0,81.17

36,08:45-09:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,24.94,0,0,52.09,19.56,47.12,667.25,20.51,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,4.64,0,0,0,27.42,0,82.5,0,24.51,42.46,19.46,0,38.7,48.09,5.73,0,81.17

37,09:00-09:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.59,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,82.5,0,25.93,42.46,20.15,0,49.26,48.09,5.73,0,80.91

38,09:15-09:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.59,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,82.5,0,25.93,42.46,20.15,0,49.26,48.09,5.73,0,80.91

39,09:30-09:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.59,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,52.36,0,0,0,24.99,2.32,0,0,0,24.52,0,82.5,0,26.18,42.46,20.15,0,49.26,48.09,5.73,0,80.91

40,09:45-10:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,75.56,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.59,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,52.36,0,0,0,24.99,2.32,0,0,0,24.52,0,82.5,0,26.21,42.46,20.15,0,49.26,48.09,5.73,0,80.91

41,10:00-10:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,56.67,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.82,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,28.06,42.46,20.15,0,49.26,48.09,5.73,0,80.91

42,10:15-10:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,37.78,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.82,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,28.09,42.46,20.15,0,49.26,48.09,5.73,0,80.91

43,10:30-10:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,18.89,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.57,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.33,42.46,20.15,0,49.26,48.09,5.73,0,80.91

44,10:45-11:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.57,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.42,42.46,20.15,0,49.26,48.09,5.73,0,80.91

45,11:00-11:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.06,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.45,42.46,20.15,0,49.26,48.09,5.73,0,80.91

46,11:15-11:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.06,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.47,42.46,20.15,0,49.26,48.09,5.73,0,80.52

47,11:30-11:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.06,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.51,42.46,20.15,0,49.26,48.09,5.73,0,80.52

48,11:45-12:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.06,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.53,42.46,20.15,0,49.26,48.09,5.73,0,80.52

49,12:00-12:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.81,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.57,42.46,20.15,0,49.26,48.09,5.73,0,80.52

50,12:15-12:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.81,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.59,42.46,20.15,0,49.26,48.09,5.73,0,80.52

51,12:30-12:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.81,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.59,42.46,20.15,0,37.29,48.09,5.73,0,80.52

52,12:45-13:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.81,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.59,42.46,20.15,0,37.29,48.09,5.73,0,80.52

53,13:00-13:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.56,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.72,42.46,20.15,0,37.29,48.09,5.73,0,80.52

54,13:15-13:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.56,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.72,42.46,20.15,0,37.29,48.09,5.73,0,80.39

