Block,Time Block,CHAMERA1,BSIUL,BRBCL,KKNPPU2,NLCEXP,NJPC,PARBATI3,NTPL,PARBATI2,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,SASAN,SIMHST1,RSTPSU7,SALAL,SEWA2,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,KHSTPP-I,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KOLDAM,KOTESHWR,TALA,TALST2,TANAKPUR,KUDGI,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,VALLURNTECL,NAPP,MAPS,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,URI,URI2,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,RAPPB,RAMPUR,RAPPC,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPD,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.62,0,13.44,0,0,169.43,0,0,23.74,101.34,0,0,40.92,16.08,53.38,251.18,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,29.33,19.99,0,12.59,0,0,65.99,0,2.52,0,23.73,0,19.24,31.32,15.23,1.46,0,0,0,0,0,0,0,0,0,42.56,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

7,01:30-01:45,40.62,0,13.32,0,0,169.43,0,0,23.74,53.15,0,0,40.92,14.52,53.38,251.18,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,29.33,19.99,0,12.59,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

8,01:45-02:00,40.62,0,13.33,0,0,169.43,0,0,23.74,4.96,0,0,40.92,14.52,53.38,251.18,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,29.33,19.99,0,12.59,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

9,02:00-02:15,40.62,0,13.31,0,0,169.43,0,0,23.74,4.96,0,0,40.92,15.26,53.38,251.18,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.71,0,12.59,0,0,65.99,0,2.52,0,23.73,0,19.12,31.13,15.47,1.46,0,0,0,0,0,0,0,0,0,51.07,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

10,02:15-02:30,40.62,0,13.38,0,0,169.43,0,0,23.74,4.96,0,0,40.92,15.26,53.38,251.18,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.71,0,12.59,0,0,65.99,0,2.52,0,23.73,0,19.12,31.13,15.47,1.46,0,0,0,0,0,0,0,0,0,51.07,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

11,02:30-02:45,40.62,0,13.53,0,0,169.43,0,0,23.74,40.62,0,0,40.92,14.52,53.38,251.18,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.71,0,12.59,0,0,65.99,0,2.52,0,23.73,0,19.12,31.13,15.13,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

12,02:45-03:00,40.62,0,14.49,0,0,169.43,0,0,23.74,40.62,0,0,40.92,14.52,53.38,251.18,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.71,0,12.59,0,0,65.99,0,2.52,0,23.73,0,19.12,31.13,15.13,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

13,03:00-03:15,40.62,0,13.45,0,0,169.43,0,0,23.74,60.86,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.71,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

14,03:15-03:30,40.62,0,14.3,0,0,169.43,0,0,23.74,88.81,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.71,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

15,03:30-03:45,40.62,0,13.36,0,0,169.43,0,0,23.74,88.81,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.29,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

16,03:45-04:00,40.62,0,13.76,0,0,169.43,0,0,23.74,88.81,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.29,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

17,04:00-04:15,40.62,0,14.22,0,0,169.43,0,0,23.74,88.81,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.29,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

18,04:15-04:30,40.62,0,16.55,0,0,169.43,0,0,23.74,88.81,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.29,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

19,04:30-04:45,40.62,0,18.21,0,0,169.43,0,0,23.74,88.81,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.29,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

20,04:45-05:00,40.62,0,21.7,0,0,169.43,0,0,23.74,88.81,0,0,40.92,14.52,53.38,253.1,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.29,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

21,05:00-05:15,40.62,0,23.89,0,0,169.43,0,0,23.74,133.15,0,0,40.92,14.52,53.38,283.11,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.29,0,11.48,0,0,65.99,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

22,05:15-05:30,40.62,0,20.38,0,0,169.43,0,0,23.74,133.15,0,0,40.92,16.08,53.38,283.11,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,19.06,0,11.48,0,0,65.99,0,2.52,0,23.73,0,26.02,42.03,20.46,1.46,0,0,0,0,0,0,0,0,0,42.56,36.07,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

23,05:30-05:45,40.62,0,21.13,0,0,169.43,0,0,23.74,195.8,0,0,40.92,16.08,53.38,283.11,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,18.85,0,11.48,0,0,65.99,0,2.52,0,23.73,0,26.02,42.03,20.46,1.46,0,0,0,0,0,0,0,0,0,43.63,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

24,05:45-06:00,40.62,0,19.07,0,0,169.43,0,0,23.74,258.44,0,0,40.92,16.08,53.38,283.11,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,18.51,0,11.48,0,0,65.99,0,2.52,0,23.73,0,26.02,42.03,20.46,1.46,0,0,0,0,0,0,0,0,0,43.63,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

25,06:00-06:15,40.62,0,19.65,0,0,169.43,0,0,23.74,318.2,0,0,40.92,16.08,53.38,340.93,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.37,0,11.48,0,0,65.99,0,2.52,0,23.73,0,26.02,42.03,20.46,1.46,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

26,06:15-06:30,40.62,0,24.09,0,0,169.43,0,0,23.74,326.87,0,0,40.92,16.08,53.38,398.76,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.31,0,11.48,0,0,65.99,0,2.52,0,23.73,0,26.02,42.03,20.46,1.46,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

27,06:30-06:45,40.62,0,22.9,0,0,169.43,0,0,23.74,326.87,0,0,40.92,16.08,53.38,436.23,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.31,0,11.48,0,0,49.49,0,2.52,0,23.73,0,26.02,42.03,20.46,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

28,06:45-07:00,40.62,0,19.72,0,0,169.43,0,0,23.74,326.87,0,0,40.92,14.52,53.38,378.4,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.44,0,11.48,0,0,49.49,0,2.52,0,23.73,0,22.51,36.4,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

29,07:00-07:15,40.62,0,18.02,0,0,169.43,0,0,23.74,257,0,0,40.92,16.08,53.38,320.57,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.57,0,11.48,0,0,32.99,0,2.52,0,23.73,0,26.02,42.03,17.69,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

30,07:15-07:30,40.62,0,20.99,0,0,169.43,0,0,23.74,168.81,0,0,40.92,16.08,53.38,283.11,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,2.52,0,23.73,0,26.02,42.03,20.18,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

31,07:30-07:45,40.62,0,18.12,0,0,169.43,0,0,23.74,29.06,0,0,40.92,16.08,53.38,242.49,0,395.76,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,2.52,0,23.73,0,22.63,36.77,17.77,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

32,07:45-08:00,40.62,0,17.65,0,0,169.43,0,0,23.74,4.96,0,0,40.92,14.52,53.38,242.49,0,395.76,0,0,0,17.68,0,0,79.05,37.82,0,81.48,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,2.52,0,23.73,0,20.03,32.54,15.84,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,93.19,0,23.45,126.1,0,0,0,0,0

33,08:00-08:15,40.62,0,17.84,0,0,169.43,0,0,23.74,4.96,0,0,40.92,14.52,53.38,241.91,0,402.03,0,0,0,17.68,0,0,80.62,37.82,0,81.48,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,2.52,0,23.73,0,17.02,29.42,14.02,1.46,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,93.19,0,23.45,126.1,0,0,0,0,0

34,08:15-08:30,40.62,0,17.32,0,0,169.43,0,0,23.74,4.96,0,0,40.92,14.52,53.38,241.91,0,403.61,0,0,0,17.68,0,0,87.73,42.31,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,2.52,0,23.73,0,17.02,28.53,14.02,1.46,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

35,08:30-08:45,40.62,0,19.5,0,0,169.43,0,0,23.74,4.96,0,0,40.92,14.52,53.38,242.48,0,403.61,0,0,0,17.68,0,0,87.73,42.38,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,2.52,0,23.73,0,20.03,32.6,15.8,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

36,08:45-09:00,40.62,0,18.29,0,0,169.43,0,0,23.74,4.96,0,0,40.92,14.52,53.38,242.48,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,2.52,0,23.73,0,20.03,32.6,15.88,1.46,0,0,0,0,0,0,0,0,0,42.56,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

37,09:00-09:15,40.62,0,17.11,0,0,169.43,0,0,23.74,8.15,0,0,40.92,14.52,53.38,250.23,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,5.35,0,23.73,0,20.78,34.14,16.36,3.1,0,0,0,0,0,0,0,0,0,44.16,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

38,09:15-09:30,40.62,0,18.18,0,0,169.43,0,0,23.74,8.15,0,0,40.92,14.52,53.38,250.23,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,5.35,0,23.73,0,20.78,34.14,16.36,3.1,0,0,0,0,0,0,0,0,0,44.16,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

39,09:30-09:45,40.62,0,17.99,0,0,169.43,0,0,23.74,75.62,0,0,40.92,14.52,53.38,250.23,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.01,0,11.48,0,0,0,0,5.35,0,23.73,0,20.78,34.14,16.36,3.1,0,0,0,0,0,0,0,0,0,44.16,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

40,09:45-10:00,40.62,0,19.87,0,0,169.43,0,0,23.74,143.09,0,0,40.92,14.52,53.38,250.23,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.01,0,11.48,0,0,0,0,5.35,0,23.73,0,20.78,34.14,16.36,3.1,0,0,0,0,0,0,0,0,0,44.16,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

41,10:00-10:15,40.62,0,18.96,0,0,169.43,0,0,23.74,176.82,0,0,40.92,14.7,53.38,250.23,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.01,0,11.48,0,0,0,0,5.35,0,23.73,0,24.12,39.78,17.9,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

42,10:15-10:30,40.62,0,17.46,0,0,169.43,0,0,23.74,176.82,0,0,40.92,16.07,53.38,250.23,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.77,0,11.48,0,0,0,0,5.35,0,23.73,0,24.14,39.78,19.13,3.1,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

43,10:30-10:45,40.62,0,17.78,0,0,169.43,0,0,23.74,186.46,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.77,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

44,10:45-11:00,40.62,0,18.54,0,0,169.43,0,0,23.74,186.46,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

45,11:00-11:15,40.62,0,18.52,0,0,169.43,0,0,23.74,172,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.72,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,51.07,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

46,11:15-11:30,40.62,0,18.46,0,0,169.43,0,0,23.74,162.36,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.67,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

47,11:30-11:45,40.62,0,18.44,0,0,169.43,0,0,23.74,94.9,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.63,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,36.17,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

48,11:45-12:00,40.62,0,19.32,0,0,169.43,0,0,23.74,27.43,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.63,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

49,12:00-12:15,40.62,0,20.85,0,0,169.43,0,0,23.74,29.84,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.97,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

50,12:15-12:30,40.62,0,18.99,0,0,169.43,0,0,23.74,102.12,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.97,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

51,12:30-12:45,40.62,0,16.84,0,0,169.43,0,0,23.74,104.53,0,0,40.92,13.92,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.63,0,11.48,0,0,0,0,5.35,0,23.73,0,24.29,37.82,18.46,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

52,12:45-13:00,40.62,0,16.72,0,0,169.43,0,0,23.74,104.53,0,0,40.92,13.92,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.65,0,11.48,0,0,0,0,5.35,0,23.73,0,24.29,37.82,18.46,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

53,13:00-13:15,40.62,0,18.76,0,0,169.43,0,0,23.74,104.53,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.65,0,11.48,0,0,0,0,5.35,0,23.73,0,20.78,32.18,15.68,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

54,13:15-13:30,40.62,0,17.64,0,0,169.43,0,0,23.74,104.53,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.65,0,11.48,0,0,0,0,5.35,0,23.73,0,20.78,32.18,16.36,3.1,0,0,0,0,0,0,0,0,0,46.81,30.04,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

