Column1,Time,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,GNA/WR/2025/01/01/9606,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/6528,GNA/WR/2024/11/01/4200,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/3514,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/02/1250,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/3945,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/6775,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/5531,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/7459,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/8058,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3925,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024
7,01:30-01:45,0,12.33,0,16.01,0,0,0,0,0,35,37.01,12.33,0,0,0,0,52.57,8.6,0,0,0,35,7.67,0,0,0,19.12,69.71,0,47.8,0,0,25.81,1.47,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

8,01:45-02:00,0,12.17,0,16.01,0,0,0,0,0,34.67,36.49,12.17,0,0,0,0,52.57,8.6,0,0,0,34.67,7.67,0,0,0,19.12,69.71,0,47.8,0,0,25.81,1.47,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

9,02:00-02:15,0,15,0,16.01,0,0,0,0,0,34.33,45,15,0,0,0,0,52.57,8.6,0,0,0,34.33,7.67,0,0,0,19.12,69.71,0,47.8,0,0,25.81,1.47,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

10,02:15-02:30,0,15,0,16.01,0,0,0,0,0,35,45,15,0,0,0,0,52.57,8.6,0,0,0,35,7.67,0,0,0,19.12,69.71,0,47.8,0,0,25.81,1.47,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

11,02:30-02:45,0,15,0,16.01,0,0,0,0,0,35.67,45,15,0,0,0,0,52.57,8.6,0,0,0,35.67,7.67,0,0,0,19.12,69.71,0,47.8,0,0,25.81,1.47,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

12,02:45-03:00,0,15,0,16.01,0,0,0,0,0,35,45,15,0,0,0,0,52.57,8.6,0,0,0,35,7.67,0,0,0,19.12,69.71,0,47.8,0,0,25.81,1.47,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

13,03:00-03:15,0,19.33,0,13.01,0,0,0,0,0,41.66,58.01,19.33,0,0,0,0,52.57,8.6,0,0,0,41.67,15,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.55

14,03:15-03:30,0,19.17,0,13.01,0,0,0,0,0,41,57.49,19.17,0,0,0,0,52.57,8.6,0,0,0,41,14.33,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.55

15,03:30-03:45,0,14.67,0,13.01,0,0,0,0,0,33.34,43.99,14.67,0,0,0,0,52.57,8.6,0,0,0,33.33,10,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.55

16,03:45-04:00,0,14.17,0,13.01,0,0,0,0,0,33.34,42.49,14.17,0,0,0,0,52.57,8.6,0,0,0,33.33,10,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.55

17,04:00-04:15,0,10,0,13.01,0,0,0,0,0,26.66,30,10,0,0,0,0,52.57,8.6,0,0,0,26.67,7.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

18,04:15-04:30,0,10,0,13.01,0,0,0,0,0,26,30,10,0,0,0,0,52.57,8.6,0,0,0,26,7.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

19,04:30-04:45,0,10,0,13.01,0,0,0,0,0,18.34,30,10,0,0,0,0,52.57,8.6,0,0,0,18.33,7.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

20,04:45-05:00,0,10,0,13.01,0,0,0,0,0,18,30,10,0,0,0,0,52.57,8.6,0,0,0,18,7.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

21,05:00-05:15,0,10,0,13.01,0,0,0,0,0,18,30,10,0,0,0,0,52.57,8.6,0,0,0,18,7.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

22,05:15-05:30,0,10,0,13.21,0,0,0,0,0,17.66,30,10,0,0,0,0,52.57,8.6,0,0,0,17.67,7.67,0,0,0,19.12,69.71,0,47.8,0,0,21.99,1.42,25.81,63.09,74.33,28.68,59.1,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

23,05:30-05:45,0,10,0,13.21,0,0,0,0,0,17.34,30,10,0,0,0,0,52.57,8.6,0,0,0,17.33,7.67,0,0,0,19.12,65.59,0,47.8,0,0,21.99,1.42,28.68,63.09,95.59,28.68,59.1,47.8,28.68,0,20.07,26.77,0,0,47.8,1.06,1.46

24,05:45-06:00,0,9.83,0,13.21,0,0,0,0,0,17,29.51,9.83,0,0,0,0,52.57,8.6,0,0,0,17,7.67,0,0,0,19.12,65.59,0,47.8,0,0,21.99,1.42,28.68,63.09,114.71,28.68,59.1,47.8,28.68,0,20.07,26.77,0,0,47.8,1.06,1.46

25,06:00-06:15,0,12.5,0,13.21,0,0.42,0,0,0,22.66,37.5,12.5,0,0,0,0,99.59,14.34,0,0,0,22.67,9.33,0,0,0,19.12,65.59,0,47.8,0,0,21.99,1.42,31.54,97.91,132.68,28.68,59.1,47.8,31.54,0,20.07,26.77,0,0,47.8,1.06,1.46

26,06:15-06:30,0.1,12.17,0,13.21,0,1.67,0,1.26,0,22.34,36.49,12.17,0,0,0,0,99.59,14.34,0,0,0,22.33,9,0,0,0,19.12,65.59,0,47.8,0,0,21.99,1.42,31.54,129.76,132.68,28.68,74.11,47.8,31.54,0,20.07,26.77,0,0,47.8,1.06,1.46

27,06:30-06:45,0.22,12,0,13.21,0,3.75,0,2.48,0,22,36,12,0,0,0,0,99.59,14.34,0,0,0,22,8.67,0,0,0,19.12,65.59,0,47.8,0,0,21.99,1.42,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.06,1.46

28,06:45-07:00,0.33,11.33,0,13.21,0,6.66,0,4.94,1,21.66,34.01,11.33,0,0,0,0.1,99.59,14.34,0,0,0,21.67,8.67,0,0,0,19.12,65.59,0,47.8,0.1,0.1,21.99,1.42,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,32,47.8,1.06,1.46

29,07:00-07:15,1.15,11.17,1,13.21,0,20.18,2,9.64,3,21.34,33.49,11.17,0.15,0,0,0.24,99.59,14.34,0,0,0,21.33,8.67,0,0,50,19.12,84.34,0,47.8,0.24,0.24,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,32,47.8,1.02,1.55

30,07:15-07:30,2.55,11,2,13.61,0,33,3,16.66,7,20.66,33,11,0.81,1,0,0.53,99.59,14.34,0,0,0,20.67,8.33,1,0,50,19.12,114.33,0,47.8,0.53,0.53,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,32,47.8,1.02,1.55

31,07:30-07:45,7.01,10.83,3,13.81,0.27,32.99,5,26.89,10,20,32.51,10.83,2.18,2,0,0.96,99.59,14.34,0,0.05,1,20,8.33,4,1,50,19.12,114.33,0,47.8,0.96,0.98,21.99,1.42,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,32,47.8,1.02,1.55

32,07:45-08:00,8.73,10.83,5,14.21,7.14,29.75,7,29.75,18,19.34,32.51,10.83,4.37,2,0,1.75,99.59,14.34,0,1.43,2,19.33,8.33,7,3,50,19.12,114.33,0,47.8,1.75,1.8,21.99,1.42,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.55

33,08:00-08:15,10.89,10.83,7,14.21,25,27.25,10,27.25,25,19,32.51,10.83,7.34,3,0,2.36,99.59,14.34,0,5,4,19,8.33,11,4,50,19.12,114.33,0,47.8,2.36,2.42,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

34,08:15-08:30,16.29,10.67,9,14.41,27.01,28.07,11,28.07,28.06,18.66,31.99,10.67,10.63,5,0,2.88,99.59,14.34,0,5.4,5,18.67,8.33,14,6,50,19.12,114.33,0,47.8,2.88,2.96,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

35,08:30-08:45,21.7,10.5,10,14.41,45.4,29.57,13,29.57,29.56,18.34,31.5,10.5,19.03,5,0,3.37,99.59,14.34,0,9.08,7,18.33,8,14,6,50,19.12,114.33,0,47.8,3.37,3.46,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

36,08:45-09:00,27.11,10.33,11,14.61,62.63,29.57,19,29.57,29.56,18,31.01,10.33,24.83,5,0,3.72,99.59,14.34,0,12.52,12,18,7.67,18,7,50,19.12,114.33,0,47.8,3.72,3.82,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

37,09:00-09:15,33.34,9.33,12,14.61,78.87,29.57,35,29.57,29.56,20.66,28.01,9.33,35.19,6,0,4.3,99.59,14.34,0,15.77,16,20.67,6.67,21,9,0,19.12,114.33,0,47.8,4.3,4.4,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

38,09:15-09:30,42.27,8.33,15,14.81,93.33,30.57,43,30.57,30.56,19.34,25.01,8.33,46.03,7,0,5.06,99.59,14.34,0,18.66,20,19.33,6.67,25,10,0,19.12,114.33,0,47.8,5.06,5.19,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

39,09:30-09:45,52.99,7.17,12,12.41,119.76,30.57,50,30.57,30.56,18.66,21.49,7.17,66,6,0,6.78,99.59,14.34,0,23.95,25,18.67,6.67,28,12,0,19.12,114.33,0,47.8,6.78,6.95,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

40,09:45-10:00,61.81,6.67,13,12.81,135.08,30.57,57,30.57,30.56,17.34,19.99,6.67,86.6,7,0,8.69,99.59,14.34,0,27.02,29,17.33,6.67,32,13,0,19.12,84.34,0,47.8,8.69,8.91,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

41,10:00-10:15,68.47,6.67,17,11.61,154.53,30.57,70,30.57,30.56,16,19.99,6.67,104.08,8,0,11.56,99.59,14.34,0,30.9,33,16,6.67,28,12,0,19.12,65.59,0,47.8,11.56,11.84,21.99,1.38,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.02,1.46

42,10:15-10:30,75.6,6.67,19,12.21,167.03,30.57,73,30.57,30.56,15,19.99,6.67,116.7,9,0,12.7,99.59,14.34,0,33.4,35,15,6.67,32,13,0,19.12,65.59,0,47.8,12.7,13.02,21.99,1.38,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.02,1.46

43,10:30-10:45,80.15,6.67,18,12.61,179.47,30.57,78,30.57,30.56,15,19.99,6.67,125.21,9,0,13.47,99.59,14.34,0,35.89,37,15,6.67,28,12,0,19.12,114.33,0,47.8,13.47,13.8,21.99,1.38,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.02,1.46

44,10:45-11:00,85.22,6.67,20,13.01,196.77,30.57,82,30.57,30.56,15,19.99,6.67,131.13,10,0,14.42,99.59,14.34,0,39.36,38,15,6.67,32,13,0,19.12,114.33,0,47.8,14.42,14.78,21.99,1.38,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.02,1.46

45,11:00-11:15,85.66,6.67,19,15.41,226.19,30.57,86,30.57,30.56,15,19.99,6.67,135.61,9,0,14.52,99.59,14.34,0,45.24,41,15,6.67,84,36,0,19.12,65.59,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.55

46,11:15-11:30,85.66,6.83,21,15.21,232.56,30.57,88,30.57,30.56,15,20.51,6.83,139.04,11,0,14.52,99.59,14.34,0,46.51,42,15,6.67,95,40,0,19.12,65.59,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.55

47,11:30-11:45,85.66,7,43,15.01,232.75,30.57,91,30.57,30.56,15,21,7,141.9,22,0,14.52,99.59,14.34,0,46.55,43,15,6.67,105,45,0,19.12,65.59,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.55

48,11:45-12:00,85.66,7.33,50,14.81,232.75,30.57,91,30.57,30.56,15.66,22.01,7.33,144.01,25,0,14.52,99.59,14.34,0,46.55,44,15.67,6.67,126,54,0,19.12,65.59,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.55

49,12:00-12:15,85.66,7.5,53,17.61,232.75,30.57,92,30.57,30.56,15.66,22.5,7.5,145.27,27,0,14.52,99.59,14.34,0,46.55,44,15.67,6.67,147,63,0,19.12,65.59,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.46

50,12:15-12:30,85.66,7.67,60,17.41,232.75,30.57,92,30.57,30.56,16.34,22.99,7.67,145.77,30,0,14.52,99.59,14.34,0,46.55,44,16.33,6.67,161,69,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.46

51,12:30-12:45,85.66,7.67,77,17.41,232.75,30.57,92,30.57,30.56,15,22.99,7.67,145.37,38,0,14.52,99.59,14.34,0,46.55,44,15,6.67,161,69,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.46

52,12:45-13:00,85.66,7.83,80,17.21,232.75,30.57,92,30.57,30.56,15,23.51,7.83,144.28,40,0,14.52,99.59,14.34,0,46.55,44,15,7.33,175,75,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.42,34.41,129.76,132.68,28.68,86.22,47.8,34.41,0,20.07,26.77,0,0,47.8,1.06,1.46

53,13:00-13:15,85.66,8,89,17.01,232.75,30.57,91,30.57,30.56,15,24,8,134.56,44,0,14.52,70.91,14.34,0,46.55,44,15,8,193,82,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.47,25.81,105.87,132.68,28.68,63.68,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

54,13:15-13:30,85.66,8.33,89,16.81,232.75,30.57,91,30.57,30.56,15.66,25.01,8.33,132.03,44,0,14.52,52.57,14.34,0,46.55,43,15.67,8.67,193,82,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.47,25.81,94.94,132.68,28.68,63.68,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

55,13:30-13:45,85.66,7.17,87,14.61,232.75,30.57,91,30.57,30.56,15,21.49,7.17,128.57,43,0,14.52,81.25,14.34,0,46.55,42,15,9.33,186,79,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.47,25.81,94.46,132.68,28.68,63.68,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

56,13:45-14:00,85.66,7.17,85,14.21,232.75,30.57,91,30.57,30.56,15,21.49,7.17,124.27,43,0,14.52,88.9,14.34,0,46.55,41,15,10.67,186,79,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.47,25.81,112.6,132.68,28.68,63.68,47.8,25.81,0,20.07,26.77,0,0,47.8,1.06,1.46

57,14:00-14:15,85.66,7.17,78,14.01,232.75,30.57,87,30.57,30.56,15,21.49,7.17,119.17,39,0,14.52,88.9,14.34,0,46.55,40,15,8.67,168,72,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.47,24.85,112.6,132.68,28.68,63.68,47.8,24.85,0,20.07,26.77,0,0,47.8,1.14,1.46

58,14:15-14:30,85.66,7.17,74,13.61,224.4,30.57,83,30.57,30.56,15,21.49,7.17,112.86,37,0,14.52,88.9,14.34,0,44.88,38,15,8.67,161,69,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.47,24.85,112.6,132.68,28.68,75.79,47.8,24.85,0,20.07,26.77,0,0,47.8,1.14,1.46

59,14:30-14:45,82.04,7.17,70,10.4,213.48,30.57,78,30.57,30.56,15,21.49,7.17,105.77,35,0,14.52,99.59,14.34,0,42.7,36,15,9,147,63,0,19.12,69.71,0,47.8,14.52,14.88,21.99,1.47,24.85,129.76,132.68,28.68,75.79,47.8,24.85,0,20.07,26.77,0,0,47.8,1.14,1.46

60,14:45-15:00,77.99,7.17,65,10.8,201.53,30.57,75,30.57,30.56,15,21.49,7.17,106.14,33,0,13.73,99.59,14.34,0,40.3,34,15,9.33,140,60,0,19.12,69.71,0,47.8,13.73,14.08,21.99,1.47,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.14,1.46

61,15:00-15:15,71.98,7.17,57,11.21,187.23,30.57,67,30.57,30.56,15,21.49,7.17,97.49,28,0,12.74,99.59,14.34,0,37.44,31,15,9.33,119,51,0,19.12,69.71,0,47.8,12.74,13.05,21.99,1.52,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.21,1.55

62,15:15-15:30,65.98,7.5,50,11.21,175.43,30.57,63,30.57,30.56,15,22.5,7.5,88.03,25,0,11.57,99.59,14.34,0,35.08,28,15,9.33,109,46,0,19.12,69.71,0,47.8,11.57,11.86,21.99,1.52,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.21,1.55

63,15:30-15:45,59.97,8,42,11.61,143.89,32.35,55,32.35,27,15,24,8,77.71,21,0,10.36,99.59,14.34,0,28.78,25,15,9.33,91,39,0,19.12,65.59,0,47.8,10.36,10.63,21.99,1.52,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.21,1.55

64,15:45-16:00,53.97,8.33,35,11.61,128.65,32.86,48,32.86,18.99,15,25.01,8.33,66.68,18,0,9.12,99.59,14.34,0,25.73,22,15,9.33,81,34,0,19.12,65.59,0,47.8,9.12,9.35,21.99,1.52,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.21,1.55

65,16:00-16:15,46.78,8.67,30,11.21,114.08,33,42,33,11,15.66,25.99,8.67,55.04,15,0,7.92,99.59,14.34,0,22.82,21,15.67,9.33,70,30,0,19.12,65.59,0,47.8,7.92,8.12,21.99,1.52,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.21,1.46

66,16:15-16:30,39.6,9,21,11,97.84,33,33,33,5,16.34,27,9,42.91,11,0,6.68,99.59,14.34,0,19.57,17,16.33,9,56,24,0,19.12,65.59,0,47.8,6.68,6.85,21.99,1.52,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.21,1.46

67,16:30-16:45,20.41,9.17,13,10.8,77.27,33,27,31.09,1,16.66,27.49,9.17,30.95,7,0,5.41,99.59,14.34,0,15.46,11,16.67,9,42,18,0,19.12,114.33,0,47.8,5.41,5.55,21.99,1.52,24.85,129.76,132.68,28.68,86.22,47.8,24.85,0,20.07,26.77,0,0,47.8,1.21,1.46

68,16:45-17:00,15.89,9.17,10,11,60.69,20.79,18,19.96,0,17,27.49,9.17,20.49,5,0,4.14,99.59,14.34,0,12.14,8,17,8.67,28,12,0,19.12,114.33,0,47.8,4.14,4.23,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.21,1.46

69,17:00-17:15,12.32,9.17,6,11,43.05,11.69,12,11.91,0,17,27.49,9.17,12.3,3,0,3.03,99.59,14.34,0,8.61,4,17,8.67,14,6,0,19.12,114.33,0,47.8,3.03,3.1,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.21,1.46

70,17:15-17:30,8.75,9.17,2,11,25.67,5.2,9,6.6,0,17,27.49,9.17,6.5,1,0,2.12,99.59,14.34,0,5.13,2,17,8.67,7,3,0,19.12,114.33,0,47.8,2.12,2.18,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.21,1.46

71,17:30-17:45,5.18,9.17,1,11.21,12.99,1.3,7,3.25,0,18,27.49,9.17,2.22,0,0,1.44,99.59,14.34,0,2.6,0,18,8.67,2,1,0,19.12,114.33,0,47.8,1.44,1.48,21.99,1.52,36.32,129.76,132.68,28.68,86.22,47.8,36.32,0,20.07,26.77,0,0,47.8,1.21,1.46

