Block,Time Block,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,BSIUL,KUDGI,TALST2,SINGRAULI_HYDRO,TALA,TANDA2,SINGRAULI,TANAKPUR,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,KOTESHWR,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRT2,UNCHAHAR2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,TEHRI,UNCHAHAR3,RAPPB,SALAL,SEWA2,RIHAND3,RIHAND1,RIHAND2,RAPPC,SASAN,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,RAMPUR,NJPC,MAPS,NAPP,NLCIIST1,PARBATI3,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
19,04:30-04:45,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,230.83,0,0,81.96,0,0,0,0,37.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,8.53,8.69,0,0,245.39,22.75,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,230.83,0,0,81.96,0,0,0,0,37.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,8.53,8.69,0,0,293.48,22.75,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,232.76,0,0,81.96,0,0,0,0,37.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,8.53,8.69,0,0,341.57,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,19.24,0,0,0,0,0,0,0,0,121.16,8.01,232.76,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,8.53,8.69,0,15.85,389.66,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,19.24,0,0,0,0,0,0,0,0,121.16,8.01,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,8.53,8.69,0,15.85,437.75,30.56,0,14.79,0,1.51,19.27,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,18.22,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,19.24,3.2,0,0,0,0,0,0,0,121.16,2.46,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,8.53,10.24,0,15.85,485.84,30.56,0,14.79,0,4.85,19.27,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,36.43,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,19.24,12.67,0,1.06,0,0,0,0,0,121.16,0.49,278.92,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,8.53,11.16,8.78,15.85,514.33,40.78,0,17.64,0,14.97,25.38,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,54.65,0,40.16,0,3.67,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,9.31,19.24,25.33,0,6.27,0,0,0,0,0,121.16,0.49,278.92,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,25.6,11.25,8.78,31.7,523.95,40.78,0,17.64,0,29.94,25.38,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,91.08,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,27.95,19.24,25.33,11.55,12.54,0,0,0,0,0,121.16,0.49,288.54,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,37.93,11.25,15.88,47.54,559.54,40.78,0,17.64,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,134.98,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,27.95,19.24,25.33,26.98,12.54,0,0,0,0,0,121.16,0.49,346.25,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,37.93,11.25,35.15,47.54,594.16,40.78,0,17.64,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,378.71,0,0,0,0,0,134.98,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,27.95,19.24,25.33,40.54,12.54,0,0,0,0,0,121.16,6.03,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,37.93,11.25,35.15,47.54,630.51,40.78,0,19.4,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,134.98,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,27.95,19.24,25.33,40.54,12.54,0,0,0,0,0,121.16,6.03,401.71,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.28,0,0,0,0,0,0,0,37.93,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,8.94,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,134.98,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,27.95,19.24,25.33,26.98,12.54,0,0,0,0,0,121.16,0.49,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,37.93,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,40.23,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,134.98,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,27.95,19.24,25.33,13.51,12.54,0,0,0,0,0,121.16,0.49,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,37.93,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,40.23,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,134.98,0,40.16,0,3.42,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,1.84,19.24,25.33,13.51,6.27,0,0,0,0,0,121.16,0.49,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,18.97,11.25,15.5,31.7,652.99,40.78,0,19.77,0,44.91,25.38,0,40.23,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,91.08,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,19.24,25.33,0,1.06,0,0,0,0,0,121.16,0.49,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,3.18,0,0,0,0,0,0,0,8.53,11.25,7.75,15.85,657.04,40.78,0,19.77,0,29.38,25.38,0,40.23,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,59.21,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,19.24,25.33,0,0,0,0,0,0,0,121.16,1.11,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.6,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,26.66,25.38,0,40.23,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,38.26,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,19.24,12.67,0,0,0,0,0,0,0,121.16,1.11,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.6,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.99,40.78,0,19.77,0,14.97,25.38,0,40.23,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,22.5,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,19.24,12.56,0,0,0,0,0,0,0,121.16,1.11,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.6,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.99,40.78,0,19.77,0,14.97,25.38,0,8.94,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,22.5,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,19.24,0,0,0,0,0,0,0,0,121.16,1.11,421.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.6,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.99,40.78,0,19.77,0,12.42,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,21.22,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,19.24,0,0,0,0,0,0,0,0,121.16,6.03,420.31,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.99,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,19.24,0,0,0,0,0,0,0,0,121.16,1.72,420.31,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,8.53,11.25,0,15.85,634.99,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,420.31,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,420.31,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,3.18,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,420.31,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,367.41,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.99,35.14,0,17.03,0,0,21.87,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,17.42,0,0,0,0,0,0,0,0,121.16,3.7,308.74,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,599.75,35.14,0,17.03,0,0,21.87,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,18.63,0,0,0,0,0,0,0,0,121.16,3.7,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,594.16,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,584.54,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,565.31,35.14,0,17.03,0,0,21.87,0,1.35,0,119.57,88.49,114.22,51.99,313.79,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,19.24,0,0,0,0,0,0,0,0,121.16,4.31,231.79,0,0,95.09,0,0,0,0,43.49,0,10.35,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,517.58,30.96,0,15.02,0,0,19.32,0,1.35,0,119.57,88.49,114.22,51.99,321.6,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,19.24,0,0,0,0,0,0,0,0,121.16,4.31,231.79,0,0,95.09,0,0,0,0,43.49,0,10.35,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,0,459.88,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,324.61,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,19.24,0,0,0,0,0,0,0,0,121.16,4.31,231.79,0,0,95.09,0,0,0,0,43.49,0,10.35,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,9.7,0,0,450.26,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,324.61,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,19.24,0,0,0,0,0,0,0,0,121.16,4.31,231.79,0,0,95.09,0,0,0,0,43.49,0,10.35,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,9.7,0,0,390.88,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,324.61,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,19.24,0,0,0,0,0,0,0,0,121.16,4.31,231.91,0,0,95.09,0,0,0,0,43.49,0,10.35,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,8.77,0,0,360.81,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,324.61,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,19.24,0,0,0,0,0,0,0,0,121.16,4.31,231.91,0,0,95.09,0,0,0,0,43.49,0,10.35,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,8.77,0,0,295.41,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,324.61,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,8.77,0,0,264.63,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,324.61,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,8.77,0,0,245.39,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,324.61,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,9.91,0,0,216.54,30.56,0,14.9,0,0,19.27,0,1.35,0,119.57,88.49,114.22,51.99,334.34,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,19.24,0,0,0,0,0,0,0,0,121.16,3.7,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,10.32,0,0,245.39,36.19,0,17.64,0,0,22.79,0,1.35,0,119.57,88.49,114.22,51.99,347.68,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,19.24,0,0,0,0,0,0,0,0,121.16,3.08,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,10.32,0,0,264.63,36.19,0,17.64,0,9.81,22.79,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,19.24,0,0,0,0,0,0,0,0,121.16,3.08,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,10.32,0,0,293.48,36.19,0,17.64,0,14.97,22.79,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,19.24,0,0,0,0,0,0,0,0,121.16,3.08,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,10.32,0,0,295.41,36.19,0,17.64,0,29.94,22.79,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,19.24,0,0,0,0,0,0,0,0,121.16,3.08,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,10.32,0,0,295.41,36.19,0,17.64,0,44.91,22.79,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

