Block,Time,CHAMERA3,MAPS,NAPP,NLCTS2EXP,RIHAND1,RSTPSU1TO6,SALAL,SIMHST2,SINGRAULI,KUDGI,PARBATI2,RAPPC,RAPPD,RIHAND2,SIMHST1,TelanganaSTPP,UNCHAHAR4,URI2,ANTA_LF,ANTA_RF,AURY_CRF,AURY_LF,CHAMERA2,KHSTPP-II,KISHANGANGA,KOLDAM,NLCEXP,PARBATI3,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,URI,VALLURNTECL,KGSU3AND4,KKNPPU2,NTPL,SASAN,UNCHAHAR2,DADRI_GF,FSTPP I & II,KKNP,NLCIIST2,RSTPSU7,TALST2,TANDA2,TEHRI,DADRI_RF,CHAMERA1,DHAULIGNGA,KGSU1AND2,KOTESHWR,RAPPB,RIHAND3,SEWA2,AURY_RF,DADRI_CRF,BRBCL,BSIUL,DADRT2,JHAJJAR,KHSTPP-I,NJPC,NNTPP,ANTA_GF,AURY_GF,DULHASTI,NLCIIST1,RAMPUR,TALA,TEHRIPSP,UNCHAHAR3,ANTA_CRF,DADRI_LF
16,03:45-04:00,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,20.29,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.76,0,27.69,0,0

17,04:00-04:15,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,37.42,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,20.29,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.76,0,27.69,0,0

18,04:15-04:30,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,37.42,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,20.29,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.76,0,27.69,0,0

19,04:30-04:45,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,20.29,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.46,0,27.69,0,0

20,04:45-05:00,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,20.29,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.46,0,27.69,0,0

21,05:00-05:15,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,37.42,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.46,0,27.69,0,0

22,05:15-05:30,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,37.42,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.09,0,27.69,0,0

23,05:30-05:45,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.87,0,27.69,0,0

24,05:45-06:00,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.85,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.52,0,27.69,0,0

25,06:00-06:15,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.37,0,27.69,0,0

26,06:15-06:30,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.31,0,27.69,0,0

27,06:30-06:45,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.09,0,27.69,0,0

28,06:45-07:00,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,50.42,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.09,0,27.69,0,0

29,07:00-07:15,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,50.42,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.09,0,27.69,0,0

30,07:15-07:30,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,33.62,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.17,0,27.69,0,0

31,07:30-07:45,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,16.81,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.17,0,27.69,0,0

32,07:45-08:00,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.59,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,105.39,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.29,0,27.69,0,0

33,08:00-08:15,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.09,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.49,0,27.69,0,0

34,08:15-08:30,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.09,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.49,0,27.69,0,0

35,08:30-08:45,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.09,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.49,0,27.69,0,0

36,08:45-09:00,33.94,0,24.48,0,98.32,0,46.48,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,52.09,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.91,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.49,0,27.69,0,0

37,09:00-09:15,33.94,0,24.48,0,98.32,0,55.77,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,51.59,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.39,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.23,0,27.69,0,0

38,09:15-09:30,33.94,0,24.48,0,98.32,0,55.77,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,51.59,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.39,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.23,0,27.69,0,0

39,09:30-09:45,33.94,0,24.48,0,98.32,0,55.77,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,51.59,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.39,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.61,0,27.69,0,0

40,09:45-10:00,33.94,0,24.48,0,98.32,0,55.77,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,51.59,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.39,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.61,0,27.69,0,0

41,10:00-10:15,33.94,0,24.48,0,98.32,0,53.45,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.82,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.9,0,27.69,0,0

42,10:15-10:30,33.94,0,24.48,0,98.32,0,53.45,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.82,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.9,0,27.69,0,0

43,10:30-10:45,33.94,0,24.48,0,98.32,0,34.86,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.57,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,52.99,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,22.17,0,27.69,0,0

44,10:45-11:00,33.94,0,24.48,0,98.32,0,34.86,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.57,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,24.37,0,27.69,0,0

45,11:00-11:15,33.94,0,24.48,0,98.32,0,34.86,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,38.64,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.65,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,24.37,0,27.69,0,0

46,11:15-11:30,33.94,0,24.48,0,98.32,0,34.86,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,24.37,0,27.69,0,0

47,11:30-11:45,33.94,0,24.48,0,98.32,0,63.92,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,24.37,0,27.69,0,0

48,11:45-12:00,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,50.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,24.37,0,27.69,0,0

49,12:00-12:15,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,49.81,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,24.37,0,27.69,0,0

50,12:15-12:30,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,27.28,0,49.81,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,24.11,0,27.69,0,0

51,12:30-12:45,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.81,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

52,12:45-13:00,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.81,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

53,13:00-13:15,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.56,0,0,47.12,98.87,4.7,7.75,0,0,0,11.91,21.65,48.57,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,80.26,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

54,13:15-13:30,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.56,0,0,47.12,98.87,4.7,7.13,0,0,0,11.91,21.65,39.75,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

55,13:30-13:45,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,41.95,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

