Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/06/9700,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/2197,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/1475,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/1766,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/06/7927,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,GNA/SR/2024/12/01/6968,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08
80,19:45-20:00,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,43.17,2.11,0,25.9,0,0,1.53,0,26.24,50,150,0,57.54,1.08,0,150,0,0,0,0,0,0,0,0,6.83,7,13.33,13.34,0,6.83,20.51,0,0,6.33

81,20:00-20:15,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,36.92,2.11,0,25.9,0,0,1.37,0,26.24,50,250,0,57.54,1.01,0,150,0,0,0,0,0,0,0,0,6.83,10.8,13.33,13.34,0,6.83,20.51,0,0,6.33

82,20:15-20:30,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,34.76,2.11,0,25.9,0,0,1.37,0,26.24,50,250,0,57.54,1.01,0,150,0,0,0,0,0,0,0,0,6.83,10.6,13.33,13.34,0,6.83,20.51,0,0,6.33

83,20:30-20:45,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,31.04,2.11,0,25.9,0,0,1.37,0,26.24,50,250,0,53.31,1.01,0,150,0,0,0,0,0,0,0,0,6.83,10.4,13.33,13.34,0,6.83,20.51,0,0,6.33

84,20:45-21:00,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,25.9,2.11,0,25.9,0,0,1.37,0,26.24,50,250,0,49.08,1.01,0,150,0,0,0,0,0,0,0,0,6.83,10.4,13.33,13.34,0,6.83,20.51,0,0,6.33

85,21:00-21:15,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,25.9,2.11,0,25.9,0,0,1.37,0,25.74,50,250,0,44.85,1.01,0,150,0,0,0,0,0,0,0,0,6.83,10.4,13.33,13.34,0,6.83,20.51,0,0,6.33

86,21:15-21:30,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,25.9,2.11,0,25.9,0,0,1.37,0,25.23,50,250,0,34.98,1.01,0,150,0,0,0,0,0,0,0,0,6.83,10.4,13.33,13.34,0,6.83,20.51,0,0,6.33

87,21:30-21:45,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,25.9,2.11,0,25.9,0,0,1.37,0,25.23,50,250,0,34.98,1.01,0,150,0,0,0,0,0,0,0,0,6.83,13.01,13.33,13.34,0,6.83,20.51,0,0,6.33

88,21:45-22:00,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,25.9,2.11,0,25.9,0,0,1.37,0,25.23,50,250,0,34.98,1.01,0,150,0,0,0,0,0,0,0,0,6.83,12.61,13.33,13.34,0,6.83,20.51,0,0,6.33

89,22:00-22:15,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,12.01,13.33,13.34,0,6.83,20.51,0,0,6.33

90,22:15-22:30,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,11.41,13.33,13.34,0,6.83,20.51,0,0,6.33

91,22:30-22:45,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,15.01,13.33,13.34,0,6.83,20.51,0,0,6.33

92,22:45-23:00,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,15.01,13.33,13.34,0,6.83,20.51,0,0,6.33

93,23:00-23:15,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,14.61,13.33,13.34,0,6.83,20.51,0,0,6.33

94,23:15-23:30,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,14.41,13.33,13.34,0,6.83,20.51,0,0,6.33

95,23:30-23:45,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,14.21,13.33,13.34,0,6.83,20.51,0,0,6.33

96,23:45-24:00,0,130.22,1.66,134.49,74.83,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.3,0,26.24,50,250,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,14.01,13.33,13.34,0,6.83,20.51,0,0,6.33

