Column1,Time,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5474,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9042,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5428,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/1868,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/5444,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/3646,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/4503,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06
82,20:15-20:30,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.76,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,26.75,34.57,0,1.71,0,8.64,0,35.02,0,85.38,0

83,20:30-20:45,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.76,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,26.75,34.57,0,1.71,0,8.64,0,35.02,0,85.38,0

84,20:45-21:00,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.76,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,26.75,34.57,0,1.71,0,8.64,0,35.02,0,85.38,0

85,21:00-21:15,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.68,17.29,67.74,36.5,205.09,2.3,8.64,0,134.33,36.5,26.24,34.57,0,1.71,0,8.64,0,35.02,0,85.38,0

86,21:15-21:30,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.68,17.29,67.74,36.5,205.09,2.3,8.64,0,134.33,36.5,26.24,34.57,0,1.71,0,8.64,0,35.02,0,79.71,0

87,21:30-21:45,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.68,17.29,67.74,36.5,243.51,2.3,8.64,0,134.33,36.5,26.24,34.57,0,1.71,0,8.64,0,35.02,0,74.19,0

88,21:45-22:00,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.68,17.29,67.74,36.5,205.09,2.3,8.64,0,115.25,36.5,26.24,34.57,0,1.71,0,8.64,0,35.02,0,59.35,0

89,22:00-22:15,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,67.74,31.69,205.09,2.3,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

90,22:15-22:30,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,67.74,31.69,205.09,2.3,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

91,22:30-22:45,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,57.34,31.69,205.09,2.3,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

92,22:45-23:00,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,57.34,31.69,197.5,2.3,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

93,23:00-23:15,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,57.34,31.69,205.09,2.2,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

94,23:15-23:30,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,57.34,31.69,192.69,2.2,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

95,23:30-23:45,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,57.34,31.69,182.13,2.2,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

96,23:45-24:00,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.24,142.69,1.53,17.29,57.34,31.69,170.61,2.2,8.64,0,115.25,31.69,26.24,31.69,47.56,1.71,0,8.64,0,35.02,0,85.38,0

