Column1,Time,GNA/NR/2024/12/26/3604,GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1766,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1475,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/3428,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/SR/2024/12/01/6968,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/26/3210,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/7739,NR/01102023/19072037/LT-05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05
15,03:30-03:45,0,8.74,64.45,22.3,25.23,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.74,0.77,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,83,0,24.34,33.34,0,83,5,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,8.74,64.45,22.3,25.23,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.74,0.77,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,80.34,0,24,33.34,0,80.33,5,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,8.74,64.45,22.3,24.72,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.65,0.77,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,79,0,21.34,33.34,0,79,5,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,8.74,64.45,22.3,24.22,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.65,0.77,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,76,0,20.34,33.34,0,76,5,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,8.74,64.45,22.3,24.22,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.65,0,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,70.66,0,19.66,33.34,0,70.67,5,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,8.74,64.45,22.3,24.22,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.65,0,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,67.34,0,19.34,33.34,0,67.33,5,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,8.74,64.45,22.3,24.22,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.65,0.77,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,57.66,0,19.34,33.34,0,57.67,5,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,8.74,94.58,22.3,24.22,57.43,22.3,26.23,0,0,0,8.74,52.91,0,1.65,0.77,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,55.34,0,19.34,33.34,0,55.33,5,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,8.74,111.38,22.3,24.22,64.09,22.3,26.23,0,0,0,8.74,100.22,0,1.65,0.77,1.07,0,150,0,0,0,74.81,1.62,142.69,47.56,70.15,0,33.33,100,50.66,0,19.66,33.34,0,50.67,5,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,8.74,111.38,22.3,24.22,64.09,22.3,26.23,0,0,0,8.74,100.22,0,1.65,0.77,1.07,0,150,0,0,0,96.2,1.62,142.69,47.56,70.15,0,33.33,100,47,0,19.66,33.34,0,47,5,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,144.3,8.74,94.58,22.3,24.22,64.09,22.3,26.23,0,0,0,8.74,100.22,0,1.65,0,1.07,0,150,0,0,0,115.44,1.62,0,0,66,0,33.33,100,46.66,0,19.34,33.34,0,46.67,5,0,0,0,0,0,0,0,0,0,0.56

26,06:15-06:30,144.3,8.74,113.79,25.97,24.22,76.28,25.97,26.23,0,0,0,8.74,100.22,0,1.65,0,1.07,0,150,0,0,0,135.3,1.62,0,0,66,0,33.33,100,45,0.09,19.34,33.34,0,45,5,0,0,0,0,0,0,0,0,0,1.05

27,06:30-06:45,144.3,8.74,113.79,25.97,24.22,76.28,25.97,26.23,0,0,0,8.74,100.22,0,1.65,0.77,1.07,0,150,0,0,0,135.3,1.62,0,0,66,0,33.33,100,51.34,0.21,19.66,33.34,0,51.33,5,0,0,0,0,0,0,0,0,0.14,2.41

28,06:45-07:00,144.3,13.47,130.59,25.97,23.72,74.58,25.97,26.23,0,0,0,13.47,100.22,0,1.65,0.77,1.07,0,150,0,0,0,135.3,1.62,0,0,66,0,33.33,100,50.34,0.31,20,33.34,2,50.33,5,0,0,0,0,0,0,0,0,2.99,4.87

29,07:00-07:15,144.3,13.47,130.59,25.97,23.21,86.77,25.97,26.23,0,0,0,13.47,100.22,0,1.74,0.77,1.07,0.07,150,0.07,0,0.07,135.3,1.62,0,0,66,0.66,33.33,100,48.34,0.99,20.34,33.34,4,48.33,5,1,1,0,0,0,0.06,0.28,2,11.01,11.76

30,07:15-07:30,144.3,13.47,130.59,25.97,23.21,86.77,25.97,26.23,0,0,0,13.47,100.22,0,1.74,0.77,1.07,0.28,150,0.27,44.25,0.27,135.3,1.62,0,0,66,3.16,33.17,99.5,46.34,2.03,20.66,33.16,8,46.33,5,2,4,1,0,1,0.26,1.32,3,20.34,20.28

31,07:30-07:45,144.3,13.47,130.59,25.97,23.21,86.77,25.97,43.29,0,0,0,13.47,100.22,0,1.74,0,1.07,0.62,150,0.6,46.18,0.6,135.3,1.62,0,0,115.03,8.19,32.67,98,45.34,3.41,21.34,32.66,13.99,45.33,5,5,7,3,1,3,0.58,2.92,5,31.6,31.6

32,07:45-08:00,144.3,13.47,130.59,25.97,24.22,86.77,25.97,43.29,0,0,0,13.47,100.22,0,1.74,0,1.07,0.87,150,0.84,50.02,0.84,135.3,1.62,0,0,115.03,13.52,32.33,97,44,5.01,22,32.34,22,44,5,8,11,4,2,4,2.05,10.24,7,28.75,28.75

33,08:00-08:15,144.3,13.47,130.59,33.67,24.72,86.77,33.67,43.29,0,0,0,13.47,100.22,0,1.65,0.77,1.07,1.39,150,1.37,54.83,1.37,135.3,1.62,0,0,115.03,19.9,30,90,37.66,7.72,17,30,29.56,37.67,5,10,14,6,3,5,5.06,25.29,9,29.85,29.85

34,08:15-08:30,144.3,13.47,130.59,33.67,25.23,86.77,33.67,43.29,0,0,0,13.47,100.22,0,1.65,0.77,1.07,1.95,150,1.9,57.72,1.9,135.3,1.62,0,0,115.03,27.66,27,81,35.34,10.37,16,27,29.9,35.33,5,13,21,9,4,7,5.34,26.7,13,29.56,29.57

35,08:30-08:45,144.3,13.47,130.59,33.67,25.73,86.77,33.67,43.29,0,0,0,13.47,100.22,0,1.65,0.77,1.07,2.65,150,2.58,57.72,2.58,135.3,1.62,0,0,115.03,36.29,23.67,71,33,14.15,16.34,23.66,30.4,33,5,13,28,12,8,7,8,40,15,30.06,30.07

36,08:45-09:00,144.3,13.47,130.59,33.67,25.73,86.77,33.67,43.29,0,0,0,13.47,100.22,0,1.65,0.77,1.07,3.5,150,3.42,50.02,3.42,135.3,1.62,0,0,115.03,45.3,20.5,61.5,31,17.31,17,20.5,30.8,31,5,17,35,15,14,8,10.74,53.71,17,30.46,30.47

37,09:00-09:15,144.3,14.43,130.59,36.56,25.73,86.77,36.56,43.29,0,0,0,14.43,100.22,0,1.65,0.69,1.07,4.35,150,4.25,25.01,4.25,135.3,1.62,0,0,115.03,41.65,18.83,56.5,25.66,20.61,17.34,18.84,30.8,25.67,5,18,39,16,17,9,13.52,67.59,23,30.46,30.47

38,09:15-09:30,144.3,14.43,130.59,36.56,25.73,86.77,36.56,43.29,0,0,0,14.43,100.22,0,1.65,0.69,1.07,5.21,150,5.08,31.75,5.08,135.3,1.62,0,0,115.03,48.7,17.67,53,23.66,23.9,17.66,17.66,30.8,23.67,5,22,45,19,20,11,16.72,83.57,30,30.46,30.47

39,09:30-09:45,144.3,14.43,130.59,36.56,25.73,86.77,36.56,43.29,0,0,0,14.43,100.22,0,1.65,0.69,1.07,6.06,150,5.92,44.25,5.92,135.3,1.62,0,0,115.03,55.61,16.5,49.5,26.66,27.23,18,16.5,30.8,26.67,5,33,60,25,23,17,20.54,102.69,45,30.46,30.47

40,09:45-10:00,144.3,14.43,130.59,36.56,25.23,86.77,36.56,43.29,0,0,0,14.43,100.22,0,1.65,0.69,1.07,6.91,150,6.75,43.29,6.75,135.3,1.62,0,0,115.03,63.13,15.67,47,26,30.37,18.34,15.66,30.8,26,5,45,74,31,26,22,23.89,119.43,52,30.46,30.47

41,10:00-10:15,144.3,14.43,130.59,36.56,25.23,86.77,36.56,43.29,0,0,0,14.43,100.22,0,1.65,0.69,1.07,7.77,150,7.58,0,7.58,135.3,1.62,0,0,115.03,69.28,15.67,47,25,33.87,19.34,15.66,30.8,25,5,40,84,36,27,20,27.29,136.47,52,30.46,30.47

42,10:15-10:30,144.3,14.43,130.59,36.56,25.23,86.77,36.56,43.29,0,0,0,14.43,100.22,0,1.65,0.69,1.07,8.65,150,8.44,0,8.44,135.3,1.62,0,0,115.03,73.13,16.33,49,22.66,36.31,19.66,16.34,30.8,22.67,5,47,98,42,29,23,30.13,150.63,53,30.46,30.47

43,10:30-10:45,144.3,14.43,130.59,33.67,25.23,86.77,33.67,38.48,0,0,0,14.43,100.22,0,1.65,0.69,1.07,9.66,150,9.42,0,9.42,135.3,1.62,0,0,115.03,66.44,17,51,21,38.33,19.34,17,30.8,21,5,62,126,54,32,31,32.86,164.3,58,30.46,30.47

44,10:45-11:00,144.3,14.43,130.59,33.67,25.23,86.77,33.67,38.48,0,0,0,14.43,100.22,0,1.65,0.69,1.07,10.52,150,10.28,0,10.28,135.3,1.62,0,0,115.03,70.37,17.83,53.5,20,40.63,18.66,17.84,30.8,20,5,70,140,60,33,35,36.37,181.83,65,30.46,30.47

45,11:00-11:15,144.3,14.43,130.59,28.86,25.23,86.77,28.86,38.48,0,0,0,14.43,100.22,0,1.74,0,1.07,11.4,150,11.13,0,11.13,135.3,1.43,0,0,106.54,74.12,19,57,18.34,41.67,18.66,19,30.8,18.33,5,83,158,67,35,42,35.06,175.27,68,30.46,30.47

46,11:15-11:30,144.3,14.43,130.59,28.86,25.23,86.77,28.86,38.48,0,0,0,14.43,100.22,0,1.74,0,1.07,12.14,150,11.84,0,11.84,135.3,1.43,0,0,98.06,77.93,20.33,61,18.34,42.38,18.34,20.34,30.8,18.33,5,87,165,70,36,43,37.49,187.43,73,30.46,30.47

47,11:30-11:45,144.3,14.43,130.59,28.86,22.71,86.77,28.86,26.23,0,0,0,14.43,100.22,0,1.74,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.43,0,0,89.57,81.19,21.83,65.5,18.34,43.09,18,21.84,30.8,18.33,5,90,172,73,37,45,39.49,197.46,73,30.46,30.47

48,11:45-12:00,144.3,14.43,130.59,28.86,22.2,86.77,28.86,26.23,0,0,0,14.43,100.22,0,1.74,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.43,0,0,81.09,84.21,23.33,70,18.34,43.81,17.66,23.34,30.8,18.33,5,93,179,76,37,47,40.73,203.66,73,30.46,30.47

49,12:00-12:15,144.3,14.43,130.59,28.86,22.2,74.58,28.86,26.23,0,0,0,14.43,100.22,0,1.65,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.43,0,0,72.6,85.67,24.17,72.5,19.66,43.92,22.34,24.16,30.8,19.67,5,89,168,72,37,45,40.73,203.66,72,30.46,30.47

50,12:15-12:30,144.3,14.43,130.59,28.86,22.2,86.77,28.86,26.23,0,0,0,14.43,100.22,0,1.65,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.43,0,0,70.15,86.95,24.5,73.5,20,44.03,23.66,24.5,30.8,20,5,89,168,72,37,45,40.73,203.66,72,30.46,30.47

51,12:30-12:45,144.3,14.43,111.38,28.86,22.2,65.05,28.86,26.23,0,0,0,14.43,100.22,0,1.65,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.43,0,0,70.15,87.96,24.67,74,20.34,39.72,23.66,24.66,30.8,20.33,5,83,168,72,35,42,40.73,203.66,67,30.46,30.47

52,12:45-13:00,144.3,14.43,94.58,28.86,22.2,65.05,28.86,26.23,0,0,0,14.43,100.22,0,1.65,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.43,0,0,70.15,88.8,24.83,74.5,20.34,39.82,23,24.84,30.8,20.33,5,80,168,72,36,40,40.73,203.66,67,30.46,30.47

53,13:00-13:15,144.3,14.43,94.58,22.3,22.2,64.61,22.3,33.67,0,0,0,14.43,71.36,0,1.65,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.48,0,0,70.15,89.01,24.17,72.5,20.34,39.36,22.66,24.16,30.8,20.33,5,80,168,72,37,40,36.66,183.29,65,30.46,30.47

54,13:15-13:30,144.3,8.74,94.58,22.3,22.2,64.61,22.3,33.67,0,0,0,8.74,54.83,0,1.65,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.48,0,0,70.15,88.69,23,69,20.66,38.91,22.66,23,30.8,20.67,5,80,168,72,37,40,36.66,183.29,63,30.46,30.47

55,13:30-13:45,144.3,8.74,94.58,22.3,22.2,64.61,22.3,33.67,0,0,0,8.74,54.83,0,1.65,0.69,1.07,12.14,150,11.84,0,11.84,135.3,1.48,0,0,70.15,72.65,21.83,65.5,21,38.45,22.66,21.84,30.8,21,5,73,147,63,36,37,33.73,168.62,62,30.46,30.47

56,13:45-14:00,144.3,8.74,94.58,22.3,22.2,64.61,22.3,33.67,0,0,0,8.74,54.83,0,1.65,0.69,1.07,11.54,150,11.26,0,11.26,135.3,1.48,0,0,70.15,72.28,20.67,62,21.34,38,22.66,20.66,30.8,21.33,5,70,140,60,35,35,33.73,168.62,61,30.46,30.47

57,14:00-14:15,144.3,8.74,94.58,22.3,22.71,75.83,22.3,28.86,0,0,0,8.74,54.83,0,1.65,0.69,1.14,10.95,150,10.69,0,10.69,135.3,1.53,0,0,70.15,71.53,19.83,59.5,26.66,36.86,24.66,19.84,30.8,26.67,5,61,126,54,32,31,33.2,165.98,57,30.46,30.47

58,14:15-14:30,144.3,8.74,113.79,22.3,22.71,75.83,22.3,28.86,0,0,0,8.74,54.83,0,1.65,0.69,1.14,10.15,150,9.9,0,9.9,135.3,1.53,0,0,70.15,70.39,19.17,57.5,27.34,34.96,25.66,19.16,30.8,27.33,5,57,119,51,30,28,31.53,157.65,54,30.46,30.47

59,14:30-14:45,144.3,8.74,113.79,22.3,23.21,76.28,22.3,28.86,0,0,0,8.74,70.23,0,1.65,0,1.14,9.34,150,9.12,0,9.12,135.3,1.53,0,0,70.15,68.43,18.67,56,28.34,32.13,26,18.66,30.8,28.33,5,52,109,46,26,26,29.35,146.74,52,30.46,30.47

60,14:45-15:00,144.3,8.74,113.79,22.3,23.21,76.28,22.3,28.86,0,0,0,8.74,84.66,0,1.65,0,1.14,8.54,150,8.34,0,8.34,135.3,1.53,0,0,70.15,66.03,18.17,54.5,28.66,30.22,26,18.16,30.8,28.67,5,48,98,42,24,24,27.07,135.37,48,30.46,30.47

61,15:00-15:15,144.3,13.47,111.38,22.3,24.72,75.55,22.3,28.86,0,0,0,13.47,100.22,0,1.65,0.69,1.22,7.75,150,7.55,0,7.55,135.3,1.53,0,0,70.15,64.51,18.17,54.5,45,22.08,26.34,18.16,31.3,45,5,43,84,36,22,22,24.66,123.29,40,30.96,30.97

62,15:15-15:30,144.3,13.47,111.38,22.3,24.72,64.61,22.3,28.86,0,0,0,13.47,100.22,0,1.65,0.69,1.22,4.86,150,4.74,0,4.74,135.3,1.53,0,0,70.15,58.67,18.17,54.5,47,19.73,26.34,18.16,31.3,47,5,38,74,31,19,19,21.69,108.43,37,30.96,30.97

63,15:30-15:45,144.3,13.47,130.59,22.3,24.72,75.83,22.3,28.86,0,0,0,13.47,100.22,0,1.65,0.69,1.22,4.3,150,4.19,0,4.19,135.3,1.53,0,0,66,52.55,18.33,55,61.67,17.42,26.34,18.34,25,61.67,5,33,63,27,16,17,19.33,96.63,30,32.87,32.87

64,15:45-16:00,144.3,13.47,130.59,22.3,24.72,75.83,22.3,28.86,0,0,0,13.47,100.22,0,1.65,0.69,1.22,3.73,150,3.65,0,3.65,135.3,1.53,0,0,66,36.96,18.5,55.5,62.33,15.01,26.34,18.5,18,62.33,5,27,49,21,13,13,16.81,84.02,27,32.87,32.87

65,16:00-16:15,144.3,13.47,130.59,28.86,24.72,86.77,28.86,43.29,0,0,0,13.47,100.22,0,1.74,0.69,1.22,3.1,150,3.03,0,3.03,135.3,1.57,0,0,66,30.76,18.67,56,70,12.71,26.34,18.66,10,70,5,20,39,16,10,10,13.94,69.67,18,33,31.95

66,16:15-16:30,144.3,13.47,130.59,28.86,24.72,86.77,28.86,43.29,0,0,0,13.47,100.22,0,1.74,0.69,1.22,2.46,150,2.41,0,2.41,135.3,1.57,0,0,66,19.49,18.83,56.5,71.33,10.26,26,18.84,5,71.33,5,15,32,13,8,7,11.23,56.12,15,33,20.81

67,16:30-16:45,144.3,13.47,130.59,36.56,24.72,86.77,36.56,43.29,0,0,0,13.47,100.22,0,1.74,0.69,1.22,1.82,150,1.79,0,1.79,135.3,1.57,0,0,66,15.59,19,57,71.67,7.89,25.66,19,1,71.67,5,13,21,9,5,7,6.76,33.8,12,19.2,11.91

68,16:45-17:00,144.3,13.47,130.59,36.56,24.72,86.77,36.56,43.29,0,0,0,13.47,100.22,0,1.74,0.69,1.22,1.19,150,1.17,0,1.17,135.3,1.57,0,0,84.86,8.77,19.17,57.5,73,5.43,25.34,19.16,0,73,5,9,11,4,3,4,5.09,25.47,10,7.8,4.97

69,17:00-17:15,144.3,13.47,130.59,36.56,24.72,86.77,36.56,43.29,0,0,0,13.47,100.22,0,1.65,0.69,1.3,0.91,150,0.89,133.72,0.89,135.3,1.57,0,0,115.03,4.87,19.33,58,74.33,4.08,25,19.34,0,74.33,5,6,4,1,2,3,4.98,24.91,8,2.86,1.21

70,17:15-17:30,144.3,13.47,130.59,36.56,25.23,86.77,36.56,43.29,0,0,0,13.47,100.22,0,1.65,0.69,1.3,0.62,150,0.6,130.83,0.6,135.3,1.57,0,0,115.03,1.95,19.5,58.5,76,2.82,24.34,19.5,0,76,5,2,1,0,1,1,2.9,14.48,7,0.8,1.84

71,17:30-17:45,144.3,13.47,130.59,33.67,26.24,78.88,33.67,43.29,0,0,0,13.47,100.22,0,1.65,0.69,1.3,0.33,150,0.32,134.68,0.32,135.3,1.57,0,0,115.03,0.97,19.67,59,76.67,1.54,24,19.66,0,76.67,5,1,0,0,0,0,1.26,6.28,3,0.05,1.05

72,17:45-18:00,144.3,13.47,130.59,33.67,26.24,78.88,33.67,43.29,0,0,0,13.47,100.22,0,1.65,0.69,1.3,0.05,150,0.05,136.6,0.05,135.3,1.57,0,0,115.03,0,19.83,59.5,77.33,0.21,23.34,19.84,0,77.33,5,0,0,0,0,0,0.25,1.27,2,0.03,0.58

73,18:00-18:15,144.3,13.47,130.59,33.67,26.24,78.88,33.67,43.29,50,150,0,13.47,100.22,0,1.65,0.69,1.3,0,150,0,174.12,0,135.3,1.57,0,0,115.03,0,20.83,62.5,65,0.15,26.34,20.84,0,65,5,0,0,0,0,0,0,0.01,0,0,0

74,18:15-18:30,144.3,13.47,130.59,33.67,25.73,78.88,33.67,43.29,50,150,0,13.47,100.22,0,1.65,0.69,1.3,0,150,0,186.63,0,135.3,1.57,0,0,115.03,0,22,66,65.66,0.11,28.34,22,0,65.67,5,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,144.3,13.47,130.59,33.67,25.73,78.88,33.67,43.29,50,150,0,13.47,100.22,0,1.65,0.69,1.3,0,150,0,190.48,0,135.3,1.57,0,0,115.03,0,23.33,70,64.66,0,29.66,23.34,0,64.67,5,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,144.3,13.47,130.59,33.67,25.73,78.88,33.67,43.29,50,150,0,13.47,100.22,0,1.65,0.69,1.3,0,150,0,191.44,0,135.3,1.57,0,0,115.03,0,24.83,74.5,65,0,31.34,24.84,0,65,5,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,144.3,13.47,130.59,28.86,25.73,78.88,28.86,43.29,50,150,0,13.47,100.22,0,1.65,0.69,1.22,0,150,0,0,0,135.3,1.53,0,0,84.86,0,26.5,79.5,66.66,0,32.34,26.5,0,66.67,5,0,0,0,0,0,0,0,0,0,0

