Block,Time Block,KUDGI,ANTA_CRF,NAPP,NTPL,RAPPB,PARBATI3,NLCEXP,MAPS,NLCIIST1,NLCIIST2,NJPC,RAMPUR,NLCTS2EXP,NNTPP,VALLURNTECL,TANDA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,CHAMERA1,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KKNPPU2,KOLDAM,KISHANGANGA,JHAJJAR,KHSTPP-I,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,ANTA_GF,DADRI_CRF,DADRI_RF,AURY_CRF,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TALST2,SEWA2,SINGRAULI,SALAL,RIHAND2,RIHAND3,TALA,RIHAND1,RAPPC,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0,0,43.68,0,0,17.37,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,34.81,18.78,10.88,0,30.34,8.53,34.22,27.14,6.3,30.98,11.48,42.7,39.01,17.88,51.95,583.87,0,5.17,1.39,111.15,37.72,0,18.66,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,80.8,117.54,123.22,9.99,87.43,58.16,380.24,0,0,0,0,0

12,02:45-03:00,0,0,43.68,0,0,16.96,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,10.88,0,30.34,8.53,34.22,27.14,6.3,30.98,12.08,42.7,39.01,17.88,51.95,583.87,0,5.17,1.39,111.15,37.72,0,18.66,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,80.8,117.54,123.22,9.99,87.43,58.16,380.24,0,0,0,0,0

13,03:00-03:15,0,0,43.68,0,0,16.96,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,34.81,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,12.82,42.7,39.01,17.41,51.95,550.45,0,5.17,1.39,111.15,37.72,0,9.33,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.99,87.43,58.16,380.24,0,0,0,0,0

14,03:15-03:30,0,0,43.68,0,0,16.96,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,34.81,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,13.56,42.7,39.01,17.41,51.95,526.31,0,5.17,1.39,111.15,37.72,0,9.33,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.99,87.43,58.16,380.24,0,0,0,0,0

15,03:30-03:45,0,0,43.68,0,0,16.96,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,15.91,42.7,39.01,17.41,51.95,478.02,0,5.17,1.39,111.15,37.72,0,9.33,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.99,87.43,58.16,380.24,0,0,0,0,0

16,03:45-04:00,0,0,43.68,0,0,16.96,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,16.06,42.7,39.01,13.37,51.95,478.02,0,5.17,1.39,111.15,37.72,0,9.33,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.99,87.43,58.16,380.24,0,0,0,0,0

17,04:00-04:15,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,14.31,42.7,39.01,13.37,51.95,453.88,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.99,87.43,58.16,380.24,0,0,0,0,0

18,04:15-04:30,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,18.87,42.7,39.01,13.37,51.95,453.88,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.82,87.43,58.16,380.24,0,0,0,0,0

19,04:30-04:45,0,0,43.68,0,0,3.39,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,405.59,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.82,87.43,58.16,380.24,0,0,0,0,0

20,04:45-05:00,0,0,43.68,0,0,3.39,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,10.88,0,30.34,12.8,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.66,87.43,58.16,380.24,0,0,0,0,0

21,05:00-05:15,0,0,43.68,0,0,3.39,0,0,0,0,161.37,3.42,0,0,0,0,13.55,0,19.97,18.78,11.38,0,30.34,12.8,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.48,87.43,58.16,389.75,0,0,0,0,0

22,05:15-05:30,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.88,0,19.97,14.37,11.38,0,23.22,12.8,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,9.15,87.43,58.16,396.43,0,0,0,0,0

23,05:30-05:45,0,0,43.68,0,0,19,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,34.81,14.45,11.38,0,23.22,8.53,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,8.84,87.43,58.16,396.54,0,0,0,0,0

24,05:45-06:00,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,34.81,14.45,11.38,0,23.22,8.53,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,8.58,87.43,58.16,396.54,0,0,0,0,0

25,06:00-06:15,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,11.38,0,23.22,8.53,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,8.5,87.43,58.16,396.54,0,0,0,0,0

26,06:15-06:30,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,11.38,0,23.22,8.53,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,8.46,87.43,58.16,396.54,0,0,0,0,0

27,06:30-06:45,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,34.81,14.45,11.38,0,23.22,12.8,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,8.5,87.43,58.16,396.54,0,0,0,0,0

28,06:45-07:00,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,34.81,14.45,11.38,0,23.22,12.8,34.22,27.14,12.59,30.98,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,76.3,117.54,123.22,8.54,87.43,58.16,396.54,0,0,0,0,0

29,07:00-07:15,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,4.95,0,23.22,12.8,34.22,27.14,12.59,20.64,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.98,76.3,117.54,123.22,8.65,61.35,58.16,396.54,0,0,0,0,0

30,07:15-07:30,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,4.95,0,23.22,12.8,34.22,27.14,12.59,20.64,19.31,42.7,39.01,13.37,51.95,364.4,0,5.17,1.39,111.15,31.35,0,9.33,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.98,76.3,117.54,123.22,8.84,61.35,58.16,396.54,0,0,0,0,0

31,07:30-07:45,0,0,43.68,0,0,3.39,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,4.95,0,23.22,21.32,17.11,27.14,12.59,20.64,19.31,28.81,39.01,11.05,51.95,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,102.9,98.46,8.84,61.35,58.16,396.54,0,0,0,0,0

32,07:45-08:00,0,0,43.68,0,0,3.39,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,4.95,0,23.22,21.32,17.11,27.14,12.59,20.64,18.88,28.81,39.01,11.05,51.95,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,102.9,98.46,8.84,61.35,58.16,396.54,0,0,0,0,0

33,08:00-08:15,0,0,43.68,0,0,16.96,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,11.13,0,23.22,12.8,17.11,27.14,6.3,20.64,19.31,28.81,39.01,11.05,51.95,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,8.84,50.27,58.16,396.54,0,0,0,0,0

34,08:15-08:30,0,0,43.68,0,0,16.96,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,12,0,23.22,12.8,17.11,27.14,6.3,20.64,19.31,28.81,39.01,11.05,51.95,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,8.84,50.27,58.16,396.54,0,0,0,0,0

35,08:30-08:45,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,12,0,23.22,12.8,17.11,27.14,6.3,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,11.64,50.27,58.16,309.62,0,0,0,0,0

36,08:45-09:00,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.45,12,0,23.22,12.8,17.11,27.14,6.3,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,11.64,50.27,58.16,293.37,0,0,0,0,0

37,09:00-09:15,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.45,12,0,23.22,8.53,17.11,27.14,6.3,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,11.64,50.27,58.16,264.4,0,0,0,0,0

38,09:15-09:30,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.45,12,0,23.22,8.53,17.11,13.57,6.3,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,11.64,50.27,58.16,264.4,0,0,0,0,0

39,09:30-09:45,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.45,12,0,23.22,8.53,17.11,13.57,6.3,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,12.04,50.27,58.16,264.4,0,0,0,0,0

40,09:45-10:00,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.45,12,0,23.22,8.53,0,13.57,6.3,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,5.17,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,87.06,98.46,12.04,50.27,58.16,264.4,0,0,0,0,0

41,10:00-10:15,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.45,12,0,23.22,8.53,0,13.57,1.06,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,4.68,1.39,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,75.3,12.04,61.35,58.16,264.4,0,0,0,0,0

42,10:15-10:30,0,0,43.68,0,0,16.29,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.45,11.13,0,23.22,8.53,0,13.57,1.06,20.64,19.31,32.41,39.01,11.05,34.99,364.4,0,4.68,0.39,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,67.77,12.18,61.35,58.16,264.4,0,0,0,0,0

43,10:30-10:45,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,28.55,14.45,12,0,23.22,8.53,0,0,6.3,20.64,17.4,28.47,39.01,11.05,34.99,364.4,0,4.68,0.39,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,67.77,11.98,61.35,58.16,264.4,0,0,0,0,0

44,10:45-11:00,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,28.55,14.45,12,0,23.22,8.53,0,0,1.06,20.64,17.69,28.47,39.01,11.05,34.99,364.4,0,4.68,0.39,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,67.77,11.83,61.35,58.16,264.4,0,0,0,0,0

45,11:00-11:15,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,28.55,14.89,12,0,23.25,8.53,0,0,1.06,20.64,18.71,28.47,39.01,11.05,34.99,364.4,0,4.68,0.39,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,67.77,11.83,61.35,58.16,264.4,0,0,0,0,0

46,11:15-11:30,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,28.55,14.89,12,0,23.25,8.53,0,0,1.06,20.64,19.24,28.47,39.01,11.11,34.99,364.4,0,3.52,0.39,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,67.77,11.83,61.35,58.16,264.4,0,0,0,0,0

47,11:30-11:45,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,8.53,0,0,1.06,20.64,19.17,28.47,39.01,11.11,34.99,364.4,0,3.52,0.39,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,67.77,11.79,61.35,58.16,264.4,0,0,0,0,0

48,11:45-12:00,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,8.53,0,0,6.3,20.64,18.45,28.47,39.01,11.11,34.99,364.4,0,3.52,0,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24,76.3,80.53,67.77,11.79,61.35,58.16,264.4,0,0,0,0,0

49,12:00-12:15,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,21.32,0,0,6.3,20.64,19.31,28.47,39.01,11.11,34.99,364.4,0,2.35,0,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,64.7,67.77,11.64,50.27,58.16,264.4,0,0,0,0,0

50,12:15-12:30,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,21.32,0,0,1.06,20.64,19.31,28.47,39.01,11.11,34.99,364.4,0,2.35,0,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.3,64.7,67.77,11.59,50.27,58.16,264.4,0,0,0,0,0

51,12:30-12:45,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,3.2,0,0,1.06,20.64,19.31,28.47,39.01,11.05,34.99,364.4,0,2.35,0,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.66,64.64,67.77,11.59,50.27,58.16,266.82,0,0,0,0,0

52,12:45-13:00,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,3.2,0,0,1.06,20.64,19.31,28.47,39.01,11.05,34.99,364.4,0,2.35,0,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.66,64.64,67.77,11.59,50.27,58.16,266.82,0,0,0,0,0

53,13:00-13:15,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,8.53,0,13.57,1.06,20.64,19.31,21.61,39.01,11.05,34.99,364.4,0,2.35,0,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.66,64.64,67.77,11.59,50.27,58.16,266.82,0,0,0,0,0

54,13:15-13:30,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,19.97,14.89,10.88,0,23.25,8.53,0,13.57,1.06,20.64,19.31,21.61,39.01,11.05,34.99,364.4,0,2.35,0,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.66,64.64,67.77,11.59,50.27,58.16,266.82,0,0,0,0,0

55,13:30-13:45,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.89,10.88,0,23.25,8.53,0,13.57,6.3,20.64,19.31,21.61,39.01,11.05,34.99,364.4,0,2.35,0,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.66,64.64,67.77,11.81,50.27,58.16,266.82,0,0,0,0,0

56,13:45-14:00,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.89,10.88,0,23.25,8.53,0,13.57,6.3,20.64,19.31,21.61,39.01,11.05,34.99,364.4,0,2.35,0,111.15,24.64,0,0,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.48,76.66,64.64,67.77,11.81,50.27,58.16,266.82,0,0,0,0,0

