Block,Time Block,BSIUL,BRBCL,CHAMERA1,ANTA_RF,ANTA_CRF,ANTA_LF,ANTA_GF,DADRI_CRF,AURY_CRF,AURY_RF,DADRI_LF,DADRI_RF,AURY_LF,DADRI_GF,AURY_GF,VALLURNTECL,UNCHAHAR4,TANAKPUR,TelanganaSTPP,URI2,UNCHAHAR2,UNCHAHAR3,TEHRI,UNCHAHAR1,URI,TANDA2,RAMPUR,RIHAND2,SASAN,TALST2,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,NLCTS2EXP,NNTPP,NTPL,NLCIIST1,PARBATI3,NLCIIST2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,MAPS,NAPP,NJPC,NLCEXP,KKNP,KISHANGANGA,KHSTPP-II,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,CHAMERA3,CHAMERA2,DADRT2,KHSTPP-I,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,18.77,19.19,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,29.87,14.42,2.12,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,10.11,119.3,0,0,0,0,0,31.76,0,36.13,19.96,47.43,234.56,0,40.27,134.67,0,0,0,140.87,18.92,0,0,0,27.89,37.91,253.33,39.07,0,0,0,0,0,0,0

28,06:45-07:00,18.77,19.19,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,29.87,14.42,37.61,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,10.11,119.3,0,0,0,0,0,31.76,0,36.13,19.96,47.43,234.56,0,40.27,134.67,0,0,0,140.87,18.92,0,0,0,27.89,37.91,214.95,39.07,0,0,0,0,0,0,0

29,07:00-07:15,18.77,19.19,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,29.87,14.42,37.61,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,13.39,10.11,119.3,0,0,0,0,0,31.76,0,36.13,19.96,47.43,234.56,0,40.27,134.67,0,0,0,140.87,18.92,0,0,0,27.89,37.91,195.76,39.07,0,0,0,0,0,0,0

30,07:15-07:30,18.77,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,29.87,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,76.17,5.06,119.3,0,0,0,0,0,31.76,0,36.13,19.96,47.43,234.56,0,40.27,134.67,0,0,0,140.87,18.92,0,0,0,27.89,37.91,211.59,39.07,0,0,0,0,0,0,0

31,07:30-07:45,6.26,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,14.33,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,76.17,0,119.3,0,0,0,0,0,31.76,0,26.37,19.96,31.63,234.56,0,40.27,109.05,0,0,0,140.87,8.51,0,0,0,18.58,25.28,243.74,39.07,0,0,0,0,0,0,0

32,07:45-08:00,6.26,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,76.17,0,119.3,0,0,0,0,0,4.88,0,17.49,19.96,31.63,234.56,0,40.27,81.97,0,0,0,140.87,8.51,0,0,0,9.29,11.52,243.74,39.07,0,0,0,0,0,0,0

33,08:00-08:15,1.06,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,76.17,0,119.3,0,0,0,0,0,2.45,0,8.74,17.2,31.63,234.56,0,40.27,70.97,0,0,0,140.87,8.51,0,0,0,9.29,2.3,272.53,39.07,0,0,0,0,0,0,0

34,08:15-08:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,13.39,0,119.3,0,0,0,0,0,0,0,8.74,17.2,31.63,234.56,0,40.27,39.99,0,0,0,140.87,8.51,0,0,0,9.29,2.3,272.53,39.07,0,0,0,0,0,0,0

35,08:30-08:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,8.74,17.2,31.63,234.56,0,40.27,22.45,0,0,0,140.87,8.51,0,0,0,9.29,2.3,286.74,39.07,0,0,0,0,0,0,0

36,08:45-09:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,8.74,17.2,31.63,234.56,0,40.27,19.99,0,0,0,140.87,8.51,0,0,0,9.29,2.3,265.92,39.07,0,0,0,0,0,0,0

37,09:00-09:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,37.61,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,19.99,0,0,0,140.87,8.51,0,0,0,9.29,2.3,243.74,39.07,0,0,0,0,0,0,0

38,09:15-09:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,37.61,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,140.87,8.51,0,0,0,9.29,2.3,224.55,39.07,0,0,0,0,0,0,0

39,09:30-09:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,140.87,8.51,0,0,0,0,2.3,240.38,39.07,0,0,0,0,0,0,0

40,09:45-10:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,122.66,8.51,0,0,0,0,2.3,272.53,36.65,0,0,0,0,0,0,0

41,10:00-10:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,122.66,8.51,0,0,0,0,2.3,270.24,36.65,0,0,0,0,0,0,0

42,10:15-10:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,122.66,8.51,0,0,0,0,2.3,253.33,36.65,0,0,0,0,0,0,0

43,10:30-10:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,122.66,8.51,0,0,0,0,2.3,243.74,36.65,0,0,0,0,0,0,0

44,10:45-11:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,122.66,8.51,0,0,0,0,2.3,224.55,36.65,0,0,0,0,0,0,0

45,11:00-11:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,122.66,8.51,0,0,0,0,2.3,214.95,36.65,0,0,0,0,0,0,0

46,11:15-11:30,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,122.66,8.51,0,0,0,0,2.3,205.35,36.65,0,0,0,0,0,0,0

47,11:30-11:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,195.76,42.52,0,0,0,0,0,0,0

48,11:45-12:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,180.27,42.52,0,0,0,0,0,0,0

49,12:00-12:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,180.27,42.52,0,0,0,0,0,0,0

50,12:15-12:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,180.27,42.52,0,0,0,0,0,0,0

51,12:30-12:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,180.27,42.52,0,0,0,0,0,0,0

52,12:45-13:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,15.81,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,180.27,42.52,0,0,0,0,0,0,0

53,13:00-13:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,30.34,18.8,0,14.42,27.01,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,186.16,42.52,0,0,0,0,0,0,0

54,13:15-13:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,30.34,18.8,0,14.42,27.01,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,186.16,42.52,0,0,0,0,0,0,0

55,13:30-13:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,202.63,42.52,0,0,0,0,0,0,0

56,13:45-14:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,202.63,42.52,0,0,0,0,0,0,0

57,14:00-14:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,221.82,42.52,0,0,0,0,0,0,0

58,14:15-14:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,237.54,42.52,0,0,0,0,0,0,0

59,14:30-14:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,274.37,42.52,0,0,0,0,0,0,0

60,14:45-15:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,17.2,31.63,234.56,0,40.27,19.99,0,0,0,142.31,8.51,0,0,0,0,2.3,286.74,42.52,0,0,0,0,0,0,0

