Block,Time,NR/01072024/31072024/R2,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/27072024/27072024/IEX_240726-01729,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/19072037/LT-05,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/27072024/27072024/HPX-TAMCTG-270724-01870,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/05012040/L_NR_2020_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17
55,13:30-13:45,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,14.790000,110.930000,14.560000,22.160000,14.790000,12.420000,7.370000,22.160000,9.310000,0.000000,12.070000,33.080000,0.000000,0.000000,57.590000,15.170000,0.000000,4.820000,3.710000,28.760000,53.050000,29.34,33,38.02,33,84,43.5,69,28,182,45.83,33,229.17,78,109.396469,88,0,89,28,0,69,43

56,13:45-14:00,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,14.670000,139.870000,14.560000,22.160000,14.670000,12.420000,7.370000,22.160000,9.310000,0.000000,12.070000,33.080000,0.000000,0.000000,57.590000,15.030000,0.000000,4.820000,6.750000,28.760000,53.050000,29.34,33,40.02,33,85,43.5,69,28.34,182,45.83,33,229.17,78,112.955584,88,0,88,28.33,0,69,42

57,14:00-14:15,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,14.250000,188.100000,14.560000,22.160000,14.250000,12.420000,7.670000,22.160000,9.310000,0.000000,12.340000,33.080000,0.000000,0.000000,57.590000,14.600000,0.000000,4.920000,6.750000,28.760000,53.050000,22.66,33,40.02,33,86,43.5,70,28.66,179,45,33,225,76,115.364081,87,0,86,28.67,0,70,41

58,14:15-14:30,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,13.780000,236.330000,14.560000,22.160000,13.780000,12.420000,7.670000,22.160000,9.310000,0.000000,12.340000,33.080000,0.000000,0.000000,87.010000,14.120000,0.000000,4.920000,6.750000,28.260000,81.990000,22.66,33,40.02,33,87,42.5,70.67,29,172,44.63,33,223.17,73,116.680466,87,0,83,29,0,70.67,40

59,14:30-14:45,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,13.260000,261.890000,14.560000,22.160000,13.260000,12.420000,7.670000,22.160000,0.000000,0.000000,12.340000,33.080000,0.000000,0.000000,87.010000,13.590000,0.000000,4.920000,6.750000,28.260000,100.490000,23,33,40.02,33,88,42,70.67,29.34,165,42.02,33,210.12,70,111.94148,85,0,78,29.33,0,70.67,37

60,14:45-15:00,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,12.740000,261.890000,14.560000,22.160000,12.740000,12.420000,7.670000,22.160000,0.000000,0.000000,12.340000,33.080000,0.000000,0.000000,87.010000,13.060000,0.000000,4.920000,6.750000,28.260000,100.490000,23,33,40.02,33,88.5,40.5,71.67,29.5,158,38.9,33,194.53,67,106.87096,79,0,74,29.5,0,71.67,36

61,15:00-15:15,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,12.030000,261.890000,14.560000,22.160000,12.030000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,12.330000,0.000000,5.100000,6.750000,28.260000,100.490000,24,33,40.02,33,89,39.5,71.67,29.66,147,36.41,33,182.08,63,85.779547,73,0,72,29.67,0,71.67,35

62,15:15-15:30,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,11.250000,261.890000,14.560000,22.160000,11.250000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,11.540000,0.000000,5.100000,6.750000,28.260000,100.490000,24.34,33,40.02,33,89,36,71,29.66,137,32.73,33,163.67,58,80.572513,67,0,68,29.67,0,71,32

63,15:30-15:45,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,10.410000,261.890000,14.560000,22.160000,10.410000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,10.670000,0.000000,5.100000,6.750000,29.280000,100.490000,24.34,33,40.02,33,89,34.5,70.67,29.66,126,33.25,33,166.23,54,72.849721,59,0,64,29.67,0,70.67,31

64,15:45-16:00,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,9.630000,261.890000,14.560000,22.160000,9.630000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,9.870000,0.000000,5.100000,6.750000,29.280000,100.490000,24.66,33,40.02,33,89,31.5,70.67,29.66,116,30.21,33,151.04,49,65.146431,54,0,58,29.67,0,70.67,27

65,16:00-16:15,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,8.930000,261.890000,14.560000,22.160000,8.930000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,9.150000,0.000000,5.570000,6.750000,29.280000,100.490000,25,33,36.01,33,75,28.5,64.67,25,109,29.43,33,147.18,46,57.452892,51,0,51,25,0,64.67,24

66,16:15-16:30,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,7.960000,261.890000,14.560000,22.160000,7.960000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,8.160000,0.000000,5.570000,6.750000,29.280000,100.490000,25,33,36.01,33,74.5,26.5,64.33,24.84,98,26.4,33,132.01,42,49.954373,45,0,44,24.83,0,64.33,21

67,16:30-16:45,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,7.160000,261.890000,14.560000,22.160000,7.160000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,7.340000,0.000000,5.570000,6.750000,28.260000,100.490000,25,33,36.01,33,74,24.5,64,24.66,84,25.14,33,125.71,36,44.883853,40,0,41,24.67,0,64,19

68,16:45-17:00,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,6.170000,261.890000,14.560000,22.160000,6.170000,12.420000,0.000000,22.160000,0.000000,0.000000,12.700000,33.080000,0.000000,0.000000,87.010000,6.330000,0.000000,5.570000,6.750000,28.260000,100.490000,25.34,28.9,36.01,30.99,73.5,19.5,63.67,24.5,70,21.93,33,109.64,30,40.398393,35,0,36,24.5,0,63.67,17

69,17:00-17:15,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,5.070000,261.890000,14.560000,22.160000,5.070000,12.420000,0.000000,22.160000,0.000000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,5.200000,0.000000,6.030000,6.750000,28.260000,100.490000,21.66,20,36.01,24.4,73,16.5,63.33,24.34,60,17.87,32.66,89.34,25,35.620403,28,0,30,24.33,0,63.33,15

70,17:15-17:30,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,4.150000,261.890000,14.560000,22.160000,4.150000,12.420000,0.000000,22.160000,0.000000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,4.250000,0.000000,6.030000,6.750000,28.260000,100.490000,21.66,10,36.01,17.91,72.5,13.5,63,24.16,49,15.62,26.51,78.1,21,30.384116,23,0,24,24.17,0,63,11

71,17:30-17:45,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,3.120000,261.890000,14.560000,22.160000,3.120000,12.420000,0.000000,22.160000,0.000000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,3.210000,0.000000,6.030000,6.750000,28.260000,100.490000,21.66,3.3,40.02,11.81,72,9,62.67,24,39,12.96,21.13,64.83,16,23.899701,19,0,19,24,0,62.67,9

72,17:45-18:00,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,2.320000,261.890000,14.560000,22.160000,2.320000,12.420000,0.000000,22.160000,0.000000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,2.380000,0.000000,6.030000,6.750000,28.260000,100.490000,21.66,0,40.02,7.55,71.5,7.5,62.33,23.84,28,10.4,16.43,52.02,12,17.698065,15,0,14,23.83,0,62.33,6

73,18:00-18:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,1.770000,261.890000,14.560000,22.160000,1.770000,12.420000,10.590000,22.160000,10.320000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,1.810000,48.230000,6.490000,6.750000,28.760000,100.490000,21.66,0,40.02,0,71,7,62,23.66,18,8.96,0,44.81,7,12.344766,11,0,10,23.67,0,62,5

74,18:15-18:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,1.300000,261.890000,14.560000,22.160000,1.300000,12.420000,10.590000,22.160000,10.320000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,1.330000,48.230000,6.490000,6.750000,28.760000,100.490000,21.66,0,40.02,0,70.5,5,61,23.5,11,6.72,0,33.6,4,7.849555,8,0,5,23.5,0,61,3

75,18:30-18:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.610000,261.890000,14.560000,30.870000,0.610000,12.420000,10.590000,13.460000,10.320000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,0.630000,48.230000,6.490000,6.750000,28.760000,92.190000,15.66,0,40.02,0,69,3,48,23,7,4.61,0,23.07,3,3.159324,6,0,1,23,0,48,1

76,18:45-19:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.360000,261.890000,14.560000,30.870000,0.360000,12.420000,10.590000,13.460000,10.320000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,0.370000,48.230000,6.490000,6.750000,28.760000,92.190000,15,0,40.02,0,67.5,2,47.67,22.5,4,2.75,0,13.77,1,0.458297,4,0,0,22.5,0,47.67,0

77,19:00-19:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.070000,261.890000,14.560000,30.870000,0.070000,12.420000,10.590000,1.300000,10.320000,0.000000,13.170000,33.080000,0.000000,0.000000,87.010000,0.070000,48.230000,6.950000,14.700000,28.760000,92.190000,15,0,43.01,0,64.5,1,47.33,21.5,1,1.44,0,7.21,0,0,2,0,0,21.5,0,47.33,0

78,19:15-19:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.010000,261.890000,14.560000,30.870000,0.010000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,0.000000,87.010000,0.010000,48.230000,6.950000,14.700000,29.770000,92.190000,15.34,0,43.01,0,61.5,0,45.67,20.5,1,0.47,0,2.35,0,0,1,0,0,20.5,0,45.67,0

79,19:30-19:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,0.000000,87.010000,0.000000,48.230000,6.950000,14.700000,30.780000,92.190000,15.66,0,42.81,0,33.5,0,44,11.16,0,0.12,0,0.58,0,0,0,0,0,11.17,0,44,0

80,19:45-20:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,0.000000,87.010000,0.000000,48.230000,6.950000,14.700000,30.780000,92.190000,16.34,0,42.01,0,32,0,42.33,10.66,0,0,0,0,0,0,0,0,0,10.67,0,42.33,0

81,20:00-20:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,0.000000,87.010000,0.000000,48.230000,7.330000,14.700000,30.780000,92.190000,17.34,0,43.02,0,32,0,42,10.66,0,0,0,0,0,0,0,0,0,10.67,0,42,0

82,20:15-20:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,0.000000,87.010000,0.000000,48.230000,7.330000,14.700000,30.780000,92.190000,18.34,0,42.42,0,32,0,42,10.66,0,0,0,0,0,0,0,0,0,10.67,0,42,0

83,20:30-20:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,0.000000,87.010000,0.000000,48.230000,7.330000,14.700000,31.290000,92.190000,19,0,42.82,0,31.5,0,42,10.5,0,0,0,0,0,0,0,0,0,10.5,0,42,0

84,20:45-21:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,0.000000,87.010000,0.000000,48.230000,7.330000,14.700000,31.290000,92.190000,19.66,0,43.02,0,31,0,41,10.34,0,0,0,0,0,0,0,0,0,10.33,0,41,0

85,21:00-21:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,7.330000,14.700000,31.290000,92.190000,15.66,0,42.22,0,31.5,0,41.67,10.5,0,0,0,0,0,0,0,0,0,10.5,0,41.67,0

86,21:15-21:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,7.330000,14.700000,31.290000,92.190000,16.34,0,42.62,0,32,0,42,10.66,0,0,0,0,0,0,0,0,0,10.67,0,42,0

87,21:30-21:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.870000,14.700000,31.290000,92.190000,16.34,0,43.22,0,32,0,42,10.66,0,0,0,0,0,0,0,0,0,10.67,0,42,0

88,21:45-22:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.870000,14.700000,31.290000,92.190000,16.34,0,42.22,0,33.5,0,42.33,11.16,0,0,0,0,0,0,0,0,0,11.17,0,42.33,0

89,22:00-22:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.590000,14.700000,31.290000,100.490000,17.34,0,41.42,0,34.5,0,42.67,11.5,0,0,0,0,0,0,0,0,0,11.5,0,42.67,0

90,22:15-22:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.590000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.590000,14.700000,31.290000,100.490000,17,0,40.22,0,36.5,0,43.33,12.16,0,0,0,0,0,0,0,0,0,12.17,0,43.33,0

91,22:30-22:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.130000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.590000,14.700000,30.780000,100.490000,17.34,0,38.82,0,43,0,48.33,14.34,0,0,0,0,0,0,0,0,0,14.33,0,48.33,0

92,22:45-23:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,10.130000,30.870000,10.320000,0.000000,13.170000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.590000,14.700000,30.280000,100.490000,17,0,38.02,0,44,0,49,14.66,0,0,0,0,0,0,0,0,0,14.67,0,49,0

93,23:00-23:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,9.820000,30.870000,10.320000,0.000000,12.980000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.400000,14.700000,31.290000,100.490000,17.34,0,37.42,0,46,0,49,15.34,0,0,0,0,0,0,0,0,0,15.33,0,49,0

94,23:15-23:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,9.820000,30.870000,10.320000,0.000000,12.980000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.400000,14.700000,30.790000,100.490000,17,0,37.02,0,48,0,48.33,16,0,0,0,0,0,0,0,0,0,16,0,48.33,0

95,23:30-23:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,9.820000,30.870000,10.320000,0.000000,12.980000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.400000,14.700000,30.790000,100.490000,17.34,0,36.42,0,50,0,48,16.66,0,0,0,0,0,0,0,0,0,16.67,0,48,0

96,23:45-24:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,96.460000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,9.820000,30.870000,10.320000,0.000000,12.980000,57.840000,0.000000,192.920000,87.010000,0.000000,48.230000,6.400000,14.700000,30.280000,100.490000,17,0,35.21,0,50,0,49.67,16.66,0,0,0,0,0,0,0,0,0,16.67,0,49.67,0

