Block,Time Block,KOTESHWR,KOLDAM,NLCTS2EXP,PARBATI2,RIHAND1,RAPPB,RAPPD,RAMPUR,NLCIIST1,NNTPP,RAPPC,NLCIIST2,NTPL,PARBATI3,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,JHAJJAR,KHSTPP-I,KISHANGANGA,KGSU1AND2,CHAMERA2,CHAMERA1,BSIUL,CHAMERA3,DADRT2,BRBCL,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,ANTA_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,SASAN,TALA,SIMHST1,RSTPSU1TO6,TANDA2,RSTPSU7,SALAL,SEWA2,SINGRAULI_HYDRO,RIHAND3,SIMHST2,TALST2,TANAKPUR,SINGRAULI,RIHAND2,NAPP,NLCEXP,KUDGI,MAPS,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,18.75,36.92,0,95.26,0,0,240.51,44.16,6.72,0,45.4,40.61,0,32.71,274.74,10.79,27.04,22.12,73.41,0,0,35.96,27.66,17.21,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,24.75,0,0,2.51,0,0,8.95,0,126.06,0,0,12.63,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

9,02:00-02:15,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,16.34,36.92,0,95.26,0,0,240.51,44.16,6.72,0,45.4,40.61,0,32.71,274.74,10.86,27.04,22.12,73.41,0,0,35.96,27.66,17.21,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,24.75,0,0,2.51,0,0,11.77,0,126.06,0,0,12.63,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

10,02:15-02:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,16.34,36.92,0,95.26,0,0,240.51,44.16,6.72,0,45.4,40.61,0,32.71,274.74,11.01,27.04,22.12,73.41,0,0,35.96,27.66,17.21,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,24.75,0,0,2.51,0,0,11.77,0,126.06,0,0,12.63,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

11,02:30-02:45,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,16.34,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,12.54,27.04,16.97,73.41,0,0,27.57,23.4,13.07,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,24.75,0,0,2.51,0,0,11.77,0,126.06,0,0,12.63,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

12,02:45-03:00,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,16.34,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,15.67,27.04,16.97,73.41,0,0,27.57,23.4,13.07,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,24.75,0,0,2.51,0,0,11.77,0,126.06,0,0,12.63,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

13,03:00-03:15,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,16.3,27.04,16.97,73.41,0,0,27.57,23.4,12.8,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,24.05,0,0,2.51,0,12.31,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

14,03:15-03:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,17.91,27.04,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,24.05,0,0,2.51,0,24.64,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

15,03:30-03:45,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,16.84,24.04,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.62,0,0,2.51,0,73.89,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

16,03:45-04:00,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,15.64,24.04,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.62,0,0,2.51,0,73.89,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

17,04:00-04:15,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,16.7,24.78,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.62,0,0,2.51,0,73.89,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

18,04:15-04:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,18.72,24.78,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.62,0,0,2.51,0,73.89,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

19,04:30-04:45,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,18.38,24.78,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.82,0,0,2.51,0,79.49,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

20,04:45-05:00,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,21.29,24.78,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.76,0,0,2.51,0,79.49,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

21,05:00-05:15,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,24.08,24.78,14.51,73.41,0,0,23.6,23.4,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.26,0,0,2.51,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

22,05:15-05:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,24.08,24.78,17.14,73.41,0,0,27.68,23.4,13.54,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.2,0,0,1.37,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

23,05:30-05:45,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,22.16,24.78,16.99,73.41,0,0,27.68,50.45,13.54,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.03,0,0,1.37,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

24,05:45-06:00,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,21.2,24.78,16.99,73.41,0,0,27.68,50.45,13.54,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.94,0,0,1.37,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

25,06:00-06:15,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,19.07,24.78,16.99,73.41,0,0,27.68,50.45,13.54,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.75,0,0,1.37,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

26,06:15-06:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,235.11,44.16,6.72,0,45.4,40.61,0,32.71,274.74,24.08,24.78,16.99,73.41,0,0,27.68,27.66,13.54,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.69,0,0,1.37,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

27,06:30-06:45,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,239.76,44.16,6.72,0,45.4,40.61,0,32.71,274.74,24.08,24.78,21.85,73.41,0,0,36.43,25.52,17.68,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.69,0,0,1.37,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

28,06:45-07:00,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,239.76,44.16,6.72,0,45.4,40.61,0,32.71,274.74,22.16,24.78,22.3,73.41,0,0,36.07,25.52,17.68,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.83,0,0,1.37,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

29,07:00-07:15,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,239.76,44.16,6.72,0,45.4,40.61,0,32.71,274.74,19.73,24.78,18.84,73.41,0,0,30.52,25.52,14.5,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.97,0,0,2.51,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

30,07:15-07:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,0,40.91,19.41,36.92,0,95.26,0,0,239.76,44.16,6.72,0,45.4,40.61,0,32.71,274.74,19.15,24.78,18.84,73.41,0,0,30.52,25.52,14.5,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.26,0,0,2.51,0,81.73,11.77,0,126.06,0,0,11.48,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

31,07:30-07:45,39.1,8.32,0,47.47,39.78,0,32.47,0,0,0,63.04,0,0,0,40.91,13.84,36.92,0,68.81,0,0,239.76,38.85,6.72,0,45.4,40.61,0,32.71,274.74,18.06,36.04,18.84,73.41,0,0,30.52,50.45,14.5,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.39,0,0,2.51,0,81.73,11.77,0,126.06,0,0,11.48,95.45,104.9,23.35,0,0,0,0,0,0,0,0,0

32,07:45-08:00,39.1,8.32,0,47.47,39.78,0,32.47,0,0,0,63.04,0,0,0,40.91,12.77,36.92,0,68.81,0,0,235.11,32.58,6.72,0,45.4,40.61,0,32.71,274.74,18.02,36.04,14.51,73.41,0,0,23.6,50.45,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,23.54,0,0,2.51,0,81.73,11.77,0,126.06,0,0,11.48,95.45,104.9,23.35,0,0,0,0,0,0,0,0,0

33,08:00-08:15,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,0,40.91,12.77,36.92,0,52.4,0,0,235.11,24.59,6.72,0,45.4,40.61,0,32.71,274.74,20.31,24.04,14.51,73.41,0,0,23.6,50.45,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,26.38,0,0,1.38,0,75.01,11.77,0,92.79,0,0,11.48,84.57,80.95,23.35,0,0,0,0,0,0,0,0,0

34,08:15-08:30,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,0,40.91,12.77,36.92,0,52.4,0,0,235.11,24.59,6.72,0,45.4,40.61,0,32.71,274.74,23.12,24.04,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,26.49,0,0,1.38,0,75.01,11.77,0,92.79,0,0,11.48,84.57,80.95,23.35,0,0,0,0,0,0,0,0,0

35,08:30-08:45,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,3.58,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,0,32.71,274.74,20.15,24.04,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,26,0,0,1.38,0,75.01,11.77,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

36,08:45-09:00,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,18.34,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,0,32.71,274.74,17.75,24.04,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,25.89,0,0,1.38,0,75.01,11.77,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

37,09:00-09:15,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,18.34,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,6.28,32.71,274.74,17.26,24.04,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,357.79,25.55,0,0,1.38,0,75.01,11.77,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

38,09:15-09:30,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,18.34,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,12.56,32.71,274.74,17.37,24.04,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,319.25,25.55,0,0,1.38,0,75.01,11.77,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

39,09:30-09:45,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,18.34,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,21.2,36.04,14.51,73.41,0,0,23.6,50.45,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,280.71,25.81,0,0,1.38,0,75.01,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

40,09:45-10:00,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,18.34,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,19.02,36.04,14.51,73.41,0,0,23.6,50.45,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,274.93,26.08,0,0,1.38,0,75.01,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

41,10:00-10:15,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,54.44,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,20.51,36.04,14.51,73.41,0,0,23.6,12.77,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,244.83,4.7,0,0,1.38,0,75.01,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

42,10:15-10:30,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,18.91,36.04,14.51,73.41,0,0,23.6,12.77,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,244.83,4.73,0,0,1.38,0,75.01,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

43,10:30-10:45,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,16.44,24.04,14.51,73.41,0,0,23.6,21.27,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,221.91,4.76,0,0,1.38,0,73.89,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

44,10:45-11:00,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,14.89,24.04,14.51,73.41,0,0,23.6,21.27,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,221.91,4.85,0,0,1.38,0,73.89,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

45,11:00-11:15,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,15.69,22.54,14.51,73.41,0,0,23.6,19.14,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,317.36,4.88,0,0,1.38,0,73.89,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

46,11:15-11:30,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,15.27,22.54,14.51,73.41,0,0,23.6,19.14,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,317.36,4.89,0,0,1.38,0,73.89,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

47,11:30-11:45,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,18.32,24.04,14.51,73.41,0,0,23.6,19.14,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,303.35,4.93,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

48,11:45-12:00,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,19.28,24.04,14.51,73.41,0,0,23.6,19.14,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,303.35,4.96,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

49,12:00-12:15,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,23.12,24.04,14.51,73.41,0,0,23.6,19.14,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96,4.64,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

50,12:15-12:30,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,22.16,24.04,14.51,73.41,0,0,23.6,19.14,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96,4.64,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

51,12:30-12:45,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,21.2,24.04,14.51,73.41,0,0,23.6,17.03,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96,4.64,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

52,12:45-13:00,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,6.72,0,45.4,40.61,18.85,32.71,274.74,23.12,24.04,14.51,73.41,0,0,23.6,17.03,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96,4.64,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

53,13:00-13:15,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,4.48,0,45.4,40.61,18.85,32.71,274.74,24.08,24.04,14.51,73.41,0,0,23.6,25.52,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96,4.36,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

