Block,Time,LT_MEJA_Delhi,L_NR_2020_02,LT-35,L_NR_2012_04,SH-07,LT-05,L_NR_2018_61,LT-59,L_NR_2019_11,SH-06,L_NR_2022_10,L_NR_2019_05,L_NR_2019_19,LT-36,L_NR_2012_07,L_NR_2023_04,L_NR_2012_01,L_NR_2012_02,L_NR_2020_05,L_NR_2020_06,L_NR_2019_06,LT-31,L_NR_2021_16,L_NR_2022_08,L_NR_2022_09,L_NR_2020_07,L_NR_2021_14,L_NR_2021_12,L_NR_2021_15,L_NR_2019_07,L_NR_2021_17,L_NR_2021_13
13,03:00-03:15,2.980000,5.910000,0.000000,271.910000,0.000000,66.390000,7.8,5.290000,5.540000,0.000000,71.77,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.56,39.18,0,0.000000,0,15.09,71.77,39.19,0,0,0,0,0,0

14,03:15-03:30,2.980000,5.910000,0.000000,271.910000,0.000000,66.390000,11.49,5.290000,5.540000,0.000000,71.73,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.96,39.32,0,0.000000,0,15.08,71.73,39.33,0,0,0,0,0,0

15,03:30-03:45,2.980000,5.910000,0.000000,271.910000,0.000000,66.390000,11.4,5.290000,5.540000,0.000000,71.86,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.93,39.31,0,0.000000,0,15.08,71.86,39.3,0,0,0,0,0,0

16,03:45-04:00,2.980000,5.910000,0.000000,271.910000,0.000000,66.390000,11.27,5.290000,5.540000,0.000000,71.84,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.57,39.19,0,0.000000,0,15.06,71.84,39.19,0,0,0,0,0,0

17,04:00-04:15,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,11.21,5.290000,5.230000,0.000000,71.8,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.82,39.27,0,0.000000,0,14.94,71.8,39.27,0,0,0,0,0,0

18,04:15-04:30,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,11,5.290000,5.230000,0.000000,71.89,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.69,39.23,0,0.000000,0,14.8,71.89,39.23,0,0,0,0,0,0

19,04:30-04:45,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,10.88,5.290000,5.230000,0.000000,71.76,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.6,39.2,0,0.000000,0,14.71,71.76,39.2,0,0,0,0,0,0

20,04:45-05:00,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,10.69,5.290000,5.230000,0.000000,71.77,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.86,39.29,0,0.000000,0,14.8,71.77,39.29,0,0,0,0,0,0

21,05:00-05:15,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,10.44,5.210000,5.230000,0.000000,71.73,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.98,39.33,0,0.000000,0,13.34,71.73,39.32,0,0,0,0,0,0

22,05:15-05:30,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,10.13,5.210000,5.230000,0.000000,71.86,0,0.000000,0.000000,45.350000,0.000000,101.270000,158.250000,117.63,39.21,0,0.000000,0,13.23,71.86,39.2,0,0,0,0,0,0

23,05:30-05:45,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,9.78,5.210000,5.230000,0.000000,71.84,0,1.220000,0.000000,45.350000,0.000000,101.270000,158.250000,117.61,39.2,0,0.000000,0.18,13.22,71.84,39.2,0,0,0,0,0.09,0

24,05:45-06:00,2.980000,5.760000,0.000000,271.910000,0.000000,66.390000,9.41,5.210000,5.230000,0.000000,71.99,0,5.420000,0.000000,45.350000,0.000000,101.270000,158.250000,117.96,39.32,0,0.000000,0.98,13.25,71.99,39.32,0,0.05,0.34,0,0.49,0.01

25,06:00-06:15,2.980000,5.630000,0.100000,271.910000,0.000000,66.390000,8.98,5.210000,5.230000,0.000000,71.97,14.25,9.690000,0.100000,45.350000,0.000000,101.270000,158.250000,117.54,39.18,17.07,0.100000,2.94,13.22,71.97,39.18,0.03,2.65,0.78,4.24,1.47,0.53

26,06:15-06:30,2.980000,5.630000,0.380000,271.910000,0.000000,66.390000,9.02,5.210000,5.230000,0.000000,71.87,19.25,14.250000,0.390000,45.350000,0.000000,101.270000,158.250000,117.75,39.25,19.25,0.380000,5.45,13.25,71.87,39.25,0.03,7.16,1.99,10,2.72,1.43

27,06:30-06:45,2.980000,5.630000,0.450000,271.910000,0.000000,66.390000,9.13,5.210000,5.230000,0.000000,65.21,16.16,19.540000,0.460000,45.350000,0.000000,101.270000,158.250000,101.32,33.77,16.17,0.450000,8.37,13.34,65.21,33.77,1.24,12.67,3.31,16.17,4.19,2.53

28,06:45-07:00,2.980000,5.630000,0.930000,232.030000,0.000000,70.570000,9.15,5.210000,5.230000,0.000000,65.54,16.16,25.660000,0.960000,45.350000,0.000000,101.270000,158.250000,101.82,33.94,16.17,0.930000,11.95,13.9,65.54,33.93,3.66,19.49,5.07,16.17,5.97,3.9

29,07:00-07:15,2.980000,5.630000,1.620000,193.360000,0.000000,70.570000,8.68,5.210000,5.230000,0.000000,65.74,16.16,32.540000,1.650000,45.350000,0.000000,101.270000,158.250000,102.26,34.09,16.17,1.620000,16.54,13.89,65.74,34.08,7.16,29.28,7.31,16.17,8.27,5.85

30,07:15-07:30,2.980000,5.630000,2.470000,149.850000,0.000000,70.570000,8.2,5.210000,5.230000,0.000000,65.78,16.16,40.190000,2.540000,45.350000,0.000000,101.270000,158.250000,102.83,34.28,16.17,2.470000,21.8,8.54,65.78,34.27,11.93,41.73,9.95,16.17,10.9,8.35

31,07:30-07:45,2.980000,5.630000,3.600000,149.850000,0.000000,70.570000,7.66,5.210000,5.230000,0.000000,66.21,16.16,47.550000,3.680000,45.350000,0.000000,101.270000,158.250000,103.5,34.5,16.17,3.600000,27.44,8.74,66.21,34.49,17.83,56.44,12.7,16.17,13.72,11.29

32,07:45:08:00,2.980000,5.630000,4.700000,149.850000,0.000000,70.570000,7.13,5.210000,5.230000,0.000000,66.54,16.16,54.620000,4.820000,45.350000,0.000000,101.270000,158.250000,103.77,34.59,16.17,4.700000,33.23,8.89,66.54,34.59,24.55,72.62,15.55,16.17,16.61,14.52

33,08:00-08:15,2.980000,5.480000,5.750000,149.850000,0.000000,70.570000,7.01,5.210000,5.230000,0.000000,67.54,26.85,60.940000,5.900000,32.550000,0.000000,51.400000,158.250000,104.32,34.77,26.85,5.750000,38.75,9.08,67.54,34.77,21.82,94.33,23.1,26.85,19.37,18.87

34,08:15-08:30,2.980000,5.480000,6.830000,149.850000,0.000000,70.570000,7.06,5.210000,5.230000,0.000000,68.36,26.85,67.480000,6.990000,32.550000,0.000000,51.400000,158.250000,104.67,34.89,26.85,6.830000,43.86,9.17,68.36,34.88,23.48,112.23,26.78,26.85,21.92,22.44

35,08:30-08:45,2.980000,5.480000,7.740000,149.850000,0.000000,70.570000,7.14,5.210000,5.230000,0.000000,68.6,26.85,74.460000,7.940000,32.550000,0.000000,51.400000,121.690000,104.83,34.94,26.85,7.740000,48.83,9.44,68.6,34.95,26.82,129.88,29.92,26.85,24.41,25.97

36,08:45:09:00,2.980000,5.480000,8.860000,149.850000,0.000000,70.570000,7.03,5.210000,5.230000,0.000000,68.4,26.85,81.110000,9.080000,32.550000,0.000000,51.400000,121.690000,105.44,35.15,26.85,8.860000,53.91,10,68.4,35.14,43.3,146.93,32.45,26.85,26.95,29.38

37,09:00:09:15,2.980000,5.480000,9.790000,149.850000,0.000000,70.570000,7.19,5.380000,5.230000,0.000000,68.58,26.85,83.550000,10.030000,32.550000,0.000000,51.400000,121.690000,117.89,39.3,26.85,9.790000,58.85,13.3,68.58,39.29,49.53,163.04,34.66,26.85,29.42,32.61

38,09:15-09:30,2.980000,5.480000,10.470000,149.850000,0.000000,70.570000,7.14,5.380000,5.230000,0.000000,68.47,26.85,89.710000,10.740000,32.550000,0.000000,51.400000,121.690000,117.81,39.27,26.85,10.470000,63.65,13.36,68.47,39.27,55.91,178.1,36.35,26.85,31.82,35.62

39,09:30-09:45,2.980000,5.480000,11.220000,149.850000,0.000000,70.570000,7.17,5.380000,5.230000,0.000000,71.9,26.85,95.530000,11.510000,32.550000,0.000000,51.400000,121.690000,117.56,39.18,26.85,11.220000,68.19,13.39,71.9,39.19,61.94,184.76,27.55,26.85,34.09,36.95

40,09:45-10:00,2.980000,5.480000,11.980000,149.850000,0.000000,70.570000,7.03,5.380000,5.230000,0.000000,71.92,26.85,101.260000,12.280000,32.550000,0.000000,51.400000,121.690000,117.55,39.18,26.85,11.980000,72.47,13.58,71.92,39.19,67.65,197.22,29.03,26.85,36.23,39.44

41,10:00-10:15,2.980000,5.350000,12.650000,149.850000,0.000000,70.570000,7.04,5.380000,5.230000,0.000000,71.95,26.85,106.810000,12.970000,32.550000,0.000000,51.400000,121.690000,117.92,39.31,26.85,12.650000,76.45,13.34,71.95,39.29,53.48,208.49,30.43,26.85,38.22,41.7

42,10:15-10:30,2.980000,5.350000,13.230000,193.360000,0.000000,70.570000,7.1,5.380000,5.230000,0.000000,71.79,26.85,111.860000,13.550000,32.550000,0.000000,51.400000,121.690000,117.92,39.31,26.85,13.230000,80.1,16.82,71.79,39.29,56.67,218.43,32,26.85,40.04,43.68

43,10:30-10:45,2.980000,5.350000,13.720000,193.360000,0.000000,70.570000,7.07,5.380000,5.230000,0.000000,71.82,26.85,116.930000,14.050000,32.550000,0.000000,51.400000,121.690000,117.99,39.33,26.85,13.720000,83.48,16.88,71.82,39.32,60,227.97,33.53,26.85,41.73,45.59

44,10:45-11:00,2.980000,5.350000,12.030000,232.030000,0.000000,70.570000,7.04,5.380000,5.230000,0.000000,71.78,26.85,122.280000,12.320000,32.550000,0.000000,51.400000,121.690000,117.8,39.26,26.85,12.030000,86.61,16.86,71.78,39.27,65,227.97,34.89,26.85,43.3,45.59

45,11:00-11:15,2.980000,5.350000,12.330000,232.030000,0.000000,70.570000,7.09,5.380000,5.230000,0.000000,71.84,26.85,125.730000,12.640000,32.550000,0.000000,51.400000,118.790000,117.96,39.32,26.85,12.330000,89.87,16.77,71.84,39.31,70,200.3,36.15,26.85,44.93,40.06

46,11:15-11:30,2.980000,5.350000,12.580000,232.030000,0.000000,70.570000,7.12,5.380000,5.230000,0.000000,71.78,26.85,126.850000,12.900000,32.550000,0.000000,51.400000,118.790000,117.8,39.27,26.85,12.580000,93.14,16.51,71.78,39.26,75,210.3,37.3,26.85,46.56,42.06

47,11:30-11:45,2.980000,5.350000,12.770000,232.030000,0.000000,70.570000,7.19,5.380000,5.230000,0.000000,71.74,26.85,127.320000,13.080000,32.550000,0.000000,51.400000,138.130000,117.84,39.28,26.85,12.770000,89.34,16.56,71.74,39.27,78.33,216.97,38.12,26.85,44.66,43.39

48,11:45-12:00,2.980000,5.350000,13.040000,271.910000,0.000000,70.570000,7.15,5.380000,5.230000,0.000000,71.84,26.85,127.200000,13.350000,32.550000,0.000000,51.400000,142.960000,117.67,39.22,26.85,13.040000,89.34,16.49,71.84,39.22,81.67,221.13,38.95,26.85,44.66,44.23

49,12:00-12:15,3.260000,5.350000,13.050000,271.910000,0.000000,70.570000,7.06,5.380000,5.540000,0.000000,71.84,26.85,131.630000,13.380000,32.550000,0.000000,51.400000,167.130000,105.44,35.15,26.85,13.050000,88.67,13.85,71.84,35.14,87.11,162.8,39.64,26.85,44.33,32.56

50,12:15-12:30,3.390000,5.350000,13.070000,271.910000,0.000000,70.570000,7.19,5.380000,5.540000,0.000000,71.67,26.85,126.640000,13.400000,32.550000,0.000000,51.400000,183.790000,105.39,35.13,26.85,13.070000,88.67,13.81,71.67,35.12,87.14,166.97,39.65,26.85,44.33,33.39

51,12:30-12:45,3.540000,5.350000,13.050000,271.910000,0.000000,70.570000,7.05,5.380000,5.540000,0.000000,71.79,26.85,126.940000,13.380000,32.550000,0.000000,51.400000,183.790000,105.12,35.04,26.85,13.050000,89.34,13.91,71.79,35.04,87.12,173.63,42.93,26.85,44.66,34.73

52,12:45-13:00,3.540000,5.350000,13.100000,271.910000,0.000000,70.570000,7.15,5.380000,5.540000,0.000000,71.99,26.85,127.970000,13.430000,32.550000,0.000000,51.400000,183.790000,105.33,35.11,26.85,13.100000,90,13.83,71.99,35.12,43.33,180.09,42.32,26.85,45,36.02

53,13:00-13:15,3.940000,5.350000,13.040000,232.030000,0.000000,70.570000,7.05,5.380000,5.770000,0.000000,71.9,26.85,127.760000,13.360000,32.550000,0.000000,51.400000,183.790000,105.37,35.12,26.85,13.040000,4,14.11,71.9,35.13,44,186.28,41.5,26.85,2,37.25

54,13:15-13:30,4.090000,5.350000,12.950000,193.360000,0.000000,70.570000,7.11,5.380000,5.770000,0.000000,71.96,26.85,127.340000,13.280000,32.550000,0.000000,51.400000,183.790000,105.26,35.09,26.85,12.950000,4,14.4,71.96,35.08,44.67,227.13,40.52,26.85,2,45.43

55,13:30-13:45,4.090000,5.350000,12.800000,232.030000,0.000000,70.570000,7.18,5.380000,0.000000,0.000000,71.81,26.85,123.270000,13.120000,32.550000,0.000000,51.400000,183.790000,105.25,35.08,26.85,12.800000,4.67,14.68,71.81,35.08,45,227.13,37.66,26.85,2.33,45.43

56,13:45-14:00,4.090000,5.350000,12.480000,271.910000,0.000000,70.570000,7.16,5.380000,0.000000,0.000000,71.87,26.85,116.370000,12.780000,32.550000,0.000000,51.400000,173.900000,105.12,35.04,26.85,12.480000,9.33,14.85,71.87,35.05,46,227.13,34.66,26.85,4.67,45.43

57,14:00-14:15,4.370000,5.480000,4.810000,271.910000,0.000000,66.390000,8.07,5.440000,0.000000,0.000000,71.71,26.85,108.440000,4.940000,32.550000,0.000000,51.400000,171.960000,105.06,35.02,26.85,4.810000,17.33,14.77,71.71,35.02,45,227.13,15.19,26.85,8.67,45.43

58,14:15-14:30,4.650000,5.480000,5.000000,271.910000,0.000000,66.390000,8.39,1.560000,0.000000,0.000000,72,26.85,99.770000,5.130000,32.550000,0.000000,51.400000,186.470000,105.27,35.09,26.85,5.000000,32,14.97,72,35.09,15,227.13,12.18,26.85,16,45.43

59,14:30-14:45,4.930000,5.480000,5.190000,271.910000,0.000000,66.390000,8.53,1.560000,0.000000,0.000000,71.99,26.85,90.620000,5.330000,50.600000,0.000000,51.400000,213.240000,105,35,26.85,5.190000,0.67,14.88,71.99,35.01,15,227.13,13.72,26.85,0.33,45.43

60,14:45-15:00,5.210000,5.480000,5.390000,271.910000,0.000000,94.840000,8.73,1.940000,0.000000,0.000000,71.99,26.85,81.400000,5.520000,50.600000,0.000000,51.400000,225.060000,105.05,35.02,26.85,5.390000,2,14.88,71.99,35.01,15.33,216.93,15.36,26.85,1,43.39

61,15:00-15:15,5.490000,5.680000,5.580000,271.910000,0.000000,94.840000,8.73,2.330000,0.000000,0.000000,71.85,26.85,74.600000,5.720000,74.400000,0.000000,51.400000,225.060000,105.46,35.15,26.85,5.580000,2.67,14.71,71.85,35.17,16,71.04,16.7,26.85,1.33,14.21

62,15:15-15:30,5.780000,5.680000,5.770000,271.910000,0.000000,94.840000,8.75,2.330000,0.000000,0.000000,71.96,26.85,67.070000,5.920000,74.400000,0.000000,51.400000,225.060000,105.07,35.02,26.85,5.770000,2,13.59,71.96,35.04,16.67,62.71,17.97,26.85,1,12.54

63,15:30-15:45,6.060000,5.680000,2.890000,271.910000,0.000000,94.840000,12.86,5.600000,0.000000,0.000000,71.73,26.85,58.410000,2.960000,74.400000,0.000000,51.400000,225.060000,105.45,35.15,26.85,2.890000,3.33,13.4,71.73,35.15,16.67,59.04,8.28,26.85,1.67,11.81

64,15:45-16:00,6.340000,5.680000,2.890000,271.910000,0.000000,94.840000,13.04,5.600000,0.000000,0.000000,71.82,26.85,49.090000,2.960000,74.400000,0.000000,51.400000,225.060000,105.29,35.1,26.85,2.890000,5.33,13.38,71.82,35.09,16.67,25,8.03,26.85,2.67,5

65,16:00-16:15,6.610000,5.950000,2.890000,271.910000,0.000000,94.840000,12.72,5.600000,0.000000,0.000000,71.87,26.85,42.050000,2.960000,74.400000,0.000000,51.400000,225.060000,105.23,35.08,26.85,2.890000,0,13.21,71.87,35.07,10,25,7.79,26.85,0,5

66,16:15-16:30,6.740000,5.950000,2.890000,271.910000,0.000000,94.840000,12.53,5.600000,0.000000,0.000000,71.82,26.85,37.450000,2.960000,74.400000,0.000000,51.400000,225.060000,105.35,35.12,26.85,2.890000,0,13.3,71.82,35.1,10,25,7.54,26.85,0,5

67,16:30-16:45,6.740000,5.950000,2.890000,271.910000,0.000000,94.840000,11.87,5.600000,0.000000,0.000000,71.76,26.85,32.800000,2.960000,74.400000,0.000000,51.400000,225.060000,105.07,35.02,26.85,2.890000,0.67,13.02,71.76,35.04,10,25,6.48,26.85,0.33,5

68,16:45-17:00,6.740000,5.950000,2.890000,271.910000,0.000000,94.840000,11.28,5.600000,0.000000,0.000000,71.85,26.85,28.420000,2.960000,74.400000,0.000000,51.400000,225.060000,105.18,35.06,26.85,2.890000,3.33,12.86,71.85,35.05,10,25,5.37,26.85,1.67,5

69,17:00-17:15,6.740000,6.270000,2.890000,271.910000,0.000000,94.840000,10.88,5.750000,0.000000,0.000000,71.96,27.95,23.550000,2.960000,74.400000,0.000000,51.400000,225.060000,105.18,35.06,27.96,2.890000,6,12.99,71.96,35.07,10,25,4.25,24.64,3,5

70,17:15-17:30,6.740000,6.270000,2.890000,271.910000,0.000000,66.390000,10.5,5.750000,0.000000,0.000000,71.74,33,18.900000,2.960000,74.400000,0.000000,51.400000,225.060000,105.02,35.01,33,2.890000,8.67,12.88,71.74,35,10,25,3.17,13.97,4.33,5

71,17:30-17:45,6.740000,6.270000,2.340000,271.910000,0.000000,66.390000,9.57,5.750000,0.000000,0.000000,71.69,21.31,14.770000,2.400000,56.350000,0.000000,51.400000,225.060000,105.07,35.02,33,2.340000,6,12.9,71.69,35.02,10,25,2.94,8.14,3,5

72,17:45-18:00,6.740000,6.270000,1.710000,271.910000,0.000000,66.390000,8.67,5.750000,0.000000,0.000000,72,12.2,10.850000,1.760000,56.350000,0.000000,51.400000,225.060000,105.29,35.1,24.66,1.710000,8,12.91,72,35.1,10,25,2.61,2.51,4,5

73,18:00-18:15,6.740000,6.690000,1.150000,271.910000,0.000000,66.390000,8.14,5.750000,6.380000,0.000000,71.89,0,7.160000,1.180000,68.870000,0.000000,101.270000,220.340000,105.49,35.16,0,1.150000,6.67,12.96,71.89,35.17,10,25,2.27,0,3.33,5

74,18:15-18:30,6.740000,6.690000,0.810000,271.910000,0.000000,66.390000,7.93,5.750000,6.380000,0.000000,70.77,0,4.100000,0.830000,68.870000,0.000000,101.270000,220.340000,101.82,33.94,0,0.810000,4.67,12.51,70.77,33.95,5.51,23.88,1.86,0,2.33,4.77

75,18:30-18:45,6.740000,7.250000,0.000000,271.910000,0.000000,66.390000,7.86,5.750000,6.380000,0.000000,70.63,0,2.060000,0.000000,68.870000,0.000000,101.270000,220.340000,100.19,33.4,0,0.000000,2,13.53,70.63,33.39,2.75,17.86,1.07,0,1,3.57

76,18:45-19:00,6.740000,7.250000,0.000000,271.910000,0.000000,70.570000,7.01,5.750000,6.380000,0.000000,69.55,0,0.760000,0.000000,68.870000,0.000000,101.270000,220.340000,98.47,32.83,0,0.000000,3.33,12.72,69.55,32.82,0.84,11.83,0.45,0,1.67,2.37

77,19:00-19:15,6.740000,7.250000,0.000000,271.910000,0.000000,70.570000,7.11,5.910000,6.380000,0.000000,68.85,0,0.000000,0.000000,68.870000,0.000000,101.270000,259.020000,97.39,32.47,0,0.000000,1.33,12.45,68.85,32.46,0.03,6.66,0.06,0,0.67,1.33

78,19:15-19:30,6.740000,7.250000,0.000000,271.910000,0.000000,70.570000,7.07,5.910000,6.380000,0.000000,68.55,0,0.000000,0.000000,68.870000,0.000000,101.270000,259.020000,96.75,32.25,0,0.000000,0.16,12.53,68.55,32.25,0,2.96,0,0,0.08,0.59

79,19:30-19:45,6.740000,7.250000,0.000000,271.910000,0.000000,70.570000,7.08,6.840000,6.380000,0.000000,68.51,0,0.000000,0.000000,55.420000,0.000000,72.270000,259.020000,96.5,32.17,0,0.000000,0,12.77,68.51,32.16,0,0.74,0,0,0,0.15

80,19:45-20:00,6.740000,7.250000,0.000000,271.910000,0.000000,70.570000,7.04,6.840000,6.380000,0.000000,68.43,0,0.000000,0.000000,55.420000,0.000000,53.170000,259.020000,105.01,35,0,0.000000,0,13.08,68.43,35.01,0,0,0,0,0,0

81,20:00-20:15,6.740000,7.150000,0.000000,271.910000,0.000000,70.570000,7.01,6.840000,6.070000,0.000000,67.75,0,0.000000,0.000000,55.420000,0.000000,53.170000,259.020000,104.31,34.77,0,0.000000,0,11.49,67.75,34.77,0,0,0,0,0,0

82,20:15-20:30,6.740000,7.150000,0.000000,271.910000,0.000000,70.570000,7.35,6.840000,6.070000,0.000000,66.63,0,0.000000,0.000000,55.420000,0.000000,53.170000,259.020000,102.65,34.22,0,0.000000,0,10.93,66.63,34.21,0,0,0,0,0,0

83,20:30-20:45,6.740000,7.150000,0.000000,271.910000,0.000000,70.570000,7.01,6.060000,6.070000,0.000000,65.87,0,0.000000,0.000000,55.420000,0.000000,53.170000,259.020000,102.48,34.16,0,0.000000,0,10.75,65.87,34.16,0,0,0,0,0,0

84,20:45-21:00,6.740000,7.150000,0.000000,271.910000,0.000000,70.570000,7.05,6.060000,6.070000,0.000000,64.87,0,0.000000,0.000000,55.420000,0.000000,53.170000,259.020000,100.67,33.56,0,0.000000,0,10.7,64.87,33.56,0,0,0,0,0,0

85,21:00-21:15,6.740000,7.150000,0.000000,271.910000,0.000000,107.930000,7.12,5.910000,6.610000,0.000000,65.94,0,0.000000,0.000000,79.590000,0.000000,82.180000,259.020000,102.6,34.2,0,0.000000,0,11.09,65.94,34.19,0,0,0,0,0,0

86,21:15-21:30,6.740000,7.150000,0.000000,271.910000,0.000000,107.930000,7.09,5.910000,6.610000,0.000000,67.35,0,0.000000,0.000000,87.210000,0.000000,101.270000,259.020000,102.6,34.2,0,0.000000,0,11.68,67.35,34.19,0,0,0,0,0,0

87,21:30-21:45,6.740000,7.150000,0.000000,271.910000,0.000000,107.930000,7.15,5.910000,6.610000,0.000000,69.37,0,0.000000,0.000000,87.210000,0.000000,101.270000,259.020000,100.64,33.55,0,0.000000,0,12.41,69.37,33.54,0,0,0,0,0,0

88,21:45-22:00,6.740000,7.150000,0.000000,271.910000,0.000000,107.930000,7.09,5.910000,6.610000,0.000000,70.42,0,0.000000,0.000000,87.210000,0.000000,101.270000,259.020000,101.29,33.76,0,0.000000,0,13.27,70.42,33.76,0,0,0,0,0,0

89,22:00-22:15,6.780000,6.970000,0.000000,271.910000,0.000000,107.930000,7.03,5.910000,6.610000,0.000000,71.71,0,0.000000,0.000000,87.210000,0.000000,101.270000,259.020000,102.79,34.26,0,0.000000,0,13.23,71.71,34.27,0,0,0,0,0,0

90,22:15-22:30,6.780000,6.970000,0.000000,271.910000,0.000000,107.930000,7.36,5.910000,6.610000,0.000000,71.87,0,0.000000,0.000000,87.210000,0.000000,101.270000,259.020000,95.59,31.86,0,0.000000,0,13.56,71.87,31.87,0,0,0,0,0,0

91,22:30-22:45,6.780000,6.970000,0.000000,271.910000,0.000000,107.930000,7.05,5.370000,6.610000,0.000000,71.82,0,0.000000,0.000000,87.210000,0.000000,101.270000,259.020000,96.18,32.06,0,0.000000,0,10.24,71.82,32.05,0,0,0,0,0,0

92,22:45-23:00,6.780000,6.970000,0.000000,271.910000,0.000000,107.930000,7.2,5.370000,6.610000,0.000000,60.87,0,0.000000,0.000000,87.210000,0.000000,101.270000,259.020000,96.7,32.23,0,0.000000,0,10.43,60.87,32.24,0,0,0,0,0,0

