Block,Time Block,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,BRBCL,JHAJJAR,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,TALST2,TANAKPUR,TALA,TANDA2,ANTA_CRF,ANTA_RF,AURY_RF,DADRI_RF,URI,ANTA_LF,DADRI_CRF,AURY_GF,DADRI_GF,DADRI_LF,VALLURNTECL,ANTA_GF,AURY_CRF,AURY_LF,URI2,TEHRIPSP,UNCHAHAR4,TEHRI,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,PARBATI3,PARBATI2,RIHAND2,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPD,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAMPUR,RAPPC,NLCIIST1,NLCIIST2,NLCTS2EXP,MAPS,NNTPP,NJPC,NLCEXP,NTPL,NAPP,KHSTPP-I,KOLDAM,KISHANGANGA,KOTESHWR,KHSTPP-II,KUDGI,KKNP,KKNPPU2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,18.85,40.61,32.71,45.4,13.49,408.45,0,0,40.91,14.74,36.92,143.93,0,10.66,24.11,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,36.04,185.54,0.8,73.41,0,32.78,19.89,16.08,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,81.73,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

12,02:45-03:00,18.85,40.61,32.71,45.4,16.24,342.93,0,0,40.91,14.74,36.92,139.85,0,10.66,24.11,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,36.04,185.54,0.8,73.41,0,32.78,19.89,16.08,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,81.73,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

13,03:00-03:15,18.85,40.61,32.71,45.4,16.43,299.28,0,0,40.91,19.41,36.92,170.46,0,9.5,24.05,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,36.04,185.54,1.13,73.41,0,37.92,23.14,17.88,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

14,03:15-03:30,18.85,40.61,32.71,45.4,17.03,241.47,0,0,40.91,19.41,36.92,173.57,0,9.5,24.05,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,36.04,185.54,1.33,73.41,0,36.07,22.3,17.68,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

15,03:30-03:45,18.85,40.61,32.71,45.4,15.67,241.47,0,0,40.91,16.84,36.92,173.57,0,9.5,24.05,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,24.04,185.54,1.33,73.41,0,36.07,22.3,17.68,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

16,03:45-04:00,18.85,40.61,32.71,45.4,14.79,241.47,0,0,40.91,16.84,36.92,173.57,0,9.5,24.05,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,24.04,185.54,1.33,73.41,0,36.07,22.3,17.68,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

17,04:00-04:15,18.85,40.61,32.71,45.4,14.88,241.47,0,0,40.91,16.84,36.92,173.57,0,9.5,24.05,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,36.04,185.54,1.33,55.05,0,36.07,22.3,17.68,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

18,04:15-04:30,18.85,40.61,32.71,45.4,16.59,241.47,0,0,40.91,16.84,36.92,173.57,0,9.5,24.05,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,36.04,185.54,1.33,55.05,0,36.07,22.3,17.68,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

19,04:30-04:45,18.85,40.61,32.71,45.4,19.08,241.47,0,0,40.91,19.41,36.92,173.57,0,9.5,24.05,2.51,0,0,0,0,37.23,0,0,0,0,0,0,0,0,0,27.04,185.54,1.33,55.05,0,36.07,22.3,17.68,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

20,04:45-05:00,18.85,40.61,32.71,45.4,23.12,241.47,0,0,40.91,19.41,36.92,173.57,0,9.5,24,2.51,0,0,0,0,37.23,0,0,0,0,0,0,0,0,0,27.04,185.54,1.33,55.05,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

21,05:00-05:15,18.85,40.61,32.71,45.4,24.03,235.11,0,0,40.91,11.87,36.92,139.85,0,9.5,23.9,2.51,0,0,0,0,37.23,0,0,0,0,0,0,0,0,0,27.04,185.54,0.8,55.05,0,23.6,14.51,11.88,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

22,05:15-05:30,18.85,40.61,32.71,45.4,21.2,235.11,0,0,40.91,11.78,36.92,139.85,0,9.5,23.9,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,27.04,185.54,0.8,55.05,0,23.6,14.51,11.88,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

23,05:30-05:45,18.85,40.61,32.71,45.4,23.12,241.47,0,0,40.91,15.56,36.92,139.85,0,9.5,23.76,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,30.04,185.54,1.46,55.05,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

24,05:45-06:00,18.85,40.61,32.71,45.4,18.48,241.47,0,0,40.91,16.41,36.92,139.85,0,9.5,23.62,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,30.04,100.18,1.46,55.05,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

25,06:00-06:15,18.85,40.61,32.71,45.4,24.08,241.47,0,0,40.91,16.84,36.92,139.85,0,9.5,23.54,2.51,0,0,0,0,37.23,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

26,06:15-06:30,18.85,40.61,32.71,45.4,23.14,241.47,0,0,40.91,16.84,36.92,139.85,0,9.5,23.39,2.51,0,0,0,0,37.23,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

27,06:30-06:45,18.85,40.61,32.71,45.4,24.08,241.47,0,0,40.91,16.84,36.92,139.85,0,9.5,23.26,2.51,0,0,0,0,37.23,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

28,06:45-07:00,18.85,40.61,32.71,45.4,22.16,241.47,0,0,40.91,13.84,36.92,139.85,0,9.5,23.1,2.51,0,0,0,0,37.23,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

29,07:00-07:15,18.85,40.61,32.71,45.4,19.33,241.47,0,0,40.91,13.84,36.92,139.85,0,11.48,22.97,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,30.63,18.8,14.5,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.09,0,0,0,0,0,0,0,0

30,07:15-07:30,18.85,40.61,32.71,45.4,18.42,235.11,0,0,40.91,12.77,36.92,139.85,0,11.48,25.44,2.51,0,0,0,0,50.45,0,0,0,0,0,0,0,0,0,30.04,0,0.8,73.41,0,23.6,14.51,11.88,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.09,0,0,0,0,0,0,0,0

31,07:30-07:45,18.85,40.61,32.71,45.4,18.56,235.11,0,0,40.91,12.77,36.92,139.85,0,11.48,25.58,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,30.04,0,0.8,73.41,0,23.6,14.51,11.88,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,43.43,47.09,0,0,0,0,0,0,0,0

32,07:45-08:00,18.85,40.61,32.71,45.4,18.95,235.11,0,0,40.91,12.77,36.92,139.85,0,11.48,25.44,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,30.04,0,0.8,73.41,0,23.6,14.51,11.88,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,108.68,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,47.09,0,0,0,0,0,0,0,0

33,08:00-08:15,18.85,40.61,32.71,45.4,18.71,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,25.44,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,30.04,0,0.8,73.41,0,23.6,14.51,14.11,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,97.49,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,42.89,0,0,0,0,0,0,0,0

34,08:15-08:30,18.85,40.61,32.71,45.4,19.32,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,25.58,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,30.04,0,0.8,36.7,0,23.6,14.51,14.11,55.15,47.47,120.7,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,85.84,115.8,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,42.89,0,0,0,0,0,0,0,0

35,08:30-08:45,18.85,40.61,32.71,45.4,19.41,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,25.58,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,18.35,0,23.6,14.51,14.11,55.15,47.47,110.9,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,85.84,102.05,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,43.19,0,0,0,0,0,0,0,0

36,08:45-09:00,18.85,40.61,32.71,45.4,18.22,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,25.58,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,23.6,14.51,14.11,55.15,47.47,107.04,319.77,45.56,0,0,0,0,32.47,0,0,78.37,17.67,85.84,102.05,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,43.19,0,0,0,0,0,0,0,0

37,09:00-09:15,18.85,40.61,32.71,45.4,17.51,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,25.58,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,47.47,117.37,319.77,43.98,0,0,0,0,32.47,0,0,78.37,17.67,79.09,112.48,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,41.31,0,0,0,0,0,0,0,0

38,09:15-09:30,18.85,40.61,32.71,45.4,17.52,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,25.58,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,47.47,117.37,319.77,43.98,0,0,0,0,32.47,0,0,78.37,17.67,103.78,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

39,09:30-09:45,18.85,40.61,32.71,45.4,19.36,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.15,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,47.47,117.37,329.31,43.98,0,0,0,0,32.47,0,0,78.37,17.67,103.78,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

40,09:45-10:00,18.85,40.61,32.71,45.4,23.12,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.15,2.51,0,0,0,0,41.48,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,47.47,117.37,336.24,43.98,0,0,0,0,32.47,0,0,78.37,17.67,103.78,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,4.48,43.43,47.63,0,0,0,0,0,0,0,0

41,10:00-10:15,18.85,40.61,32.71,45.4,20.05,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.28,2.51,0,0,0,0,45.74,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,336.24,43.98,0,0,0,0,32.47,0,0,78.37,17.67,103.78,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,2.24,43.43,47.63,0,0,0,0,0,0,0,0

42,10:15-10:30,18.85,40.61,32.71,45.4,23.12,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.57,2.51,0,0,0,0,45.74,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,336.24,43.98,0,0,0,0,32.47,0,0,78.37,17.67,103.78,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,43.43,47.63,0,0,0,0,0,0,0,0

43,10:30-10:45,18.85,40.61,32.71,45.4,15.12,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.72,2.51,0,0,0,0,45.74,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,336.24,43.98,0,0,0,0,32.47,0,0,78.37,17.67,79.09,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,43.43,44.64,0,0,0,0,0,0,0,0

44,10:45-11:00,18.85,40.61,32.71,45.4,14.89,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.99,2.51,0,0,0,0,45.74,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,336.24,43.98,0,0,0,0,32.47,0,0,78.37,17.67,79.09,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,43.43,44.64,0,0,0,0,0,0,0,0

45,11:00-11:15,18.85,40.61,32.71,45.4,15.18,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.99,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,360.98,43.98,0,0,0,0,32.47,0,0,78.37,17.67,79.09,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,43.43,42.24,0,0,0,0,0,0,0,0

46,11:15-11:30,18.85,40.61,32.71,45.4,13.66,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.99,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,379.38,43.98,0,0,0,0,32.47,0,0,78.37,17.67,79.09,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,42.24,0,0,0,0,0,0,0,0

47,11:30-11:45,18.85,40.61,32.71,45.4,14.33,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.99,2.51,0,0,0,0,40.42,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,390.22,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,42.24,0,0,0,0,0,0,0,0

48,11:45-12:00,18.85,40.61,32.71,45.4,17.08,235.11,0,0,40.91,12.96,36.92,139.85,0,11.48,26.99,2.51,0,0,0,0,40.42,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,401.06,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,42.24,0,0,0,0,0,0,0,0

49,12:00-12:15,18.85,40.61,32.71,45.4,24.08,235.11,0,0,40.91,12.96,36.92,168.61,0,11.48,26.57,2.51,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,44.4,0,0,0,0,0,0,0,0

50,12:15-12:30,18.85,40.61,32.71,45.4,20.56,235.11,0,0,40.91,12.96,36.92,168.61,0,11.48,26.57,2.51,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,0,0.8,0,0,28.7,17.07,14.11,55.15,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,44.4,0,0,0,0,0,0,0,0

51,12:30-12:45,18.85,40.61,32.71,45.4,19.27,235.11,0,0,40.91,12.96,36.92,168.61,0,11.48,26.15,1.38,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,100.18,0.8,0,0,28.7,17.07,14.11,55.15,37.3,91.16,403.48,28.9,0,0,0,0,32.47,0,0,78.37,17.67,64.11,89.27,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,29.91,8.32,0,41.28,44.4,0,0,0,0,0,0,0,0

52,12:45-13:00,18.85,40.61,32.71,45.4,20.65,235.11,0,0,40.91,12.96,36.92,168.61,0,11.48,26.15,1.38,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,185.54,0.8,18.35,0,28.7,17.07,14.11,55.15,37.3,91.16,403.48,28.9,0,0,0,0,32.47,0,0,78.37,17.67,64.11,89.27,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,29.91,8.32,0,41.28,44.4,0,0,0,0,0,0,0,0

