Column1,Time,GNA/NR/2025/06/01/9719,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/4444,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/16/6051,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8456,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/26/5163,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/9257,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/06/01/7762,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/5280,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/4973,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/2868,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10
63,15:30-15:45,20.54,8.41,164.29,26.97,10.79,4.02,67.19,19.33,10.6,10.89,5.81,10.89,64.4,100.68,0,31.29,26.97,20.54,41.02,66.56,7,33,0,33,33,7,0.33,0,21,28.46,20.54,115.45,273.25,15.54,11.92,5.9,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,25,64.87,46,27,13,142.27,0,24

64,15:45-16:00,20.54,7.87,164.29,26.97,10.79,4.02,67.19,19.33,10.6,10.18,5.81,10.18,64.4,100.68,0,31.29,26.97,20.54,41.02,60.75,7,33,0,33,33,7,0.33,0,21,26.6,20.54,115.45,273.25,15.54,11.92,5.9,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,23,60.16,40,25,13,132.97,0,22

65,16:00-16:15,20.54,7.03,164.29,26.97,10.79,4.02,67.19,19.33,10.6,9.09,5.81,9.09,64.4,100.68,0,29.27,26.97,20.54,41.02,55.45,7,33,0,30,33,7,0.33,0,21,24.79,20.54,114.48,273.25,16,11.92,6.37,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,21,55.56,30,17,8,123.94,0,15

66,16:15-16:30,20.54,6.19,164.29,26.97,10.79,4.02,67.19,19.33,10.6,8,5.81,8,70.46,100.68,0,30.28,26.97,20.54,41.02,40.77,7,33,0,20,33,7,0.33,0,21,22.88,20.54,130.75,273.25,16,11.92,6.37,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,18,51.29,23,17,8,114.38,0,15

67,16:30-16:45,20.54,3.21,164.29,26.97,10.79,4.02,87.17,19.33,10.6,4.14,5.81,4.14,70.46,100.68,0,30.28,26.97,20.54,41.02,29.01,7,33,0,10,33,7,0.33,0,21,21.08,20.54,130.75,273.25,16,11.92,6.37,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,8,47.34,15,17,8,105.42,0,15

68,16:45-17:00,20.54,2.7,164.29,26.97,10.79,4.02,87.17,19.33,10.6,3.5,5.81,3.5,70.46,100.68,0,30.28,26.97,20.54,41.02,25.18,7,33,0,5,33,7,0.33,0,21,18.35,20.54,130.75,273.25,16,11.92,6.37,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,7,43.49,13,17,8,91.75,0,15

69,17:00-17:15,20.54,2.44,164.29,26.97,10.79,4.02,67.19,19.33,10.6,3.17,5.81,3.17,70.46,100.68,0,30.28,26.97,20.54,41.02,19.5,7,33,0,2,33,7,0.33,0,21,13.78,20.54,130.75,273.25,16.65,11.92,7.03,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,6,39.37,11,15,7,68.89,0,13

70,17:15-17:30,20.54,2.2,164.29,26.97,10.79,4.02,87.17,19.33,10.6,2.85,5.81,2.85,70.46,100.68,0,30.78,26.97,20.54,41.02,16.68,7,33,0,0,33,7,0.33,0,21,11.54,20.54,130.75,273.25,16.65,11.92,7.03,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,5,34.49,10,10,5,57.71,0,12

71,17:30-17:45,20.54,1.95,164.29,26.97,10.79,4.02,87.17,19.33,10.6,2.51,5.81,2.51,70.46,100.68,0,30.78,26.97,20.54,43.02,13.39,7,26.1,0,0,32.24,7,0.33,0,21,10.71,20.54,130.75,273.25,16.65,11.92,7.03,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,4,29.48,8,13,7,53.54,0,9

72,17:45-18:00,20.54,1.1,164.29,26.97,10.79,4.02,87.17,19.33,10.6,1.41,5.81,1.41,70.46,100.68,0,30.28,26.97,20.54,43.02,10.12,7,18.17,0,0,22.24,7,0.33,0,21,8.91,20.54,130.75,273.25,16.65,11.92,7.03,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,3,24.14,7,10,5,44.55,0,7

73,18:00-18:15,20.54,0.75,164.29,29,10.79,3.96,87.17,0,10.6,0.97,5.81,0.97,64.4,100.68,0,30.28,26.56,20.54,43.02,14.05,7,0,0,0,0,7,0.33,0,21,5,20.54,130.75,273.25,17.2,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,8.6,29.06,2,19.13,6,5,3,25,0,6

74,18:15-18:30,20.54,0.31,164.29,29,10.79,3.96,87.17,0,10.6,0.39,5.81,0.39,64.4,100.68,0,30.28,26.56,20.54,43.02,11.12,7,0,0,0,0,7,0.33,0,21,5,20.54,130.75,273.25,17.2,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,8.6,29.06,1,13.79,5,3,1,25,0,3

75,18:30-18:45,20.54,0,164.29,26.95,10.79,7.09,72.99,0,10.6,0,10.34,0,64.4,100.68,0,30.28,26.95,20.54,44.02,6.93,7,0,0,0,0,7,0.33,0,21,0.25,20.54,130.75,273.25,17.2,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,1,9.08,2,1,0,1.23,0,1

76,18:45-19:00,20.54,0,164.29,26.95,10.79,7.09,87.17,0,10.6,0,10.34,0,64.4,100.68,0,29.27,26.95,20.54,44.02,3.41,7,0,0,0,0,7,0.33,0,21,0.25,20.54,130.75,273.25,17.2,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,2.28,0,0,0,1.23,0,0

77,19:00-19:15,20.54,0,164.29,29,10.79,7.09,87.17,0,10.6,0,10.34,0,81.43,100.68,0,31.29,29,20.54,44.02,1.46,7,0,0,0,0,7,6.21,0,21,0.25,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,1.72,0,0,0,1.23,0,0

78,19:15-19:30,20.54,0,164.29,29,10.79,7.09,87.17,0,10.6,0,10.34,0,115.92,100.68,0,31.29,29,20.54,44.02,0,7,0,0,0,0,7,7.07,0,21,0.25,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,1.16,0,0,0,1.23,0,0

79,19:30-19:45,20.54,0,164.29,29,10.71,7.09,87.17,0,10.6,0,10.34,0,115.92,100.68,0,31.29,29,20.54,44.02,0,7,0,0,0,0,7,8.03,0,21,0,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0.59,0,0,0,0,0,0

80,19:45-20:00,20.54,0,164.29,29,10.71,7.09,87.17,0,10.6,0,10.34,0,115.92,100.68,0,31.29,29,20.54,44.02,0,7,0,0,0,0,7,9.15,0,21,0,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

81,20:00-20:15,20.54,0,0,29,10.71,7.09,87.17,0,10.6,0,10.34,0,115.92,100.68,0,31.29,29,20.54,44.02,0,7,0,0,0,0,7,7.8,0,21,0,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

82,20:15-20:30,20.54,0,0,29,10.71,7.09,87.17,0,10.6,0,10.34,0,115.92,100.68,0,31.29,29,20.54,44.02,0,7,0,0,0,0,7,7.99,0,21,0,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

83,20:30-20:45,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,0,31.29,29,20.54,44.02,0,7,0,0,0,0,7,8.17,0,21,0,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

84,20:45-21:00,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,0,31.29,29,20.54,44.02,0,7,0,0,0,0,7,8.33,0,21,0,20.54,130.75,273.25,17.85,11.92,7.5,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

85,21:00-21:15,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,31.29,29,20.54,44.02,0,7,0,0,0,0,7,8.47,0,21,0,20.54,130.75,273.25,17.85,11.92,7.03,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

86,21:15-21:30,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,31.29,29,20.54,44.02,0,7,0,0,0,0,7,8.56,0,21,0,20.54,130.75,273.25,17.85,11.92,7.03,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

87,21:30-21:45,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,30.78,29,20.54,44.02,0,12.43,0,0,0,0,12.43,8.13,0,37.27,0,20.54,130.75,273.25,17.85,11.92,7.22,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

88,21:45-22:00,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,30.78,29,20.54,44.02,0,12.36,0,0,0,0,12.36,7.76,0,37.09,0,20.54,130.75,273.25,17.85,11.92,7.22,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

89,22:00-22:15,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,30.28,29,20.54,44.02,0,9.29,0,0,0,0,9.29,6.62,0,27.84,0,20.54,130.75,273.25,17.85,11.92,7.03,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

90,22:15-22:30,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,29.27,29,20.54,44.02,0,9.25,0,0,0,0,9.25,6.36,0,27.73,0,20.54,130.75,273.25,17.85,11.92,7.03,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

91,22:30-22:45,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,29.27,29,20.54,44.02,0,11.11,0,0,0,0,11.11,6.12,0,33.33,0,20.54,130.75,273.25,17.85,11.92,7.03,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

92,22:45-23:00,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,29.27,29,20.54,44.02,0,11.18,0,0,0,0,11.18,5.87,0,33.56,0,20.54,130.75,273.25,17.85,11.92,7.03,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

93,23:00-23:15,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,29.27,29,20.54,44.02,0,10.2,0,0,0,0,10.2,7.47,0,30.6,0,20.54,130.75,273.25,17.39,11.92,6.84,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

94,23:15-23:30,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,29.27,29,20.54,44.02,0,9.27,0,0,0,0,9.27,9.45,0,27.83,0,20.54,130.75,273.25,17.39,11.92,6.84,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

95,23:30-23:45,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,29.27,29,20.54,44.02,0,8.33,0,0,0,0,8.33,11.65,0,24.96,0,20.54,130.75,273.25,17.39,11.92,6.84,41.07,-0,20.85,0,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

96,23:45-24:00,20.54,0,0,29,10.71,4.68,87.17,0,10.6,0,10.34,0,115.92,100.68,96.64,29.27,29,20.54,44.02,0,7.45,0,0,0,0,7.45,14.24,0,22.35,0,20.54,130.75,273.25,17.39,11.92,6.84,41.07,-0,20.85,0,53.39,41.07,12.18,41.07,15.33,29.06,0,0,0,0,0,0,0,0

