Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/1564,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/9989,GNA/NR/2024/10/01/5097,GNA/NR/2024/10/01/8106,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/4766,GNA/NR/2024/10/01/7496,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/4083,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/2732,GNA/NR/2024/10/01/3642,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19
15,03:30-03:45,7,273.25,16.67,87.17,0,4.14,193.28,0,12.45,31.29,0,28.64,7.75,54.36,37.33,0,37.33,66.3,37.33,12.45,0,262.38,0,5.29,5.07,16.67,0,100.68,0,37.33,0,13.34,0,14.83,0,0,0,0,0,44.5,0,14.84,0,37.33,0,0

16,03:45-04:00,7,273.25,16.67,87.17,0,4.14,193.28,0,12.45,31.29,0,28.64,7.75,54.36,37.33,0,37.33,66.3,37.33,12.45,0,262.38,0,5.29,5.07,16.67,0,100.68,0,37.67,0,13.66,0,15,0,0,0,0,0,45,0,15,0,37.67,0,0

17,04:00-04:15,7,273.25,16.67,87.17,0,4.14,193.28,0,12.45,31.29,0,28.64,7.65,54.36,37.33,0,37.33,66.3,37.33,12.45,0,227.66,0,5.29,4.92,16.67,0,100.68,0,41.33,0,13.34,0,15,0,0,0,0,0,45,0,15,0,41.33,0,0

18,04:15-04:30,7,273.25,16.67,87.17,0,4.14,193.28,0,12.45,31.29,0,28.64,7.65,54.36,37.33,0,37.33,70.46,37.33,12.45,0,227.66,0,5.29,4.92,16.67,0,100.68,0,41.67,0,13,0,14.83,0,0,0,0,0,44.5,0,14.84,0,41.67,0,0

19,04:30-04:45,7,273.25,16.67,87.17,0,4.14,193.28,0,12.45,31.29,0,28.64,7.65,54.36,37.33,0,37.33,70.46,37.33,12.45,0,227.66,0,5.29,4.92,16.67,0,100.68,0,40.67,0,12.66,0,16.67,0,0,0,0,0,50,0,16.66,0,40.67,0,0

20,04:45-05:00,7,273.25,16.67,87.17,0,4.14,193.28,0,12.45,31.29,0,28.64,7.65,54.36,37.33,0,37.33,70.46,37.33,12.45,0,227.66,0,5.29,4.92,16.67,0,100.68,0,39.67,0,12.34,0,16.67,0,0,0,0,0,50,0,16.66,0,39.67,0,0

21,05:00-05:15,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,28.64,7.65,54.36,37.33,0,37.33,70.46,37.33,12.45,0,242.16,0,5.29,4.92,16.67,0,100.68,0,38.33,0,12.34,0,16.33,0,0,0,0,0,49,0,16.34,0,38.33,0,0

22,05:15-05:30,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,28.64,7.65,54.36,37.33,0,37.33,70.46,37.33,12.45,0,262.38,0,5.29,4.92,16.67,0,100.68,0,36.33,0,12.34,0,15.83,0,0,0,0,0,47.5,0,15.84,0,36.33,0,0

23,05:30-05:45,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,28.64,7.65,54.36,37.33,0,37.33,70.46,37.33,12.45,0,262.38,0,5.29,4.92,16.67,0,100.68,0,41,0,12,0,15.5,0,0,0,0,0,46.5,0,15.5,0,41,0,0

24,05:45-06:00,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,42.97,7.65,54.36,37.33,0,37.33,70.46,37.33,12.45,0,262.38,0,5.29,4.92,16.67,0,100.68,0,40.67,0,11.66,0,15,0,0,0,0,0,45,0,15,0,40.67,0,0

25,06:00-06:15,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,94.67,7.57,0,37.33,0,37.33,70.46,37.33,12.45,0,262.38,0,5.21,4.76,16.67,0,100.68,14,40.67,3,11.66,7.55,14.5,0,0,0,0,0,43.5,0,14.5,0,40.67,1,0

26,06:15-06:30,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,94.67,7.57,0,37.33,0,37.33,70.46,37.33,12.45,0,262.38,0,5.21,4.76,16.67,0,100.68,27.2,40.33,8,11.34,16.17,13.67,0,0,1,0,0,41,1,13.66,0,40.33,2,0.54

27,06:30-06:45,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,94.67,7.57,0,37.33,0,37.33,70.46,37.33,12.45,0.41,262.38,0.42,5.21,4.76,16.67,0.41,100.68,33,34.33,11,11,26.94,13.17,2,0.88,4,0.18,1,39.5,3,13.16,2,34.33,5,5.02

28,06:45-07:00,7,273.25,16.67,87.17,0,4,193.28,0,12.45,31.29,0,94.67,7.57,0,37.33,0,37.33,70.46,37.33,12.45,0.74,262.38,0.76,5.21,4.76,16.67,0.74,100.68,33,33.33,14,10.66,33,12.83,3,4.23,7,0.85,3,38.5,4,12.84,3,33.33,8,10.84

29,07:00-07:15,7,273.25,16.67,87.17,0,3.86,193.28,0,12.45,31.29,0,42.97,7.57,0,37.33,0,37.33,70.46,37.33,12.45,1.25,262.38,1.28,5.05,4.61,16.67,1.25,100.68,33,32.33,17,13.34,33,14.33,5,10.23,14,2.04,6,43,5,14.34,7,32.33,10,18.54

30,07:15-07:30,7,273.25,16.67,87.17,0,3.86,193.28,0,12.45,31.29,0,30.36,7.57,0,37.33,0,37.33,70.46,37.33,12.45,1.96,262.38,2.01,5.05,4.61,16.67,1.96,100.68,33,31.67,24,13,33,13.83,7,18.6,25,3.72,10,41.5,7,13.84,10,31.67,15,27.41

31,07:30-07:45,7,273.25,16.67,87.17,0,3.86,193.28,0,12.45,31.29,0,30.36,7.57,0,37.33,0,37.33,70.46,37.33,12.45,2.82,262.38,2.89,5.05,4.61,16.67,2.82,100.68,32.66,39,32.67,12.66,32.67,16.67,8,33.33,35,6.66,15,50,9,16.66,15,39,18,36.59

32,07:45-08:00,7,273.25,16.67,87.17,0,3.86,193.28,0,12.45,31.29,0,30.36,7.57,0,37.33,0,37.33,70.46,37.33,12.45,3.49,262.38,3.57,5.05,4.61,16.67,3.49,100.68,33,38.67,33,12.34,33,16,11,50.18,49,10.03,21,48,12,16,19,38.67,25,46.13

33,08:00-08:15,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,37.33,0,37.33,70.46,37.33,12.45,4.45,228.63,4.56,5.05,4.38,14.67,4.45,100.68,33,37.67,33,11.66,33,15,16,68.78,67,13.75,28,45,15,15,25,37.67,32,55.61

34,08:15-08:30,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,37.33,0,37.33,70.46,37.33,12.45,5.5,228.63,5.64,5.05,4.38,14.67,5.5,100.68,33,37,33,11,33,14,19,88.97,81,17.79,34,42,19,14,33,37,39,65.11

35,08:30-08:45,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,37.33,0,37.33,70.46,37.33,12.45,6.5,228.63,6.67,5.05,4.38,14.67,6.5,100.68,33,36.67,33,10.34,33,12.83,23,108.01,95,21.6,40,38.5,21,12.84,41,36.67,44,74.08

36,08:45-09:00,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,37.33,0,37.33,70.46,37.33,12.45,7.53,228.63,7.71,5.21,4.38,14.67,7.53,100.68,33,36,33,10,33,11.5,26,127.18,109,25.43,46,34.5,24,11.5,47,36,51,82.75

37,09:00-09:15,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,37.33,0,37.33,70.46,37.33,12.45,8.41,228.63,8.62,5.21,4.38,14.67,8.41,100.68,33,36.67,33,9.34,33,10.5,29,143.39,123,28.68,52,31.5,27,10.5,56,36.67,58,90.23

38,09:15-09:30,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,37.33,0,37.33,70.46,37.33,12.45,9.31,228.63,9.54,5.21,4.38,14.67,9.31,100.68,33,36,33,9,33,9.5,32,158.64,137,31.73,58,28.5,31,9.5,62,36,65,97.85

39,09:30-09:45,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,37.33,0,37.33,70.46,37.33,12.45,10.2,228.63,10.46,5.21,4.38,14.67,10.2,100.68,33,29.33,33,8.66,33,9.17,36,173.67,147,34.73,63,27.5,33,9.16,68,29.33,70,104.96

40,09:45-10:00,7,273.25,14.67,76.63,0,3.86,193.28,0,12.45,31.29,0,30.36,7.47,0,39.62,0,39.62,70.46,39.62,12.45,11.33,228.63,11.61,5.21,4.38,14.67,11.33,100.68,33,28.67,33,8,33,8.83,38,187.68,158,37.54,67,26.5,36,8.84,73,28.67,75,111.56

41,10:00-10:15,7,273.25,14.67,76.63,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,11.96,228.63,12.25,5.21,4.3,14.67,11.96,71.69,33,28,33,7.66,33,8.33,40,199.63,168,39.92,72,25,38,8.34,80,28,79,117.14

42,10:15-10:30,7,273.25,14.67,76.63,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,13.06,228.63,13.39,5.21,4.3,14.67,13.06,79.24,33,27.33,33,7.34,33,8.17,41,210.96,175,42.19,75,24.5,40,8.16,83,27.33,85,121.49

43,10:30-10:45,7,273.25,14.67,76.63,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,13.56,228.63,13.9,5.21,4.3,14.67,13.56,100.68,33,27,33,7.34,33,7.83,43,222.04,182,44.41,78,23.5,43,7.84,87,27,90,128.12

44,10:45-11:00,7,273.25,14.67,76.63,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,14.47,228.63,14.83,5.21,4.3,14.67,14.47,100.68,33,26.67,33,7,33,7.67,44,228.72,189,45.74,81,23,44,7.66,89,26.67,91,130.33

45,11:00-11:15,7,273.25,14.67,76.63,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,14.75,228.63,15.13,5.52,4.3,14.67,14.75,100.68,33,26,33,6.66,33,7.67,45,229.58,193,45.92,82,23,44,7.66,91,26,91,132.23

46,11:15-11:30,7,273.25,14.67,76.63,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,15.38,228.63,15.76,5.52,4.3,14.67,15.38,100.68,33,25.67,33,7,33,7.67,46,230,193,46,82,23,44,7.66,92,25.67,91,133.53

47,11:30-11:45,7,273.25,14.67,87.17,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,15.38,228.63,15.76,5.52,4.3,14.67,15.38,100.68,33,25.67,33,7,33,8,46,230.42,193,46.08,82,24,44,8,92,25.67,91,134.15

48,11:45-12:00,7,273.25,14.67,87.17,0,3.76,193.28,0,12.45,31.29,0,30.36,7.38,0,39.62,0,39.62,70.46,39.62,12.45,15.38,228.63,15.76,5.52,4.3,14.67,15.38,100.68,33,25.67,33,7,33,8.17,46,230.63,193,46.12,82,24.5,44,8.16,92,25.67,91,134.62

49,12:00-12:15,7,273.25,14.67,87.17,0,3.86,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,15.38,237.33,15.76,5.67,4.38,14.67,15.38,100.68,33,25.67,33,7.34,33,8.33,46,230.63,193,46.12,82,25,44,8.34,92,25.67,91,137.74

50,12:15-12:30,7,273.25,14.67,87.17,0,3.86,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,15.38,237.33,15.76,5.67,4.38,14.67,15.38,100.68,33,25.67,33,7.66,33,8.33,46,230.63,193,46.12,82,25,44,8.34,92,25.67,91,136.98

51,12:30-12:45,7,273.25,14.67,87.17,0,3.86,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,15.38,237.33,15.76,5.67,4.38,14.67,15.38,100.68,33,25.67,33,8,33,8.33,46,230.63,193,46.12,82,25,44,8.34,92,25.67,91,135.74

52,12:45-13:00,7.2,273.25,14.67,87.17,0,3.86,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,15.38,246.99,15.76,5.67,4.38,14.67,15.38,100.68,33,25.33,33,8.34,33,8.33,46,230.63,193,46.12,82,25,44,8.34,92,25.33,91,134.01

53,13:00-13:15,8.6,273.25,14.67,87.17,0,4,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,15.38,237.33,15.76,5.67,4.53,14.67,15.38,100.68,33,25.33,33,7,33,8.33,46,230.63,193,46.12,82,25,44,8.34,92,25.33,91,131.43

54,13:15-13:30,10.4,273.25,14.67,87.17,0,4,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,15.38,237.33,15.76,5.67,4.53,14.67,15.38,100.68,33,25.33,33,7.34,33,8.33,46,230.63,193,46.12,82,25,44,8.34,92,25.33,91,127.98

55,13:30-13:45,9.6,273.25,14.67,87.17,0,4,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,15.38,237.33,15.76,5.67,4.53,14.67,15.38,100.68,33,25,33,7.34,33,8.33,45,230.63,189,46.12,81,25,44,8.34,92,25,91,134.89

56,13:45-14:00,10,273.25,14.67,87.17,0,4,193.28,0,12.45,31.29,0,30.36,7.29,0,39.62,0,39.62,70.46,39.62,12.45,14.75,262.38,15.13,5.67,4.53,14.67,14.75,100.68,33,24.67,33,7.34,33,8.33,44,229.58,186,45.92,79,25,44,8.34,91,24.67,91,129.23

57,14:00-14:15,10.4,273.25,14.67,87.17,0,4.18,193.28,0,12.45,31.29,0,30.36,7.47,0,39.62,0,39.62,70.46,39.62,12.45,14.55,240.63,14.92,5.67,5,14.67,14.55,100.68,33,24.33,33,7.66,33,8.33,43,224.53,179,44.91,76,25,39,8.34,90,24.33,83,123.34

58,14:15-14:30,10.6,273.25,14.67,87.17,0,4.18,193.28,0,12.45,31.29,0,30.36,7.47,0,39.62,0,39.62,70.46,39.62,12.45,14.15,240.63,14.51,5.67,5,14.67,14.15,100.68,33,24,33,8,33,8.33,42,214.52,172,42.9,73,25,38,8.34,90,24,79,117.05

59,14:30-14:45,10.8,273.25,14.67,73.45,0,4.18,193.28,0,12.45,31.29,0,30.36,7.47,0,39.62,0,39.62,70.46,39.62,12.45,13.78,240.63,14.12,5.9,5,14.67,13.78,100.68,33,24.33,33,8,33,8.33,41,205.63,161,41.12,69,25,36,8.34,87,24.33,76,110.37

60,14:45-15:00,11.2,273.25,14.67,73.45,0,4.18,193.28,0,12.45,31.29,0,30.36,7.47,0,39.62,0,39.62,70.46,39.62,12.45,13.12,240.63,13.46,5.9,5,14.67,13.12,100.68,33,24.67,33,8.34,33,8.33,39,195.85,154,39.17,66,25,35,8.34,83,24.67,72,102.87

61,15:00-15:15,15.01,273.25,14.67,73.45,0,4.37,193.28,0,12.45,31.29,0,30.36,7.65,0,39.62,0,39.62,66.3,39.62,12.45,12.22,240.63,12.53,6.22,5.77,14.67,12.22,100.68,33,25.33,33,8.34,33,8.33,36,183.94,144,36.79,61,25,32,8.34,77,25.33,67,94.72

62,15:15-15:30,15.61,273.25,14.67,73.45,0,4.37,193.28,0,12.45,31.29,0,30.36,7.65,0,39.62,0,39.62,66.3,39.62,12.45,11.32,240.63,11.6,6.22,5.77,14.67,11.32,100.68,33,26.33,33,8.66,33,8.33,34,171.59,133,34.32,57,25,29,8.34,73,26.33,61,85.91

63,15:30-15:45,18.01,273.25,14.67,73.45,0,4.37,193.28,0,12.45,31.29,0,30.36,7.65,0,39.62,0,39.62,70.46,39.62,12.45,10.42,240.63,10.68,6.22,5.77,14.67,10.42,100.68,33,28.33,33,8.34,33,8.33,31,158.48,119,31.69,51,25,26,8.34,66,28.33,54,76.66

64,15:45-16:00,18.01,273.25,14.67,73.45,0,4.37,193.28,0,12.45,31.29,0,30.36,7.65,0,39.62,0,39.62,70.46,39.62,12.45,9.52,240.63,9.76,6.22,5.77,14.67,9.52,100.68,33,31,33,8.34,33,8.33,29,145.03,105,29,45,25,23,8.34,61,31,47,66.77

65,16:00-16:15,21.01,273.25,14.67,73.45,0,4.55,193.28,0,12.45,31.29,0,30.36,8.03,0,39.62,0,39.62,66.3,39.62,12.45,8.45,240.63,8.67,6.46,5.99,14.67,8.45,100.68,33,28.67,33,8.34,33,8.33,25,131.73,91,26.35,39,25,19,8.34,53,28.67,41,56.59

66,16:15-16:30,21.21,273.25,14.67,73.45,0,4.55,193.28,0,12.45,31.29,0,30.36,8.03,0,39.62,0,39.62,66.3,39.62,12.45,7.6,240.63,7.79,6.46,5.99,14.67,7.6,100.68,33,28.67,33,8.34,33,8.33,21,116.28,77,23.25,33,25,16,8.34,47,28.67,34,46.15

67,16:30-16:45,21.21,273.25,14.67,73.45,0,4.55,193.28,0,12.45,31.29,0,30.36,8.03,0,39.62,0,39.62,66.3,39.62,12.45,6.7,240.63,6.87,6.46,5.99,14.67,6.7,88.06,33,28.67,33,8.34,33,8.5,18,98.87,67,19.77,28,25.5,13,8.5,40,28.67,27,35.83

68,16:45-17:00,21.01,273.25,14.67,73.45,0,4.55,193.28,0,12.45,31.29,0,30.36,8.03,0,39.62,0,39.62,66.3,39.62,12.45,5.7,240.63,5.84,6.46,5.99,14.67,5.7,88.06,33,29.33,20,8.34,32.34,8.67,14,81.23,53,16.25,22,26,10,8.66,33,29.33,20,25.7

69,17:00-17:15,20.61,273.25,14.67,73.45,0,4.7,193.28,0,12.45,31.29,0,30.93,8.4,0,39.62,0,39.62,66.3,39.62,12.45,4.75,240.63,4.86,6.46,6.53,14.67,4.75,88.06,33,29.67,14,8.66,26.94,8.83,11,65.98,39,13.19,16,26.5,7,8.84,25,29.67,15,16.74

70,17:15-17:30,20.21,273.25,14.67,73.45,0,4.7,193.28,0,12.45,31.29,0,31.5,8.4,0,39.62,0,39.62,66.3,39.62,12.45,3.88,240.63,3.97,6.46,6.53,14.67,3.88,88.06,33,30.67,7,9,11.53,9.17,8,51.27,28,10.25,12,27.5,5,9.16,18,30.67,10,10.17

71,17:30-17:45,16.01,273.25,32,73.45,96.64,4.7,193.28,0,12.45,31.29,96.64,31.5,8.4,0,39.62,171.05,39.62,66.3,39.62,12.45,2.95,252.23,3.03,6.46,6.53,0,2.95,88.06,33,31.67,2,8,1.07,8.33,7,37.4,18,7.48,7,25,3,8.34,13,31.67,5,6.3

72,17:45-18:00,15.81,273.25,32,73.45,96.64,4.7,193.28,0,12.45,31.29,96.64,31.5,8.4,0,39.62,171.05,39.62,66.3,39.62,12.45,2.13,252.23,2.18,6.46,6.53,0,2.13,88.06,19.99,32,0,8,0,8.83,5,23.74,11,4.75,4,26.5,1,8.84,8,32,2,3.08

73,18:00-18:15,15.41,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,42.97,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,1.62,252.23,1.66,6.46,6.76,32,1.62,88.06,0,33,0,8,0,8.67,3,14.55,5,2.91,2,26,0,8.66,5,33,0,0.43

74,18:15-18:30,15.01,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,94.67,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,1.16,252.23,1.18,6.46,6.76,32,1.16,88.06,0,36,0,8,0,9,2,6.98,1,1.39,0,27,0,9,2,36,0,0

75,18:30-18:45,14.41,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,94.67,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,0.58,252.23,0.6,6.84,7.07,32,0.58,88.06,0,26.67,0,8,0,7.67,0,2.09,0,0.42,0,23,0,7.66,0,26.67,0,0

76,18:45-19:00,13.41,273.25,32,73.45,96.64,4.83,193.28,32.86,12.45,31.29,96.64,94.67,8.58,0,39.62,171.05,39.62,115.54,39.62,12.45,0.21,252.23,0.22,6.84,7.07,32,0.21,88.06,0,27.33,0,8.34,0,7.83,0,0.32,0,0.06,0,23.5,0,7.84,0,27.33,0,0

