Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/22052037/LT-59,L_NR_2019_19,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/6187,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/1196,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/5784,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/6209,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/1044
6,01:15-01:30,0,0,0,0,0,0,0,3,0,21.17,0,0,0,63.49,0,45,29.33,21.17,45,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,8.43,271.49,8.54,27.25,87.07,0,15.06,0,115.83,0,5.92

7,01:30-01:45,0,0,0,0,0,0,0,3,0,21.83,0,0,0,65.51,0,45,29,21.83,45,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,8.43,271.49,8.54,27.25,87.07,0,15.06,0,115.83,0,5.92

8,01:45-02:00,0,0,0,0,0,0,0,3,0,22.67,0,0,0,67.99,0,44,28.33,22.67,44,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,48.26,0,100.56,12.69,130.61,8.43,271.49,8.54,27.25,87.07,0,15.06,0,107.31,0,5.92

9,02:00-02:15,0,0,0,0,0,0,0,3,0,20.33,0,0,0,61.01,0,35,28.33,20.33,35,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.95,271.49,4.02,27.25,87.07,0,17.37,0,98.79,0,2.78

10,02:15-02:30,0,0,0,0,0,0,0,3,0,20,0,0,0,60,0,35,27.67,20,35,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.95,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

11,02:30-02:45,0,0,0,0,0,0,0,3,0,19.33,0,0,0,58.01,0,26.66,22.67,19.33,26.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.95,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

12,02:45-03:00,0,0,0,0,0,0,0,3,0,18.67,0,0,0,55.99,0,26.6,21.67,18.67,26.6,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.95,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

13,03:00-03:15,0,0,0,0,0,0,0,3,0,18.33,0,0,0,55.01,0,20,18.67,18.33,20,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,106.63,7.95,271.49,4.02,27.25,67.12,0,17.37,0,70.4,0,2.78

14,03:15-03:30,0,0,0,0,0,0,0,3,0,17.83,0,0,0,53.51,0,19.66,17.67,17.83,19.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.95,271.49,4.02,27.25,67.12,0,17.37,0,70.4,0,2.78

15,03:30-03:45,0,0,0,0,0,0,0,3,0,17.33,0,0,0,52.01,0,19.34,16.67,17.33,19.33,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,112.42,7.95,271.49,4.02,27.25,67.12,0,17.37,0,70.4,0,2.78

16,03:45-04:00,0,0,0,0,0,0,0,3,0,16.67,0,0,0,49.99,0,18.34,16,16.67,18.33,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,111.45,7.95,271.49,4.02,27.25,67.12,0,17.37,0,70.4,0,2.78

17,04:00-04:15,0,0,0,0,0,0,0,3,0,10.5,0,0,0,31.5,0,14,12.67,10.5,14,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.67,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

18,04:15-04:30,0,0,0,0,0,0,0,3,0,10.5,0,0,0,31.5,0,14,12.67,10.5,14,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.67,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

19,04:30-04:45,0,0,0,0,0,0,0,3,0,10.5,0,0,0,31.5,0,14,12.33,10.5,14,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.67,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

20,04:45-05:00,0,0,0,0,0,0,0,3,0,10.5,0,0,0,31.5,0,14,12,10.5,14,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.67,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

21,05:00-05:15,0,0,0,0,0,0,0,3,0,10.5,0,0,0,31.5,0,16.66,14,10.5,16.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.49,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

22,05:15-05:30,0,0,0,0,0,0,0,3,0,10.5,0,0,0,31.5,0,16.66,13.33,10.5,16.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.49,271.49,4.02,27.25,87.07,0,17.37,0,70.4,0,2.78

23,05:30-05:45,0,0,0,0,0,0,0,3,0,10.5,0,0,0,31.5,0,16,10.67,10.5,16,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.49,271.49,4.02,28.25,87.07,0,17.37,0,115.83,0,3.25

24,05:45-06:00,0,0,0,0,0,0,0,3,0,9.66,0,0,0,28.98,0,15.66,10.33,9.66,15.67,0,0,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.49,271.49,4.02,28.25,87.07,0,17.37,0,115.83,0,3.25

25,06:00-06:15,0,0.32,5.89,1,1.57,1,0.94,3,1,8.4,0,1,5.68,25.2,0,18.34,10,8.4,18.33,0,0.08,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.11,271.49,4.02,28.25,87.07,0,17.37,0,95.95,0,3.24

26,06:15-06:30,1,0.62,11.19,2,3.12,2,2.13,3,2,8.12,1,2,9.35,24.36,0,18.34,9.81,8.12,18.33,0,1.25,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0,100.56,12.69,130.61,7.11,271.49,4.02,28.25,87.07,0,17.37,0,115.83,0,3.24

27,06:30-06:45,4,0.93,18.18,5,4.65,4,3.79,3,4,7.98,2,3,18.84,23.94,0,24.72,9.22,7.98,24.72,0,2.81,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0.36,100.56,12.69,130.61,7.11,271.49,4.02,28.25,87.07,0.47,17.37,0.47,115.83,0,3.24

28,06:45-07:00,8,1.77,26.38,7,8.82,7,5.87,3,7,7.84,4,4,26.45,23.52,0,24.18,8.27,7.84,24.17,0,4.82,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,0.69,100.56,12.69,130.61,7.11,271.49,4.02,27.25,87.07,0.89,17.37,0.89,115.83,0,3.24

29,07:00-07:15,12,2.81,33,11,14.07,9,8.83,3,11,7.98,6,5,33,23.94,0,23.69,7.81,7.98,23.7,0,7.36,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,1.11,100.56,12.69,102.77,7.11,266.86,4.02,26.74,67.12,1.44,17.37,1.44,107.31,0,3.24

30,07:15-07:30,16,3.86,33,16,19.32,12,11.67,3,13,8.26,8,7,33,24.78,0,23.21,7.54,8.26,23.2,0,8.77,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,1.68,100.56,12.69,130.61,7.11,271.49,4.02,26.74,87.07,2.17,17.37,2.17,70.4,0,3.24

31,07:30-07:45,24,4.91,33,21,24.56,13,14.34,3,17,8.54,11,8,33,25.62,0,15,7.38,8.54,15,0,10.17,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,2.3,100.56,12.69,130.61,7.11,271.49,4.02,26.74,56.59,2.98,17.37,2.98,70.4,0,3.24

32,07:45-08:00,32,5.96,32.9,28,29.8,18,17.01,3,21,8.82,14,12,32.9,26.46,0,15,7.48,8.82,15,0,13.31,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,2.97,100.56,12.69,116.28,7.11,271.49,4.02,27.25,56.59,3.85,17.37,3.85,70.4,0,3.22

33,08:00-08:15,33,6.68,33,27,33.38,24,20.78,1.2,23,7.83,13,14,33,23.51,0,15,8.6,7.83,15,0,16.63,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,3.02,53.09,12.69,54.06,6.83,271.49,4.02,28.25,38.61,3.9,17.37,3.9,70.4,0,3.22

34,08:15-08:30,33,8.97,33,32,44.83,28,24.54,1.2,28,7.83,16,16,33,23.51,0,15,8.74,7.83,15,0,20.12,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,3.34,53.09,12.69,53.09,6.83,270.8,4.02,28.25,38.61,4.32,17.37,4.32,70.4,0,3.22

35,08:30-08:45,33,11.42,33,37,57.11,33,28.31,1.2,32,7.83,18,18,33,23.51,0,15,8.96,7.83,15,0,23.5,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,4.16,53.09,12.69,53.09,6.83,264.57,4.02,26.24,38.61,5.37,17.37,5.37,70.4,0,3.22

36,08:45-09:00,33,13.81,33,42,69.05,37,32.08,1.2,37,7.83,21,21,33,23.51,0,15,9.18,7.83,15,0,40.92,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,4.65,53.09,12.69,85.06,6.83,266.29,4.02,27.25,56.59,6.01,17.37,6.01,70.4,0,3.22

37,09:00-09:15,33,20.47,33,52,102.34,46,37.92,1.2,43,7.83,26,23,33,23.51,0,24,9.37,7.83,24.01,0,40.92,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-112.03,96.53,5.3,53.09,12.69,85.06,6.83,270.7,4.02,27.25,56.59,6.85,17.83,6.85,70.4,0,3.22

38,09:15-09:30,33,22.94,33,59,114.68,52,43.77,1.2,48,7.83,29,25,33,23.51,0,24.73,9.57,7.83,24.72,0,40.92,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,6.27,53.09,12.69,96.65,6.83,271.49,4.02,27.25,56.59,8.11,17.83,8.11,70.4,0,3.22

39,09:30-09:45,33,27.09,33,63,135.47,63,49.61,1.2,59,11.67,32,27,33,34.99,0,36.66,13.33,11.67,36.67,0,49.42,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,8.49,53.09,12.69,99.54,6.83,271.49,4.02,27.25,56.59,10.99,17.83,10.99,70.4,0,3.22

40,09:45-10:00,33,29.26,33,69,146.3,66,55.45,1.2,63,11.67,34,30,33,34.99,0,35.66,13.33,11.67,35.67,0,58.54,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,8.94,53.09,12.69,101.47,6.83,271.49,4.02,27.25,56.59,11.56,17.83,11.56,70.4,0,3.22

41,10:00-10:15,33,32.83,33,73,164.16,69,76.18,1.2,70,11.67,37,34,33,34.99,0,55,13.33,11.67,55,0,66.99,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,9.73,53.09,12.69,103.4,6.83,271.49,8.54,27.25,56.59,12.59,17.83,12.59,70.4,0,4.61

42,10:15-10:30,33,35.31,33,77,176.56,72,80.47,1.2,73,11.67,38,36,33,34.99,0,54.34,13.33,11.67,54.33,0,74.87,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,10.24,53.09,12.69,104.37,6.83,271.49,8.54,27.25,56.59,13.25,17.83,13.25,70.4,0,4.61

43,10:30-10:45,33,37.78,33,80,188.91,66,84.32,1.2,77,17.33,40,36,33,52.01,0,53.34,11.42,17.33,53.33,0,73.09,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,10.59,53.09,12.69,106.3,6.83,271.49,8.54,27.25,56.59,13.7,17.83,13.7,70.4,0,4.61

44,10:45-11:00,33,40.11,33,83,200.57,69,87.85,1.2,78,18,42,39,33,54,0,52.34,11.76,18,52.33,0,62.35,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,11.05,53.09,12.69,106.3,6.83,271.49,8.54,27.25,56.59,14.29,17.83,14.29,70.4,0,4.61

45,11:00-11:15,33,41.39,33,88,206.93,75,91.61,1.2,86,16.33,44,39,33,49.01,0,39.34,16,16.33,39.33,0,62.35,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,11.78,53.09,9.91,107.26,6.08,271.49,6.66,27.25,56.59,15.25,17.83,15.25,70.4,0,4.61

46,11:15-11:30,33,42.7,33,90,213.48,76,93.99,1.2,86,16.5,45,39,33,49.5,0,39.34,16,16.5,39.33,0,62.35,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,12.23,53.09,9.91,108.23,6.08,271.49,6.66,27.25,56.59,15.84,17.83,15.84,70.4,0,4.61

47,11:30-11:45,33,43.9,33,90,219.52,72,93.99,1.8,91,14.2,45,41,33,42.58,0,39.34,16,14.2,39.33,0,62.35,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,12.44,53.09,9.91,109.19,6.08,271.49,6.66,27.25,56.59,16.1,17.83,16.1,70.4,0,4.61

48,11:45-12:00,33,44.5,33,90,222.5,72,93.99,2,91,13.86,45,41,33,41.55,0,39.34,16,13.86,39.33,0,92.36,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-224.05,96.53,13.06,53.09,9.91,108.23,6.08,271.49,6.66,27.25,56.59,16.91,17.83,16.91,70.4,0,4.61

49,12:00-12:15,33,44.5,33,90,222.5,72,95,3,91,9.19,45,41,33,27.56,0,31.5,13.04,9.19,31.5,0,84.6,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-112.03,96.53,12.74,53.09,9.91,112.9,7.02,271.49,6.66,27.25,76.54,16.49,18.76,16.49,70.4,0,4.61

50,12:15-12:30,33,44.5,33,90,222.5,72,95,3.6,91,9.91,45,41,33,29.74,0,32.4,13.75,9.91,32.4,0,91.77,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,13.26,53.09,9.91,112.9,7.02,271.49,6.66,27.25,76.54,17.16,18.76,17.16,70.4,0,4.61

51,12:30-12:45,33,45.67,33,90,228.33,76,96.67,4,86,13.31,45,41,33,39.93,0,25.94,14.33,13.31,25.93,0,87.95,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,12.93,53.09,9.91,112.9,7.02,271.49,6.66,27.25,76.54,16.75,18.76,16.75,70.4,0,5.92

52,12:45-13:00,33,45.5,33,90,227.5,76,96.67,4.4,86,14.03,45,41,33,42.11,0,27.08,14.82,14.03,27.08,0,83.94,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,13.04,53.09,9.91,112.9,7.02,271.49,6.66,27.25,76.54,16.87,18.76,16.87,70.4,0,5.92

53,13:00-13:15,33,45.17,33,90,225.83,76,96.67,6,86,14.96,45,39,33,44.9,0,28.91,15.77,14.96,28.92,0,77.55,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,11.77,53.09,9.91,112.9,7.3,271.49,6.66,28.25,76.54,15.23,18.76,15.23,70.4,0,5.92

54,13:15-13:30,33,44.67,33,90,223.33,76,95,7.4,86,16.01,45,39,33,48,0,29.84,16.99,16.01,29.83,0,68.81,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,12.02,53.09,9.91,112.9,7.3,271.49,6.66,28.25,76.54,15.56,18.76,15.56,70.4,0,5.92

55,13:30-13:45,33,45,33,87,225,72,93.33,8.4,86,14.16,43,39,33,42.48,0,41.66,17.52,14.16,41.67,0,72.43,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,10.99,53.09,9.91,112.9,7.3,271.49,6.66,28.25,76.54,14.22,18.76,14.22,70.4,0,5.92

56,13:45-14:00,33,44.67,33,85,223.33,72,91.67,9,86,15.3,43,39,33,45.91,0,42.66,18.72,15.3,42.67,0,74,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,10.18,53.09,9.91,112.9,7.3,271.49,6.66,28.25,76.54,13.18,18.76,13.18,70.4,0,5.92

57,14:00-14:15,33,44.17,33,84,220.83,72,88.33,13.01,80,16.26,42,35,33,48.75,0,43.66,19.33,16.26,43.67,0,75.18,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,11.24,53.09,9.91,112.9,7.49,271.49,6.66,28.25,76.54,14.55,18.66,14.55,70.4,0,5.92

58,14:15-14:30,33,43.33,33,83,216.67,72,84.43,15.01,78,17.03,42,35,33,51.1,0,45,21,17.03,45,0,75.41,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,10.34,53.09,9.91,112.9,7.49,271.49,6.66,28.77,76.54,13.37,18.66,13.37,70.4,0,5.92

59,14:30-14:45,33,42.5,33,81,212.5,69,80.34,16.01,73,16.54,41,34,33,49.6,0,42,22.67,16.54,42,0,71.02,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,9.42,53.09,9.91,112.9,7.49,271.49,6.66,29.27,76.54,12.19,18.66,12.19,70.4,0,5.92

60,14:45-15:00,33,40.83,33,80,204.17,66,77.85,16.01,72,17.92,40,33,33,53.78,0,43.38,24.33,17.92,43.37,0,73.35,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,8.48,53.09,9.91,112.9,7.49,271.49,6.66,29.27,76.54,10.97,18.66,10.97,70.4,0,5.92

61,15:00-15:15,33,38.33,33,77,191.67,61,73.34,11,69,20.61,38,31,33,61.85,0,46.17,26,20.61,46.18,0,62.17,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,7.85,73.36,9.91,130.61,7.77,271.49,6.66,29.27,76.54,10.16,18.76,10.16,70.4,0,5.92

62,15:15-15:30,33,35.83,33,73,179.17,57,68.27,11.41,63,22.3,37,30,33,66.89,0,49.24,27.67,22.3,49.25,0,58.1,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,6.96,73.36,9.91,130.61,7.77,271.49,6.66,29.27,76.54,9,18.76,9,70.4,0,5.92

63,15:30-15:45,33,32.27,33,60,161.33,54,63.2,12.01,62,23.64,30,29,33,70.94,0,49.75,29.33,23.64,49.75,0,56.12,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,6.05,100.56,9.91,130.61,7.77,271.49,6.66,29.77,87.07,7.83,18.76,7.83,70.4,0,5.92

64,15:45-16:00,33,29.84,33,57,149.22,49,58.13,13.01,58,25.17,28,28,33,75.5,0,50.2,30,25.17,50.2,0,53.78,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,5.15,100.56,9.91,130.61,7.77,271.49,6.66,29.77,87.07,6.67,18.76,6.67,70.4,0,5.92

65,16:00-16:15,24,24.73,33,53,123.66,45,46.53,13.01,48,25,27,27,33,75,0,57.08,30.67,25,57.09,0,51.42,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,4.98,100.56,9.91,130.61,9.83,271.49,6.66,29.77,87.07,6.44,18.57,6.44,70.4,0,5.92

66,16:15-16:30,16,22.67,33,48,113.32,40,41.74,13.01,44,25,24,23,33,75,0,58.88,30,25,58.88,0,39.19,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,4.81,100.56,9.91,130.61,9.83,271.49,6.66,29.77,87.07,6.22,18.57,6.22,70.4,0,5.92

67,16:30-16:45,8,20.3,33,43,101.51,39,37.25,13.01,36,21.25,22,18,33,63.75,0,56.61,29.33,21.25,56.62,0,29.68,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,4.63,100.56,9.91,130.61,9.83,271.49,6.66,29.77,87.07,6,18.57,6,70.4,0,5.92

68,16:45-17:00,5,17.89,33,37,89.44,34,32.65,13.01,32,21.25,18,17,33,63.75,0,60.29,29,21.25,60.29,0,25.76,24.13,24.13,14.62,14.62,29.03,0,48.26,19.31,0,15.3,20.83,96.53,-0,96.53,4.45,100.56,9.91,130.61,9.83,271.49,6.66,29.77,87.07,5.77,18.57,5.77,70.4,0,5.92

