Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/31052040/LT-31,GNA/NR/2025/05/16/9317,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/7902,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/21/1963,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/6160,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/16/1698,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/21/7672,GNA/NR/2025/05/01/8954
63,15:30-15:45,62.51,53.8,197.77,70,19.19,0,20.83,63,53.8,20.83,33,33,33,40.02,70,76.88,39.55,76.81,35,36,13.39,96.6,13.39,0,0,6.23,13.52,0,0,0,0,0,0,10.35,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,12.38,6.94,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

64,15:45-16:00,63.49,53.71,182.93,63,20.23,0,21.17,58,53.71,21.17,33,33,33,40.02,65,71.22,36.59,71.21,33,35,12.4,96.6,12.4,0,0,6.23,13.52,0,0,0,0,0,0,9.58,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,12.38,6.94,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

65,16:00-16:15,64.5,54.89,167.84,58,20.06,0,21.5,52,54.89,21.5,33,33,33,40.02,59,64.78,33.57,65.24,29,32,11.35,96.6,11.35,0,0,6.56,13.52,0,0,0,0,0,0,8.77,273.14,6,28.98,193.2,10.63,0,29.1,66.28,7.25,12.94,7.31,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

66,16:15-16:30,65.51,56.04,152.12,55,20.92,0,21.83,46,56.04,21.83,33,33,33,40.02,52,58.67,30.42,58.65,26,27,10.28,96.6,10.28,0,0,6.56,13.52,0,0,0,0,0,0,7.95,273.14,6,28.98,193.2,10.63,0,29.1,66.28,7.25,12.94,7.31,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

67,16:30-16:45,66,57.14,136.26,50,21.99,0,22,40,57.14,22,33,33,33,40.02,45,51.03,27.25,57.45,23,23,9.22,96.6,9.22,0,0,6.56,13.52,0,0,0,0,0,0,7.12,273.14,6,28.98,193.2,10.63,0,29.1,66.28,7.25,12.94,7.31,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

68,16:45-17:00,66.49,58.06,119.07,42,22.66,0,22.17,34,58.06,22.17,33,33,33,40.02,39,43.03,23.81,49.6,19,21,8.16,96.6,8.16,0,0,6.56,13.52,0,0,0,0,0,0,6.3,273.14,6,28.98,193.2,10.63,0,29.1,66.28,7.25,12.94,7.31,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

69,17:00-17:15,67.01,54,100.97,35,21.75,0,22.33,28,54,22.33,26.35,33,33,40.02,32,35.17,20.2,41.3,16,17,7.03,96.6,7.03,0,0,7.02,13.52,0,0,0,0,0,0,5.43,273.14,6.23,28.98,193.2,10.63,0,29.1,66.28,7.25,13.5,8.47,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

70,17:15-17:30,67.5,54,84.01,28,21.96,0,22.5,22,54,22.5,9.41,30.12,33,40.02,25,27.64,16.8,33.06,13,12,5.86,96.6,5.86,0,0,7.02,13.52,0,0,0,0,0,0,4.54,273.14,6.23,28.98,193.2,10.63,0,29.1,115.51,7.25,13.5,8.47,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

71,17:30-17:45,60.75,54,67.06,20,22.23,0,20.25,16,54,20.25,4.7,17.76,23.53,40.02,17,20.5,13.41,25.03,8,10,4.76,96.6,4.76,0,0,7.02,13.52,0,0,0,0,0,0,3.68,273.14,7.01,28.98,193.2,10.63,0,29.1,115.51,7.25,13.5,8.47,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

72,17:45-18:00,60.75,54,50.91,13,22.24,0,20.25,10,54,20.25,0.94,11.37,14.86,40.02,9,13.13,10.18,18.42,4,7,3.67,96.6,3.67,0,0,7.02,13.52,0,0,0,0,0,0,2.83,273.14,7.01,28.98,193.2,10.63,0,29.1,115.51,7.25,13.5,8.47,87.13,10.2,31.29,20.6,26.7,26.7,261.4,0,15.54,0,0

73,18:00-18:15,60.88,54,36.59,8,21.51,0,20.3,4,54,20.3,0,0,0,42.02,3,7.89,7.32,13.28,2,5,2.63,96.6,2.63,0,28.98,7.58,13.52,67.62,0,5.8,19.32,0,0,2.03,273.14,8.03,28.98,193.2,10.63,14.49,29.1,115.51,7.25,14.14,8.47,87.13,10.2,31.29,20.6,26,29,261.4,53.52,15.54,0,5.8

74,18:15-18:30,60.75,57.47,24.51,5,21.23,0,20.26,3,57.47,20.26,0,0,0,42.02,2,4.22,4.9,9.17,1,3,1.7,96.6,1.7,0,28.98,7.58,13.52,67.62,0,5.8,19.32,0,0,1.31,273.14,8.03,28.98,193.2,10.63,14.49,29.1,115.51,7.25,14.14,8.47,87.13,10.2,31.29,20.6,26,29,261.4,58.88,15.54,0,5.8

75,18:30-18:45,60.46,57.7,15.33,2,20.86,0,20.15,1,57.7,20.15,0,0,0,42.02,1,1.87,3.07,0.78,0,1,0.97,96.6,0.97,0,28.98,7.58,13.52,67.62,0,5.8,19.32,0,0,0.75,273.14,8.03,28.98,193.2,10.63,14.49,29.1,115.51,7.25,14.14,8.47,87.13,10.2,31.29,20.6,19.48,29,261.4,0,15.54,0,5.8

76,18:45-19:00,59.77,57.11,8.46,1,20.38,0,19.93,0,57.11,19.93,0,0,0,42.02,0,0,1.69,0.29,0,1,0.44,96.6,0.44,0,28.98,7.58,13.52,67.62,0,5.8,19.32,0,0,0.34,273.14,8.03,28.98,193.2,10.63,14.49,29.1,115.51,7.25,14.14,8.47,87.13,10.2,31.29,20.6,19.48,29,261.4,0,15.54,0,5.8

77,19:00-19:15,58.37,55.78,3.17,0,19.77,0,19.45,0,55.78,19.45,0,0,0,42.02,0,0,0.64,0.2,0,0,0,96.6,0,0,28.98,8.06,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,8.18,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.07,8.32,87.13,10.2,31.29,18.57,29,15.28,261.4,0,15.54,144.9,5.8

78,19:15-19:30,57.08,54.86,0.37,0,19.23,0,19.02,0,54.86,19.02,0,0,0,42.02,0,0,0.08,0,0,0,0,96.6,0,0,28.98,8.06,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,8.18,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.07,8.32,87.13,10.2,31.29,18.57,29,15.28,261.4,0,15.54,144.9,5.8

79,19:30-19:45,56.39,52.9,0.05,0,18.69,0,18.8,0,52.9,18.8,0,0,0,42.02,0,0,0.01,0,0,0,0,96.6,0,0,28.98,8.06,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,8.18,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.07,8.32,87.13,10.2,31.29,18.57,29,15.28,261.4,0,15.54,144.9,5.8

80,19:45-20:00,56.51,51.91,0,0,18.15,0,18.84,0,51.91,18.84,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.06,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,8.18,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.07,8.32,87.13,10.2,31.29,18.57,29,15.28,261.4,0,15.54,144.9,5.8

81,20:00-20:15,47.81,53.79,0,0,16.36,0,15.94,0,53.79,15.94,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,5.45,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.53,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,0,15.54,144.9,5.8

82,20:15-20:30,45.52,51.25,0,0,16.44,0,15.17,0,51.25,15.17,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.86,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.53,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,0,15.54,144.9,5.8

83,20:30-20:45,44.51,48.46,0,0,16.2,0,14.83,0,48.46,14.83,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.86,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.53,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,0,15.54,144.9,5.8

84,20:45-21:00,43.89,46.3,0,0,16.2,0,14.64,0,46.3,14.64,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.86,28.98,193.2,10.63,14.49,29.1,115.51,7.25,15.53,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,0,15.54,144.9,5.8

85,21:00-21:15,44.45,43.85,0,0,16.55,0,14.81,0,43.85,14.81,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.86,28.98,193.2,10.63,14.49,29.1,115.51,7.25,12.85,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,48.31,15.54,144.9,5.8

86,21:15-21:30,43.5,42.91,0,0,17.01,0,14.51,0,42.91,14.51,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.86,28.98,193.2,10.63,14.49,29.1,115.51,7.25,12.85,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,53.67,15.54,144.9,5.8

87,21:30-21:45,44.53,42.68,0,0,17.27,0,14.85,0,42.68,14.85,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.86,28.98,193.2,10.63,14.49,29.1,115.51,7.25,12.85,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,59.04,15.54,144.9,5.8

88,21:45-22:00,43.95,42.17,0,0,17.46,0,14.66,0,42.17,14.66,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.86,28.98,193.2,10.63,14.49,29.1,115.51,7.25,12.85,8.09,87.13,10.2,31.29,18.57,29.5,12.33,261.4,64.41,15.54,144.9,5.8

89,22:00-22:15,40.26,43.16,0,0,15.64,0,13.42,0,43.16,13.42,0,0,0,36.01,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,7.25,12.76,7.7,87.13,10.2,31.29,18.57,25.39,25.39,261.4,69.77,7.77,144.9,5.8

90,22:15-22:30,40.95,44.67,0,0,15.79,0,13.66,0,44.67,13.66,0,0,0,36.01,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,7.25,12.76,7.7,87.13,10.2,31.29,18.57,25.39,25.39,261.4,75.15,7.77,144.9,5.8

91,22:30-22:45,41.78,46.5,0,0,15.82,0,13.93,0,46.5,13.93,0,0,0,36.01,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,5.28,12.76,7.31,56.91,7.58,31.29,18.57,25.39,25.39,213.1,80.51,7.77,144.9,5.8

92,22:45-23:00,42.26,48.04,0,0,16.04,0,14.09,0,48.04,14.09,0,0,0,36.01,0,0,0,0,0,0,0,96.6,0,0,28.98,8.67,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,5.28,12.76,7.31,56.91,7.58,31.29,18.57,25.39,25.39,164.88,85.88,7.77,144.9,5.8

93,23:00-23:15,41.95,47.89,0,0,15.47,0,13.98,0,47.89,13.98,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,5.28,12.58,7.09,56.91,7.58,29.27,18.57,25.39,25.39,164.88,96.61,7.77,144.9,5.8

94,23:15-23:30,41.73,47.06,0,0,14.8,0,13.92,0,47.06,13.92,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,5.28,12.58,7.09,56.91,7.58,29.27,18.57,25.39,25.39,164.88,100.64,7.77,144.9,5.8

95,23:30-23:45,41.67,45.41,0,0,14.24,0,13.89,0,45.41,13.89,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,5.28,12.58,7.09,56.91,7.58,29.27,18.57,25.39,25.39,164.88,100.64,7.77,144.9,5.8

96,23:45-24:00,41.85,43.89,0,0,13.64,0,13.95,0,43.89,13.95,0,0,0,42.02,0,0,0,0,0,0,0,96.6,0,0,28.98,8.43,13.52,67.62,88.87,5.8,19.32,0,0,0,273.14,6.7,28.98,193.2,10.63,14.49,29.1,70.26,5.28,12.58,7.09,56.91,7.58,29.27,18.57,25.39,25.39,164.88,100.64,7.77,144.9,5.8

