Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-10,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01112023/30112023/HP-09,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/02112023/15112023/D20231102NR21539,NR/01102023/30042040/GNA_LT_35,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17
18,04:15-04:30,0.000000,2.510000,169.500000,49.930000,48.310000,93.630000,48.310000,25.720000,71.890000,271.740000,0.000000,0.000000,1.940000,38.280000,26.090000,0.000000,25.730000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,6.01,0,144.93,0,14.33,0,0,0,0,0,0,0

19,04:30-04:45,0.000000,2.510000,197.100000,64.930000,48.310000,93.630000,48.310000,25.720000,71.890000,271.740000,0.000000,0.000000,2.020000,38.280000,26.090000,0.000000,25.730000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,6.01,0,144.93,0,14.33,0,0,0,0,0,0,0

20,04:45-05:00,0.000000,2.510000,197.100000,64.930000,48.310000,93.630000,48.310000,25.720000,71.890000,271.740000,0.000000,0.000000,2.020000,38.280000,26.090000,0.000000,25.730000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,6.01,0,144.93,0,14.33,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,2.510000,197.100000,74.090000,48.310000,93.630000,48.310000,25.720000,67.630000,271.740000,0.000000,0.000000,2.020000,38.280000,27.050000,0.000000,25.730000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,8.13,0,144.93,0,14.33,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,2.510000,197.100000,74.090000,48.310000,93.630000,48.310000,25.720000,67.630000,271.740000,0.000000,0.000000,2.020000,38.280000,27.050000,0.000000,25.730000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,8.04,0,144.93,0,14.33,0,0,0,0,0,0,0

23,05:30-05:45,0.000000,2.510000,197.100000,74.090000,48.310000,93.630000,48.310000,22.530000,67.630000,271.740000,0.000000,0.000000,2.020000,38.280000,27.050000,0.000000,22.540000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,7.96,0,144.93,0,14.33,0,0,0,0,0,0,0

24,05:45-06:00,0.000000,2.510000,197.100000,74.090000,48.310000,93.630000,48.310000,22.530000,67.630000,271.740000,0.000000,0.000000,2.020000,38.280000,27.050000,0.000000,22.540000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,7.87,0,144.93,0,14.33,0,0,0,0,0,0,0

25,06:00-06:15,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,22.530000,67.630000,271.740000,0.000000,0.000000,2.020000,0.000000,27.050000,0.000000,22.540000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,14.33,0,6,7.79,0,144.93,0,14.33,0,0,0,0,0,0,0

26,06:15-06:30,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,22.530000,67.630000,271.740000,0.000000,0.000000,2.020000,0.000000,27.050000,0.000000,22.540000,1.920000,48.310000,0.000000,0,0,0,6,18,0,6,13.75,0,6,7.69,0,144.93,0,13.75,0,0,0,0,0,1,0

27,06:30-06:45,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,22.530000,67.630000,271.740000,0.010000,0.010000,2.020000,0.000000,26.090000,0.000000,22.540000,1.920000,48.310000,0.010000,0,0,0,6,18,3,6,13.67,1,6,6.01,0,144.93,0,13.67,1.585501,0.32,0,0,0,5,0

28,06:45-07:00,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,22.530000,67.630000,271.740000,0.020000,0.020000,2.020000,0.000000,26.090000,0.000000,22.540000,1.920000,48.310000,0.020000,0,0,0.33,6,18,15,6,13.67,4.19,6,6.01,3.5,144.93,0,13.67,10.60243,1.08,1.5,0,0,10,0

29,07:00-07:15,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,0.230000,0.240000,2.020000,0.000000,26.090000,0.000000,25.730000,1.850000,48.310000,0.230000,0.45,0,2.33,6,18,25.84,6,13.67,20,6,6.01,7,144.93,1,13.67,20.91305,2.55,3,0,2.26,18,0

30,07:15-07:30,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,0.680000,0.700000,2.020000,0.000000,26.090000,0.000000,25.730000,1.850000,48.310000,0.680000,1.7,0,5,6,18,27.98,6,13.67,27.98,6,6.01,11,144.93,3,13.67,30.231516,5,4,2,8.52,26.99,0

31,07:30-07:45,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,1.460000,1.500000,2.020000,0.000000,26.090000,0.000000,25.730000,1.850000,48.310000,1.460000,3.48,0,4.42,6,18,29.98,6,13.67,29.98,6,6.01,14,144.93,8,13.67,40.133602,9,6,4,17.38,29.99,0

32,07:45:08:00,0.000000,2.510000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,2.480000,2.550000,2.020000,0.000000,26.090000,0.000000,25.730000,1.850000,48.310000,2.480000,5.9,0,10.92,6,18,30.48,6,13.67,30.48,6,6.01,22,144.93,14,13.67,50.687397,12,10,7,29.48,30.49,0

33,08:00-08:15,0.000000,2.460000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,3.570000,3.660000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,3.570000,8.83,0,18,6,18,30.98,6,13.67,30.98,6,6.01,35,144.93,17,13.67,61.513548,8.93,15,8,44.15,30.99,0

34,08:15-08:30,0.000000,2.460000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,4.700000,4.810000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,4.700000,12.09,0,25.4,6,18,31.32,6,13.67,31.32,6,6.01,52,144.93,25,13.67,71.804714,13.17,22,13,60.45,31.31,0

35,08:30-08:45,0.000000,2.460000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,5.880000,6.030000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,5.880000,15.48,0,33.03,6,18,32.17,6,13.67,32.17,6,6.01,65,144.93,31,13.67,81.142634,16.24,28,15,77.41,32.16,0

36,08:45:09:00,0.000000,2.460000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,6.950000,7.120000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,6.950000,19.1,0,40.54,6,18,32.17,6,13.67,32.17,6,6.01,80,144.93,37,13.67,89.624578,19.53,34,19,95.52,32.16,0

37,09:00:09:15,0.000000,2.460000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,8.030000,8.230000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,8.030000,22.59,0,47.46,6,18,32.33,6,11.67,32.33,6,6.01,97,144.93,44,11.67,97.133822,22.98,41,22,112.93,32.34,0

38,09:15-09:30,0.000000,2.460000,197.100000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,9.080000,9.310000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,9.080000,26.02,0,53.83,6,18,32.33,6,11.67,32.33,6,6.01,112,144.93,50,11.67,103.680093,25.2,48,25,130.08,32.34,0

39,09:30-09:45,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,25.720000,67.630000,271.740000,10.020000,10.270000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,10.020000,26.66,0,59.95,4.84,15,32.33,5,11.67,32.33,5,6.01,123,144.93,54,11.67,109.419023,27.77,52,27,133.32,32.34,0

40,09:45-10:00,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,25.720000,96.620000,271.740000,10.870000,11.140000,1.940000,0.000000,26.090000,0.000000,25.730000,1.770000,48.310000,10.870000,29.09,0,65.28,4.84,15,32.33,5,11.67,32.33,5,6.01,133,144.93,59,11.67,114.311704,30.63,57,29,145.44,32.34,0

41,10:00-10:15,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,11.610000,11.900000,1.940000,0.000000,27.050000,0.000000,24.790000,1.770000,48.310000,11.610000,31.81,0,70.22,4.84,15,32.33,5,11.67,32.33,5,6.01,133,144.93,61,11.67,118.114961,32.54,57,30,159.04,32.34,0

42,10:15-10:30,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,12.280000,12.590000,1.940000,0.000000,27.050000,0.000000,24.790000,1.770000,48.310000,12.280000,34.14,0,73.21,4.84,15,32.33,5,11.67,32.33,5,6.01,140,144.93,63,11.67,120.770432,34.82,60,31,170.69,32.34,0

43,10:30-10:45,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,12.900000,13.230000,1.940000,0.000000,27.050000,0.000000,24.790000,1.770000,48.310000,12.900000,34.26,0,68.66,4.84,15,32.33,5,11.67,32.33,5,6.01,164.5,144.93,60,11.67,122.813102,36.27,70.5,30,171.29,32.34,0

44,10:45-11:00,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,11.890000,12.190000,1.940000,0.000000,27.050000,0.000000,24.790000,1.770000,48.310000,11.890000,36.03,0,71,4.84,15,32.33,5,11.67,32.33,5,6.01,167.3,144.93,61,11.67,124.106793,37.87,71.7,31,180.15,32.34,0

45,11:00-11:15,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,12.200000,12.500000,1.940000,0.000000,27.050000,0.000000,24.790000,1.850000,48.310000,12.200000,36.97,0,72.95,4.84,15,32.33,5,11.67,32.33,5,6.01,170.8,144.93,63,11.67,125.254579,36.22,73.2,32,184.86,32.34,0

46,11:15-11:30,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,12.390000,12.690000,1.940000,0.000000,27.050000,0.000000,24.790000,1.850000,48.310000,12.390000,37.34,0,74.66,4.88,15,32.33,5,11.67,32.33,5,6.01,175,144.93,65,11.67,126.15919,36.61,75,32,186.7,32.34,0

47,11:30-11:45,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,12.520000,12.840000,1.940000,0.000000,27.050000,0.000000,24.790000,1.850000,48.310000,12.520000,37.91,0,75.62,4.88,15,32.33,5,11.67,32.33,5,6.01,178.5,144.93,67,11.67,126.723356,37.65,76.5,33,189.57,32.34,0

48,11:45-12:00,0.000000,2.460000,261.450000,74.090000,48.310000,223.850000,48.310000,24.780000,117.880000,271.740000,12.700000,13.020000,1.940000,0.000000,27.050000,0.000000,24.790000,1.850000,48.310000,12.700000,38.46,0,76.14,4.88,15,32.33,5,11.67,32.33,5,6.01,182,144.93,76,11.67,126.674721,37.67,78,38,192.32,32.34,0

49,12:00-12:15,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,23.820000,117.880000,271.740000,12.700000,13.020000,2.020000,0.000000,27.050000,0.000000,24.790000,1.920000,48.310000,12.700000,38.67,0,76.5,4.88,15,32.33,5,11.67,32.33,5,6.01,182,144.93,75,11.67,126.168917,37.76,78,38,193.33,32.34,0

50,12:15-12:30,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,23.820000,117.880000,271.740000,12.700000,13.020000,2.020000,0.000000,27.050000,0.000000,24.790000,1.920000,48.310000,12.700000,38.5,0,76.2,4.88,15,32.33,5,11.67,32.33,5,6.01,184.1,144.93,75,11.67,125.497754,38,78.9,37,192.5,32.34,0

51,12:30-12:45,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,25.300000,117.880000,271.740000,12.700000,13.020000,2.020000,0.000000,27.050000,0.000000,25.300000,1.920000,48.310000,12.700000,38.67,0,76.4,4.88,15,32.33,5,11.67,32.33,5,6.01,184.1,144.93,75,11.67,122.997915,38.16,78.9,37,193.33,32.34,0

52,12:45-13:00,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,25.300000,117.880000,271.740000,12.700000,13.020000,2.020000,0.000000,27.050000,0.000000,25.300000,1.920000,48.310000,12.700000,38.67,0,75.8,4.88,15,32.33,5,11.67,32.33,5,6.01,182,144.93,75,11.67,119.953364,38.18,78,38,193.33,32.34,0

53,13:00-13:15,0.000000,2.510000,215.380000,59.080000,48.310000,223.850000,48.310000,25.300000,67.630000,271.740000,12.700000,13.020000,2.100000,0.000000,28.020000,0.000000,25.300000,1.920000,48.310000,12.700000,38.56,0,74.88,4.88,15,32.33,5,11.67,32.33,5,6.01,180.6,144.93,66,11.67,116.597549,35.93,77.4,33,192.82,32.34,0

54,13:15-13:30,0.000000,2.510000,215.380000,59.080000,48.310000,223.850000,48.310000,25.300000,67.630000,271.740000,12.700000,13.020000,2.100000,0.000000,28.020000,0.000000,25.300000,1.920000,48.310000,12.700000,38,0,73.5,4.88,15,32.33,5,11.67,32.33,5,6.01,178.5,144.93,63,11.67,113.105556,35.94,76.5,32,189.98,32.34,0

55,13:30-13:45,0.000000,2.510000,215.380000,59.080000,48.310000,223.850000,48.310000,25.300000,67.630000,271.740000,12.290000,12.600000,2.100000,0.000000,28.020000,0.000000,25.300000,1.920000,48.310000,12.290000,38.97,0,71.68,4.88,15,32.33,5,11.67,32.33,5,6.01,170.1,144.93,61,11.67,109.740014,35.3,72.9,30,194.86,32.34,0

56,13:45-14:00,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,25.300000,67.630000,271.740000,11.820000,12.120000,2.100000,0.000000,28.020000,0.000000,25.300000,1.920000,48.310000,11.820000,37.33,0,70.47,4.88,15,32.33,5,11.67,32.33,5,6.01,164.5,144.93,57,11.67,103.719001,32.83,70.5,29,186.68,32.34,0

57,14:00-14:15,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,25.300000,67.630000,271.740000,11.390000,11.680000,2.170000,0.000000,28.020000,0.000000,25.300000,2.000000,48.310000,11.390000,35.01,0,68.57,4.88,15,32.33,5,11.67,32.33,5,6.01,156.1,144.93,54,11.67,96.987917,30.3,66.9,27,175.03,32.34,0

58,14:15-14:30,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,96.620000,271.740000,10.930000,11.200000,2.170000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,10.930000,33.37,0,66,4.88,15,32.33,5,11.67,32.33,5,6.01,149.8,144.93,49,11.67,89.916388,28.59,64.2,24,166.85,32.34,0

59,14:30-14:45,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,10.260000,10.510000,2.170000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,10.260000,30.69,0,62.8,4.88,15,32.33,5,11.67,32.33,5,6.01,138.6,144.93,40,11.67,82.037518,27.33,59.4,20,153.46,32.34,0

60,14:45-15:00,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,9.670000,9.920000,2.170000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,9.670000,27.52,0,59.41,4.88,15,32.33,5,11.67,32.33,5,6.01,123.2,144.93,38,11.67,74.100286,23.74,52.8,19,137.59,32.34,0

61,15:00-15:15,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,8.920000,9.150000,2.250000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,8.920000,24.27,0,54.91,4.88,15,32.5,5,11.67,32.5,5,7.21,115.5,144.93,29,11.67,65.861517,19.22,49.5,14,121.37,32.5,0

62,15:15-15:30,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,8.210000,8.410000,2.250000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,8.210000,21.53,0,50.1,4.88,15,32.5,5,11.67,32.5,5,7.21,100.1,144.93,19,11.67,57.340665,19,42.9,9,107.66,32.5,0

63,15:30-15:45,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,7.020000,7.200000,2.250000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,7.020000,18.61,0,44.84,4.88,15,32.5,5,11.67,32.5,5,7.01,85.4,144.93,13,11.67,48.508549,18,36.6,7,93.06,32.5,0

64,15:45-16:00,0.000000,2.510000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,6.040000,6.190000,2.250000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,6.040000,15.18,0,39.17,4.88,15,32.5,5,11.67,32.5,5,7.01,70.7,144.93,10,11.67,39.832065,11.55,30.3,5,75.88,32.5,0

65,16:00-16:15,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,5.160000,5.290000,2.250000,0.000000,28.020000,0.000000,20.000000,2.000000,48.310000,5.160000,16.47,0,33.06,4.88,15,32.67,5,11.67,32.67,5,7.01,54.6,144.93,5,11.67,30.951314,10.3,23.4,2.01,82.38,32.66,0

66,16:15-16:30,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,4.280000,4.380000,2.250000,0.000000,28.990000,0.000000,20.000000,2.000000,48.310000,4.280000,13.7,0,26.9,4.88,15,33,5,11.67,31.23,5,7.01,40.6,144.93,1,11.67,21.730118,9,17.4,0,68.51,33,0

67,16:30-16:45,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,20.000000,117.880000,271.740000,3.220000,3.290000,2.250000,0.000000,28.990000,0.000000,20.000000,2.000000,48.310000,3.220000,10.82,0,20.39,4.88,15,16.06,5,11.67,11.65,5,7.01,28,144.93,1,11.67,12.829913,7,12,1,54.1,28,0

68,16:45-17:00,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,10.520000,117.880000,271.740000,2.070000,2.120000,2.250000,0.000000,28.990000,0.000000,10.520000,2.000000,48.310000,2.070000,7.94,0,14.33,4.88,15,3.23,5,11.67,6,5,7.01,25,144.93,2,11.67,7.431428,5,10,1,39.69,18,0

69,17:00-17:15,0.000000,2.550000,261.450000,74.090000,48.310000,223.850000,48.310000,30.920000,117.880000,271.740000,1.220000,1.250000,2.170000,0.000000,28.990000,0.000000,0.000000,2.000000,48.310000,1.220000,4.2,0,7.93,4.88,15,5,5,11.67,3,5,12.08,18,144.93,5,11.67,3.735168,4,7,3,21.02,10,0

