Block,Time Block,UNCHAHAR3,UNCHAHAR4,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,URI,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,UNCHAHAR2,UNCHAHAR1,TANDA2,SINGRAULI,TALA,TANAKPUR,TEHRI,SIMHST1,TelanganaSTPP,SIMHST2,SINGRAULI_HYDRO,TALST2,PARBATI3,RAPPC,PARBATI2,RAMPUR,RIHAND1,RAPPB,RIHAND3,SASAN,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KUDGI,MAPS,DHAULIGNGA,FSTPP I & II,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,38.14,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,4.13,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,0,14.72,46.91,10.78,38.13,663.04,27.05,479.95,18.83,22.43,0,0,0,0,0

8,01:45-02:00,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,38.14,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,4.13,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,0,14.72,46.91,10.75,38.13,663.04,27.05,479.95,18.83,22.43,0,0,0,0,0

9,02:00-02:15,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,38.14,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,4.13,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,46.91,10.75,38.13,663.04,27.05,494.89,18.83,22.43,0,0,0,0,0

10,02:15-02:30,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,38.14,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,4.13,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,46.91,10.67,38.13,592.91,27.05,484.97,18.83,22.43,0,0,0,0,0

11,02:30-02:45,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,38.14,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,10.67,38.13,535.16,27.05,484.97,18.83,22.43,0,0,0,0,0

12,02:45-03:00,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,38.14,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,15.1,38.13,535.16,27.05,484.97,18.83,22.43,0,0,0,0,0

13,03:00-03:15,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,14.34,38.13,535.16,27.05,484.97,18.83,22.43,0,0,0,0,0

14,03:15-03:30,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,16.39,38.13,535.16,27.05,484.97,18.83,22.43,0,0,0,0,0

15,03:30-03:45,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,15.88,38.13,535.16,27.05,484.97,18.83,22.43,0,0,0,0,0

16,03:45-04:00,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,12.19,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,15.25,38.13,535.16,27.05,484.97,18.83,22.43,0,0,0,0,0

17,04:00-04:15,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,12.19,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,15.43,38.13,535.16,13.43,484.97,18.83,22.43,0,0,0,0,0

18,04:15-04:30,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,68.22,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,535.16,0,484.97,18.83,22.43,0,0,0,0,0

19,04:30-04:45,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,51.45,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,515.91,0,484.97,18.83,22.43,0,0,0,0,0

20,04:45-05:00,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,515.91,0,484.97,18.83,22.43,0,0,0,0,0

21,05:00-05:15,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,515.91,0,484.97,18.83,22.43,0,0,0,0,0

22,05:15-05:30,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,515.91,0,484.97,18.83,22.43,0,0,0,0,0

23,05:30-05:45,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,496.66,0,484.97,18.83,22.43,0,0,0,0,0

24,05:45-06:00,26.63,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,496.66,0,484.97,18.83,22.43,0,0,0,0,0

25,06:00-06:15,26.63,1.63,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,496.66,0,433.93,18.83,22.43,0,0,0,0,0

26,06:15-06:30,26.63,1.63,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,496.66,0,433.93,18.83,22.43,0,0,0,0,0

27,06:30-06:45,26.63,1.63,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,93.54,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,472.6,0,433.93,18.83,22.43,0,0,0,0,0

28,06:45-07:00,26.63,1.63,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,42.33,19.96,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,1.69,88.25,0,125.85,391.98,119.86,0,0,50.32,18.17,0,0,0,43.06,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,458.16,0,433.93,18.83,22.43,0,0,0,0,0

29,07:00-07:15,21.3,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,33.73,16.65,5.26,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,2.1,93.5,0,125.85,391.98,119.86,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,14.72,31.27,19.25,38.13,438.91,0,433.93,18.83,22.43,0,0,0,0,0

30,07:15-07:30,21.3,1.07,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,33.73,13.89,3.92,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,2.1,93.54,0,125.85,391.98,119.86,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,11.8,31.27,19.25,38.13,434.85,0,359.01,18.83,22.43,0,0,0,0,0

31,07:30-07:45,20.77,0.82,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,33.14,16.21,2.9,144.62,0,0,24.99,0,0,0,0.96,0,16.23,66.35,8.66,2.1,93.54,0,125.85,391.98,119.86,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,11.8,31.27,19.25,38.13,432.46,0,465.2,18.83,22.43,0,0,0,0,0

32,07:45-08:00,20.77,0.82,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,33.14,16.32,2.9,144.62,0,0,12.33,0,0,0,0.96,0,16.23,66.35,8.66,2.1,93.54,0,125.85,391.98,119.86,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,35.39,0,0,10.02,114.05,0,0,0,0,0,10.52,11.8,31.27,19.25,38.13,432.46,0,378.57,18.83,22.43,0,0,0,0,0

33,08:00-08:15,14.65,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,23.8,11.86,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,2.1,93.54,0,125.85,391.98,119.86,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,35.39,0,0,10.02,114.05,0,0,0,0,0,10.52,10.41,31.27,19.25,38.13,362.04,0,288.75,18.83,0,0,0,0,0,0

34,08:15-08:30,14.65,1.19,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,23.8,11.86,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,2.1,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,35.39,0,0,10.02,114.05,0,0,0,0,0,10.52,10,15.64,19.25,38.13,362.04,0,288.75,18.83,0,0,0,0,0,0

35,08:30-08:45,14.65,1.19,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,23.8,11.86,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,2.1,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,35.39,0,0,10.02,114.05,0,0,0,0,0,10.52,10,15.64,19.25,38.13,362.04,0,288.75,18.83,0,0,0,0,0,0

36,08:45-09:00,14.65,1.19,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,23.8,11.86,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,2.1,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,35.39,0,0,10.02,114.05,0,0,0,0,0,10.52,10,15.64,19.25,38.13,362.04,0,288.75,18.83,0,0,0,0,0,0

37,09:00-09:15,17.27,1.19,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,25.12,12.16,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,2.1,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,29.3,0,0,10.02,114.05,0,0,0,0,0,10.52,10,15.64,19.25,38.13,291.47,0,288.75,18.83,0,0,0,0,0,0

38,09:15-09:30,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,25.12,12.16,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,2.1,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,29.3,0,0,10.02,114.05,0,0,0,0,0,10.52,10,15.64,19.25,38.13,285.04,0,173.25,18.83,0,0,0,0,0,0

39,09:30-09:45,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,25.12,12.16,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,2.1,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,12.55,0,0,0,0,0,0

40,09:45-10:00,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,25.12,12.16,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0.97,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,24.77,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,12.55,0,0,0,0,0,0

41,10:00-10:15,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,26.36,12.42,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0.97,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,24.77,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,12.55,0,0,0,0,0,0

42,10:15-10:30,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,26.36,12.42,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,12.55,0,0,0,0,0,0

43,10:30-10:45,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,26.36,12.42,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,173.25,12.55,0,0,0,0,0,0

44,10:45-11:00,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,26.36,12.42,2.9,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,173.25,12.55,0,0,0,0,0,0

45,11:00-11:15,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,173.25,12.55,0,0,0,0,0,0

46,11:15-11:30,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,12.55,0,0,0,0,0,0

47,11:30-11:45,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0,0,0,0,0,0.96,0,16.23,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,12.55,0,0,0,0,0,0

48,11:45-12:00,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,12.55,0,0,0,0,0,0

49,12:00-12:15,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,12.55,0,0,0,0,0,0

50,12:15-12:30,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,12.55,0,0,0,0,0,0

51,12:30-12:45,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,12.55,0,0,0,0,0,0

52,12:45-13:00,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,12.55,0,0,0,0,0,0

53,13:00-13:15,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,6.28,0,0,0,0,0,0

54,13:15-13:30,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,6.28,0,0,0,0,0,0

55,13:30-13:45,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,6.28,0,0,0,0,0,0

56,13:45-14:00,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,0,10,0,19.25,38.13,285.04,0,160.74,6.28,0,0,0,0,0,0

