Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN

56,13:45-14:00,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,4.2656,123.665625,0.78433,22.08,0,0,0,25.564,5.7645,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

57,14:00-14:15,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,5.27868,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

58,14:15-14:30,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,5.27868,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

59,14:30-14:45,0,25.1775,19.985,0,0,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,5.27868,123.665625,0.78433,13.248,0,0,6.5208,25.564,12.1695,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

60,14:45-15:00,0,25.1775,19.985,0,0,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,5.27868,123.665625,0.78433,13.248,0,0,6.5208,25.564,12.1695,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

61,15:00-15:15,0,25.1775,19.985,0,15.561,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,17.748,58.59,0,0,0,92,103.5,5.27868,123.665625,0.78433,19.872,0,0,6.5208,25.564,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

62,15:15-15:30,0,25.1775,19.985,0,15.561,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,17.748,58.59,0,0,0,92,103.5,5.27868,123.665625,0.78433,19.872,0,0,6.5208,25.564,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

63,15:30-15:45,0,25.1775,19.985,0,31.122,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,17.748,58.59,11.997,0,0,92,103.5,5.27868,123.665625,0.78433,19.872,0,0,6.5208,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

64,15:45-16:00,0,25.1775,19.985,0,31.122,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,17.748,58.59,11.997,0,0,92,103.5,10.55736,123.665625,0.78433,19.872,0,0,6.5208,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

65,16:00-16:15,0,25.1775,19.985,0,46.683,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,9.1149,41.2248,0,0,359.23272,17.748,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,19.872,0,0,6.5208,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

66,16:15-16:30,0,25.1775,19.985,0,46.683,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,9.1149,41.2248,0,0,359.23272,17.748,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,19.872,0,0,6.5208,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

67,16:30-16:45,0,25.1775,19.985,0,46.683,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,9.1149,41.2248,0,0,359.23272,17.748,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,19.872,0,0,0,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

68,16:45-17:00,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,16.478852,0,22.728,26.2683,9.1149,41.2248,0,0,359.23272,17.748,58.59,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,19.872,10.4912,0,0,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

69,17:00-17:15,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,32.957704,0,22.728,26.2683,9.1149,41.2248,0,0,359.23272,17.748,56.7,11.997,0,0,92,103.5,15.804048,123.665625,0.78433,19.872,13.3194,0,0,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

70,17:15-17:30,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,32.957704,0,42.615,26.2683,18.272072,41.2248,0,0,359.23272,26.622,56.7,11.997,3.1825,0,92,103.5,15.804048,123.665625,0.78433,19.872,28.09872,0,0,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

71,17:30-17:45,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,32.957704,0,61.555,26.2683,18.2298,41.2248,0,0,359.23272,26.622,56.7,11.997,6.365,0,92,103.5,15.804048,123.665625,0.78433,19.872,28.09872,0,0,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

72,17:45-18:00,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,32.957704,0,85.23,26.2683,27.408108,41.2248,0,0,359.23272,26.622,56.7,11.997,32.700824,0,92,103.5,15.804048,123.665625,0.78433,19.872,42.14808,0,0,13.363,5.7645,0,36.75,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

73,18:00-18:15,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,49.436556,0,104.17,26.2683,36.544144,41.2248,9.67784,0,359.23272,26.622,56.7,11.997,32.700824,0,92,103.5,15.804048,123.665625,0.78433,19.872,42.14808,0,0,13.363,12.1695,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

74,18:15-18:30,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,19.872,42.14808,0,19.5624,13.363,12.1695,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

75,18:30-18:45,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,25.392,42.14808,0,19.5624,13.363,12.1695,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

76,18:45-19:00,0,25.1775,19.985,0,62.244,13.452,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,25.392,42.14808,0,19.5624,13.363,7.0455,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

77,19:00-19:15,0,25.1775,19.985,0,62.244,14.7972,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,32.700824,0,92,103.5,15.804048,123.665625,0.78433,25.392,42.14808,0,19.5624,13.363,7.0455,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

78,19:15-19:30,0,25.1775,19.985,0,62.244,14.7972,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,3.819,0,92,103.5,15.804048,123.665625,0.78433,25.392,42.14808,0,19.5624,29.05,7.0455,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

79,19:30-19:45,0,25.1775,19.985,0,62.244,14.7972,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,0,0,92,103.5,15.804048,123.665625,0.78433,25.392,42.14808,0,19.5624,69.72,7.0455,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

80,19:45-20:00,0,25.1775,19.985,0,62.244,14.7972,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,0,0,92,103.5,15.804048,123.665625,0.78433,25.392,42.14808,0,6.5208,69.72,7.0455,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

81,20:00-20:15,0,25.1775,19.985,0,62.244,22.1958,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,19.374781,0,359.23272,29.58,56.7,39.51012,0,0,92,103.5,15.804048,123.665625,0.78433,28.704,42.14808,0,6.5208,69.72,7.0455,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

82,20:15-20:30,0,25.1775,19.985,0,62.244,22.1958,26.39091,341.564563,32.8448,0,104.17,26.2683,27.3447,41.2248,0,0,359.23272,17.748,56.7,11.997,0,0,92,103.5,10.55736,123.665625,0.78433,28.704,28.09872,0,0,69.72,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

83,20:30-20:45,0,25.1775,19.985,0,62.244,22.1958,26.39091,341.564563,32.8448,0,85.23,26.2683,18.2298,41.2248,0,0,359.23272,17.748,56.7,11.997,0,0,92,103.5,10.55736,123.665625,0.78433,28.704,28.09872,0,0,29.05,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

84,20:45-21:00,0,25.1775,19.985,0,62.244,22.1958,26.39091,341.564563,32.8448,0,61.555,26.2683,9.1149,41.2248,0,0,359.23272,17.748,56.7,11.997,0,0,92,103.5,10.55736,123.665625,0.78433,28.704,28.09872,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

85,21:00-21:15,0,25.1775,19.985,0,62.244,22.1958,26.39091,341.564563,32.8448,0,42.615,26.2683,9.1149,41.2248,0,0,359.23272,17.748,56.7,11.997,0,0,92,103.5,10.55736,123.665625,0.78433,28.704,13.983,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

86,21:15-21:30,0,25.1775,19.985,0,62.244,22.1958,26.39091,341.564563,32.8448,0,21.781,26.2683,9.1149,41.2248,0,0,359.23272,17.748,56.7,11.997,0,0,92,103.5,10.55736,123.665625,0.78433,28.704,13.983,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

87,21:30-21:45,0,25.1775,19.985,0,60.039,22.1958,26.39091,341.564563,32.8448,0,21.781,26.2683,8.1902,41.2248,0,0,359.23272,17.748,56.7,11.997,0,0,92,103.5,10.55736,123.665625,0.78433,28.704,13.983,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

88,21:45-22:00,0,25.1775,19.985,0,46.62,22.1958,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,17.748,56.7,0,0,0,92,103.5,0,123.665625,0.78433,28.704,13.983,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

89,22:00-22:15,0,25.1775,19.985,0,46.62,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,17.748,56.7,0,0,0,92,103.5,0,123.665625,0.78433,28.704,0,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

90,22:15-22:30,0,25.1775,19.985,0,46.62,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,17.748,56.7,0,0,0,92,103.5,0,123.665625,0.78433,28.704,0,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,4.41,347.625

91,22:30-22:45,0,25.1775,19.985,0,46.62,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,17.748,56.7,0,0,0,92,103.5,0,123.665625,0.78433,28.704,0,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

92,22:45-23:00,0,25.1775,19.985,0,31.122,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,17.748,56.7,0,0,0,92,103.5,0,123.665625,0.78433,28.704,0,0,0,13.363,5.7645,0,37.8,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

93,23:00-23:15,0,25.1775,19.985,0,31.122,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,17.748,56.7,0,0,0,92,103.5,0,123.665625,0.78433,28.704,0,0,0,13.363,5.7645,0,38.85,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

94,23:15-23:30,0,25.1775,19.985,0,31.122,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,9.86,56.7,0,0,0,92,103.5,0,123.665625,0.78433,28.704,0,0,0,13.363,5.7645,0,38.85,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

95,23:30-23:45,0,25.1775,19.985,0,31.122,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.78433,16.56,0,0,0,13.363,7.686,0,38.85,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

96,23:45-24:00,0,25.1775,19.985,0,31.122,18.8328,26.39091,341.564563,32.8448,0,21.781,26.2683,1.321,41.2248,0,0,359.23272,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.78433,16.56,0,0,0,13.363,7.686,0,38.85,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,44.918,14.2475,20.0018,5.88,347.625

