Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/30102023/30102023/ID20231030NR21522,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07
86,21:15-21:30,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,2.750000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,2.750000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.000000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,2.750000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,28.040000,23.470000,23.470000,6.5,5.34,6.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,2.750000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,28.040000,23.470000,23.470000,6.5,5.34,6.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,2.750000,101.260000,0.000000,2.250000,77.340000,2.230000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,27.070000,23.470000,23.470000,6.5,5.34,6.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,2.750000,101.260000,0.000000,2.250000,77.340000,2.230000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,27.070000,23.470000,23.470000,6.5,5.34,6.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,2.750000,101.260000,0.000000,2.250000,77.340000,2.230000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,27.070000,23.470000,23.470000,6.5,6,6.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,2.750000,101.260000,0.000000,2.250000,77.340000,2.230000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,27.070000,23.470000,23.470000,6.5,6,6.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

