Block,Time,KKNPPU2,KOTESHWR,KUDGI,NJPC,PARBATI2,SEWA2,UNCHAHAR1,ANTA_GF,ANTA_LF,DADRI_CRF,DADRI_RF,CHAMERA1,CHAMERA2,JHAJJAR,KOLDAM,RAMPUR,SALAL,SASAN,TelanganaSTPP,ANTA_RF,AURY_LF,BRBCL,DHAULIGNGA,NAPP,NNTPP,RIHAND1,RIHAND3,TALST2,UNCHAHAR4,AURY_CRF,KGSU3AND4,RAPPB,SIMHST2,KKNP,NLCEXP,RAPPC,RSTPSU1TO6,SIMHST1,TALA,TEHRI,TEHRIPSP,URI,VALLURNTECL,AURY_GF,DADRT2,FSTPP I & II,KGSU1AND2,KHSTPP-II,KISHANGANGA,MAPS,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPD,RIHAND2,SINGRAULI,TANAKPUR,TANDA2,URI2,ANTA_CRF,DADRI_LF,CHAMERA3,DULHASTI,KHSTPP-I,SINGRAULI_HYDRO,UNCHAHAR2,DADRI_GF,BSIUL,NTPL,PARBATI3,RSTPSU7,UNCHAHAR3,AURY_RF
37,09:00-09:15,0,10.44,0,181.16,58.05,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,416.25,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,52.36,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

38,09:15-09:30,0,10.44,0,181.16,58.05,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,416.25,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,52.36,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

39,09:30-09:45,0,10.44,0,181.16,58.05,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,414,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

40,09:45-10:00,0,10.44,0,181.16,58.05,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,414,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

41,10:00-10:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,28.1,48.9,670.85,10.65,7.04,81.92,414,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

42,10:15-10:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,14.05,48.9,670.85,10.65,7.04,81.92,414,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

43,10:30-10:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,414,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

44,10:45-11:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,414,0,51.27,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

45,11:00-11:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,50.62,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

46,11:15-11:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,50.62,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

47,11:30-11:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,50.62,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

48,11:45-12:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,50.62,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.66,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

49,12:00-12:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,49.95,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

50,12:15-12:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,49.95,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

51,12:30-12:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,49.95,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

52,12:45-13:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,49.95,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

53,13:00-13:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,0,48.9,670.85,10.65,7.04,81.92,410.62,0,49.95,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

