Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/04/01/9334,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1831,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/7459,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/5285,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6216,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/7960,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/04/01/4420,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8456
70,17:15-17:30,16,20.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,49,21,12,50.33,18.45,13.34,92.25,22,31,11,40.92,20.17,50.33,3.4,33,60.49,33,19.77,48.1,260.29,4.59,2.89,3.45,9.62,4.46,66,1.55,26.95,86.76,1.76,0,4.46,100.21,6.17,50,31.29,2.42,26.95,7.22

71,17:30-17:45,7,19.83,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,35,15,9,55,14.21,15.66,71.07,15,21,7,32.26,19.83,55,7,21.43,59.51,21.09,12.77,48.1,260.29,4.59,2.89,2.72,9.62,3.52,66,2.25,26.95,86.76,1.76,0,3.52,100.21,6.17,50,31.29,2.42,26.95,7.22

72,17:45-18:00,1,19.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,18,7,7,55,10.23,16.66,51.12,11,13,6,23.98,19.67,55,7,11.67,58.99,10.97,6.97,48.1,260.29,4.59,2.89,1.87,9.62,2.43,66,2.25,26.95,86.76,1.76,0,2.43,100.21,6.17,50,31.29,2.42,26.95,7.22

73,18:00-18:15,0,19.5,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,7,3,5,55,6.64,16.66,33.18,9,8,4,16.52,19.5,55,12.01,0,58.5,0,5.68,48.1,260.29,4.59,2.89,1.17,9.62,1.51,66,2.25,30.5,86.76,1.91,0,1.51,100.21,6.35,50,31.29,2.15,25.98,7.22

74,18:15-18:30,0,19.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,4,1,3,55,3.78,16.66,18.87,3,5,2,10.02,19.33,55,12.01,0,58.01,0,2.58,48.1,260.29,4.59,2.89,0.62,9.62,0.8,115.01,2.25,30.5,86.76,1.91,0,0.8,100.21,6.35,50,31.29,2.15,25.98,7.22

75,18:30-18:45,0,19.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,1,0,3,55,1.79,26.66,8.93,1,2,1,4.84,19.33,55,11.81,0,58.01,0,0.41,48.1,260.29,4.59,2.89,0,9.62,0,115.01,2.33,30.5,86.76,1.91,0,0,100.21,6.35,50,31.29,2.15,12.6,7.22

76,18:45-19:00,0,19.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,1,55.33,0.53,26,2.64,0,1,0,2.71,19.33,55.33,11.61,0,58.01,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,2.33,30.5,86.76,1.91,0,0,100.21,6.35,50,31.29,2.15,1.65,7.22

77,19:00-19:15,0,19.5,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,56,0,25.34,0,0,0,0,0,19.5,56,11.21,0,58.5,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,0.78,30.5,86.76,1.91,0,0,100.21,6.58,50,31.29,2.15,30.5,7.22

78,19:15-19:30,0,19.83,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,56.67,0,25,0,0,0,0,0,19.83,56.67,11,0,59.51,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,0.78,30.5,86.76,1.91,0,0,100.21,6.58,50,31.29,2.15,30.5,7.22

79,19:30-19:45,0,24.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,58,0,24.66,0,0,0,0,0,24.17,58,10.8,0,72.49,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,0.78,30.5,86.76,1.91,0,0,100.21,6.58,50,31.29,2.15,30.5,7.22

80,19:45-20:00,0,24.5,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,59,0,24,0,0,0,0,0,24.5,59,10.4,0,73.5,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,1.63,30.5,86.76,1.91,0,0,100.21,6.58,50,31.29,2.15,30.5,7.22

81,20:00-20:15,0,20.83,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,58.67,0,23.34,0,0,0,0,0,20.83,58.67,7,0,62.51,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,31.29,2.24,30.5,7.22

82,20:15-20:30,0,20.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,58,0,22.66,0,0,0,0,0,20.67,58,7,0,61.99,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,31.29,2.24,30.5,7.22

83,20:30-20:45,0,20.5,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,53.33,0,16.66,0,0,0,0,0,20.5,53.33,7,0,61.5,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,30.78,2.24,30.5,7.22

84,20:45-21:00,0,20.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,54,0,17,0,0,0,0,0,20.33,54,6.8,0,61.01,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,30.78,2.24,30.5,7.22

85,21:00-21:15,0,20,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,54.67,0,15,0,0,0,0,0,20,54.67,6.8,0,60,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,30.78,1.96,30.5,7.22

86,21:15-21:30,0,19.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,55.33,0,13.66,0,0,0,0,0,19.67,55.33,6.4,0,58.99,0,0,48.1,260.29,4.59,2.89,0,9.62,0,115.01,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,30.28,1.96,30.5,7.22

87,21:30-21:45,0,19.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,43.33,0,13.34,0,0,0,0,0,19.17,43.33,7.4,0,57.49,0,0,48.1,260.29,4.59,2.89,0,9.62,0,84.85,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,29.77,1.96,30.5,7.22

88,21:45-22:00,0,17.5,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,44.33,0,13,0,0,0,0,0,17.5,44.33,7.4,0,52.5,0,0,48.1,260.29,4.59,2.89,0,9.62,0,66,1.63,30.5,86.76,1.99,0,0,100.21,6.17,50,29.77,1.96,30.5,7.22

89,22:00-22:15,0,15.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,45,0,12.66,0,0,0,0,0,15.17,45,7.4,0,45.49,0,0,48.1,260.29,4.59,2.89,0,9.62,0,66,1.94,30.5,86.76,1.99,0,0,100.21,6.17,50,31.29,1.96,30.5,7.22

90,22:15-22:30,0,14.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,45.67,0,12.66,0,0,0,0,0,14.17,45.67,7.4,0,42.49,0,0,48.1,260.29,4.59,2.89,0,9.62,0,66,1.94,30.5,86.76,1.99,0,0,100.21,6.17,50,31.29,1.96,30.5,7.22

91,22:30-22:45,0,13.5,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,46.67,0,12.34,0,0,0,0,0,13.5,46.67,7.4,0,40.5,0,0,48.1,260.29,4.59,2.89,0,9.62,0,84.85,1.94,25.98,86.76,1.99,0,0,100.21,6.17,50,31.29,1.96,30.5,7.22

92,22:45-23:00,0,12.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,47.33,0,12.34,0,0,0,0,0,12.67,47.33,7.4,0,37.99,0,0,48.1,260.29,4.59,2.89,0,9.62,0,66,1.94,25.98,86.76,1.99,0,0,100.21,6.17,50,31.29,1.96,30.5,7.22

93,23:00-23:15,0,12.83,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,46.33,0,12.34,0,0,0,0,0,12.83,46.33,7.4,0,38.51,0,0,48.1,260.29,4.59,2.89,0,9.62,0,66,1.94,25.98,86.76,1.84,0,0,100.21,6.17,50,30.78,2.05,30.5,7.22

94,23:15-23:30,0,13.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,44.67,0,12.66,0,0,0,0,0,13.33,44.67,7.4,0,40.01,0,0,48.1,260.29,4.59,2.89,0,9.62,0,66,1.94,25.98,86.76,1.84,0,0,100.21,6.17,50,30.78,2.05,30.5,7.22

95,23:30-23:45,0,16.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,43.33,0,12.66,0,0,0,0,0,16.67,43.33,7.4,0,49.99,0,0,48.1,260.29,4.59,2.89,0,9.62,0,66,1.94,25.98,86.76,1.84,0,0,100.21,6.17,50,30.78,2.05,30.5,7.22

96,23:45-24:00,0,16.83,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,42.67,0,12.66,0,0,0,0,0,16.83,42.67,7.4,0,50.51,0,0,48.1,260.29,4.59,2.89,0,9.62,0,84.85,1.94,25.98,86.76,1.84,0,0,100.21,6.17,50,30.78,2.05,30.5,7.22

