Column1,Block,NR/2024/23809/A/43365,NR/30092023/26122029/SH-06,WR/2024/24788/A/43508,NR/2024/23963/A/43483,NR/2024/23420/A/43369,NR/2024/23993/C,NR/2024/23994/C,GNA/NR/2024/11/01/9061,NR/2024/23769/A/43366,NR/2024/23918/A/43363,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5474,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,Total
22,05:15-05:30,4.8,32,0,0,0.43,0,0,25.94,5.76,0,17.29,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,411.5599999999999

23,05:30-05:45,4.8,32,0,0,0.43,0,0,25.94,5.76,0,17.29,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,411.5599999999999

24,05:45-06:00,4.8,32,0,0,0.43,0,0,25.94,5.76,0,17.29,25.94,63.42,0,2.48,0,190.26,0,8.65,25.94,8.65,411.5599999999999

25,06:00-06:15,4.8,32,0,0,0.43,0,0,25.94,5.76,0,17.29,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,157.88000000000002

26,06:15-06:30,4.8,32,0,0,0.43,0,0,25.94,5.76,0,17.29,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,157.88000000000002

27,06:30-06:45,4.8,32,0,0,0.43,0,0,25.94,5.76,0,17.29,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,157.88000000000002

28,06:45-07:00,4.8,32,0,0,0.43,0,0,25.94,5.76,0,17.29,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,157.88000000000002

29,07:00-07:15,4.8,32,0,0,0.58,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,165.72

30,07:15-07:30,4.8,32,0,0,0.58,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,165.72

31,07:30-07:45,4.8,32,0,0,0.58,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,165.72

32,07:45-08:00,4.8,32,0,0,0.58,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,165.72

33,08:00-08:15,4.8,32,0,0,0.96,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,166.10000000000002

34,08:15-08:30,4.8,32,0,0,0.96,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,166.10000000000002

35,08:30-08:45,4.8,32,0,0,0.96,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,166.10000000000002

36,08:45-09:00,4.8,32,0,0,0.96,0,0,25.94,5.76,0,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,166.10000000000002

37,09:00-09:15,4.8,32,0,0,0.86,24.02,26.42,25.94,5.76,3.84,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,220.28

38,09:15-09:30,4.8,32,0,0,0.86,22.38,30.45,25.94,5.76,3.84,24.98,25.94,0,0,2.48,0,0,0,8.65,25.94,8.65,222.67

39,09:30-09:45,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,3.84,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,196.02

40,09:45-10:00,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,3.84,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,196.02

41,10:00-10:15,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,196.98

42,10:15-10:30,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,196.98

43,10:30-10:45,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,196.98

44,10:45-11:00,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,196.98

45,11:00-11:15,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,198.9

46,11:15-11:30,4.8,2.67,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,198.9

47,11:30-11:45,4.8,3,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,199.23

48,11:45-12:00,4.8,3,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,2.67,0,0,8.65,25.94,8.65,199.23

49,12:00-12:15,4.8,3,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,199.56

50,12:15-12:30,4.8,3,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,199.56

51,12:30-12:45,4.8,3,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,199.56

52,12:45-13:00,4.8,3,0,0,0.86,22.1,30.74,25.94,5.76,6.72,24.98,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,199.56

53,13:00-13:15,4.8,3,0,0,0.77,22.1,30.74,25.94,5.76,5.76,24.98,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,198.51000000000002

54,13:15-13:30,4.8,3,0,0,0.77,22.1,30.74,25.94,5.76,5.76,24.98,25.94,0,0,2.48,3,0,0,8.65,25.94,8.65,198.51000000000002

55,13:30-13:45,4.8,12,0,0,0.77,22.1,30.74,25.94,5.76,5.76,24.98,25.94,0,0,2.48,12,0,0,8.65,25.94,8.65,216.51

56,13:45-14:00,4.8,15,0,0,0.77,22.1,30.74,25.94,5.76,5.76,24.98,25.94,0,0,2.48,15,0,0,8.65,25.94,8.65,222.51

57,14:00-14:15,4.8,19,0,0,0.96,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,19,0,0,8.65,25.94,8.65,229.73999999999998

58,14:15-14:30,4.8,23,0,0,0.96,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,23,0,0,8.65,25.94,8.65,237.73999999999998

59,14:30-14:45,4.8,23,0,0,0.96,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,23,0,0,8.65,25.94,8.65,237.73999999999998

60,14:45-15:00,4.8,27,0,0,0.96,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,27,0,0,8.65,25.94,8.65,245.73999999999998

61,15:00-15:15,4.8,29,0,0,0.86,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,29,0,0,8.65,25.94,8.65,249.64

62,15:15-15:30,4.8,29,0,0,0.86,22.1,30.74,25.94,5.76,4.8,24.98,25.94,0,0,2.48,29,0,0,8.65,25.94,8.65,249.64

63,15:30-15:45,4.8,31,0,0.96,0.86,24.5,28.34,25.94,5.76,4.8,24.98,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,254.6

64,15:45-16:00,4.8,31,0,0.96,0.86,25.65,24.02,25.94,5.76,4.8,24.98,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,251.42999999999998

65,16:00-16:15,4.8,31,0,0.96,0.77,25.94,19.69,25.94,5.76,2.88,24.98,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,245.38

66,16:15-16:30,4.8,31,0,0.96,0.77,17,15.47,25.94,5.76,2.88,24.98,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,232.22

67,16:30-16:45,4.8,31,0,0.96,0.77,7.21,11.53,25.94,5.76,2.88,24.98,25.94,0,0,2.48,31,0,0,8.65,25.94,8.65,218.49

68,16:45-17:00,4.8,32,0,0.96,0.77,0.77,8.26,25.94,5.76,2.88,24.98,25.94,0,0,2.48,32,0,0,8.65,25.94,8.65,210.78

69,17:00-17:15,4.8,31,0,1.92,0.58,0,0,33.62,5.76,0.96,24.98,33.62,0,0,2.48,31,0,0,8.65,33.62,8.65,221.64

70,17:15-17:30,4.8,31,0,1.92,0.58,0,0,33.62,5.76,0.96,24.98,33.62,0,0,2.48,31,0,0,8.65,33.62,8.65,221.64

71,17:30-17:45,4.8,32,0,1.92,0.58,0,0,33.62,5.76,0.96,24.98,33.62,0,0,2.48,32,0,0,8.65,33.62,8.65,223.64

72,17:45-18:00,4.8,32,0,1.92,0.58,0,0,33.62,5.76,0.96,24.98,33.62,0,0,2.48,32,0,0,8.65,33.62,8.65,223.64

73,18:00-18:15,4.8,32,38.43,1.92,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,20.89,0,150,8.65,33.62,8.65,450.12999999999994

74,18:15-18:30,4.8,32,38.43,1.92,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,7.56,0,150,8.65,33.62,8.65,436.79999999999995

75,18:30-18:45,4.8,0,38.43,1.92,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,397.23999999999995

76,18:45-19:00,4.8,0,38.43,1.92,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,397.23999999999995

77,19:00-19:15,4.8,0,38.43,1.92,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,397.23999999999995

78,19:15-19:30,4.8,0,38.43,0.96,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,396.28

79,19:30-19:45,4.8,0,38.43,0.96,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,396.28

80,19:45-20:00,4.8,0,38.43,0.96,0.62,0,0,33.62,5.76,0,24.98,33.62,0,50,2.57,0,0,150,8.65,33.62,8.65,396.28

81,20:00-20:15,4.8,0,38.43,0.96,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,423.23999999999995

82,20:15-20:30,4.8,0,38.43,0.96,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,423.23999999999995

83,20:30-20:45,4.8,0,38.43,0.96,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,423.23999999999995

84,20:45-21:00,4.8,0,38.43,0.96,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,423.23999999999995

85,21:00-21:15,4.8,0,38.43,0.96,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,423.23999999999995

86,21:15-21:30,4.8,0,38.43,0.96,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,423.23999999999995

87,21:30-21:45,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,422.2799999999999

88,21:45-22:00,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,0,50,2.57,0,0,200,8.65,25.94,8.65,422.2799999999999

89,22:00-22:15,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,675.96

90,22:15-22:30,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,675.96

91,22:30-22:45,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,675.96

92,22:45-23:00,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.57,0,190.26,200,8.65,25.94,8.65,675.96

93,23:00-23:15,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,675.87

94,23:15-23:30,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,675.87

95,23:30-23:45,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,675.87

96,23:45-24:00,4.8,0,38.43,0,0.62,0,0,25.94,5.76,0,24.98,25.94,63.42,50,2.48,0,190.26,200,8.65,25.94,8.65,675.87

