Block,Time,CHAMERA2,KHSTPP-I,KKNPPU2,KUDGI,NLCIIST1,SIMHST1,SINGRAULI,TANDA2,UNCHAHAR2,UNCHAHAR3,ANTA_LF,AURY_RF,BRBCL,NJPC,NLCIIST2,NTPL,RAPPB,SASAN,TALST2,URI,DADRI_CRF,BSIUL,RSTPSU7,SINGRAULI_HYDRO,TANAKPUR,TEHRI,TelanganaSTPP,ANTA_CRF,DULHASTI,KOLDAM,MAPS,NLCTS2EXP,RAMPUR,RIHAND2,SEWA2,FSTPP I & II,NLCEXP,SIMHST2,TALA,ANTA_GF,ANTA_RF,CHAMERA1,DADRT2,DHAULIGNGA,RAPPC,RIHAND1,UNCHAHAR4,AURY_GF,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,NNTPP,RIHAND3,RSTPSU1TO6,SALAL,UNCHAHAR1,URI2,VALLURNTECL,AURY_CRF,DADRI_GF,DADRI_LF,DADRI_RF,CHAMERA3,KISHANGANGA,NAPP,PARBATI3,AURY_LF
6,01:15-01:30,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.06,15.99,0,0,0,0,43.05,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,33.23,0,0,0,0,59.73,0,0,42.61,0,0

7,01:30-01:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.06,15.99,0,0,0,0,43.05,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,33.23,0,0,0,0,59.73,0,0,42.61,0,0

8,01:45-02:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.06,15.99,0,0,0,0,43.05,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,33.23,0,0,0,0,59.73,0,0,42.61,0,0

9,02:00-02:15,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.06,15.99,0,0,0,0,43.05,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,33.23,0,0,0,0,59.73,0,0,42.61,0,0

10,02:15-02:30,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.06,15.99,0,0,0,0,43.05,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,33.23,0,0,0,0,59.73,0,0,42.61,0,0

11,02:30-02:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.06,15.99,0,0,0,0,43.05,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,33.23,0,0,0,0,59.73,0,0,42.61,0,0

12,02:45-03:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.13,15.99,0,0,0,0,43.05,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,33.23,0,0,0,0,59.73,0,0,42.61,0,0

13,03:00-03:15,0,45.83,0,0,0,0,104.15,0,39.16,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,5.2,15.99,0,0,0,0,43.26,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

14,03:15-03:30,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

15,03:30-03:45,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

16,03:45-04:00,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

17,04:00-04:15,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,0,0,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

18,04:15-04:30,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,6.27,0,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

19,04:30-04:45,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,6.27,0,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

20,04:45-05:00,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,6.27,10.39,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

21,05:00-05:15,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,0,0,0,0,418.77,0,34.78,0,13.04,0,0.71,6.27,10.39,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.57,0,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,70.88,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

22,05:15-05:30,0,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,23.39,0,0,0,418.77,0,34.78,0,13.04,0,0.71,6.27,20.79,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.57,12.25,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,70.88,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

23,05:30-05:45,3.34,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,23.39,0,0,0,418.77,0,34.78,0,13.04,0,0.71,6.27,21.8,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.57,12.25,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,70.88,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

24,05:45-06:00,13.17,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,46.78,0,0,0,418.77,0,34.78,0,13.04,0,0.71,6.27,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.57,12.25,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,70.88,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

25,06:00-06:15,13.17,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,60.61,0,0,0,418.77,0,39.75,0,13.04,0,0.71,6.27,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.57,12.25,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,6.41,0,124.33,0,70.88,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,3.82,0

26,06:15-06:30,26.34,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,65.54,0,0,0,418.77,0,39.75,0,13.04,0,0.71,0,32.7,0,0,32.96,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.57,28.05,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,17.75,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,19.35,0,42.61,16.54,0

27,06:30-06:45,39.51,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,116.57,0,0,0,418.77,0,39.75,0,19.56,0,0.71,0,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.57,42.15,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,29.06,0,42.61,33.1,0

28,06:45-07:00,39.51,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,140.35,0,0,0,418.77,0,39.75,0,19.56,0,0.71,0,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.57,42.15,683.14,27.41,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,29.06,0,42.61,33.1,0

29,07:00-07:15,39.51,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,140.35,0,0,0,418.77,0,35.33,0,19.56,0,0.71,0,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.37,42.15,683.14,27.41,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,29.06,0,42.61,33.1,0

30,07:15-07:30,39.51,45.83,0,0,0,0,104.15,0,33.57,26.4,0,68.96,20,140.35,0,0,0,418.77,0,35.33,0,19.56,0,0.71,0,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.37,42.15,683.14,27.41,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,29.06,0,42.61,33.1,0

31,07:30-07:45,39.51,45.83,0,0,0,0,104.15,0,38.04,26.4,0,68.96,20,140.35,0,0,0,418.77,0,35.33,0,19.56,0,0.71,0,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.37,42.15,683.14,27.41,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,29.06,0,42.61,16.54,0

32,07:45-08:00,26.34,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,116.95,0,0,0,418.77,0,35.33,0,6.52,0,0.71,0,42.71,0,0,32.96,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.37,42.15,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,17.75,0,124.33,0,26.73,20.85,31.61,0,0,0,0,59.73,19.35,0,42.61,3.57,0

33,08:00-08:15,26.34,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,116.95,0,0,0,418.77,0,35.33,0,6.52,0,0.71,0,42.71,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.37,24.49,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

34,08:15-08:30,26.34,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,93.56,0,0,0,418.77,0,39.75,0,6.52,0,0.71,0,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.37,23.7,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

35,08:30-08:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,70.17,0,0,0,418.77,0,39.75,0,13.04,0,0.73,0,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,43.37,23.7,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

36,08:45-09:00,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,46.78,0,0,0,418.77,0,39.75,0,13.04,0,0.73,0,20.91,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.37,11.85,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

37,09:00-09:15,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,23.01,0,0,0,418.77,0,39.75,0,13.04,0,0.73,0,20.91,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.37,0,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

38,09:15-09:30,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,0,10.27,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,43.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

39,09:30-09:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,0,10.27,0,0,16.48,0,0,0,0,118.76,5.27,15.99,0,0,0,0,43.26,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

40,09:45-10:00,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,0,10.27,0,0,16.48,0,0,0,0,118.76,5.27,15.99,0,0,0,0,43.26,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

41,10:00-10:15,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,0,0,0,0,16.48,0,0,0,0,118.76,5.27,15.99,0,0,0,0,42.84,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

42,10:15-10:30,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,0,0,0,0,16.48,0,0,0,0,118.76,5.27,15.99,0,0,0,0,42.84,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

43,10:30-10:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,0,0,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.84,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

44,10:45-11:00,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,0,0,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.84,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

45,11:00-11:15,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,0,0,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.52,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

46,11:15-11:30,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,0,0,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.52,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,9.68,0,42.61,0,0

47,11:30-11:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,2.05,0,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.52,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

48,11:45-12:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,2.05,0,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.21,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

49,12:00-12:15,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,13.04,0,0.73,2.05,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,42.21,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

50,12:15-12:30,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,2.05,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

51,12:30-12:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

52,12:45-13:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

53,13:00-13:15,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

54,13:15-13:30,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

55,13:30-13:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

56,13:45-14:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

57,14:00-14:15,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

58,14:15-14:30,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,31.61,0,0,0,0,59.73,0,0,42.61,0,0

59,14:30-14:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,41.37,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,29.6,0,0,0,0,59.73,0,0,42.61,0,0

60,14:45-15:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,0,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,40.95,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,29.6,0,0,0,0,59.73,0,0,42.61,0,0

61,15:00-15:15,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,10.27,0,0,0,0,0,0,0,118.76,0,15.99,0,0,0,0,40.95,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

62,15:15-15:30,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,10.27,0,0,0,0,0,0,0,118.76,9.86,15.99,0,0,0,0,40.95,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

63,15:30-15:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,20.91,0,0,0,0,0,0,0,118.76,9.86,15.99,0,0,0,0,40.95,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

