Block,Time,BSIUL,CHAMERA2,DULHASTI,NTPL,TANAKPUR,UNCHAHAR1,KGSU1AND2,KGSU3AND4,UNCHAHAR3,CHAMERA1,DADRT2,KHSTPP-I,KKNP,NLCEXP,RAMPUR,SINGRAULI_HYDRO,TALA,UNCHAHAR2,AURY_CRF,DADRI_GF,DADRI_RF,KISHANGANGA,KKNPPU2,MAPS,NLCIIST1,NLCIIST2,TALST2,TelanganaSTPP,URI,ANTA_GF,BRBCL,NJPC,NNTPP,SEWA2,SIMHST1,SINGRAULI,TEHRI,ANTA_RF,AURY_LF,DADRI_LF,FSTPP I & II,KOLDAM,NAPP,RAPPB,TANDA2,URI2,ANTA_CRF,ANTA_LF,AURY_GF,DHAULIGNGA,KHSTPP-II,RIHAND1,RIHAND2,RIHAND3,RSTPSU1TO6,RSTPSU7,SALAL,SASAN,SIMHST2,CHAMERA3,JHAJJAR,KOTESHWR,KUDGI,NLCTS2EXP,PARBATI3,RAPPC,UNCHAHAR4,VALLURNTECL,AURY_RF,DADRI_CRF
11,02:30-02:45,6.52,28.34,53.79,0,13,20.96,0,0,0,28.1,343.03,44.92,0,0,2.74,0,1.47,43.06,0,0,101.73,0,0,0,0,0,0,0,22.08,0,15,127.78,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,38.35,154.12,0,21.37,469.31,28.98,0,0,2.81,60.53,1.62,0,78.06,0

12,02:45-03:00,6.52,28.34,53.79,0,13,20.96,0,0,0,28.1,343.03,44.92,0,0,2.74,0,1.47,43.06,0,0,101.73,0,0,0,0,0,0,0,22.08,0,15,127.78,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,38.35,154.12,0,21.37,469.31,28.98,0,0,2.81,60.53,1.62,0,78.06,0

13,03:00-03:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,2.74,0,1.47,43.06,0,0,101.73,0,0,0,0,0,0,0,22.08,0,15,127.78,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,38.35,154.12,0,21.37,663.81,28.98,0,0,2.81,60.53,1.62,0,78.06,0

14,03:15-03:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,2.74,0,1.47,43.71,0,0,101.73,0,0,0,0,0,0,0,22.08,0,15,127.78,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,38.35,154.12,0,21.37,663.81,28.98,0,0,2.81,60.53,1.62,0,78.06,0

15,03:30-03:45,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,1.47,43.06,0,0,101.73,0,0,0,0,0,0,0,22.08,0,15,153.34,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,38.35,154.12,0,21.37,640.71,28.98,0,0,2.81,60.53,1.62,0,78.06,0

16,03:45-04:00,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,1.32,43.06,0,0,101.73,0,0,0,0,0,0,0,22.08,0,15,153.34,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,38.35,154.12,0,21.37,578.91,28.98,0,0,2.81,60.53,1.62,0,78.06,0

17,04:00-04:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,2.94,43.11,0,0,101.73,0,0,0,0,0,0,0,27.6,0,15,153.34,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,154.12,0,21.37,663.81,28.98,0,0,2.81,60.53,1.62,0,78.06,0

18,04:15-04:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,2.94,43.06,0,0,101.73,0,0,0,0,0,0,0,27.6,0,15,153.34,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,154.12,0,21.37,469.31,28.98,0,0,2.81,60.53,1.62,0,78.06,0

19,04:30-04:45,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,2.8,43.06,0,0,101.73,0,0,0,0,0,0,0,27.6,0,15,153.34,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,28.98,0,0,2.81,60.53,1.62,0,78.06,0

20,04:45-05:00,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,2.8,43.06,0,0,101.73,0,0,0,0,0,0,0,27.6,0,15,153.34,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,28.98,0,0,2.81,60.53,1.62,0,78.06,0

21,05:00-05:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,2.49,43.06,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,70.87,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,28.98,0,0,2.81,60.53,1.62,0,78.06,0

22,05:15-05:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,2.21,43.05,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,76.9,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,28.98,0,0,4.22,60.53,1.62,0,78.06,0

23,05:30-05:45,6.52,28.34,53.79,0,11.78,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,2.06,43.05,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,76.9,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,28.98,0,0,8.43,60.53,1.62,0,78.06,0

24,05:45-06:00,6.52,28.34,53.79,0,11.78,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,1.91,43.05,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,76.9,48.26,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,28.98,0,0,54.11,60.53,1.62,0,78.06,0

25,06:00-06:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,1.76,43.05,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,76.9,47.07,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,38.64,0,0,54.11,60.53,1.62,0,78.06,0

26,06:15-06:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,1.76,43.05,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,76.9,47.07,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,469.31,38.64,0,0,54.11,60.53,1.62,0,78.06,0

27,06:30-06:45,6.52,28.34,53.79,0,11.78,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,1.76,18.96,0,0,101.73,0,0,0,0,0,0,0,17.11,0,15,153.34,0,0,0,93.48,76.9,47.07,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,484.31,38.64,0,0,36.54,60.53,1.62,0,78.06,0

28,06:45-07:00,6.52,28.34,53.79,0,11.78,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,1.76,19.62,0,0,101.73,0,0,0,0,0,0,0,17.11,0,15,153.34,0,0,0,93.48,76.9,47.07,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,663.81,38.64,0,0,36.54,60.53,1.62,0,78.06,0

29,07:00-07:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,1.91,19.62,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,76.9,47.07,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,663.81,28.98,0,0,36.54,60.53,1.62,0,77.81,0

30,07:15-07:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,1.91,19.62,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,93.48,76.9,47.07,0,0,20.8,4.01,46.18,0,2.89,20.68,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,154.12,0,21.37,663.81,28.98,0,0,4.22,60.53,1.62,0,77.81,0

31,07:30-07:45,6.52,28.34,53.79,0,11.78,20.96,0,0,0,14.05,343.03,44.92,0,0,3.29,0,1.91,19.62,0,0,101.73,0,0,0,0,0,0,0,33.12,0,15,153.34,0,0,0,101.27,74.03,47.07,0,0,20.8,4.01,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,165.38,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

32,07:45-08:00,6.52,28.34,53.79,0,11.78,20.96,0,0,0,14.05,343.03,44.92,0,0,3.29,0,1.91,19.62,0,0,101.73,0,0,0,0,0,0,0,33.12,0,15,153.34,0,0,0,109.06,74.03,47.07,0,0,20.8,4.01,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,63.92,165.38,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

33,08:00-08:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,14.05,343.03,44.92,0,0,3.29,0,1.91,19.62,0,0,101.12,0,0,0,0,0,0,0,33.12,0,15,153.34,0,0,0,109.06,55.53,47.07,0,0,20.8,4.01,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,176.62,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

34,08:15-08:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,14.05,343.03,44.92,0,0,3.29,0,2.06,19.62,0,0,101.12,0,0,0,0,0,0,0,33.12,0,15,153.34,0,0,0,109.06,55.53,47.07,0,0,20.8,4.01,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,176.62,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

35,08:30-08:45,6.52,28.34,53.79,0,11.78,20.96,0,0,0,14.05,343.03,44.92,0,0,3.29,0,2.21,19.62,0,0,101.12,0,0,0,0,0,0,0,33.12,0,15,153.34,0,0,0,109.06,37.02,47.07,0,0,20.8,3.64,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,187.88,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

36,08:45-09:00,6.52,28.34,53.79,0,11.78,20.96,0,0,0,14.05,343.03,44.92,0,0,3.29,0,2.21,19.62,0,0,101.12,0,0,0,0,0,0,0,33.12,0,15,153.34,0,0,0,109.06,37.02,47.07,0,0,20.8,3.64,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,199.12,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

37,09:00-09:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,11.85,343.03,44.92,0,0,2.74,0,2.21,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,127.78,0,0,0,109.06,37.02,47.07,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,210.38,0,21.37,663.81,28.98,0,0,15.46,60.53,1.62,0,77.81,0

38,09:15-09:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,4.74,343.03,44.92,0,0,2.74,0,2.21,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,127.78,0,0,0,109.06,37.02,47.07,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,221.62,0,21.37,663.81,28.98,0,0,15.46,60.53,1.62,0,77.81,0

39,09:30-09:45,6.52,28.34,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.74,0,2.35,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,127.78,0,0,0,109.06,37.02,47.07,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,232.88,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

40,09:45-10:00,6.52,28.34,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.74,0,2.35,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,127.78,0,0,0,109.06,37.02,47.07,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,244.12,0,21.37,663.81,28.98,0,0,3.94,60.53,1.62,0,77.81,0

41,10:00-10:15,6.52,28.34,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.74,0,2.35,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,127.78,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,255.38,0,21.37,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

42,10:15-10:30,6.52,28.34,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,2.49,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,124.16,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,270,0,21.37,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

43,10:30-10:45,6.52,26.85,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,2.49,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,124.16,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,21.37,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

44,10:45-11:00,6.52,26.85,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,2.49,19.62,0,0,101.12,0,0,0,0,0,0,0,31.46,0,15,124.16,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,21.37,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

45,11:00-11:15,6.52,26.85,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,4.7,19.62,0,0,101.12,0,0,0,0,0,0,0,50.23,0,15,124.16,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

46,11:15-11:30,6.52,26.85,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,4.7,19.62,0,0,101.12,0,0,0,0,0,0,0,50.23,0,15,124.16,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

47,11:30-11:45,6.52,26.85,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,41.95,0,15,124.16,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

48,11:45-12:00,6.52,13.43,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,41.95,0,15,124.16,0,0,0,109.06,37.02,46.83,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,3.94,60.53,1.62,0,77.58,0

49,12:00-12:15,6.52,13.43,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,22.08,0,15,124.16,0,0,0,109.06,37.02,46.48,0,0,20.8,2.25,46.18,0,2.89,36.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

50,12:15-12:30,6.52,13.43,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,22.08,0,15,124.16,0,0,0,109.06,37.02,46.48,0,0,20.8,2.21,46.18,0,2.89,36.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

51,12:30-12:45,6.52,13.43,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,22.08,0,15,124.16,0,0,0,109.06,37.02,2.36,0,0,20.8,2.21,46.18,0,2.89,36.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

52,12:45-13:00,6.52,13.43,53.79,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,22.08,0,15,124.16,0,0,0,109.06,37.02,4.73,0,0,20.8,2.21,46.18,0,2.89,36.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,39.51,270,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

53,13:00-13:15,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,35.33,0,15,124.16,0,0,0,109.06,37.02,4.73,0,0,20.8,2.21,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,52.28,270,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

54,13:15-13:30,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,35.33,0,15,124.16,0,0,0,109.06,37.02,4.73,0,0,20.8,2.21,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,52.28,270,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

55,13:30-13:45,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,12.35,19.62,0,0,101.12,0,0,0,0,0,0,0,17.67,0,15,124.16,0,0,0,109.06,37.02,4.73,0,0,20.8,2.21,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,52.28,289.12,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

56,13:45-14:00,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.67,0,11.47,19.62,0,0,101.12,0,0,0,0,0,0,0,17.67,0,15,124.16,0,0,0,109.06,37.02,4.73,0,0,20.8,2.21,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,52.28,297,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

57,14:00-14:15,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.75,19.62,0,0,101.73,0,0,0,0,0,0,0,17.67,0,15,102.23,0,0,0,109.06,37.02,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,92.77,47.33,121.71,127.6,0,0,51.13,304.88,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

58,14:15-14:30,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.75,19.62,0,0,101.73,0,0,0,0,0,0,0,17.67,0,15,102.23,0,0,0,109.06,37.02,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,92.77,47.33,121.71,127.6,0,0,51.13,312.75,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

