Block,Time,CHAMERA1,CHAMERA2,BSIUL,UNCHAHAR4,URI2,SEWA2,SINGRAULI,TANAKPUR,TANDA2,TEHRI,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,SINGRAULI_HYDRO,URI,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,RIHAND1,RIHAND2,SALAL,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
31,07:30-07:45,42.14808,43.63516,0,1.427606,11.68941,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,101.149098,1.950442,59.009958,79.966942,60.347344,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015341

32,07:45:08:00,42.14808,43.63516,0,1.427606,5.844705,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,101.149098,1.950442,59.009958,79.966942,60.347344,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015341

33,08:00-08:15,42.14808,43.63516,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,101.149098,1.950442,59.009958,79.966942,60.347344,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015341

34,08:15-08:30,42.14808,43.63516,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,101.149098,1.950442,59.009958,79.966942,60.347344,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015341

35,08:30-08:45,42.14808,43.63516,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,75.861824,1.462832,59.009958,79.966942,60.347344,66.234,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,44.0075,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015341

36,08:45:09:00,42.14808,43.63516,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,70.538187,1.35683,59.009958,79.966942,60.347344,66.234,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,44.0075,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015341

37,09:00:09:15,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,61.426578,1.187226,59.009958,79.966942,60.347344,66.234,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015181

38,09:15-09:30,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,52.992,0,44.386683,40.951052,0.791483,59.009958,79.966942,60.347344,66.234,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015181

39,09:30-09:45,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,52.992,0,44.386683,20.475526,0.395742,59.009958,79.966942,60.347344,66.815,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015181

40,09:45-10:00,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.37,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008732,0.014864,0,0,0.005274,0,0.015181

41,10:00-10:15,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,8.8389,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.37,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008473,0.014864,0,0,0.005274,0,0.015021

42,10:15-10:30,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,8.8389,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.47,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008473,0.014864,0,0,0.005274,0,0.015021

43,10:30-10:45,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,8.8389,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,0,0,59.009958,79.966942,60.347344,53.452,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.47,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008473,0.014864,0,0,0.005274,0,0.015021

44,10:45-11:00,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,8.8389,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,0,0,59.009958,79.966942,60.347344,53.452,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.47,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008473,0.014864,0,0,0.005274,0,0.015021

45,11:00-11:15,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.034778,49.128,0,44.386683,0,0,59.009958,79.966942,60.347344,53.452,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.47,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.00825,0.014864,0,0,0.005113,0,0.015021

46,11:15-11:30,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,53.452,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.47,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,46.39908,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.00825,0.014864,0,0,0.005113,0,0.015021

47,11:30-11:45,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,53.452,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.47,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,46.39908,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.00825,0.014864,0,0,0.005113,0,0.015021

48,11:45-12:00,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,53.452,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,15.744854,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.45,0.47,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,46.39908,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.00825,0.014864,0,0,0.005113,0,0.015021

49,12:00-12:15,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,53.452,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.47,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,396.225,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008101,0.014864,0,0,0.005113,0,0.014862

50,12:15-12:30,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,84.826,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.47,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,376.875,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008101,0.014864,0,0,0.005113,0,0.014862

51,12:30-12:45,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,84.826,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.47,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.44,20.0018,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008101,0.014864,0,0,0.005113,0,0.014862

52,12:45-13:00,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,52.992,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,84.826,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.36,20.0018,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008101,0.014864,0,0,0.005113,0,0.014862

53,13:00-13:15,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,52.992,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,84.826,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.36,18.0236,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007878,0.014864,0,0,0.005113,0,0.014862

54,13:15-13:30,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,84.826,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.36,15.386,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007878,0.014864,0,0,0.005113,0,0.014862

55,13:30-13:45,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193776,1.014488,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,84.826,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.45,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.36,15.386,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007878,0.014864,0,0,0.005113,0,0.014862

56,13:45-14:00,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,84.826,689.346318,0,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.33,0.45,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.36,15.386,20.73185,0,147.515625,43.704,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.780976,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007878,0.014864,0,0,0.005113,0,0.014862

57,14:00-14:15,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.774461,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.45,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.36,15.386,20.73185,0,147.515625,43.704,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.809353,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007432,0.014864,0,0,0.005113,0,0.014862

58,14:15-14:30,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193778,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.45,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.36,15.386,20.73185,0,147.515625,43.704,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.809353,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007432,0.014864,0,0,0.005113,0,0.014862

59,14:30-14:45,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,9.915136,672.48304,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.45,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.36,15.386,20.73185,0,147.515625,43.704,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.809353,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007432,0.014864,0,0,0.005113,0,0.014862

60,14:45-15:00,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193776,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,9.915136,672.48304,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.44,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.32,15.386,20.73185,0,147.515625,43.704,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.809353,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007432,0.014864,0,0,0.005113,0,0.014862

61,15:00-15:15,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193778,1.034778,49.128,8.712863,44.386683,0,0,59.009958,79.966942,60.347344,66.815,689.346318,9.915136,672.48304,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.44,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.32,15.386,20.73185,0,147.515625,44.918,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.809353,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007209,0.014864,0,0,0.001598,0,0.018377

62,15:15-15:30,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193778,1.034778,49.128,8.712863,44.386683,20.475526,0.395742,59.009958,79.966942,60.347344,66.815,689.346318,9.915136,672.48304,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.44,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.32,15.386,20.73185,0,147.515625,44.918,2.298312,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.809353,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007209,0.014864,0,0,0.001598,0,0.018377

63,15:30-15:45,42.14808,29.090107,0,1.427606,0,17.179062,144.026761,0,2.525983,0,43.545976,26.963602,22.193777,1.034778,49.128,8.712863,44.386683,40.951052,0.791483,59.009958,79.966942,60.347344,66.815,689.346318,9.915136,672.483041,2.551477,53.905351,0,126.520838,21.118518,0,0,0,26.824566,12.82914,0,0,72.0861,0,0,0,85.130591,0,0,3.03,2.38,1.04,0.44,0.71,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.84,1.32,15.386,20.73185,0,147.515625,44.918,2.309102,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,2.809353,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.007209,0.014864,0,0,0.001598,0,0.018377

