Time,Block,WR/2024/21740/A/6559,WR/2024/21675/A/6511,NR/2024/18731/C,SR/2024/12025/C,NR/2024/18388/A/6319,WR/2024/21710/A/6554,NR/2024/18691/A/6555,NER/2024/2023/A/6508,Total
20,04:45-05:00,100.000000,0.000000,0,100.00,0.390000,0.000000,0.000000,25.000000,225.39

21,05:00-05:15,100.000000,0.000000,0,0.00,0.390000,0.000000,0.000000,25.000000,125.39

22,05:15-05:30,100.000000,0.000000,0,0.00,0.390000,0.000000,0.000000,25.000000,125.39

23,05:30-05:45,100.000000,0.000000,0,0.00,0.390000,0.000000,0.000000,25.000000,125.39

24,05:45-06:00,100.000000,0.000000,0,0.00,0.390000,0.000000,0.000000,25.000000,125.39

25,06:00-06:15,100.000000,0.000000,0,0.00,0.530000,0.000000,182.660000,25.000000,308.19

26,06:15-06:30,100.000000,0.000000,0,0.00,0.530000,0.000000,182.660000,25.000000,308.19

27,06:30-06:45,100.000000,0.000000,0,0.00,0.530000,0.000000,182.660000,25.000000,308.19

28,06:45-07:00,100.000000,0.000000,0,0.00,0.530000,0.000000,182.660000,25.000000,308.19

29,07:00-07:15,100.000000,0.000000,0.15,0.00,0.580000,0.000000,182.660000,25.000000,308.39

30,07:15-07:30,100.000000,0.000000,0.42,0.00,0.580000,0.000000,182.660000,25.000000,308.66

31,07:30-07:45,100.000000,0.000000,0.76,0.00,0.580000,0.000000,182.660000,25.000000,309

32,07:45:08:00,100.000000,0.000000,1.42,0.00,0.580000,0.000000,182.660000,25.000000,309.66

33,08:00-08:15,100.000000,0.000000,2.02,0.00,0.960000,0.000000,182.660000,25.000000,310.64

34,08:15-08:30,100.000000,0.000000,2.59,0.00,0.960000,0.000000,182.660000,25.000000,311.21

35,08:30-08:45,100.000000,0.000000,3.19,0.00,0.960000,0.000000,182.660000,25.000000,311.81

36,08:45:09:00,100.000000,0.000000,3.75,0.00,0.960000,0.000000,182.660000,25.000000,312.37

37,09:00:09:15,100.000000,0.000000,4.23,0.00,0.960000,0.000000,182.660000,25.000000,312.85

38,09:15-09:30,100.000000,0.000000,4.76,0.00,0.960000,0.000000,182.660000,25.000000,313.38

39,09:30-09:45,100.000000,0.000000,5.31,0.00,0.960000,0.000000,182.660000,25.000000,313.93

40,09:45-10:00,100.000000,0.000000,5.86,0.00,0.960000,0.000000,182.660000,25.000000,314.48

41,10:00-10:15,100.000000,0.000000,6.32,0.00,0.960000,0.000000,182.660000,25.000000,314.94

42,10:15-10:30,100.000000,0.000000,6.67,0.00,0.960000,0.000000,182.660000,25.000000,315.29

43,10:30-10:45,100.000000,0.000000,7.01,0.00,0.960000,0.000000,182.660000,25.000000,315.63

44,10:45-11:00,100.000000,0.000000,7.28,0.00,0.960000,0.000000,182.660000,25.000000,315.9

45,11:00-11:15,100.000000,0.000000,7.39,0.00,0.960000,0.000000,182.660000,25.000000,316.01

46,11:15-11:30,100.000000,0.000000,7.86,0.00,0.960000,0.000000,182.660000,25.000000,316.48

47,11:30-11:45,100.000000,0.000000,8.11,0.00,0.960000,0.000000,182.660000,25.000000,316.73

48,11:45-12:00,100.000000,0.000000,8.3,0.00,0.960000,0.000000,182.660000,25.000000,316.92

49,12:00-12:15,100.000000,0.000000,8.35,0.00,0.960000,0.000000,182.660000,25.000000,316.97

50,12:15-12:30,100.000000,0.000000,8.4,0.00,0.960000,0.000000,182.660000,25.000000,317.02

51,12:30-12:45,100.000000,0.000000,8.31,0.00,0.960000,0.000000,182.660000,25.000000,316.93

52,12:45-13:00,100.000000,0.000000,8.46,0.00,0.960000,0.000000,182.660000,25.000000,317.08

53,13:00-13:15,100.000000,0.000000,8.21,0.00,0.960000,0.000000,182.660000,25.000000,316.83

54,13:15-13:30,100.000000,0.000000,8.29,0.00,0.960000,0.000000,182.660000,25.000000,316.91

55,13:30-13:45,100.000000,0.000000,8.09,0.00,0.960000,0.000000,182.660000,25.000000,316.71

56,13:45-14:00,100.000000,0.000000,7.85,0.00,0.960000,0.000000,182.660000,25.000000,316.47

57,14:00-14:15,100.000000,0.000000,7.62,0.00,0.960000,0.000000,182.660000,25.000000,316.24

58,14:15-14:30,100.000000,0.000000,6.06,0.00,0.960000,0.000000,182.660000,25.000000,314.68

59,14:30-14:45,100.000000,0.000000,5.77,0.00,0.960000,0.000000,182.660000,25.000000,314.39

60,14:45-15:00,100.000000,0.000000,6.78,0.00,0.960000,0.000000,182.660000,25.000000,315.4

61,15:00-15:15,100.000000,0.000000,5.99,0.00,0.770000,0.000000,182.660000,25.000000,314.42

62,15:15-15:30,100.000000,0.000000,4.92,0.00,0.770000,0.000000,182.660000,25.000000,313.35

63,15:30-15:45,100.000000,0.000000,5.18,0.00,0.770000,0.000000,182.660000,25.000000,313.61

64,15:45-16:00,100.000000,0.000000,2.08,0.00,0.770000,0.000000,182.660000,25.000000,310.51

65,16:00-16:15,100.000000,0.000000,2.7,0.00,0.530000,0.000000,182.660000,25.000000,310.89

66,16:15-16:30,100.000000,0.000000,3.09,0.00,0.530000,0.000000,182.660000,25.000000,311.28

67,16:30-16:45,100.000000,0.000000,2.89,0.00,0.530000,0.000000,182.660000,25.000000,311.08

68,16:45-17:00,100.000000,0.000000,2.12,0.00,0.530000,0.000000,182.660000,25.000000,310.31

69,17:00-17:15,100.000000,0.000000,1.11,0.00,0.530000,0.000000,182.660000,25.000000,309.3

70,17:15-17:30,100.000000,0.000000,0.89,0.00,0.530000,0.000000,182.660000,25.000000,309.08

71,17:30-17:45,100.000000,0.000000,0.8,0.00,0.530000,0.000000,182.660000,25.000000,308.99

72,17:45-18:00,100.000000,0.000000,0.52,0.00,0.530000,0.000000,182.660000,25.000000,308.71

73,18:00-18:15,100.000000,57.760000,0.26,0.00,0.530000,25.000000,102.010000,25.000000,310.56

74,18:15-18:30,100.000000,57.760000,0.1,0.00,0.530000,25.000000,102.010000,25.000000,310.4

75,18:30-18:45,100.000000,57.760000,0,0.00,0.530000,25.000000,102.010000,25.000000,310.3

76,18:45-19:00,100.000000,57.760000,0,0.00,0.530000,25.000000,102.010000,25.000000,310.3

77,19:00-19:15,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

78,19:15-19:30,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

79,19:30-19:45,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

80,19:45-20:00,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

81,20:00-20:15,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

82,20:15-20:30,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

83,20:30-20:45,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

84,20:45-21:00,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

85,21:00-21:15,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

86,21:15-21:30,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

87,21:30-21:45,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

88,21:45-22:00,100.000000,57.760000,0,0.00,0.630000,25.000000,102.010000,25.000000,310.4

89,22:00-22:15,100.000000,57.760000,0,0.00,0.530000,0.000000,0.000000,25.000000,183.29

90,22:15-22:30,100.000000,57.760000,0,0.00,0.530000,0.000000,0.000000,25.000000,183.29

91,22:30-22:45,100.000000,57.760000,0,0.00,0.530000,0.000000,0.000000,25.000000,183.29

92,22:45-23:00,100.000000,57.760000,0,0.00,0.530000,0.000000,0.000000,25.000000,183.29

93,23:00-23:15,100.000000,0.000000,0,50.00,0.480000,0.000000,0.000000,25.000000,175.48

94,23:15-23:30,100.000000,0.000000,0,50.00,0.480000,0.000000,0.000000,25.000000,175.48

95,23:30-23:45,100.000000,0.000000,0,50.00,0.480000,0.000000,0.000000,25.000000,175.48

96,23:45-24:00,100.000000,0.000000,0,50.00,0.480000,0.000000,0.000000,25.000000,175.48

