Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,BRBCL,CHAMERA1,KHSTPP-I,KHSTPP-II,KKNP,KISHANGANGA,TALA,SINGRAULI_HYDRO,SASAN,SINGRAULI,SIMHST1,SIMHST2,TALST2,SALAL,SEWA2,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,KGSU3AND4,KGSU1AND2,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,RIHAND2,NTPL,PARBATI3,PARBATI2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,NLCIIST2,TelanganaSTPP,TEHRIPSP,KUDGI,MAPS,KOTESHWR,NLCEXP,NLCIIST1,NJPC,NAPP,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_CRF,UNCHAHAR2,URI,ANTA_LF,TEHRI,TANDA2,TANAKPUR,JHAJJAR,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,32.63,45.3,166.74,40.82,13.36,53.24,18.8,10.72,40.52,44.06,93.77,0,6.78,10.42,0.75,335.51,109.36,0,0,0,69.27,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,57.89,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,39,0,0,169,23.67,20.81,3.1,0,0,37.47,26.62,0,0,0,43.26,40.33,0,57.82,5.34,12.56,266.38,0,8.29,0,0,0,0,0

7,01:30-01:45,32.63,45.3,89.82,40.82,13.36,53.24,18.8,11.61,40.52,44.06,93.77,0,6.78,10.42,0.75,335.51,109.36,0,0,0,69.27,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,57.89,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,39,0,0,169,23.67,20.81,3.1,0,0,26.98,26.62,0,0,0,43.26,40.33,0,57.82,5.34,12.56,266.38,0,8.29,0,0,0,0,0

8,01:45-02:00,32.63,45.3,48.48,40.82,13.36,53.24,18.8,12.22,40.52,44.06,93.77,0,6.78,10.4,0.75,335.51,109.36,0,0,0,69.27,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,57.89,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,39,0,0,169,23.67,20.81,3.1,0,0,26.98,26.62,0,0,0,43.26,40.33,0,57.82,5.34,12.56,266.38,0,8.29,0,0,0,0,0

9,02:00-02:15,32.63,45.3,28.29,40.82,10.94,53.24,18.8,12.73,40.52,44.06,93.77,0,6.78,10.32,0.75,335.51,109.36,0,0,0,69.27,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,57.89,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,39,0,0,169,23.67,12.73,2.22,0,0,37.47,20.65,0,0,0,28.98,50.34,0,57.82,5.34,12.56,257.72,0,8.29,0,0,0,0,0

10,02:15-02:30,32.63,45.3,28.29,40.82,10.94,53.24,18.8,13.54,40.52,44.06,93.77,0,6.78,10.23,0.75,335.51,109.36,0,0,0,69.27,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,57.89,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,39,0,0,169,23.67,12.73,2.22,0,0,37.47,19.57,0,0,0,28.18,50.34,0,57.82,5.34,12.56,257.72,0,8.29,0,0,0,0,0

11,02:30-02:45,32.63,45.3,28.29,40.82,10.94,53.24,18.8,14.06,40.52,44.06,93.77,0,6.78,10.15,0.75,335.51,109.36,0,0,0,69.27,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,57.89,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,39,0,0,169,23.67,12.73,2.22,0,0,37.47,18.75,0,0,0,28.18,50.34,0,57.82,5.34,12.56,257.72,0,8.29,0,0,0,0,0

12,02:45-03:00,32.63,45.3,28.29,40.82,10.94,53.24,18.8,14.13,40.52,44.06,93.77,0,6.78,10.12,0.75,335.51,109.36,0,0,0,69.27,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,57.89,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,39,0,0,169,23.67,12.73,2.22,0,0,37.47,18.35,0,0,0,28.18,40.33,0,57.82,5.34,12.56,257.72,0,8.29,0,0,0,0,0

13,03:00-03:15,32.63,45.3,93.19,40.82,13.36,53.24,18.8,14.86,40.52,44.06,93.77,0,6.78,10.01,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,29.26,0,0,169,23.67,18.05,3.1,0,0,37.47,23.41,0,0,0,37.65,42.46,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

14,03:15-03:30,32.63,45.3,8.13,40.82,13.36,53.24,18.8,16.26,40.52,44.06,93.77,0,6.78,9.92,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,29.26,0,0,169,23.67,18.05,3.1,0,0,37.47,23.26,0,0,0,37.65,42.46,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

15,03:30-03:45,32.63,45.3,8.13,40.82,13.36,53.24,18.8,18.03,40.52,44.06,93.77,0,6.78,12.78,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,29.26,0,0,169,23.67,18.05,3.1,0,0,31.48,23.12,0,0,0,37.65,42.46,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

16,03:45-04:00,32.63,45.3,8.13,40.82,13.36,53.24,18.8,15.19,40.52,44.06,93.77,0,6.78,12.72,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,29.26,0,0,169,23.67,18.05,3.1,0,0,31.48,23.12,0,0,0,37.65,42.46,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

17,04:00-04:15,32.63,45.3,8.13,40.82,13.36,53.24,18.8,16.44,40.52,44.06,93.77,0,6.78,12.64,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,29.26,0,0,169,23.67,20.81,3.1,0,0,31.48,26.62,0,0,0,43.26,50.34,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

18,04:15-04:30,32.63,45.3,8.13,40.82,13.36,53.24,18.8,19.91,40.52,44.06,93.77,0,6.78,12.55,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,29.26,0,0,169,23.67,20.81,3.1,0,0,31.48,26.62,0,0,0,43.26,50.34,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

19,04:30-04:45,32.63,45.3,8.13,40.82,13.36,53.24,18.8,19.56,40.52,44.06,93.77,0,6.78,12.46,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,29.26,0,0,169,23.67,19.63,3.1,0,0,32.98,26.62,0,0,0,43.26,50.34,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

20,04:45-05:00,32.63,45.3,8.13,40.82,13.36,53.24,18.8,21.3,40.52,44.06,93.77,0,6.78,12.34,0.75,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,29.26,0,0,169,23.67,18.05,3.1,0,0,32.98,23.15,0,0,0,40.3,44.58,0,57.82,5.34,11.45,235.61,0,8.29,0,0,0,0,0

21,05:00-05:15,32.63,45.3,22.55,40.82,13.36,53.24,18.8,24.03,40.52,44.06,93.77,0,6.78,12.49,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,18.05,3.1,0,0,32.98,23.12,0,0,0,37.65,50.34,0,57.82,5.34,11.45,257.72,0,8.29,0,0,0,0,0

22,05:15-05:30,32.63,45.3,33.13,40.82,13.36,53.24,18.8,21.93,40.52,44.06,93.77,0,6.78,12.3,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,18.05,3.1,0,0,32.98,26.62,0,0,0,43.26,50.34,0,57.82,5.34,11.45,257.72,0,8.29,0,0,0,0,0

23,05:30-05:45,32.63,45.3,42.74,40.82,13.36,53.24,18.8,23.07,40.52,44.06,93.77,0,6.78,12.12,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,18.05,3.1,0,0,32.98,26.62,0,0,0,43.26,50.34,0,57.82,5.34,11.45,266.38,0,8.29,0,0,0,0,0

24,05:45-06:00,32.63,45.3,53.32,40.82,13.36,53.24,18.8,21.85,40.52,44.06,93.77,0,6.78,11.99,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,18.05,3.1,0,0,32.98,26.62,0,0,0,43.26,50.34,0,57.82,5.34,11.45,266.38,0,8.29,0,0,0,0,0

25,06:00-06:15,32.63,45.3,89.85,40.82,13.36,53.24,18.8,22.21,40.52,44.06,93.77,0,6.78,11.89,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,346.3,0,8.29,0,0,0,0,0

26,06:15-06:30,32.63,45.3,137.17,40.82,13.36,53.24,18.8,24.03,40.52,44.06,93.77,0,6.78,11.76,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,394.37,0,8.29,0,0,0,0,0

27,06:30-06:45,32.63,45.3,165.94,40.82,13.36,53.24,18.8,20.83,40.52,44.06,93.77,0,6.78,11.7,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,452.05,0,8.29,0,0,0,0,0

28,06:45-07:00,32.63,45.3,165.94,40.82,13.36,53.24,18.8,19.92,40.52,44.06,93.77,0,6.78,11.7,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,18.05,3.1,0,0,32.98,26.28,0,0,0,37.65,46.7,0,57.82,5.34,11.45,409.35,0,8.29,0,0,0,0,0

29,07:00-07:15,32.63,45.3,176.38,40.82,13.36,53.24,18.8,19.86,40.52,44.06,93.77,0,6.78,12.78,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,18.05,3.1,0,0,32.98,24.29,0,0,0,37.65,46.7,0,57.82,5.34,11.45,308.68,0,8.29,0,0,0,0,0

30,07:15-07:30,32.63,45.3,137.92,40.82,13.36,53.24,18.8,19.62,40.52,44.06,93.77,0,6.78,12.8,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,18.05,3.1,0,0,32.98,24.34,0,0,0,37.65,46.7,0,43.37,5.34,11.45,257.72,0,8.29,0,0,0,0,0

31,07:30-07:45,32.63,45.3,94.66,40.82,11.53,53.24,18.8,18.58,40.52,44.06,93.77,0,6.78,13.4,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,14.72,3.1,0,0,32.98,21.36,0,0,0,33.03,46.7,0,45.95,5.34,11.45,242.34,0,8.29,0,0,0,0,0

32,07:45-08:00,32.63,45.3,56.2,40.82,11.53,53.24,18.8,20.05,40.52,37.93,93.77,0,6.78,13.43,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,13.92,3.1,0,0,32.98,18.59,0,0,0,30.18,46.7,0,57.82,5.34,11.45,242.34,0,8.29,0,0,0,0,0

33,08:00-08:15,32.63,45.3,8.13,40.82,13.67,53.24,18.8,20.63,40.52,37.93,93.77,0,6.78,13.51,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,13.92,3.1,0,0,32.98,18.59,0,0,0,30.18,46.7,0,43.37,5.34,11.45,242.34,0,8.29,0,0,0,0,0

34,08:15-08:30,32.63,45.3,8.13,40.82,15.82,53.24,18.8,19.31,40.52,44.06,93.77,0,6.78,13.51,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,13.92,3.1,0,0,32.98,18.59,0,0,0,30.18,46.7,0,28.91,5.34,11.45,242.34,0,8.29,0,0,0,0,0

35,08:30-08:45,32.63,45.3,8.13,40.82,17.24,53.24,18.8,17.75,40.52,44.06,93.77,0,6.78,13.55,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,13.92,3.1,0,0,32.98,18.59,0,0,0,30.18,46.7,0,14.46,5.34,11.45,242.34,0,8.29,0,0,0,0,0

36,08:45-09:00,32.63,45.3,8.13,40.82,17.24,53.24,18.8,17.18,40.52,44.06,93.77,0,6.78,13.57,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,19.51,0,0,169,23.67,13.92,3.1,0,0,32.98,18.59,0,0,0,30.18,46.7,0,0,5.34,11.45,242.34,0,8.29,0,0,0,0,0

37,09:00-09:15,32.63,45.3,8.13,40.82,17.24,53.24,18.8,18.13,40.52,44.06,93.77,0,6.78,13.59,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,13.92,3.1,0,0,32.98,18.59,0,0,0,30.18,46.7,0,0,5.34,11.45,242.34,0,8.29,0,0,0,0,0

38,09:15-09:30,32.63,45.3,8.13,40.82,20,53.24,18.8,17.51,40.52,44.06,93.77,0,6.78,13.59,0.67,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,13.92,3.1,0,0,32.98,18.59,0,0,0,30.18,46.7,0,0,5.34,11.45,242.34,0,8.29,0,0,0,0,0

39,09:30-09:45,32.63,45.3,65.82,40.82,20,53.24,18.8,17.85,40.52,44.06,93.77,0,6.78,13.36,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,326.94,0,8.29,0,0,0,0,0

40,09:45-10:00,32.63,45.3,145.61,40.82,20,53.24,12.54,19.85,40.52,44.06,93.77,0,6.78,13.4,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,384.63,0,8.29,0,0,0,0,0

41,10:00-10:15,32.63,45.3,187.92,40.82,20,53.24,12.54,18.49,40.52,44.06,93.77,0,6.78,14.79,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,40.01,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,384.63,0,8.29,0,0,0,0,0

42,10:15-10:30,32.63,45.3,212.91,40.82,20,53.24,12.54,18.16,40.52,44.06,93.77,0,6.78,14.82,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,40.01,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,384.63,0,8.29,0,0,0,0,0

43,10:30-10:45,32.63,45.3,270.6,40.82,20,53.24,12.54,16.66,40.52,44.06,93.77,0,6.78,14.86,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,40.01,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,384.63,0,8.29,0,0,0,0,0

44,10:45-11:00,32.63,45.3,318.67,40.82,20,53.24,12.54,13.33,40.52,44.06,93.77,0,6.78,14.86,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,40.01,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,384.63,0,8.29,0,0,0,0,0

45,11:00-11:15,32.63,45.3,297.03,40.82,13.36,53.24,12.54,14.8,40.52,44.06,93.77,0,6.78,14.86,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,403.98,0,8.29,0,0,0,0,0

46,11:15-11:30,32.63,45.3,296.55,40.82,13.36,53.24,12.54,14.61,40.52,44.06,93.77,0,6.78,14.86,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,403.98,0,8.29,0,0,0,0,0

47,11:30-11:45,32.63,45.3,296.55,40.82,13.36,53.24,12.54,18.07,40.52,44.06,93.77,0,6.78,14.86,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,40.01,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,403.98,0,8.29,0,0,0,0,0

48,11:45-12:00,32.63,45.3,296.55,40.82,13.36,53.24,12.54,17.53,40.52,44.06,93.77,0,6.78,14.86,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,40.01,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,403.98,0,8.29,0,0,0,0,0

49,12:00-12:15,32.63,45.3,227.04,40.82,13.36,53.24,12.54,19.97,40.52,44.06,93.77,0,6.78,14.98,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,403.98,0,8.29,0,0,0,0,0

50,12:15-12:30,32.63,45.3,219.64,40.82,13.36,53.24,12.54,23.05,40.52,44.06,93.77,0,6.78,14.98,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,403.98,0,8.29,0,0,0,0,0

51,12:30-12:45,32.63,45.3,219.64,40.82,13.36,53.24,12.54,17.37,40.52,44.06,93.77,0,6.78,14.98,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,17.86,3.1,0,0,32.98,22.39,0,0,0,35.58,46.7,0,0,5.34,11.45,361.55,0,8.29,0,0,0,0,0

52,12:45-13:00,32.63,45.3,219.64,40.82,13.36,53.24,12.54,19.09,40.52,44.06,93.77,0,6.78,14.98,0.69,335.51,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,17.86,3.1,0,0,32.98,22.39,0,0,0,35.58,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

