Column1,Time,GNA/SR/2024/12/01/6968,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1475,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1899,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/1599,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/7739,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08
11,02:30-02:45,150,1.66,0.69,1.92,0,0,0,0,0,31.33,0,0,94.01,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.14,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.33,66,0,37.82,66,24.33

12,02:45-03:00,150,1.66,0.69,1.92,0,0,0,0,0,31.5,0,0,94.5,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.14,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.5,63.67,0,37.82,63.66,24.67

13,03:00-03:15,150,1.66,0.69,1.84,0,0,0,0,0,31.17,0,0,93.49,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.17,61.33,0,37.82,61.34,20

14,03:15-03:30,150,1.66,0.69,1.84,0,0,0,0,0,31.5,0,0,94.5,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.5,59.67,0,37.82,59.66,19.67

15,03:30-03:45,150,1.66,0.69,1.84,0,0,0,0,0,32,0,0,96,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,32,59.33,0,28.01,59.34,20.33

16,03:45-04:00,150,1.66,0.69,1.84,0,0,0,0,0,32.33,0,0,97.01,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,32.33,59.33,0,27.61,59.34,20.33

17,04:00-04:15,150,1.62,0.69,1.84,0,0,0,0,0,31.83,0,0,95.51,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.83,59.33,0,27.41,59.34,20

18,04:15-04:30,150,1.62,0.69,1.84,0,0,0,0,0,31.67,0,0,94.99,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.67,58.67,0,27.21,58.66,20

19,04:30-04:45,150,1.62,0.69,1.84,0,0,0,0,0,31.5,0,0,94.5,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.5,59,0,14.01,59,20.67

20,04:45-05:00,150,1.62,0.69,1.84,0,0,0,0,0,31.33,0,0,94.01,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,31.33,59.33,0,15.01,59.34,20.67

21,05:00-05:15,150,1.62,0.69,1.92,0,0,0,0,0,30.83,0,0,92.51,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,74.78,0,1.07,0,0,0,57.41,95.13,0,115.4,31.71,0,0,30.83,58.33,0,16.01,58.34,28.33

22,05:15-05:30,150,1.62,0.69,1.92,0,0,0,0,0,30.5,0,0,91.5,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,94.98,0,1.07,0,0,0,57.41,95.13,0,139.45,31.71,0,0,30.5,57,0,17.01,57,29

23,05:30-05:45,150,1.62,0.69,1.92,0,0,0,0,0,33.33,0,0,100.01,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,115.17,0,1.07,0,0,0,64.07,95.13,0,185.26,31.71,0,0,33.33,57.67,0,17.21,57.66,29.33

24,05:45-06:00,150,1.62,0.69,1.92,0,0,0,0,0,33,0,0,99,0,0,0,0,0,25.97,25.97,8.66,25.97,0,70.13,8.66,135.25,0,1.07,0,0,0,64.07,95.13,0,185.26,31.71,0,0,33,58.33,0,17.21,58.34,29.33

25,06:00-06:15,150,1.62,0.69,1.84,0,0,0,0,0.97,33.33,0.01,0,100.01,0,0,0,0,0,28.85,28.85,8.66,28.85,0,70.13,8.66,135.25,0,1.07,0,0,0,76.25,0,0,233.35,0,0,0,33.33,61.67,0,16.81,61.66,29.33

26,06:15-06:30,150,1.62,0.69,1.84,0,0,0,0,1.56,33.67,4.45,0,100.99,0,0,0,0,0,28.85,28.85,8.66,28.85,0,70.13,8.66,135.25,0,1.07,0,0,0,76.25,0,0,247.71,0,0,0,33.67,64.33,0,16.41,64.34,28

27,06:30-06:45,150,1.62,0.69,1.84,0,0,0,0,3.21,33.83,11.61,0,101.51,0,0,1,0,0,31.74,31.74,8.66,31.74,0.14,65.98,8.66,135.25,0.14,1.07,0,0,0.14,86.75,0,0,261.1,0,0,0,33.83,73.33,0,16.01,73.34,27.67

28,06:45-07:00,150,1.62,0.69,1.84,0,0,0,0,10.24,33.83,19.33,0,101.51,0,0,6,0,0,31.74,31.74,8.66,31.74,0.33,65.98,8.66,135.25,0.34,1.07,0,0,0.33,86.75,0,0,261.1,0,0,0,33.83,74,0,15.61,74,28

29,07:00-07:15,150,1.62,0.69,1.84,0,0.11,0.56,2,20.71,34.17,30.13,1,102.49,0,0,11,1,0,31.74,31.74,8.66,31.74,0.64,65.98,8.66,135.25,0.65,1.07,0,0,0.64,86.75,0,0,261.1,0,0,0,34.17,75,3.66,26.01,75,23.33

30,07:15-07:30,150,1.62,0.69,1.84,0,0.51,2.53,3,30.5,34.5,30.5,4,103.5,1,1,18,2,1,31.74,31.74,8.66,31.74,1.07,65.98,8.66,135.25,1.1,1.07,0,0,1.07,86.75,0,0,261.1,0,0,0,34.5,75.67,12.85,27.01,75.66,24.33

31,07:30-07:45,150,1.62,0.69,1.84,0,1.11,5.55,6,28.25,34,28.25,7,102,3,2,24,5,3,34.62,34.62,8.66,34.62,1.63,82.93,8.66,135.25,1.68,1.07,0,0,1.63,86.75,0,0,261.1,0,0,0,34,76,22.18,35.01,76,24

32,07:45-08:00,150,1.62,0.69,1.84,0,3.15,15.73,8,27.5,34.33,27.5,11,103.01,4,4,27.5,8,4,34.62,34.62,8.66,34.62,2.35,115.37,8.66,135.25,2.41,1.07,0,0,2.35,86.75,0,0,261.1,0,0,0,34.33,75.33,31.32,35.01,75.34,23.33

33,08:00-08:15,150,1.62,0.69,1.84,0,6.16,30.81,13,30.4,36.17,30.4,28,108.49,12,5,30.4,17,8,36.54,36.54,11.54,36.54,3.11,115.37,11.54,135.25,3.19,1.07,0,0,3.11,86.75,0,0,261.1,0,0,0,36.17,75.67,42.2,38.02,75.66,30

34,08:15-08:30,150,1.62,0.69,1.84,0,10.19,50.96,21,30.74,37.17,30.73,42,111.49,18,9,30.73,23,12,36.54,36.54,11.54,36.54,3.87,115.37,11.54,135.25,3.97,1.07,0,0,3.87,86.75,0,0,261.1,0,0,0,37.17,75,54.46,37.62,75,29.33

35,08:30-08:45,150,1.62,0.69,1.84,0,14.46,72.31,28,30.74,36.17,30.73,56,108.49,24,15,30.73,33,17,36.54,36.54,11.54,36.54,4.61,115.37,11.54,135.25,4.73,1.07,0,0,4.61,86.75,0,0,261.1,0,0,0,36.17,75.33,66.88,37.22,75.34,29

36,08:45-09:00,150,1.62,0.69,1.84,0,18.61,93.08,39,31.14,37,31.13,70,111,30,20,31.13,41,21,36.54,36.54,11.54,36.54,5.59,115.37,11.54,135.25,5.73,1.07,0,0,5.59,86.75,0,0,261.1,0,0,0,37,75.33,78.54,36.42,75.34,28.67

37,09:00-09:15,150,1.66,0.69,1.92,0,22.81,114.08,43,31.14,37.67,31.13,98,112.99,42,23,31.13,50,25,28.85,28.85,8.66,28.85,7.11,65.98,8.66,135.25,7.28,1.07,0,0,7.11,86.75,0,0,261.1,0,0,0,37.67,66.67,89.26,12.01,66.66,28.33

38,09:15-09:30,150,1.66,0.69,1.92,0,26.77,133.87,48,31.14,38,31.13,112,114,48,26,31.13,57,28,28.85,28.85,8.66,28.85,7.96,65.98,8.66,135.25,8.16,1.07,0,0,7.96,86.75,0,0,261.1,0,0,0,38,66,98.96,12.41,66,28.33

39,09:30-09:45,150,1.66,0.69,1.92,0,30.62,153.12,61,31.14,33.67,31.13,126,100.99,54,29,31.13,63,32,28.85,28.85,8.66,28.85,8.96,65.98,8.66,135.25,9.18,1.14,0,0,8.96,86.75,0,0,261.1,0,0,0,33.67,65.33,107.77,13.01,65.34,21.67

40,09:45-10:00,150,1.66,0.69,1.92,0,34.11,170.58,68,31.14,33,31.13,140,99,60,32,31.13,70,35,28.85,28.85,8.66,28.85,10.25,65.98,8.66,135.25,10.51,1.14,0,0,10.25,86.75,0,0,261.1,0,0,0,33,64.33,115.51,14.41,64.34,21.67

41,10:00-10:15,150,1.66,0.69,1.84,0,37.34,186.71,72,31.14,32.5,31.13,147,97.5,63,34,31.13,75,38,28.85,28.85,8.66,28.85,11.14,65.98,8.66,135.25,11.42,1.14,0,0,11.14,86.75,0,0,261.1,0,0,0,32.5,63.67,122.11,11,63.66,21.67

42,10:15-10:30,150,1.66,0.69,1.84,0,40.23,201.16,78,31.14,32,31.13,158,96,67,36,31.13,81,40,28.85,28.85,8.66,28.85,11.89,65.98,8.66,135.25,12.19,1.14,0,0,11.89,86.75,0,0,261.1,0,0,0,32,63,127.46,11.21,63,22

43,10:30-10:45,150,1.66,0.69,1.84,0,42.79,213.95,83,31.14,24.17,31.13,165,72.49,70,38,31.13,85,43,28.85,28.85,8.66,28.85,12.55,65.98,8.66,135.25,12.86,1.14,0,0,12.55,86.75,0,0,261.1,0,0,0,24.17,62.67,131.73,9,62.66,15.67

44,10:45-11:00,150,1.66,0.69,1.84,0,45.29,226.45,87,31.14,23.83,31.13,172,71.51,73,39,31.13,90,45,28.85,28.85,8.66,28.85,13.11,65.98,8.66,135.25,13.45,1.14,0,0,13.11,86.75,0,0,261.1,0,0,0,23.83,62.33,135.1,9,62.34,15.67

45,11:00-11:15,150,1.71,0.69,1.84,0,48.33,241.67,91,31.14,23,31.13,179,69,76,41,31.13,93,47,25.97,25.97,8.66,25.97,13.49,65.98,8.66,135.25,13.84,1.14,0,0,13.49,86.75,0,0,261.1,0,0,0,23,62,137.7,9,62,15.67

46,11:15-11:30,150,1.71,0.69,1.84,0,48.33,241.67,91,31.14,21.83,31.13,186,65.51,79,42,31.13,93,47,25.97,25.97,8.66,25.97,14.13,65.98,8.66,135.25,14.49,1.14,0,0,14.13,86.75,0,0,261.1,0,0,0,21.83,61.67,139.84,9,61.66,16

47,11:30-11:45,150,1.71,0.69,1.84,0,48.33,241.67,92,31.14,20.83,31.13,189,62.51,81,42,31.13,93,47,25.97,25.97,8.66,25.97,14.13,70.13,8.66,135.25,14.49,1.14,0,0,14.13,86.75,0,0,261.1,0,0,0,20.83,61.67,141.22,9,61.66,16.33

48,11:45-12:00,150,1.71,0.69,1.84,0,48.33,241.67,92,31.14,19.83,31.13,189,59.51,81,43,31.13,93,47,25.97,25.97,8.66,25.97,14.13,70.13,8.66,135.25,14.49,1.14,0,0,14.13,86.75,0,0,261.1,0,0,0,19.83,61.67,141.97,9,61.66,17

49,12:00-12:15,150,1.71,0.77,1.84,0,48.33,241.67,92,31.14,14.17,31.13,189,42.49,81,43,31.13,93,47,25.97,25.97,8.66,25.97,14.13,70.13,8.66,115.17,14.49,1.14,0,0,14.13,74.56,0,0,219.8,0,0,0,14.17,40,140.41,9.4,40,17.67

50,12:15-12:30,150,1.71,0.77,1.84,0,48.33,241.67,92,31.14,14.17,31.13,189,42.49,81,44,31.13,93,47,25.97,25.97,8.66,25.97,14.13,70.13,8.66,115.17,14.49,1.14,0,0,14.13,74.56,0,0,219.8,0,0,0,14.17,40,140.03,9.8,40,18.33

51,12:30-12:45,150,1.71,0.77,1.84,0,48.33,241.67,92,31.14,14.17,31.13,189,42.49,81,43,31.13,93,47,25.97,25.97,8.66,25.97,14.13,70.13,8.66,115.17,14.49,1.14,0,0,14.13,74.56,0,0,219.8,0,0,0,14.17,40,138.95,10.6,40,19.33

52,12:45-13:00,150,1.71,0.77,1.84,0,48.33,241.67,92,31.14,14.17,31.13,189,42.49,81,43,31.13,93,47,25.97,25.97,8.66,25.97,15.55,70.13,8.66,115.17,15.94,1.14,0,0,15.55,74.56,0,0,219.8,0,0,0,14.17,40,136.93,11.81,40,20

53,13:00-13:15,150,1.76,0.85,1.84,0,48.33,241.67,92,31.14,19.17,31.13,189,57.49,81,43,31.13,93,47,25.97,25.97,8.66,25.97,15.55,70.13,8.66,135.25,15.94,1.22,0,0,15.55,64.07,0,0,219.8,0,0,0,19.17,45,134.37,13.01,45,20.33

54,13:15-13:30,150,1.76,0.85,1.84,0,48.33,241.67,91,31.14,19.17,31.13,186,57.49,79,42,31.13,93,47,25.97,25.97,8.66,25.97,15.55,70.13,8.66,135.25,15.94,1.22,0,0,15.55,64.07,0,0,219.8,0,0,0,19.17,45.33,131.26,14.61,45.34,20.67

55,13:30-13:45,150,1.76,0.85,1.84,0,48.33,241.67,91,31.14,19.33,31.13,189,58.01,81,41,31.13,93,47,25.97,25.97,8.66,25.97,14.9,70.13,8.66,135.25,15.27,1.22,0,0,14.9,74.56,0,0,219.8,0,0,0,19.33,53.33,127.18,7.41,53.34,20.67

56,13:45-14:00,150,1.76,0.85,1.84,0,48.33,241.67,90,31.14,19.83,31.13,186,59.51,79,40,31.13,90,45,25.97,25.97,8.66,25.97,14.75,70.13,8.66,135.25,15.11,1.22,0,0,14.75,74.56,0,0,219.8,0,0,0,19.83,53.33,122.25,7.41,53.34,21

57,14:00-14:15,150,1.76,0.85,1.84,0,46.95,234.73,88,31.14,25,31.13,179,75,76,39,31.13,87,43,25.97,25.97,8.66,25.97,14.24,70.13,8.66,135.25,14.59,1.22,0,0,14.24,74.56,0,0,219.8,0,0,0,25,63.33,116.49,13.01,63.34,21.67

58,14:15-14:30,150,1.76,0.85,1.84,0,45.11,225.56,85,31.14,25,31.13,172,75,73,37,31.13,79,39,25.97,25.97,8.66,25.97,13.45,70.13,8.66,135.25,13.79,1.22,0,0,13.45,74.56,0,0,219.8,0,0,0,25,63.33,109.87,13.01,63.34,22

59,14:30-14:45,150,1.76,0.85,1.84,0,42.78,213.9,81,31.14,25,31.13,161,75,69,35,31.13,72,36,25.97,25.97,8.66,25.97,12.71,70.13,8.66,135.25,13.03,1.22,0,0,12.71,74.56,0,0,261.1,0,0,0,25,63.67,102.43,10,63.66,22.33

60,14:45-15:00,150,1.76,0.85,1.84,0,40.63,203.13,77,31.14,25,31.13,151,75,64,33,31.13,67,33,25.97,25.97,8.66,25.97,11.59,70.13,8.66,135.25,11.89,1.22,0,0,11.59,74.56,0,0,219.8,0,0,0,25,64.33,94.16,10,64.34,22.67

61,15:00-15:15,150,1.81,0.93,1.84,0,37.91,189.57,70,31.64,30.83,31.63,137,92.51,58,29,31.63,60,30,25.97,25.97,8.66,25.97,10.74,70.13,8.66,135.25,11.01,1.3,0,0,10.74,74.56,0,0,219.8,0,0,0,30.83,76.67,84.73,10,76.66,27.33

62,15:15-15:30,150,1.81,0.93,1.84,0,34.12,170.6,63,31.64,30.83,31.63,123,92.51,52,27,31.63,53,27,25.97,25.97,8.66,25.97,9.59,70.13,8.66,135.25,9.83,1.3,0,0,9.59,74.56,0,0,219.8,0,0,0,30.83,76.67,74.41,10.4,76.66,27.67

63,15:30-15:45,150,1.81,0.93,1.84,0,30.31,151.58,57,32.45,30.83,32.45,107,92.51,46,25,30,47,23,31.74,31.74,8.66,31.74,8.49,70.13,8.66,135.25,8.71,1.3,0,0,8.49,74.56,0,0,219.8,0,0,0,30.83,80,63.36,10.6,80,28

64,15:45-16:00,150,1.81,0.93,1.84,0,26.52,132.6,50,32.92,30.5,32.93,92,91.5,39,21,26,40,20,31.74,31.74,8.66,31.74,7.4,70.13,8.66,135.25,7.58,1.3,0,0,7.4,74.56,0,0,219.8,0,0,0,30.5,80,51.33,10.8,80,28.33

65,16:00-16:15,150,1.81,0.93,1.84,0,22.84,114.2,42,33,29.33,33,77,88.01,33,17,20,32,16,31.74,31.74,8.66,31.74,6.28,65.98,8.66,135.25,6.44,1.38,0,0,6.28,75.81,0,0,261.1,0,0,0,29.33,73,38.94,11.81,73,24.33

66,16:15-16:30,150,1.81,0.93,1.84,0,19.26,96.32,33,23.87,28.83,33,63,86.51,27,11,13,24,12,31.74,31.74,8.66,31.74,5.11,65.98,8.66,135.25,5.23,1.38,0,0,5.11,75.81,0,0,252.52,0,0,0,28.83,71.67,27.2,11.41,71.66,23.67

67,16:30-16:45,150,1.81,0.93,1.84,0,15.3,76.52,25,13.88,28.17,22.84,42,84.49,18,7,7,17,8,36.54,36.54,9.62,36.54,3.93,65.98,9.62,135.25,4.02,1.38,0,0,3.93,86.75,0,0,261.1,0,0,0,28.17,70.67,17.64,11.41,70.66,23

68,16:45-17:00,150,1.81,0.93,1.84,0,10.69,53.47,18,6.23,26.17,12.92,28,78.49,12,5,1,11,5,36.54,36.54,9.62,36.54,2.75,74.46,9.62,135.25,2.82,1.38,0,0,2.75,86.75,0,0,261.1,0,0,0,26.17,67.33,11.46,11,67.34,22.33

69,17:00-17:15,150,1.76,0.93,1.92,0,6.52,32.63,12,1.54,24.83,5,14,74.51,6,2,0,7,3,37.51,37.51,12.5,37.51,1.95,82.95,12.5,135.25,2,1.45,0,24.23,1.95,86.75,0,0,261.1,0,0,0,24.83,65,7.19,10.6,65,21.67

70,17:15-17:30,150,1.76,0.93,1.92,0,3.3,16.51,7,1.78,22.83,0.84,7,68.51,3,1,0,2,1,37.51,37.51,12.5,37.51,1.33,115.37,12.5,135.25,1.36,1.45,0,25.24,1.33,86.75,0,0,261.1,0,0,0,22.83,63.33,2.48,10.2,63.34,21

71,17:30-17:45,150,1.76,0.93,1.92,0,1.11,5.56,3,1.04,24.5,0.34,2,73.5,1,0,0,1,0,37.51,37.51,12.5,37.51,0.83,115.37,12.5,135.25,0.85,1.45,0,26.24,0.83,86.75,0,0,261.1,0,0,0,24.5,61.67,0,6.8,61.66,20.33

72,17:45-18:00,150,1.76,0.93,1.92,0,0.13,0.68,2,0.69,24,0.03,0,72,0,0,0,0,0,37.51,37.51,12.5,37.51,0.46,115.37,12.5,135.25,0.47,1.45,0,26.24,0.46,86.75,0,0,261.1,0,0,0,24,60,0,7,60,20

73,18:00-18:15,150,1.76,0.93,1.92,0,0,0,0,0,23.83,0,0,71.51,0,0,0,0,0,37.51,37.51,12.5,37.51,0.26,115.37,12.5,135.25,0.27,1.38,0,26.24,0.26,86.75,0,150,261.1,0,50,0,23.83,60,0,6.8,60,19.33

74,18:15-18:30,150,1.76,0.93,1.92,0,0,0,0,0,23.5,0,0,70.5,0,0,0,0,0,37.51,37.51,12.5,37.51,0,115.37,12.5,135.25,0,1.38,0,25.74,0,86.75,0,150,261.1,0,50,0,23.5,61,0,6.8,61,19

75,18:30-18:45,150,1.76,0.93,1.92,0,0,0,0,0,23.17,0,0,69.49,0,0,0,0,0,37.51,37.51,12.5,37.51,0,115.37,12.5,135.25,0,1.38,0,25.74,0,86.75,0,150,261.1,0,50,0,23.17,62,0,6.8,62,19

76,18:45-19:00,150,1.76,0.93,1.92,0,0,0,0,0,23.17,0,0,69.49,0,0,0,0,0,37.51,37.51,12.5,37.51,0,115.37,12.5,135.25,0,1.38,0,25.74,0,86.75,0,150,261.1,0,50,0,23.17,62.33,0,7,62.34,19

77,19:00-19:15,150,1.71,0.85,1.92,0,0,0,0,0,21.67,0,0,64.99,0,0,0,0,0,37.51,37.51,8.66,37.51,0,65.98,8.66,135.25,0,1.3,0,25.24,0,86.75,0,150,261.1,0,50,0,21.67,62,0,7.2,62,18.33

78,19:15-19:30,150,1.71,0.85,1.92,0,0,0,0,0,22.17,0,0,66.49,0,0,0,0,0,37.51,37.51,8.66,37.51,0,65.98,8.66,135.25,0,1.3,0,25.24,0,86.75,0,150,261.1,0,50,0,22.17,64.33,0,7.2,64.34,18

79,19:30-19:45,150,1.71,0.85,1.92,0,0,0,0,0,20,0,0,60,0,0,0,0,0,37.51,37.51,8.66,37.51,0,65.98,8.66,135.25,0,1.3,53.43,25.24,0,86.75,0,150,261.1,0,50,0,20,66,0,7.2,66,20

80,19:45-20:00,150,1.71,0.85,1.92,0,0,0,0,0,20.5,0,0,61.5,0,0,0,0,0,37.51,37.51,8.66,37.51,0,65.98,8.66,135.25,0,1.3,58.78,25.24,0,86.75,0,150,261.1,0,50,0,20.5,68,0,7.2,68,20.67

81,20:00-20:15,150,1.71,0.85,1.92,0,0,0,0,0,25,0,0,75,0,0,0,0,0,34.62,34.62,8.66,34.62,0,65.98,8.66,135.25,0,1.22,69.46,25.24,0,86.75,0,250,261.1,0,50,0,25,70,0,7.2,70,21.33

82,20:15-20:30,150,1.71,0.85,1.92,0,0,0,0,0,25.33,0,0,76.01,0,0,0,0,0,34.62,34.62,8.66,34.62,0,65.98,8.66,135.25,0,1.22,74.81,25.24,0,86.75,0,250,261.1,0,50,0,25.33,71,0,7.2,71,21.67

83,20:30-20:45,150,1.71,0.77,1.92,0,0,0,0,0,25.67,0,0,76.99,0,0,0,0,0,34.62,34.62,8.66,34.62,0,70.13,8.66,135.25,0,1.22,74.81,25.24,0,86.75,0,250,261.1,0,50,0,25.67,55,0,7.2,55,21.67

