Block,Time Block,KOTESHWR,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,CHAMERA3,BSIUL,KGSU1AND2,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,KUDGI,NLCEXP,NLCIIST1,MAPS,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,RAPPB,RIHAND1,RAMPUR,RAPPC,TALA,TANDA2,TALST2,TANAKPUR,TEHRI,KOLDAM,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,RIHAND3,KKNPPU2,KISHANGANGA,KKNP,KHSTPP-I,KHSTPP-II,KGSU3AND4,UNCHAHAR2,TelanganaSTPP,URI,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,URI2,ANTA_LF,VALLURNTECL,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,SASAN,SIMHST1,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
38,09:15-09:30,8.55,119.29,0,0,31.77,327.25,0,202.48,9.33,0,0,11.57,8.78,17.28,14.46,0,0,0,0,38.35,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,12.59,0,0,55.27,0,0,25.2,57.6,0,0,0,43.89,142.96,0,35.23,0,3.19,17.32,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

39,09:30-09:45,8.55,119.29,0,0,31.77,327.25,0,202.48,9.33,0,0,2.31,8.78,20.05,14.46,0,0,0,0,38.35,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,35.23,0,3.19,17.32,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

40,09:45-10:00,8.55,119.29,0,0,31.77,327.25,0,202.48,9.33,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,35.23,0,3.19,17.32,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

41,10:00-10:15,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,40.87,0,3.19,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

42,10:15-10:30,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,76.52,57.6,0,0,0,43.89,142.96,0,40.87,0,3.19,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

43,10:30-10:45,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,16.81,57.6,0,0,0,43.89,142.96,0,40.87,0,3.19,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

44,10:45-11:00,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,3.19,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

45,11:00-11:15,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,41.5,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

46,11:15-11:30,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,41.5,20.09,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

47,11:30-11:45,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,5.32,20.09,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

48,11:45-12:00,8.55,119.29,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

49,12:00-12:15,8.55,125.23,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

50,12:15-12:30,8.55,133.02,0,0,31.77,327.25,0,202.48,0,0,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,12.32,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

51,12:30-12:45,8.55,134.65,0,0,31.77,327.25,0,202.48,0,6.29,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,12.59,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

52,12:45-13:00,8.55,134.65,0,0,31.77,327.25,0,202.48,0,6.29,0,2.31,8.78,20.05,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,40.87,0,2.13,20.09,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

53,13:00-13:15,8.55,134.65,0,0,31.77,327.25,0,202.48,0,6.29,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

54,13:15-13:30,8.55,134.65,0,0,31.77,327.25,0,202.48,0,6.29,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

55,13:30-13:45,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

56,13:45-14:00,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

57,14:00-14:15,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,12.59,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

58,14:15-14:30,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

59,14:30-14:45,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

60,14:45-15:00,8.55,134.65,0,0,31.77,327.25,0,202.48,0,0,0,2.31,1.27,17.28,14.46,0,0,0,0,22.55,0,0,0,40.26,0,0,0,88.69,0,49.92,0,0,0,8.64,0,0,55.27,0,0,24.65,57.6,0,0,0,43.89,142.96,0,34.98,0,2.13,17.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,258.11,0,0,0,0,0,0,0

