Block,Time,CHAMERA1,DHAULIGNGA,PARBATI3,SALAL,SASAN,SEWA2,TALA,KGSU1AND2,KKNP,KOLDAM,NLCIIST1,NNTPP,RIHAND1,RSTPSU7,ANTA_RF,DADRI_RF,BRBCL,DULHASTI,KISHANGANGA,MAPS,RAPPC,TANAKPUR,TANDA2,UNCHAHAR4,ANTA_LF,CHAMERA2,JHAJJAR,KGSU3AND4,KOTESHWR,NLCEXP,NLCIIST2,NTPL,UNCHAHAR2,VALLURNTECL,AURY_CRF,FSTPP I & II,KHSTPP-I,KKNPPU2,RAMPUR,RIHAND3,RSTPSU1TO6,TALST2,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,AURY_LF,DADRI_CRF,DADRI_GF,CHAMERA3,NAPP,RAPPB,SIMHST2,TEHRI,DADRI_LF,KHSTPP-II,KUDGI,NLCTS2EXP,RIHAND2,SINGRAULI_HYDRO,URI,URI2,ANTA_GF,AURY_GF,BSIUL,DADRT2,NJPC,SIMHST1,SINGRAULI,TelanganaSTPP,AURY_RF
9,02:00-02:15,0,40.4,16.87,83.67,342.56,0,10.58,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,28.98,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

10,02:15-02:30,0,40.4,16.87,83.67,342.56,0,10.58,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,19.32,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

11,02:30-02:45,0,40.4,16.87,83.67,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,46.37,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

12,02:45-03:00,0,40.4,16.87,83.67,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,46.37,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

13,03:00-03:15,0,40.4,16.87,79.01,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,11.15,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,36.05,0,0,6.52,686.07,167.1,0,89.59,0,61.5

14,03:15-03:30,0,40.4,16.87,79.01,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,11.15,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,36.05,0,0,13.04,686.07,167.1,0,89.59,0,61.5

15,03:30-03:45,0,40.4,16.87,79.01,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,36.05,0,0,13.04,686.07,167.1,0,89.59,0,61.5

16,03:45-04:00,0,40.4,16.87,79.01,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,36.05,0,0,13.04,686.07,167.1,0,89.59,0,61.5

17,04:00-04:15,13.16,40.4,17.99,79.01,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,36.05,0,0,13.04,686.07,167.1,0,89.59,0,61.5

18,04:15-04:30,14.05,40.4,17.99,79.01,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,36.05,0,0,13.04,686.07,167.1,0,89.59,0,61.5

19,04:30-04:45,14.05,40.4,17.99,79.01,342.56,0,10.76,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,11.15,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.5

20,04:45-05:00,14.05,40.4,17.99,79.01,342.56,0,10.61,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,11.15,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.5

21,05:00-05:15,14.05,40.4,17.99,79.01,379.12,0,10.17,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

22,05:15-05:30,14.05,40.4,17.99,79.01,379.12,0,9.74,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

23,05:30-05:45,14.05,40.4,17.99,79.01,384.75,0,9.29,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

24,05:45-06:00,14.05,40.4,36.54,79.01,393.75,0,9,0,0,5.35,0,0,90.54,0,48.150000000000006,74.61,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

25,06:00-06:15,28.1,40.4,36.54,79.01,401.62,0,8.8,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

26,06:15-06:30,28.1,40.4,36.54,79.01,412.88,0,8.8,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

27,06:30-06:45,28.1,40.4,36.54,79.01,412.88,0,8.91,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

28,06:45-07:00,28.1,40.4,36.54,79.01,412.88,0,8.96,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

29,07:00-07:15,28.1,40.4,36.54,79.01,412.88,0,9.03,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

30,07:15-07:30,28.1,40.4,15.46,79.01,412.88,0,9.2,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

31,07:30-07:45,28.1,40.4,15.46,79.01,412.88,0,9.62,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,46.37,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

32,07:45-08:00,28.1,40.4,17.56,79.01,412.88,0,9.62,0,0,5.35,0,0,90.54,0,46.96,74.61,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,46.37,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

33,08:00-08:15,28.1,40.4,17.56,79.01,412.88,0,9.62,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,12.43,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

34,08:15-08:30,28.1,40.4,17.56,79.01,412.88,0,9.62,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,12.43,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

35,08:30-08:45,28.1,40.4,17.56,77.85,412.88,0,9.62,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,12.43,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

36,08:45-09:00,28.1,40.4,17.56,77.85,412.88,0,12.49,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,12.43,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

37,09:00-09:15,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.099999999999994

38,09:15-09:30,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,46.37,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.099999999999994

39,09:30-09:45,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,46.37,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

40,09:45-10:00,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.96,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,19.46,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

41,10:00-10:15,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

42,10:15-10:30,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

43,10:30-10:45,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

44,10:45-11:00,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,62.11

45,11:00-11:15,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.86

46,11:15-11:30,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,46.37,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.86

47,11:30-11:45,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,46.37,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.86

48,11:45-12:00,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.72,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.86

49,12:00-12:15,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.86

50,12:15-12:30,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,13.04,686.07,167.1,0,89.59,0,61.86

51,12:30-12:45,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

52,12:45-13:00,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

53,13:00-13:15,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,46.37,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

54,13:15-13:30,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,0,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,46.37,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

55,13:30-13:45,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

56,13:45-14:00,28.1,40.4,17.56,77.85,412.88,0,12.44,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,36.8,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

