Block,Time Block,VALLURNTECL,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,JHAJJAR,KHSTPP-I,PARBATI3,NLCTS2EXP,PARBATI2,RAMPUR,NNTPP,NTPL,NLCIIST2,UNCHAHAR1,TEHRI,TelanganaSTPP,UNCHAHAR2,TEHRIPSP,URI,UNCHAHAR3,UNCHAHAR4,URI2,BRBCL,CHAMERA1,BSIUL,DADRT2,FSTPP I & II,DHAULIGNGA,DULHASTI,RIHAND2,SASAN,TANDA2,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,TALST2,RSTPSU7,SEWA2,SINGRAULI,TANAKPUR,SALAL,RIHAND3,TALA,CHAMERA3,CHAMERA2,DADRI_LF,DADRI_RF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,NLCEXP,NJPC,NLCIIST1,NAPP,RAPPD,RAPPC,RAPPB,KUDGI,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0,0,43.52,0,47.71,0,0,8.33,4.49,249.18,43.95,32.3,0,37.37,5.48,0,0,0,17.31,73.55,0,36.2,185.89,27.71,22.25,1.71,36.11,9.67,40.69,18.88,143.31,19.6,40.99,36.99,120.92,401.81,2.94,45.65,0,0,0,0,0,0,17.7,95.33,12.66,81.89,126.3,23.55,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,43.52,0,47.71,0,0,8.33,4.49,249.18,43.95,32.3,0,37.37,5.48,0,0,0,14.53,73.55,0,31.43,185.89,50.54,18.81,1.71,36.11,11.77,40.69,18.88,143.31,16.88,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,12.66,81.89,120.76,23.55,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,50.54,14.54,1.71,36.11,12.77,40.69,18.88,143.31,12.14,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,12.66,81.89,120.76,23.55,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,50.54,14.54,1.71,36.11,14.55,40.69,18.88,143.31,12.14,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,12.66,81.89,120.76,23.59,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,13.33,73.55,0,27.33,185.89,50.54,14.54,1.71,36.11,15.23,40.69,18.88,143.31,13.68,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,12.66,81.89,120.76,23.55,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,13.33,73.55,0,27.33,185.89,50.54,16.49,1.71,31.6,13.45,40.69,18.88,143.31,12.14,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.55,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,13.33,73.55,0,27.33,185.89,50.54,16.49,1.71,31.6,14.92,40.69,18.88,143.31,12.14,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.52,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,25.38,185.89,50.54,14.89,1.71,31.6,14.26,40.69,18.88,143.31,11.04,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.52,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,50.54,14.54,1.71,31.6,15.17,40.69,18.88,143.31,11.73,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.52,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,50.54,14.54,1.71,31.6,15.59,40.69,12.59,143.31,13.55,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.5,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,50.54,14.54,1.71,31.6,18.91,40.69,12.59,143.31,13.55,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.48,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,50.54,14.54,1.71,31.6,17.56,40.69,12.59,143.31,13.55,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.36,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,50.54,14.54,1.71,31.6,19.84,40.69,12.59,143.31,13.55,40.99,36.99,118.78,401.81,2.94,44.06,0,0,0,0,0,0,17.7,95.33,11.5,79.08,120.76,23.14,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,24.12,40.69,12.59,143.31,13.25,40.99,36.99,120.92,401.81,2.94,45.65,0,0,0,0,0,0,17.7,95.33,11.5,79.08,126.3,22.91,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,22.2,40.69,12.59,143.31,13.25,40.99,36.99,120.92,401.81,2.94,45.65,0,0,0,0,0,0,17.7,95.33,11.5,79.08,126.3,22.57,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,23.17,40.69,12.59,143.31,13.36,40.99,36.99,120.92,401.81,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,22.16,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,19.49,40.69,12.59,143.31,13.22,40.99,36.99,120.92,401.81,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,21.91,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,18.58,40.69,18.88,143.31,13.19,40.99,36.99,120.92,401.81,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,21.82,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,24.12,40.69,18.88,143.31,13.19,40.99,36.99,120.92,401.81,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,21.77,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,24.12,40.69,18.88,143.31,13.19,40.99,36.99,94.65,401.81,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,21.77,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.71,31.6,21.24,40.69,18.88,143.31,13.19,40.99,36.99,94.65,401.81,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,21.77,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.72,31.6,18.78,40.69,18.88,143.31,12.9,40.99,36.99,94.65,404.18,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,21.85,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,35.26,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.72,31.6,22.2,40.69,18.88,143.31,11.08,40.99,36.99,94.65,404.24,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,21.88,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,29.19,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.72,31.6,19.16,40.69,18.88,143.31,12.84,40.99,36.99,94.65,404.24,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,22,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,41.35,0,38.34,0,0,8.33,4.49,243.34,29.9,32.3,0,37.37,5.48,0,0,0,11.9,73.55,0,23.64,185.89,43.7,14.54,1.72,31.6,19.28,40.69,18.88,143.31,12.84,40.99,36.99,94.65,404.24,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,22.13,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,41.35,0,32.02,0,0,8.33,4.49,243.34,29.96,32.3,0,37.37,5.48,0,0,0,14.54,55.16,0,23.64,185.89,43.7,14.54,1.72,31.6,20.95,40.69,18.88,143.31,12.98,40.99,36.99,94.65,404.24,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,22.27,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,41.35,0,32.02,0,0,8.33,2.25,243.34,29.96,32.3,0,37.37,5.48,0,0,0,14.54,36.77,0,23.64,185.89,43.7,14.54,1.72,31.6,19.79,40.69,18.88,143.31,12.98,40.99,36.99,94.65,404.24,2.94,30.54,0,0,0,0,0,0,17.7,86.65,11.5,79.08,92.77,22.39,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,41.35,0,32.02,0,0,8.33,2.25,243.34,29.96,32.3,0,37.37,5.48,0,0,0,14.54,18.39,0,23.64,100.37,43.7,14.54,1.72,31.6,21,40.69,18.88,143.31,12.98,40.99,36.99,120.92,404.24,2.94,45.65,0,0,0,0,0,0,17.7,88.02,11.5,79.08,126.3,24.95,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,41.35,0,32.02,0,0,8.33,2.25,243.34,29.96,32.3,0,37.37,5.48,0,0,0,14.54,0,0,23.64,0,43.7,14.54,1.72,31.6,16.98,40.69,18.88,143.31,12.98,40.99,36.99,120.92,404.24,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.03,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,19.8,0,32.02,0,0,8.33,2.25,243.34,29.96,32.3,0,37.37,5.48,0,0,0,14.54,0,0,30.08,0,44.97,17.75,2.45,31.6,18.61,40.69,0,143.31,12.98,40.99,36.99,120.92,404.24,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.11,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,19.59,0,32.65,0,0,8.33,2.25,243.34,29.96,32.3,0,37.37,5.48,0,0,0,14.54,0,0,30.08,0,44.97,17.75,2.45,31.6,18.05,40.69,0,143.31,12.98,40.99,36.99,120.92,404.24,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.22,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,19.59,0,41.38,0,0,8.33,2.25,243.34,29.96,32.3,0,37.37,5.48,0,0,0,14.54,0,0,30.08,0,44.97,17.75,2.45,31.6,15.91,40.69,0,143.31,12.98,40.99,36.99,120.92,404.24,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.37,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,19.59,0,41.38,0,0,8.33,2.25,243.34,38.58,32.3,0,37.37,5.48,0,0,0,14.54,0,0,30.08,0,44.97,17.75,2.45,31.6,19.06,40.69,0,143.31,12.98,40.99,36.99,120.92,404.24,2.94,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.37,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,19.59,0,41.38,0,0,8.33,2.25,243.34,38.58,32.3,0,37.37,5.48,0,0,0,16.03,0,0,32.81,0,43.7,20.09,2.45,31.6,19.19,40.69,0,143.31,15.4,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.53,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,19.59,0,41.38,0,0,8.33,0,243.34,38.58,32.3,0,37.37,5.48,0,0,0,16.03,0,0,32.81,0,43.7,20.09,2.45,31.6,18.47,40.69,0,143.31,15.4,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.53,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,19.59,0,47.71,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,16.03,0,0,32.81,0,43.7,20.09,2.45,31.6,16.17,40.69,0,143.31,16.59,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.53,0,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,19.59,0,47.71,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,16.03,0,0,32.81,0,43.7,20.09,2.45,31.6,14.91,40.69,0,143.31,17.16,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.53,0,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,19.59,0,47.71,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,16.41,0,0,33.54,0,43.7,20.69,2.45,31.6,14.63,40.69,0,143.31,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,19.59,0,47.71,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,16.41,0,0,33.54,0,43.7,20.69,2.45,31.6,15.47,40.69,0,143.31,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,19.59,0,47.71,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,16.41,0,0,33.54,0,45.29,20.69,2.45,31.6,15.39,40.69,0,143.31,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,19.59,0,51.28,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,16.41,0,0,33.54,0,45.29,20.69,2.45,31.6,16.31,40.69,0,143.31,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,19.59,0,52.81,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,0,0,39.06,0,35.17,24.12,2.45,31.6,23.47,40.69,0,143.31,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,19.59,0,57.87,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,0,0,39.06,0,35.17,24.12,2.45,31.6,19.44,40.69,0,143.31,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,29.37,0,57.87,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,18.39,0,39.06,0,35.17,24.12,2.45,31.6,22.2,40.69,0,143.31,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,41.35,0,62.93,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,36.77,0,39.06,0,35.17,24.12,2.45,31.6,23.17,40.69,0,143.31,17.38,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

