Block,Time,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07)
9,02:00-02:15,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.490000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,96.820000,0,0,0,0,7,8.04,0,24.11,0,0,26.08,4,0,26.08,0,0,8.02,0,0

10,02:15-02:30,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.490000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,96.820000,0,0,0,0,7,7.55,0,22.66,0,0,25.42,4,0,25.42,0,0,7.56,0,0

11,02:30-02:45,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.490000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,96.820000,0,0,0,0,7,7.33,0,22,0,0,24.42,4,0,24.42,0,0,7.34,0,0

12,02:45-03:00,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.490000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,96.820000,0,0,0,0,7,7.33,0,22,0,0,23.54,4,0,23.54,0,0,7.34,0,0

13,03:00-03:15,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,22.94,4,0,22.94,0,0,7.34,0,0

14,03:15-03:30,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,22.32,4,0,22.32,0,0,7.34,0,0

15,03:30-03:45,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,21.65,4,0,21.65,0,0,7.34,0,0

16,03:45-04:00,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,20.86,4,0,20.86,0,0,7.34,0,0

17,04:00-04:15,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,20.08,4,0,20.08,0,0,7.34,0,0

18,04:15-04:30,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,19.76,4,0,19.76,0,0,7.34,0,0

19,04:30-04:45,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,26.140000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,19.66,4,0,19.66,0,0,7.34,0,0

20,04:45-05:00,26.130000,0.000000,101.410000,65.060000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,26.140000,0.000000,0.000000,2.390000,72.030000,0,0,0,0,7,7.33,0,22,0,0,19.57,4,0,19.57,0,0,7.34,0,0

21,05:00-05:15,26.130000,0.000000,101.410000,74.240000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,26.140000,0.000000,0.000000,2.310000,72.030000,0,0,0,0,7,7.33,0,22,0,0,19.94,4,0,19.94,0,0,7.34,0,0

22,05:15-05:30,26.130000,0.000000,101.410000,74.240000,272.310000,212.040000,2.410000,0.000000,26.130000,2.930000,27.110000,0.000000,0.000000,2.310000,118.510000,0,0,0,0,7,7.33,0,22,0,0,20.25,4,0,20.25,0,0,7.34,0,0

23,05:30-05:45,24.710000,0.000000,101.410000,74.240000,272.310000,212.040000,2.410000,0.000000,24.710000,2.930000,27.110000,0.000000,0.000000,2.310000,118.510000,0,0,0,0,7,7.33,0,22,0,0,21.02,4,0,21.02,0,0,7.34,0,0

24,05:45-06:00,24.710000,0.000000,101.410000,74.240000,272.310000,212.040000,2.410000,0.000000,24.710000,2.930000,27.110000,0.000000,0.000000,2.310000,118.510000,0,0,0,0,7,7.33,0,22,0,0,21.5,4,0,21.5,0,0,7.34,0,0

25,06:00-06:15,24.710000,0.000000,101.410000,74.240000,272.310000,212.040000,2.330000,0.000000,24.710000,2.930000,27.110000,0.000000,0.000000,2.310000,118.510000,0,0,0,0,7,7.33,0,22,0,0,24.51,4,0,24.51,0,0,7.34,0,0.5

26,06:15-06:30,24.710000,0.000000,101.410000,74.240000,272.310000,212.040000,2.330000,0.000000,24.710000,2.930000,27.110000,0.000000,0.000000,2.310000,118.510000,0,0,0,0,7,7.33,0,22,0,0,23.79,4,0,23.79,0.25311,0,7.34,0,3

27,06:30-06:45,24.710000,0.000000,101.410000,74.240000,272.310000,212.040000,2.330000,0.000000,24.710000,2.930000,27.110000,0.000000,0.000000,2.310000,118.510000,1,0,0.32,0,7,7.33,0,22,0,3,23.05,4,0,23.05,5.305575,0,7.34,0,7

28,06:45-07:00,26.130000,0.060000,101.410000,74.240000,272.310000,212.040000,2.330000,0.060000,26.130000,2.930000,27.110000,0.060000,0.000000,2.310000,118.510000,7.64,1,1.08,0.16,7,7.33,0.79,22,3.5,15,22.33,4,0.33,22.33,15.86805,1.5,7.34,2,13

29,07:00-07:15,26.130000,0.340000,101.410000,74.240000,272.310000,212.040000,2.330000,0.340000,26.130000,2.890000,25.170000,0.350000,0.000000,2.310000,118.510000,20,3,2.55,1.2,7,7.33,5.99,22,7,31.42,20.66,4,2.33,20.66,26.10927,3,7.34,7,20

30,07:15-07:30,24.710000,1.170000,101.410000,74.240000,272.310000,212.040000,2.330000,1.170000,24.710000,2.890000,25.170000,1.200000,0.000000,2.310000,118.510000,27.65,4,4.69,3.07,7,7.33,15.36,22,10.5,27.65,19.22,4,5,19.22,35.90268,4.5,7.34,8,27.65

31,07:30-07:45,24.710000,2.350000,101.410000,74.240000,272.310000,212.040000,2.330000,2.350000,24.710000,2.890000,25.170000,2.410000,0.000000,2.310000,118.510000,29.98,2,7.47,5.84,7,7.33,29.18,22,21,29.99,17.96,4,8.75,17.96,46.679325,9,7.34,5,29.98

32,07:45:08:00,24.710000,3.660000,101.410000,74.240000,272.310000,212.040000,2.330000,3.660000,24.710000,2.890000,25.170000,3.750000,0.000000,2.310000,118.510000,30.48,4,11.72,9.26,7,7.33,46.3,22,36.4,30.49,16.56,4,15.25,16.56,58.25424,15.6,7.34,9,30.48

33,08:00-08:15,26.130000,5.060000,101.410000,74.240000,272.310000,212.040000,2.330000,5.060000,26.130000,2.790000,25.170000,5.190000,0.000000,2.310000,96.820000,30.98,9,15.27,13.2,7,7.33,66.02,22,49,30.99,15.88,7.41,22.33,15.88,69.887565,21,7.34,17,30.98

34,08:15-08:30,26.130000,6.470000,101.410000,74.240000,272.310000,212.040000,2.330000,6.470000,26.130000,2.790000,25.170000,6.640000,0.000000,2.310000,67.770000,31.32,12,18.99,17.27,7,7.33,86.36,22,64.4,31.31,15.55,7.41,29.73,15.55,80.6058,27.6,7.34,25,31.32

35,08:30-08:45,26.130000,7.830000,101.410000,74.240000,272.310000,212.040000,2.330000,7.830000,26.130000,2.790000,26.140000,8.030000,0.000000,2.310000,67.770000,32.17,16,21.38,23.61,7,7.33,118.07,22,84,32.16,15.22,7.41,37.36,15.22,90.28239,36,7.34,31,32.17

36,08:45:09:00,26.130000,9.020000,101.410000,74.240000,272.310000,212.040000,2.330000,9.020000,26.130000,2.790000,26.140000,9.250000,0.000000,2.310000,67.770000,32.17,20,24.86,27.66,7,7.33,138.28,22,103.6,32.16,14.79,7.01,44.87,14.79,99.131505,44.4,7.34,41,32.17

37,09:00:09:15,26.130000,10.050000,101.410000,74.240000,272.310000,212.040000,2.330000,10.050000,26.130000,2.790000,26.140000,10.290000,0.000000,2.310000,67.770000,32.33,25,28.04,31.58,5.66,6.67,157.89,20,112,32.34,14.11,6.41,51.79,14.11,97.476555,48,6.66,49,32.33

38,09:15-09:30,26.130000,10.520000,101.410000,74.240000,272.310000,212.040000,2.330000,10.520000,26.130000,2.790000,26.140000,10.790000,0.000000,2.310000,67.770000,32.33,27,30.91,35.12,5.66,6.67,175.59,20,130.2,32.34,13.74,6.41,58.16,13.74,105.39111,55.8,6.66,53,32.33

39,09:30-09:45,26.130000,10.720000,101.410000,74.240000,272.310000,212.040000,2.330000,10.720000,26.130000,2.790000,26.140000,10.980000,0.000000,2.310000,67.770000,32.33,30,33.59,35.27,5.66,6.67,176.34,20,140,32.34,13.33,4,64.29,13.33,112.77024,60,6.66,59,32.33

40,09:45-10:00,26.130000,10.750000,101.410000,74.240000,272.310000,212.040000,2.330000,10.750000,26.130000,2.790000,26.140000,11.020000,0.000000,2.310000,96.820000,32.33,31,35.73,38,5.66,6.67,190,20,151.9,32.34,13.33,4,69.61,13.33,119.224545,65.1,6.66,63,32.33

41,10:00-10:15,26.130000,10.770000,101.410000,65.060000,272.310000,212.040000,2.330000,10.770000,26.130000,2.790000,26.140000,11.050000,0.000000,2.310000,118.510000,32.33,34,37.47,40.48,5.66,6.67,202.4,20,164.5,32.34,13.33,4,74.55,13.33,124.90005,70.5,6.66,67,32.33

42,10:15-10:30,26.130000,10.750000,101.410000,65.060000,272.310000,212.040000,2.330000,10.750000,26.130000,2.790000,26.140000,11.030000,0.000000,2.310000,118.510000,32.33,35,39.32,42.7,5.66,6.67,213.48,20,171.5,32.34,13.33,4,77.55,13.33,129.874635,73.5,6.66,71,32.33

43,10:30-10:45,26.130000,10.790000,101.410000,65.060000,272.310000,212.040000,2.330000,10.790000,26.130000,2.790000,26.140000,11.060000,0.000000,2.310000,118.510000,32.33,37,40.7,44.63,5.66,6.67,223.16,20,178.5,32.34,13.33,6.01,80.62,13.33,135.97848,76.5,6.66,75,32.33

44,10:45-11:00,26.130000,10.790000,101.410000,65.060000,272.310000,212.040000,2.330000,10.790000,26.130000,2.790000,26.140000,11.070000,0.000000,2.310000,118.510000,32.33,38,41.96,46.19,5.66,6.67,230.96,20,185.5,32.34,13.33,6.01,83.22,13.33,139.629105,79.5,6.66,76,32.33

45,11:00-11:15,26.130000,10.790000,101.410000,65.060000,272.310000,212.040000,2.330000,10.790000,26.130000,2.790000,26.140000,11.060000,0.000000,2.470000,118.510000,32.33,38,43.13,46.84,5.66,6.67,234.18,20,189,32.34,13.33,6.01,85.39,13.33,142.588545,81,6.66,77,32.33

46,11:15-11:30,26.130000,10.780000,101.410000,65.060000,272.310000,212.040000,2.330000,10.780000,26.130000,2.790000,26.140000,11.050000,0.000000,2.470000,118.510000,32.33,39,43.82,46.81,5.66,6.67,234.05,20,189,32.34,13.33,6.01,87.29,13.33,144.87627,81,6.66,79,32.33

47,11:30-11:45,26.130000,10.780000,101.410000,65.060000,272.310000,212.040000,2.330000,10.780000,26.130000,2.790000,26.140000,11.050000,0.000000,2.470000,118.510000,32.33,39,44.5,46.78,5.66,6.67,233.88,20,189,32.34,13.33,6.01,88.36,13.33,146.482545,81,6.66,77,32.33

48,11:45-12:00,26.130000,10.780000,101.410000,65.060000,272.310000,212.040000,2.330000,10.780000,26.130000,2.790000,26.140000,11.050000,0.000000,2.470000,118.510000,32.33,40,44.5,46.82,5.66,6.67,234.08,20,189,32.34,13.33,6.01,88.94,13.33,147.339225,81,6.66,80,32.33

49,12:00-12:15,26.130000,10.780000,98.190000,65.060000,272.310000,212.040000,2.410000,10.780000,26.130000,2.840000,26.140000,11.050000,0.000000,2.470000,118.510000,32.33,40,44.5,46.86,5.66,6.67,234.32,20,189,32.34,13.33,6.01,89.34,13.33,151.603155,81,6.66,80,32.33

50,12:15-12:30,26.130000,10.770000,98.190000,65.060000,272.310000,212.040000,2.410000,10.770000,26.130000,2.840000,26.140000,11.040000,0.000000,2.470000,118.510000,32.33,39,44.5,46.85,5.66,6.67,234.24,20,189,32.34,13.33,6.01,89,13.33,150.36681,81,6.66,79,32.33

51,12:30-12:45,26.130000,10.760000,98.190000,65.060000,272.310000,212.040000,2.410000,10.760000,26.130000,2.840000,26.140000,11.040000,0.000000,2.470000,96.820000,32.33,39,44.5,46.85,5.66,6.67,234.27,20,189,32.34,13.33,6.01,89.22,13.33,148.06935,81,6.66,79,32.33

52,12:45-13:00,26.130000,10.760000,98.190000,65.060000,272.310000,212.040000,2.410000,10.760000,26.130000,2.840000,26.140000,11.030000,0.000000,2.470000,72.030000,32.33,39,44.5,46.81,5.66,6.67,234.06,20,189,32.34,13.33,6.01,88.56,13.33,145.03203,81,6.66,78,32.33

53,13:00-13:15,26.130000,10.760000,101.410000,65.060000,272.310000,212.040000,2.490000,10.760000,26.130000,2.840000,26.140000,11.030000,0.000000,2.610000,72.030000,32.33,39,44.5,45.83,5.66,6.67,229.17,20,189,32.34,13.33,6.01,87.53,13.33,140.92386,81,6.66,77,32.33

54,13:15-13:30,26.130000,10.760000,101.410000,65.060000,272.310000,212.040000,2.490000,10.760000,26.130000,2.840000,26.140000,11.030000,0.000000,2.610000,72.030000,32.33,38,44.5,45.83,5.66,6.67,229.17,20,189,32.34,13.33,6.42,86,13.33,135.97848,81,6.66,75,32.33

55,13:30-13:45,26.130000,10.760000,101.410000,65.060000,272.310000,212.040000,2.490000,10.760000,26.130000,2.840000,26.140000,11.030000,0.000000,2.610000,72.030000,32.33,36,43.39,45.83,5.66,6.67,229.17,20,189,32.34,13.33,6.61,83.98,13.33,130.848135,81,6.66,73,32.33

56,13:45-14:00,26.130000,10.750000,98.190000,65.060000,272.310000,212.040000,2.490000,10.750000,26.130000,2.840000,26.140000,11.020000,0.000000,2.610000,72.030000,32.33,35,42.03,45.83,5,6.67,229.17,20,189,32.34,13.33,7.56,82.63,13.33,124.403565,81,6.66,70,32.33

57,14:00-14:15,26.130000,10.750000,101.410000,65.060000,272.310000,212.040000,2.570000,10.750000,26.130000,2.890000,26.140000,11.020000,0.000000,2.610000,72.030000,32.33,34,40.43,45.51,5,6.67,227.58,20,179.9,32.34,13.33,9.91,80.52,13.33,117.55986,77.1,6.66,68,32.33

58,14:15-14:30,26.130000,10.750000,101.410000,65.060000,272.310000,212.040000,2.570000,10.750000,26.130000,2.890000,25.170000,11.030000,0.000000,2.610000,72.030000,32.33,33,39.74,44.17,5,6.67,220.87,20,173.6,32.34,13.33,10.95,77.66,13.33,110.073645,74.4,6.66,65,32.33

59,14:30-14:45,26.130000,10.720000,101.410000,53.020000,272.310000,210.270000,2.570000,10.720000,26.130000,2.890000,25.170000,10.990000,0.000000,2.610000,96.820000,32.33,31,37.52,42,5,6.67,209.98,20,165.2,32.34,13.33,11.64,74.11,13.33,102.032535,70.8,6.66,61,32.33

60,14:45-15:00,26.130000,10.720000,101.410000,53.020000,272.310000,210.270000,2.570000,10.720000,26.130000,2.890000,25.170000,10.990000,0.000000,2.610000,118.510000,32.33,28,34.8,39.72,5,6.67,198.62,20,154,32.34,13.33,11.62,70.35,13.33,93.43653,66,6.66,56,32.33

61,15:00-15:15,26.130000,10.680000,101.410000,53.020000,272.310000,210.270000,2.640000,10.680000,26.130000,2.890000,27.110000,10.940000,0.000000,2.770000,118.510000,32.5,26,32.03,37.24,5,6.67,186.21,20,143.5,32.5,13.33,14.87,65.34,13.33,85.94058,61.5,6.66,53,32.5

62,15:15-15:30,26.130000,10.380000,101.410000,58.090000,272.310000,210.270000,2.640000,10.380000,26.130000,2.890000,27.110000,10.640000,0.000000,2.770000,118.510000,32.5,23,29.6,34.51,5.66,6.67,172.57,20,134.4,32.5,13.33,14.87,60,13.33,75.7383,57.6,6.66,45,32.5

63,15:30-15:45,26.130000,9.750000,101.410000,58.090000,272.310000,210.270000,2.640000,9.750000,26.130000,2.890000,27.110000,10.000000,0.000000,2.770000,118.510000,32.5,20,26.12,31.81,5.66,6.67,159.08,20,119,32.5,13.33,14.34,54.15,13.33,64.91298,51,6.66,40,32.5

64,15:45-16:00,26.130000,8.590000,101.410000,58.090000,272.310000,210.270000,2.640000,8.590000,26.130000,2.890000,27.110000,8.810000,0.000000,2.770000,118.510000,32.5,19,22.86,28.43,5.66,6.67,142.15,20,99.4,32.5,13.33,14.32,47.86,13.33,53.785875,42.6,6.66,38,32.5

65,16:00-16:15,30.980000,7.320000,101.410000,58.090000,272.310000,210.270000,2.730000,7.320000,25.580000,2.890000,28.080000,7.520000,0.000000,2.770000,118.510000,32.67,16,20.22,24.76,5.66,6.67,123.78,20,84,32.66,13.33,14.12,41.07,13.33,42.064935,36,6.66,32,32.67

66,16:15-16:30,30.980000,6.060000,101.410000,58.090000,272.310000,210.270000,2.730000,6.060000,23.400000,2.890000,28.080000,6.220000,0.000000,2.770000,118.510000,32.67,12,15.8,21.07,5.66,6.67,105.37,20,70,32.66,14.12,11.9,34.23,14.12,29.857245,30,6.66,24,32.67

67,16:30-16:45,30.980000,4.750000,101.410000,58.090000,272.310000,210.270000,2.730000,4.750000,30.980000,2.890000,29.050000,4.860000,0.000000,2.770000,118.510000,30.27,10,11.3,17.23,5.66,6.67,86.15,20,52.5,24.41,16.19,11.23,26.99,16.19,20.978925,22.5,6.66,20,30

68,16:45-17:00,30.980000,3.480000,101.410000,58.090000,272.310000,210.270000,2.730000,3.480000,30.980000,2.890000,29.050000,3.560000,0.000000,2.770000,118.510000,14.06,7,9,13.57,5.66,6.67,67.86,20,36.4,12.88,18.62,10.3,20.25,18.62,12.139545,15.6,6.66,13,22

69,17:00-17:15,30.980000,2.260000,101.410000,58.090000,272.310000,210.270000,2.730000,2.260000,30.980000,2.930000,30.010000,2.320000,0.000000,2.770000,118.510000,4.85,5,6,9.69,5.66,6.67,48.44,20,28,0.6,22.67,9.21,13.15,22.67,6.863175,12,6.66,11,13

70,17:15-17:30,30.980000,1.180000,101.410000,58.090000,272.310000,210.270000,2.730000,1.180000,30.980000,2.930000,30.010000,1.220000,0.000000,2.770000,118.510000,1,3,5,6.06,8.51,6.67,30.3,20,21,1,23.42,8.67,6.7,23.42,1.84965,9,6.66,6,7

71,17:30-17:45,13.930000,0.430000,101.410000,58.090000,272.310000,210.270000,2.730000,0.430000,30.980000,2.930000,30.010000,0.440000,0.000000,2.770000,118.510000,0.1,1,3,2.86,8.95,6.67,14.33,20,7,0,24.01,8.44,1.4,24.01,0.27258,3,6.66,3,1

72,17:45-18:00,13.930000,0.050000,101.410000,58.090000,272.310000,210.270000,2.730000,0.050000,30.980000,2.930000,30.010000,0.050000,0.000000,2.770000,118.510000,0,1,2,0.9,8.34,6.67,4.5,20,3.5,0,30.01,7.91,1,30.01,0,1.5,6.66,1,0

73,18:00-18:15,13.930000,0.000000,101.410000,58.090000,272.310000,210.270000,2.730000,0.000000,30.980000,2.930000,30.010000,0.000000,0.000000,2.610000,118.510000,0,0,1,0.07,8.68,6.67,0.36,20,0,0,30.67,7.47,0.33,30.67,0.107085,0,6.66,0,0

74,18:15-18:30,0.000000,0.000000,101.410000,58.090000,272.310000,210.270000,2.730000,0.000000,30.980000,2.930000,30.010000,0.000000,0.000000,2.610000,118.510000,0,0,0,0,8.62,6.84,0,20.53,0,0,31.01,7.21,0,31.01,0,0,6.84,0,0

75,18:30-18:45,0.000000,0.000000,101.410000,58.090000,272.310000,210.270000,2.730000,0.000000,30.980000,2.930000,30.010000,0.000000,0.000000,2.610000,118.510000,0,0,0,0,8.29,9.7,0,29.11,0,0,28.34,7.21,0,28.34,0,0,9.71,0,0

76,18:45-19:00,0.000000,0.000000,101.410000,58.090000,272.310000,210.270000,2.730000,0.000000,30.980000,2.930000,30.010000,0.000000,0.000000,2.610000,118.510000,0,0,0,0,8.18,9.84,0,29.51,0,0,29.62,7.21,0,29.62,0,0,9.83,0,0

77,19:00-19:15,0.000000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.500000,2.980000,30.010000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,7.84,9.79,0,29.36,0,0,28.67,7.21,0,28.67,0,0,9.78,0,0

78,19:15-19:30,0.000000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.500000,2.980000,30.010000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,7.62,9.74,0,29.23,0,0,27.34,7.21,0,27.34,0,0,9.74,0,0

79,19:30-19:45,0.000000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.500000,2.980000,30.010000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,8.51,11.47,0,34.42,0,0,30.67,7.21,0,30.67,0,0,11.49,0,0

80,19:45-20:00,0.000000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.980000,2.980000,30.010000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,8.51,11.04,0,33.12,0,0,30.01,7.21,0,30.01,0,0,11.05,0,0

81,20:00-20:15,23.400000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.980000,2.980000,30.980000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,8.64,10.84,0,32.51,0,0,33.54,7.21,0,33.54,0,0,10.83,0,0

82,20:15-20:30,23.400000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.980000,2.980000,30.980000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,8.32,10.34,0,31.01,0,0,32.73,7.21,0,32.73,0,0,10.33,0,0

83,20:30-20:45,23.400000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.980000,2.790000,30.980000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,8.29,11.34,0,34.01,0,0,36.67,7.21,0,36.67,0,0,11.33,0,0

84,20:45-21:00,23.400000,0.000000,101.410000,58.090000,272.310000,210.270000,2.640000,0.000000,30.980000,2.790000,30.980000,0.000000,0.000000,2.540000,118.510000,0,0,0,0,8.32,10.84,0,32.51,0,0,29.51,7.21,0,29.51,0,0,10.83,0,0

85,21:00-21:15,24.710000,0.000000,101.410000,58.090000,272.310000,210.270000,2.570000,0.000000,24.710000,2.790000,30.980000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,10.34,0,31.01,0,0,28.34,7.21,0,28.34,0,0,10.33,0,0

86,21:15-21:30,24.710000,0.000000,101.410000,58.090000,272.310000,210.270000,2.570000,0.000000,24.710000,2.790000,30.980000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,9.67,0,29.01,0,0,23.34,7.21,0,23.34,0,0,9.67,0,0

87,21:30-21:45,24.710000,0.000000,101.410000,58.090000,272.310000,210.270000,2.570000,0.000000,24.710000,2.790000,30.980000,0.000000,0.000000,2.470000,118.510000,0,0,0,0,7,9.34,0,28.01,0,0,21.67,7.21,0,21.67,0,0,9.33,0,0

