Block,Time Block,KOLDAM,KISHANGANGA,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,BSIUL,BRBCL,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,KHSTPP-I,URI,AURY_CRF,VALLURNTECL,UNCHAHAR4,ANTA_LF,ANTA_CRF,URI2,ANTA_GF,ANTA_RF,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,RIHAND3,RSTPSU7,SALAL,RIHAND2,RIHAND1,SEWA2,RSTPSU1TO6,RAPPC,SASAN,SIMHST1,RAPPB,TALST2,TANAKPUR,TALA,TEHRI,SINGRAULI_HYDRO,SIMHST2,TANDA2,SINGRAULI,NLCIIST2,NNTPP,MAPS,NAPP,NLCIIST1,NJPC,NLCEXP,NLCTS2EXP,NTPL,PARBATI3,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,8.51,78.14,0,0,0,0,10.96,15.79,345.07,0,0,0,17.08,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,5.52,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,8.51,78.14,0,0,0,0,10.96,15.79,345.07,0,0,0,14.34,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,8.9,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,8.51,78.14,0,0,0,0,10.96,15.79,345.07,0,0,0,13.49,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,8.51,78.14,0,0,0,0,10.96,15.79,345.07,0,0,0,15.34,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,8.51,78.14,0,0,0,0,10.96,15.79,345.07,0,0,0,13.67,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,8.51,78.14,0,0,0,0,10.96,15.79,345.07,0,0,0,14.99,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,8.51,78.14,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,8.9,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,13.9,0,22.33,5.52,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,333.86,0,13.9,0,22.33,5.75,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,8.51,93.57,0,0,0,0,10.96,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,18.34,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,13.9,0,22.33,5.75,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,110.24,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,8.51,142.07,0,0,0,0,13.78,15.79,383.39,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,0,0,0,0,120.67,0,0,0,42.35,0,20.41,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,8.51,142.07,0,0,0,0,17.74,15.79,406.61,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,22.7,0,36.04,8.3,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,14.3,0,0,0,120.67,0,0,0,42.35,0,44.82,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,8.51,142.07,0,0,0,0,19.93,15.79,494.75,0,0,0,19.16,0,0,0,0,0,0,0,31.82,1.06,0,0,0,0,0,4.13,0,0,0,0,427.27,0,25.28,0,40.61,9.33,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,14.3,0,0,0,120.67,0,0,0,42.35,0,67.22,0,0,0,3.66,0,0,0,0,0,0

26,06:15-06:30,0,0,8.51,142.07,0,0,0,7.59,19.93,15.79,494.75,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,3.19,427.27,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,28.61,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,15.85,0,0,0,0,0,0

27,06:30-06:45,0,0,8.51,142.07,0,0,0,10.13,19.93,15.79,491.14,0,0,2.11,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,9.26,12.62,455.05,11.51,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,42.91,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,15.85,0,0,0,0,0,0

28,06:45-07:00,0,0,9.45,142.07,0,0,0,15.89,19.93,31.57,537.59,0,0,12.49,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,18.57,25.23,531.69,11.74,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0,0,59.63,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,15.85,0,0,0,0,0,0

29,07:00-07:15,0,0,9.45,142.07,0,0,0,18.98,19.45,31.57,569.34,0,0,12.49,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,18.57,25.23,637.86,26.92,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,7.57,0,24.79,398.77,0,0,0,0,0,59.63,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,15.85,0,0,0,0,0,0

30,07:15-07:30,0,0,9.45,142.07,0,0,0,26.26,19.45,31.57,550.18,0,0,12.49,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,18.57,25.23,649.95,26.92,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,7.57,0,24.79,398.77,0,0,0,0,0,59.63,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,15.85,0,0,0,0,0,0

31,07:30-07:45,0,0,9.45,142.07,0,0,0,26.26,19.45,31.57,550.18,0,0,12.49,19.16,55.74,51.43,0,0,0,0,0,32.28,25.38,0,0,0,0,0,10.31,0,32.15,18.57,25.23,649.95,26.92,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,7.85,0,24.79,398.77,0,0,0,0,0,59.63,0,0,0,120.67,0,0,0,42.35,0,98.71,0,0,0,15.85,0,0,0,0,0,0

32,07:45-08:00,0,0,9.45,142.07,0,0,0,26.26,19.45,31.57,550.18,0,0,12.49,19.16,55.74,65.77,0,0,0,0,0,32.28,25.38,0,0,0,0,0,10.31,0,41.63,18.57,25.23,649.95,26.92,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,7.85,0,24.79,398.77,0,0,0,0,0,59.63,0,0,0,120.67,0,0,0,42.35,0,98.71,0,0,0,3.41,0,0,0,0,0,0

33,08:00-08:15,0,0,9.45,142.07,0,0,0,26.26,19.45,31.57,531.02,0,0,12.49,19.16,55.74,65.77,0,0,0,0,0,32.28,1.59,0,0,0,0,0,4.13,0,41.63,18.57,25.23,649.95,26.92,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,7.85,0,24.79,398.77,0,0,0,5.52,0,59.63,0,0,0,120.67,0,0,0,42.35,0,98.71,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,9.45,142.07,0,0,0,26.26,19.45,31.57,531.02,0,0,12.49,19.16,55.74,65.77,0,0,0,0,0,32.28,1.59,0,0,0,0,0,4.13,0,41.63,18.57,25.23,649.95,26.92,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,7.85,0,24.79,398.77,0,0,0,5.52,0,59.63,0,0,0,120.67,0,0,0,42.35,0,98.71,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,8.51,142.07,0,0,0,15.57,19.45,15.79,531.02,0,0,2.11,19.16,55.74,65.77,0,0,0,0,0,32.28,25.38,0,0,0,0,0,10.31,0,41.63,9.26,12.62,649.95,11.51,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,5.52,0,59.63,0,0,0,120.67,0,0,0,42.35,0,98.71,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,8.51,142.07,0,0,0,8.74,19.45,15.79,531.02,0,0,0,19.16,55.74,65.77,0,0,0,0,0,32.28,25.38,0,0,0,0,0,10.31,0,41.63,1.22,3.19,649.95,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,5.52,0,44.72,0,0,0,120.67,0,0,0,42.35,0,95.98,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,8.51,142.07,0,0,0,8.74,19.45,15.79,501.28,0,0,0,19.16,55.74,65.77,0,0,0,0,0,32.28,1.59,0,0,0,0,0,4.13,0,41.63,0,0,649.95,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,5.52,0,42.31,0,0,0,120.67,0,0,0,42.35,0,72.58,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,8.51,142.07,0,0,0,0,19.45,15.79,501.28,0,0,0,19.16,55.74,65.77,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,41.63,0,0,649.95,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,5.52,0,29.81,0,0,0,120.67,0,0,0,42.35,0,67.22,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,8.51,142.07,0,0,0,0,19.45,0,501.28,0,0,0,19.16,8.88,21.03,0,0,0,0,0,32.28,1.59,0,0,0,0,0,4.13,0,13.84,0,0,649.95,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,29.81,0,0,0,120.67,0,0,0,42.35,0,67.22,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,8.51,142.07,0,0,0,0,19.45,0,501.28,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.59,0,0,0,0,0,4.13,0,0,0,0,649.95,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,14.3,0,0,0,120.67,0,0,0,42.35,0,44.82,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,8.51,142.07,0,0,0,0,19.45,0,472.67,0,0,0,19.16,0,0,0,0,0,0,0,32.28,25.38,0,0,0,0,0,10.31,0,0,0,0,650.27,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,22.41,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,8.51,142.07,0,0,0,0,19.45,0,472.67,0,0,0,19.16,0,0,0,0,0,0,0,32.28,25.38,0,0,0,0,0,10.31,0,0,0,0,520.19,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,8.51,142.07,0,0,0,0,19.45,0,472.67,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,497.36,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,8.51,142.07,0,0,0,0,15.96,0,440.6,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,442.48,0,20.41,0,32.59,7.91,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,8.51,142.07,0,0,0,0,15.69,0,357.53,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,8.51,142.07,0,0,0,0,15.69,0,410.9,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,8.51,142.07,0,0,0,0,15.69,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,8.51,142.07,0,0,0,0,15.69,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,8.51,142.07,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,8.46,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,8.51,142.07,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,8.46,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,8.51,142.07,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,9.51,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,8.51,142.07,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,9.51,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,8.51,142.07,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,2.12,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,8.51,126.1,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,2.12,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,8.51,126.1,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,11.64,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,8.51,126.1,0,0,0,0,17.38,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,11.64,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,8.51,126.1,0,0,0,0,17.38,0,373.81,0,0,0,19.16,0,0,0,0,0,0,0,28.86,13.22,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,8.51,142.07,0,0,0,0,17.38,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,28.86,13.22,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,8.51,142.07,0,0,0,0,17.38,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,264.41,0,17.82,0,28.03,6.37,119.1,0,2.78,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,8.51,142.07,0,0,0,0,17.38,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,8.9,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,8.51,142.07,0,0,0,0,17.38,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,8.51,142.07,0,0,0,0,17.38,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

