Block,Time Block,KGSU3AND4,KGSU1AND2,BRBCL,DADRT2,DHAULIGNGA,BSIUL,CHAMERA3,DULHASTI,FSTPP I & II,CHAMERA2,CHAMERA1,TALA,TEHRI,SEWA2,SINGRAULI,UNCHAHAR1,TANDA2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,SIMHST2,KHSTPP-I,KKNPPU2,KOTESHWR,KOLDAM,KISHANGANGA,KHSTPP-II,KKNP,SALAL,SASAN,AURY_CRF,URI,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,JHAJJAR,PARBATI3,RIHAND3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,NTPL,RSTPSU7,NAPP,KUDGI,MAPS,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0,0,11.61,265.29,0,0,0,15.83,10.99,0,0,0,0,0,110.16,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,12.14,265.29,0,0,0,15.83,10.99,0,0,0,0,0,110.16,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,12.57,265.29,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,12.27,265.29,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,13.81,265.29,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,15.15,265.29,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,16.91,265.29,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,18.52,265.29,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,19.21,265.29,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,18.5,332.54,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,18.19,361.36,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,18.21,361.36,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,18.39,0,8.53,0,0,93.85,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,17.75,361.36,0,0,0,15.83,10.99,0,0,0,0,0,121.01,5.76,0,0,13.94,0,0,0,0,22.39,0,24.48,0,8.53,0,0,122.8,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.85,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,22.47,0,0,0,0,0

24,05:45-06:00,0,0,17.93,431.01,0,0,0,15.83,15.03,0,0,0,14.95,0,121.01,7.92,0,0,19.25,0,0,0,0,30.52,0,24.48,0,8.53,0,0,122.8,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,350.12,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,22.47,0,0,0,0,0

25,06:00-06:15,0,0,18.92,523.72,0,0,0,15.83,19.36,0,0,0,14.95,0,121.01,9.87,0,0,24.69,0,0,0,0,30.92,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,467.66,3.67,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,44.95,0,0,0,0,0

26,06:15-06:30,0,0,19.21,613.02,0,0,0,15.83,19.36,3.2,0,0,28.69,0,121.01,9.87,0,0,25.35,0,0,0,0,35.06,0,32.37,0,8.53,0,0,142.47,0,8.92,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,554.62,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,67.41,0,0,0,0,0

27,06:30-06:45,0,0,19.21,652.24,7.61,2.11,9.29,15.83,19.36,12.65,11.54,0,44.85,0,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,40.19,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,628.59,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,89.88,0,0,0,0,0

28,06:45-07:00,0,0,18.81,656.29,26.33,12.53,18.62,31.66,19.36,25.3,11.77,0,59.79,7.59,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,9.47,0,0,142.47,0,40.19,335.27,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,609.37,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,112.36,0,0,0,0,0

29,07:00-07:15,0,0,19.21,656.29,26.33,12.53,18.62,31.66,19.36,25.3,27,0,59.79,7.59,121.01,9.87,0,0,25.35,5.53,0,0,0,40.72,0,32.37,0,9.47,0,0,142.47,0,40.19,335.27,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,570.94,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,112.36,0,0,0,0,0

30,07:15-07:30,0,0,19.21,656.29,26.33,12.53,18.62,31.66,19.36,25.3,27,0,59.79,7.59,121.01,9.87,0,0,25.35,5.53,0,0,0,40.72,0,32.37,0,9.47,0,0,142.47,0,40.19,335.27,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,570.94,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,112.36,0,0,0,0,0

31,07:30-07:45,0,0,16.79,656.29,26.33,12.53,18.62,31.66,19.36,25.3,27,0,59.79,7.87,121.01,9.87,0,0,25.35,5.53,0,0,0,40.72,0,32.37,0,9.47,0,0,142.47,0,40.19,335.27,0,4.24,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,570.94,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,112.36,0,0,0,0,0

32,07:45-08:00,0,0,17.68,656.29,26.33,12.53,18.62,31.66,19.36,25.3,27,0,59.79,7.87,121.01,9.87,0,0,25.35,5.53,0,0,0,40.72,0,32.37,0,9.47,0,0,142.47,0,40.19,335.27,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,570.94,3.42,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,112.36,0,0,0,0,0

33,08:00-08:15,0,0,15.84,656.29,26.33,12.53,18.62,31.66,19.36,25.3,27,0,59.79,7.87,121.01,9.87,0,0,25.35,5.53,0,0,0,40.72,0,32.37,0,9.47,0,0,142.47,0,8.92,335.27,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,532.52,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,89.88,0,0,0,0,0

34,08:15-08:30,0,0,18.53,656.29,15.35,12.53,18.62,31.66,19.36,25.3,27,0,59.79,7.87,121.01,9.87,0,0,25.35,5.53,0,0,0,40.72,0,32.37,0,9.47,0,0,142.47,0,1.34,335.27,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,532.52,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,89.88,0,0,0,0,0

35,08:30-08:45,0,0,19.21,656.29,7.61,2.11,9.29,15.83,19.36,12.65,11.54,0,59.79,0,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,532.52,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,67.41,0,0,0,0,0

36,08:45-09:00,0,0,18.51,656.29,0,0,0,0,19.36,0,0,0,44.31,0,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,2.12,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,532.52,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,67.41,0,0,0,0,0

37,09:00-09:15,0,0,18.61,656.29,0,0,0,0,19.36,0,0,0,43.03,0,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,2.12,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,503.7,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,44.95,0,0,0,0,0

38,09:15-09:30,0,0,18.72,656.29,0,0,0,0,19.36,0,0,0,29.9,0,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,2.12,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,503.7,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,44.95,0,0,0,0,0

39,09:30-09:45,0,0,19.21,656.29,0,0,0,0,19.36,0,0,0,29.9,0,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,2.12,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,503.7,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,44.95,0,0,0,0,0

40,09:45-10:00,0,0,19.18,656.29,0,0,0,0,19.36,0,0,0,14.34,0,121.01,9.87,0,0,25.35,0,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,25.45,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,503.7,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,44.95,0,0,0,0,0

41,10:00-10:15,0,0,18.56,608.62,0,0,0,0,19.36,0,0,0,0,0,121.01,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,474.87,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,22.47,0,0,0,0,0

42,10:15-10:30,0,0,19.21,550.98,0,0,0,0,19.36,0,0,0,0,0,121.01,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,2.12,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,474.87,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,19.21,438.02,0,0,0,0,19.36,0,0,0,0,0,121.01,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,1.28,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,390.22,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,17.98,361.36,0,0,0,0,19.36,0,0,0,0,0,121.01,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,294.93,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,18.41,361.36,0,0,0,0,19.36,0,0,0,0,0,121.01,9.28,0,0,22.76,0.86,0,0,0,36.14,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,348.9,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,18.97,361.36,0,0,0,0,19.36,0,0,0,0,0,121.01,7.92,0,0,19.25,0.86,0,0,0,30.52,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,348.9,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,16.95,361.36,0,0,0,0,16.92,0,0,0,0,0,121.01,7.92,0,0,19.25,0.86,0,0,0,30.52,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,348.9,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,18.15,361.36,0,0,0,0,16.78,0,0,0,0,0,121.01,7.92,0,0,19.25,0.86,0,0,0,30.52,0,32.37,0,8.53,0,0,142.47,0,1.34,335.27,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,348.9,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,18.26,294.11,0,0,0,0,14.75,0,0,0,0,0,121.01,5.97,0,0,15.71,0.86,0,0,0,30.22,0,27.89,0,8.53,0,0,122.8,0,1.34,335.27,0,25.45,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,348.9,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,18.96,265.29,0,0,0,0,14.75,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,24.48,0,8.53,0,0,106.78,0,1.34,335.27,0,25.45,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,19.21,265.29,0,0,0,0,14.75,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,24.48,0,8.53,0,0,106.78,0,1.34,344.99,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,19.21,265.29,0,0,0,0,14.75,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,24.48,0,8.53,0,0,106.78,0,1.34,364.44,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,19.21,265.29,0,0,0,0,10.99,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,24.48,0,8.53,0,0,106.78,0,1.34,378.73,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,19.21,265.29,0,0,0,0,10.99,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,24.48,0,8.53,0,0,106.78,0,1.34,389.29,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,19.21,265.29,0,0,0,0,10.99,0,0,0,0,0,110.24,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,103.37,0,0,60.81,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,19.21,265.29,0,0,0,0,10.99,0,0,0,0,0,110.24,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,91.54,0,0,60.81,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,19.21,265.29,0,0,0,0,10.99,0,0,0,0,0,110.24,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,97.61,0,0,60.81,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,19.21,265.29,0,0,0,0,10.99,0,0,0,0,0,110.24,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,1.28,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,112.11,0,0,60.81,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,19.21,265.29,0,0,0,0,10.99,0,0,0,0,0,120.77,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,85.52,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,19.21,329.66,0,0,0,0,10.99,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,19.21,358.49,0,0,0,0,10.99,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,19.21,361.36,0,0,0,0,10.99,0,0,0,0,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,18.39,0,8.53,0,0,78.62,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

