Column1,Time,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/20/4168,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/02/1250,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/9046,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/3925,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/5531,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/8058,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3733,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/3945,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/20/4698,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/20/9333
24,05:45-06:00,70.06,230.57,0,59.4,48.04,24.73,0,0,0.95,48.04,113.73,19.21,8.65,0,0,48.04,25.94,28.82,0,0,100.09,26.9,6.67,0,23.33,0,0,12,23.34,0,12,36,0,0,0,0,0,10,0,0,0,0,1.29,25.94,20.17,0,25.94,0,0,0,0,0.61,1.3,0,0

25,06:00-06:15,65.92,271.64,0,59.4,48.04,24.73,0,0,0.95,48.04,151.08,19.21,8.65,0,0,48.04,25.94,28.82,0,0,100.09,26.9,6.67,0,23.33,0,0,11.83,23.34,0.51,11.83,35.51,0,0,0,0,0,10.2,0,0,0,0,1.29,25.94,20.17,0,25.94,0,0,0,0,0.61,1.3,0,0

26,06:15-06:30,65.92,271.64,0,59.4,48.04,24.73,0,0,0.95,48.04,151.08,19.21,8.65,0,0,48.04,25.94,28.82,0,0,100.09,26.9,6.67,0.11,24,0,0,11.83,24,0.81,11.83,35.51,0,0,0,0,0,10.4,0,0,0,0,1.29,25.94,20.17,0,25.94,0,0,0,0,0.61,1.3,0,0

27,06:30-06:45,65.92,271.64,0,59.4,48.04,24.73,0,0,0.95,48.04,151.84,19.21,8.65,0,0,48.04,25.94,28.82,0,0,100.09,26.9,6.67,1.09,23.33,0,0,11.67,23.34,1.37,11.67,34.99,0.2,0,0,0,0,10.4,0,0,0,0,1.29,25.94,20.17,0,25.94,0,0,0,0,0,1.3,0,0

28,06:45-07:00,65.92,271.64,0,59.4,48.04,24.73,0,0,0.95,48.04,151.84,19.21,8.65,0,0,48.04,25.94,28.82,0,0,100.09,26.9,6.67,3.84,22.67,1,0,11.5,22.66,3.37,11.5,34.5,0.17,0,0,0,0,10.6,0,0,0,0,1.29,25.94,20.17,0,25.94,0,0,0,0,0,1.3,0,0

29,07:00-07:15,65.92,271.64,5.76,59.4,48.04,24.22,90.31,0,0.95,48.04,151.84,19.21,8.65,0,0.06,48.04,36.51,28.82,0.06,0.06,100.09,26.9,6.67,9.38,21.33,3,0.9,11.33,21.34,7.44,11.33,34.01,0.23,1,0,1,2,17.61,0,0,0,0,1.37,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.3,96.07,30.74

30,07:15-07:30,94.18,271.64,5.76,67.81,48.04,23.72,90.31,0,0.95,48.04,151.84,19.21,8.65,0,0.24,48.04,36.51,28.82,0.25,0.24,100.09,26.9,6.67,18.32,21,7,6.35,11.33,21,14.06,11.33,34.01,0.34,2,0.06,4,3,17.01,1,1,1,0.01,1.37,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.3,96.07,30.74

31,07:30-07:45,114.9,271.64,5.76,67.81,48.04,23.21,90.31,0,0.95,48.04,151.84,19.21,8.65,0,0.59,48.04,36.51,28.82,0.61,0.59,100.09,26.9,6.67,28.03,21,10,14.38,11.33,21,24.33,11.33,34.01,0.68,3,2.92,7,5,16.61,3,2,2,0.58,1.37,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.3,96.07,30.74

32,07:45-08:00,94.18,271.64,5.76,86.66,48.04,23.21,90.31,0,0.95,48.04,200.06,19.21,8.65,0,1.11,48.04,36.51,28.82,1.14,1.11,100.09,26.9,6.67,25.35,20.67,17,22.25,11.17,20.66,25.35,11.17,33.49,2.59,5,10.65,18,8,16.41,7,3,2,2.13,1.37,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.3,96.07,30.74

33,08:00-08:15,65.92,271.64,5.76,86.66,48.04,22.71,90.31,0,0.95,48.04,210.34,19.21,8.65,0,2.37,48.04,36.51,28.82,2.43,2.37,100.09,26.9,6.67,23.57,20,23.56,31.87,11,20,23.57,11,33,5.25,10,25.13,32,13,17.01,13,5,5,5.03,1.29,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.34,96.07,30.74

34,08:15-08:30,65.92,271.64,5.76,86.66,48.04,22.2,90.31,0,0.95,48.04,210.34,19.21,8.65,0,3.68,48.04,36.51,28.82,3.76,3.68,100.09,26.9,6.67,23.57,19.67,23.56,43.79,10.67,19.66,23.57,10.67,31.99,11.12,18,45.73,49,17,17.61,21,9,9,9.15,1.29,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.34,96.07,30.74

35,08:30-08:45,65.92,271.64,5.76,76.17,48.04,21.7,90.31,0,0.95,48.04,186.35,19.21,8.65,0,4.94,48.04,36.51,28.82,5.06,4.94,100.09,26.9,6.67,24,23.33,24,57.05,10.33,23.34,24,10.33,31.01,18.33,33,69.59,63,26,18.21,27,16,17,13.92,1.29,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.34,96.07,30.74

36,08:45-09:00,65.92,271.64,5.76,76.17,48.04,20.69,90.31,0,0.95,48.04,186.35,19.21,8.65,0,6.23,48.04,36.51,28.82,6.39,6.23,100.09,26.9,6.67,24.33,21.67,24.34,70.32,10,21.66,24.33,10,30,27.03,45,94.2,84,39,19.01,36,21,22,18.84,1.29,36.51,20.17,0,36.51,0,50,9.61,7.69,0.61,1.34,96.07,30.74

37,09:00-09:15,65.92,271.64,5.76,76.17,48.04,20.18,90.31,0,0.95,48.04,186.35,19.21,8.65,0,7.64,48.04,19.21,28.82,7.83,7.64,100.09,26.9,6.67,24.33,23.33,24.34,82.69,8.33,23.34,24.33,8.33,25.01,36.69,53,117.73,102,50,18.61,43,26,27,23.55,1.29,19.21,20.17,0,19.21,0,0,9.61,7.69,0,1.34,96.07,30.74

38,09:15-09:30,65.92,271.64,5.76,76.17,48.04,19.68,90.31,0,0.95,48.04,186.35,19.21,8.65,0,8.97,48.04,19.21,28.82,9.2,8.97,62.68,26.9,6.67,24.33,21.67,24.34,93.78,6.67,21.66,24.33,6.67,19.99,46.91,63,140.48,119,56,18.01,51,30,32,28.1,1.29,19.21,20.17,0,19.21,0,0,9.61,7.69,0,1.34,96.07,30.74

39,09:30-09:45,70.06,271.64,5.76,64,48.04,18.68,90.31,0,0.95,48.04,186.35,19.21,8.65,0,10.21,48.04,19.21,28.82,10.47,10.21,62.68,26.9,6.67,24.67,18.33,24.66,104.07,6.67,18.34,24.67,6.67,19.99,56.34,70,162.05,133,65,17.81,57,32,35,32.41,1.29,19.21,20.17,0,19.21,0,0,9.61,7.69,0.61,1.34,96.07,30.74

40,09:45-10:00,70.06,271.64,5.76,64,48.04,18.68,90.31,0,0.95,48.04,159.45,19.21,8.65,0,11.45,48.04,19.21,28.82,11.74,11.45,62.68,26.9,6.67,24.67,16.67,24.66,113.52,6.67,16.66,24.67,6.67,19.99,65.12,76,181.84,147,73,17.41,63,35,38,36.37,1.29,19.21,20.17,0,19.21,0,0,9.61,7.69,0.61,1.34,96.07,30.74

41,10:00-10:15,70.06,249.78,0,64,48.04,18.68,0,0,0.95,48.04,159.45,19.21,5.76,0,12.51,48.04,19.21,28.82,12.82,12.51,62.68,26.9,6.67,24.67,16,24.66,122.05,6.67,16,24.67,6.67,19.99,73.13,80,200.18,161,83,16.01,69,38,40,40.04,1.29,19.21,20.17,0,19.21,0,0,0,0,0.61,1.38,0,0

42,10:15-10:30,70.06,230.57,0,64,48.04,18.17,0,0,0.95,48.04,159.45,19.21,5.76,0,14.03,48.04,19.21,28.82,14.37,14.03,62.68,26.9,6.67,24.67,15,24.66,129.26,6.67,15,24.67,6.67,19.99,80.64,86,216.89,172,87,16.01,73,41,43,43.38,1.29,19.21,20.17,0,19.21,0,0,0,0,0.61,1.38,0,0

43,10:30-10:45,70.06,192.14,0,64,48.04,17.67,0,0,0.95,48.04,159.45,19.21,5.76,0,14.97,48.04,23.06,28.82,15.35,14.97,62.68,26.9,6.67,24.67,13.33,24.66,135.19,6.67,13.34,24.67,6.67,19.99,87.01,92,232.09,182,91,16.61,78,43,46,46.42,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.38,0,0

44,10:45-11:00,70.06,149.4,0,64,48.04,17.67,0,0,0.95,48.04,159.45,19.21,5.76,0,15.92,48.04,23.06,28.82,16.32,15.92,62.68,26.9,6.67,24.67,13.33,24.66,140.27,6.67,13.34,24.67,6.67,19.99,92.65,95,235,189,92,17.01,81,45,47,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.38,0,0

45,11:00-11:15,70.06,149.4,0,64,48.04,17.67,0,0,0.99,48.04,159.45,19.21,5.76,0,16.66,48.04,23.06,28.82,17.08,16.66,62.68,26.9,6.67,24.67,13.33,24.66,144.56,6.67,13.34,24.67,6.67,19.99,95,99,235,200,93,17.01,85,46,49,47,1.37,23.06,20.17,0,19.21,0,0,0,0,0.61,1.38,0,0

46,11:15-11:30,70.06,149.4,0,64,48.04,17.67,0,0,0.99,48.04,159.45,19.21,5.76,0,17.06,48.04,23.06,28.82,17.49,17.06,62.68,26.9,6.67,25.67,13.33,25.66,148.51,6.67,13.34,25.67,6.67,19.99,95,100,235,200,94,17.01,85,47,50,47,1.37,23.06,20.17,0,19.21,0,0,0,0,0.61,1.38,0,0

47,11:30-11:45,70.06,149.4,0,64,48.04,16.65,0,0,0.99,48.04,159.45,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26,13.33,26,151.91,6.67,13.34,26,6.67,19.99,95,100,235,200,95,21.01,85,47,50,47,1.37,23.06,20.17,0,19.21,0,0,0,0,0,1.38,0,0

48,11:45-12:00,70.06,149.4,0,64,48.04,16.65,0,0,0.99,48.04,159.45,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.17,13.33,26.16,154.81,6.67,13.34,26.17,6.67,19.99,95,100,235,200,95,20.81,85,48,50,47,1.37,23.06,20.17,0,19.21,0,0,0,0,0,1.38,0,0

49,12:00-12:15,70.06,149.4,0,64,48.04,16.15,0,0,0.99,48.04,179.31,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,156.62,6.67,13.34,26.67,6.67,19.99,100,100,235,200,95,21.01,85,48,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

50,12:15-12:30,70.06,149.4,0,64,48.04,16.15,0,0,0.99,48.04,179.31,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,157.69,6.67,13.34,26.67,6.67,19.99,100,100,235,200,95,21.41,85,48,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

51,12:30-12:45,70.06,149.4,0,64,48.04,16.15,0,0,0.99,48.04,179.31,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,157.61,6.67,13.34,26.67,6.67,19.99,100,100,235,200,95,16.21,85,48,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

52,12:45-13:00,70.06,149.4,0,64,48.04,16.15,0,0,0.99,48.04,179.31,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,156.7,6.67,13.34,26.67,6.67,19.99,100,100,235,200,95,16.21,85,48,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

53,13:00-13:15,70.06,149.4,0,59.4,48.04,16.15,0,0,0.99,48.04,104.72,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,154.86,6.67,13.34,26.67,6.67,19.99,100,100,235,200,95,16.01,85,48,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

54,13:15-13:30,70.06,149.4,0,59.4,48.04,16.15,0,0,0.99,48.04,104.72,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,152.22,6.67,13.34,26.67,6.67,19.99,100,100,235,200,94,16.01,85,48,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

55,13:30-13:45,70.06,149.4,0,59.4,48.04,16.15,0,0,0.99,48.04,104.72,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,148.65,6.67,13.34,26.67,6.67,19.99,100,100,235,200,93,12.21,85,48,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

56,13:45-14:00,70.06,149.4,0,59.4,48.04,16.15,0,0,0.99,48.04,104.72,19.21,5.76,0,17.19,48.04,23.06,28.82,17.62,17.19,62.68,26.9,6.67,26.67,13.33,26.66,144.52,6.67,13.34,26.67,6.67,19.99,100,100,235,196,92,12.01,84,47,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.43,0,0

57,14:00-14:15,70.06,149.4,0,59.4,48.04,16.15,0,0,0.99,48.04,104.72,19.21,5.76,0,17,48.04,23.06,28.82,17.43,17,62.68,26.9,6.67,26.67,13.33,26.66,139.71,6.67,13.34,26.67,6.67,19.99,100,100,235,193,91,12.01,82,47,50,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0,1.48,0,0

58,14:15-14:30,70.06,149.4,0,59.4,48.04,16.65,0,0,0.99,48.04,104.72,19.21,5.76,0,16.62,48.04,23.06,28.82,17.04,16.62,62.68,26.9,6.67,26.67,13.33,26.66,134.15,6.67,13.34,26.67,6.67,19.99,100,97,235,189,91,12.01,81,45,48,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0,1.48,0,0

59,14:30-14:45,70.06,149.4,0,59.4,48.04,16.65,0,0,0.99,48.04,104.72,19.21,5.76,0,16.04,48.04,23.06,28.82,16.45,16.04,62.68,26.9,6.67,26.67,13.33,26.66,127.77,6.67,13.34,26.67,6.67,19.99,100,95,235,196,90,12.01,84,44,47,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

60,14:45-15:00,70.06,149.4,0,59.4,48.04,17.16,0,0,0.99,48.04,104.72,19.21,5.76,0,15.66,48.04,23.06,28.82,16.05,15.66,62.68,26.9,6.67,26.67,13.33,26.66,120.42,6.67,13.34,26.67,6.67,19.99,95,91,235,186,88,12.41,79,42,46,47,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

61,15:00-15:15,70.06,149.4,0,59.4,48.04,17.67,0,0,1.07,48.04,104.72,19.21,5.76,0,14.71,48.04,23.06,28.82,15.08,14.71,62.68,26.9,6.67,26.83,13.33,26.84,112.2,6.67,13.34,26.83,6.67,19.99,93.14,85,230.57,182,86,12.81,78,39,42,46.12,1.37,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

62,15:15-15:30,70.06,149.4,0,59.4,48.04,17.67,0,0,1.07,48.04,104.72,19.21,5.76,0,14.05,48.04,23.06,28.82,14.4,14.05,62.68,26.9,6.67,26.83,13.33,26.84,103.03,6.67,13.34,26.83,6.67,19.99,88.61,79,219.42,172,81,13.21,73,38,39,43.88,1.37,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

63,15:30-15:45,70.06,149.4,0,59.4,48.04,18.17,0,0,1.07,48.04,104.72,19.21,5.76,0,12.71,48.04,23.06,28.82,13.03,12.71,62.68,26.9,6.67,27.25,13.33,26,93.02,6.67,13.34,27.25,6.67,19.99,82.49,72,201.47,158,75,13.41,67,35,36,40.29,1.37,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

