Block,Time,CHAMERA2,KKNP,NAPP,NLCEXP,SASAN,SINGRAULI,UNCHAHAR3,CHAMERA1,DHAULIGNGA,KHSTPP-I,KOLDAM,MAPS,NNTPP,PARBATI3,RAPPB,RAPPC,TALA,TANAKPUR,UNCHAHAR1,ANTA_CRF,FSTPP I & II,JHAJJAR,KGSU1AND2,KISHANGANGA,RIHAND1,TALST2,VALLURNTECL,ANTA_GF,AURY_CRF,KOTESHWR,KUDGI,NTPL,RSTPSU7,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,ANTA_RF,DADRI_GF,BSIUL,DULHASTI,NLCIIST1,NLCIIST2,UNCHAHAR4,AURY_GF,DADRI_LF,CHAMERA3,KKNPPU2,RAMPUR,RIHAND2,RSTPSU1TO6,URI2,DADRI_RF,BRBCL,KHSTPP-II,NJPC,NLCTS2EXP,TEHRI,DADRT2,KGSU3AND4,RIHAND3,SALAL,TANDA2,AURY_LF,AURY_RF,DADRI_CRF
6,01:15-01:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,18.83,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

7,01:30-01:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,18.83,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

8,01:45-02:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

9,02:00-02:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

10,02:15-02:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

11,02:30-02:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

12,02:45-03:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

13,03:00-03:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

14,03:15-03:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

15,03:30-03:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

16,03:45-04:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

17,04:00-04:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

18,04:15-04:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

19,04:30-04:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,45.25,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

20,04:45-05:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,45.25,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

21,05:00-05:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,45.25,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

22,05:15-05:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,6.27,20.56,45.25,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,15.56,683.14,0,61.34,1.4,0,0,0,64.12

23,05:30-05:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.25,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,21.78,0,31.12,683.14,0,61.34,1.4,0,0,0,64.12

24,05:45-06:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,46.79,0,46.68,683.14,0,61.34,1.4,0,0,0,64.12

25,06:00-06:15,2.67,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,3.82,0,53.68,0,0,20.56,45.25,18.2,654.3,0,0,92,0,0,0,70.59,17.75,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,70.17,0,62.24,683.14,0,61.34,1.4,0,0,0,64.12

26,06:15-06:30,4,0,43.68,0,418.77,125.96,26.39,0,8.06,45.22,0,0,0,16.55,0,53.68,0,0,20.56,45.25,18.2,654.3,0,0,92,0,0,0,70.59,26.63,0,0,0,0,0,0,0,0,42.39,0.88,0,0,0,0,32.95,0,0,0,0,23.57,9.67,0,0,118.75,0,4.44,5.48,15,148.3,93.56,0,62.24,683.14,0,61.34,1.4,0,0,0,64.12

27,06:30-06:45,39.51,0,43.68,0,418.77,125.96,26.39,14.05,15.98,45.22,0,0,0,16.55,0,53.68,0,0,20.56,45.25,18.2,654.3,0,0,92,0,0,0,70.59,39.83,0,0,0,5.27,0,0,0,0,42.39,0.88,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,15,148.3,113.64,0,62.24,683.14,0,61.34,9.29,0,0,0,64.12

28,06:45-07:00,39.51,0,43.68,0,418.77,125.96,26.39,14.05,15.98,45.22,0,0,0,16.55,0,53.68,0,0,20.56,45.47,18.2,654.3,0,0,92,0,0,0,70.59,39.83,0,0,0,5.27,0,0,0,0,42.39,3.31,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,15,148.3,140.35,0,62.24,683.14,0,61.34,41.83,0,0,0,64.12

29,07:00-07:15,39.51,0,43.68,0,418.77,125.96,26.39,14.05,34.61,45.22,0,0,0,16.55,0,53.68,0,0,20.56,45.47,18.2,654.3,0,0,92,0,0,0,70.59,39.83,0,0,0,5.27,0,0,0,0,42.39,26.49,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,15,148.3,140.35,0,62.24,683.14,0,61.34,41.83,0,0,0,64.12

30,07:15-07:30,39.51,0,43.68,0,418.77,125.96,26.39,14.05,36.55,45.22,0,0,0,16.55,0,53.68,0,0,20.56,45.47,18.2,654.3,0,0,92,0,0,0,70.59,39.83,0,0,0,5.27,0,0,0,0,42.39,26.49,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,15,148.3,140.35,0,62.24,683.14,0,61.34,41.83,0,0,0,64.12

31,07:30-07:45,39.51,0,43.68,0,418.77,125.96,26.39,14.05,36.55,45.22,0,0,0,16.55,0,53.68,0,0,20.56,45.47,18.2,654.3,0,0,92,0,0,0,70.59,39.83,0,0,0,5.27,0,0,0,0,42.39,26.49,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,15,148.3,140.35,0,62.24,682.84,0,61.34,41.83,0,0,0,64.12

32,07:45-08:00,39.51,0,43.68,0,418.77,125.96,26.39,14.05,36.55,45.22,0,0,0,3.56,0,53.68,0,0,20.56,45.67,18.2,654.3,0,0,92,0,0,0,70.59,39.83,0,0,0,5.27,0,0,0,0,42.39,3.31,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,15,148.3,140.35,0,62.24,682.84,0,61.34,41.83,0,0,0,64.12

33,08:00-08:15,3.33,0,43.68,0,418.77,125.96,26.39,14.05,36.55,45.22,0,0,0,0,0,53.68,0,0.51,20.56,45.67,18.2,654.3,0,0,92,0,0,0,70.59,26.63,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,32.95,0,0,0,0,23.57,1.91,0,0,118.75,0,4.44,5.48,15,148.3,94.7,0,62.24,682.84,0,61.34,41.83,0,0,0,64.12

34,08:15-08:30,0,0,43.68,0,418.77,125.96,26.39,13.99,15.98,45.22,0,0,0,0,0,53.68,0,0.51,20.56,45.47,18.2,654.3,0,0,92,0,0,0,70.59,26.63,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,75.76,0,62.24,682.84,0,61.34,9.29,0,0,0,64.12

35,08:30-08:45,0,0,43.68,0,418.77,125.96,26.39,13.99,8.06,45.22,0,0,0,0,0,53.68,0,1.15,20.56,45.25,18.2,654.3,0,0,92,0,0,0,70.59,26.63,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,56.82,0,62.24,682.84,0,61.34,1.4,0,0,0,64.12

36,08:45-09:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,45.05,18.2,654.3,0,0,92,0,0,0,70.59,17.75,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,37.88,0,62.24,682.84,0,61.34,1.4,0,0,0,64.12

37,09:00-09:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,44.83,18.2,624.8,0,0,92,0,0,0,70.59,17.75,0,0,0,0,0,0,0,0,42.39,26.49,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,18.83,5.48,15,148.3,19.23,0,62.24,682.84,0,61.34,1.4,0,0,0,64.12

38,09:15-09:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,44.83,18.2,624.8,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,26.49,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,18.83,5.48,15,148.3,18.94,0,62.24,682.84,0,61.34,1.4,0,0,0,64.12

39,09:30-09:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,44.63,18.2,604.8,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,26.49,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,18.83,5.48,15,148.3,0,0,62.24,682.84,0,61.34,1.4,0,0,0,64.12

40,09:45-10:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,44.41,18.2,604.8,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,3.31,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,18.83,5.48,15,148.3,0,0,62.24,682.84,0,61.34,1.4,0,0,0,64.12

41,10:00-10:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,44.31,18.2,604.8,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,62.24,682.84,0,61.34,1.4,0,0,0,64.12

42,10:15-10:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,44.31,18.2,574.8,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,62.24,682.78,0,61.34,1.4,0,0,0,64.12

43,10:30-10:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,44.1,18.2,574.8,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,47.25,633.24,0,61.34,1.4,0,0,0,64.12

44,10:45-11:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.89,18.2,574.8,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,32.38,606.24,0,61.34,1.4,0,0,0,64.12

45,11:00-11:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.68,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,16.88,683.14,0,61.34,1.4,0,0,0,64.12

46,11:15-11:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.68,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,15.56,683.14,0,61.34,1.4,0,0,0,64.12

47,11:30-11:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.47,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

48,11:45-12:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.47,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

49,12:00-12:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.36,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

50,12:15-12:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.16,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

51,12:30-12:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,43.16,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

52,12:45-13:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,42.94,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

53,13:00-13:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,42.94,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

54,13:15-13:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,42.94,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

55,13:30-13:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,42.94,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

56,13:45-14:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.54,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

57,14:00-14:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.79,20.56,42.94,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

58,14:15-14:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.79,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

59,14:30-14:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

60,14:45-15:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

61,15:00-15:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

62,15:15-15:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

63,15:30-15:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,0,683.14,0,61.34,1.4,0,0,0,64.12

